50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.844467,,,,,,,,,,,873ebd50-ecf6-4616-b11e-5584f1891036,12,,,"[32.0, 8.4]",3878540,0,,,,,0.4057015,,Head,,,"[46.9, 14.8]",,High Pass,,16.21635,,,Incomplete,,Ricardo Kishna,22828.0,,,,,,Recovery,1,From Kick Off,Ştefan Daniel Radu,7778.0,Left Back,2,Bologna,240,"['0e6d4c4f-3651-4c28-a75c-e3e339cec9f2', '36654a63-5a5b-4fcf-934c-ef3dd00533c9', '4b57a447-9b8e-48a7-bb76-8616dc7f1c7e']",6,,,,,,,,,,,,,,,,Lazio,236,00:00:06.672,Pass,
,,,,,,,,,,,,,,,,2.619957,,,,,,,,,,,3c3fe7df-1874-42a5-b64d-10cb506e4a97,15,,,"[64.9, 49.2]",3878540,0,,,,,-1.7766972,,Left Foot,,,"[58.3, 17.6]",,Ground Pass,,32.281883,,,,,Adam Masina,7169.0,,,,,,Recovery,1,From Kick Off,Lorenzo Crisetig,7965.0,Center Defensive Midfield,2,Bologna,240,['a48acc85-27b5-4d41-9376-925a49eb6c97'],10,,,,,,,,,,,,,,,,Bologna,240,00:00:10.468,Pass,
,,,,,,,,,,,,,,,,1.427625,,,,,,,,,,,cd80819d-f53d-41e9-8f5c-5129ea40bd1d,19,,,"[62.0, 17.6]",3878540,0,,,,,2.969624,,Left Foot,,,"[43.0, 20.9]",,Ground Pass,,19.28445,,,,,Luca Rossettini,7142.0,,,,,,,1,From Kick Off,Adam Masina,7169.0,Left Back,2,Bologna,240,['41c441ea-f6f1-4f9f-bd08-edca2bd91d13'],15,,,,,,,,,,,,,,,,Bologna,240,00:00:15.380,Pass,
,,,,,,,,,,,,,,,,5.124303,,,,,,,,,,,b4e05b12-922b-483f-bbfd-9e0dea24c5fc,23,,,"[42.8, 17.6]",3878540,0,,,,,0.030408874,,Left Foot,,,"[95.4, 19.2]",,High Pass,,52.62433,,,Incomplete,,Robert Acquafresca,386640.0,,,,,,,1,From Kick Off,Luca Rossettini,7142.0,Left Center Back,2,Bologna,240,"['304edb0e-f3b2-499b-9c6b-4c4dd4fcfe56', '5388fb3a-cf99-4628-a47f-bda5bf1970fa', 'a34178b1-10d1-4148-8c66-5ae4472972f9']",17,,,,,,,,,,,,,,,,Bologna,240,00:00:17.512,Pass,True
,,,,,,,,,,,,,,,,1.162677,,,,,,,,,,,b8206642-6ed3-44ce-b475-e06e1848cfdb,26,,,"[83.4, 0.1]",3878540,0,,,,,1.4322948,,,,,"[85.7, 16.6]",,High Pass,,16.659533,,,,,Matteo Brighi,18027.0,,,,,,Throw-in,1,From Throw In,Adam Masina,7169.0,Left Back,3,Bologna,240,['62f00087-1877-4e4b-b769-babcdfb837fa'],33,,,,,,,,,,,,,,,,Bologna,240,00:00:33.794,Pass,
,,,,,,,,,,,,,,,,1.205783,,,,,,,,,,,51b55229-606f-42eb-b1cc-584b1ac5515c,30,,,"[83.4, 15.7]",3878540,0,,,,,-1.3037462,,Left Foot,,,"[86.3, 5.1]",,Low Pass,,10.98954,,,,,Adam Masina,7169.0,,,,,,,1,From Throw In,Matteo Brighi,18027.0,Left Center Midfield,3,Bologna,240,['6f08bb77-6552-4d3e-8c3a-816d90129f9f'],36,,,,,,,,,,,,,,,,Bologna,240,00:00:36.053,Pass,
,,,,,,,,,,,,,,,,1.132357,,,,,,,,,,,5ac267d0-0541-455d-a8d6-6a2446e09722,33,,,"[85.0, 4.3]",3878540,0,,,,,0.06494917,,Left Foot,,,"[97.3, 5.1]",,Ground Pass,,12.325989,,,,,Robert Acquafresca,386640.0,,,,,,,1,From Throw In,Adam Masina,7169.0,Left Back,3,Bologna,240,['2c6ef35d-7f19-4cc5-b651-00e1bdf8db38'],38,,,,,,,,,,,,,,,,Bologna,240,00:00:38.439,Pass,
,,,,,,,,,,,,,,,,0.662676,,,,,,,,,,,f63e6c7d-2793-4645-98c0-35f77d33aa6c,38,,,"[99.7, 6.6]",3878540,0,,,,,0.44344833,,Right Foot,,,"[107.7, 10.4]",,Ground Pass,,8.856636,,,,,Adam Masina,7169.0,,,,,,,1,From Throw In,Robert Acquafresca,386640.0,Right Center Forward,3,Bologna,240,['e6562994-a0fd-4f20-a925-16cd57bddfc9'],40,,,,,,,,,,,,,,,,Bologna,240,00:00:40.831,Pass,
,,,,,,,,,,,,,,,,0.657172,,,,,,,,,,,a92e58e8-d027-4140-b37c-371732397655,49,,,"[111.6, 14.1]",3878540,0,,,,,1.9812027,e2e960cf-3b0f-402f-8a41-3d89a822fd5a,Left Foot,,,"[105.9, 27.2]",,Ground Pass,,14.286357,,,,,Robert Acquafresca,386640.0,True,,,,,,1,From Throw In,Adam Masina,7169.0,Left Back,3,Bologna,240,['4c0967f4-ae6f-490b-922a-a44e5f799501'],52,,,,,,,,,,,,,,,,Bologna,240,00:00:52.190,Pass,
,,,,,,,,,,,,,,,,3.687887,,,,,,,,,,,dc5412d9-c4b3-487e-8a5d-3e96fa5f9147,60,,,"[6.0, 44.0]",3878540,1,,,,,-0.11416803,,Left Foot,,,"[81.0, 35.4]",,High Pass,,75.491455,,,Incomplete,,Keita Baldé Diao,3145.0,,,,,,Goal Kick,1,From Goal Kick,Etrit Berisha,6991.0,Goalkeeper,4,Lazio,236,"['1eecf950-31fb-453c-a13d-41241e8240b1', '829641fd-ef98-4703-a451-754539cb907b']",21,,,,,,,,,,,,,,,,Lazio,236,00:01:21.809,Pass,
,,,,,,,,,,,,,,,,1.924283,,,,,,,,,,,829641fd-ef98-4703-a451-754539cb907b,62,,,"[39.1, 44.7]",3878540,1,,,,,1.4208511,,Head,,,"[41.2, 58.6]",,High Pass,,14.057738,,,Incomplete,,Marco Crimi,31273.0,,,,,,Recovery,1,From Goal Kick,Marios Oikonomou,8873.0,Right Center Back,4,Lazio,236,"['44c6a5b1-9776-4d60-a340-6f55ffa20d74', 'a9479d2f-c20a-400e-b0dc-af94c33588c0', 'dc5412d9-c4b3-487e-8a5d-3e96fa5f9147']",25,,,,,,,,,,,,,,,,Bologna,240,00:01:25.497,Pass,
,,,,,,,,,,,,,,,,1.874676,,,,,,,,,,,44c6a5b1-9776-4d60-a340-6f55ffa20d74,64,,,"[78.9, 21.5]",3878540,1,,,,,-2.740179,,Left Foot,,,"[65.0, 15.6]",,Ground Pass,,15.100331,,,,,Ştefan Daniel Radu,7778.0,,,,,,Recovery,1,From Goal Kick,Ricardo Kishna,22828.0,Left Wing,4,Lazio,236,"['829641fd-ef98-4703-a451-754539cb907b', '8880fdbd-982b-4987-bed8-87d0e19fb05f']",27,,,,,,,,,,,,,,,,Lazio,236,00:01:27.422,Pass,
,,,,,,,,,,,,,,,,1.377293,,,,,,,,,,,a02a00b7-1f95-4a61-a811-78761078d9b8,67,,,"[65.0, 15.6]",3878540,1,,,,,0.08673834,,Left Foot,,,"[76.5, 16.6]",,Ground Pass,,11.543396,,,Incomplete,,Ricardo Kishna,22828.0,,,,,,,1,From Goal Kick,Ştefan Daniel Radu,7778.0,Left Back,4,Lazio,236,"['ecba829f-bb38-4c25-94e4-4cb9831c1ef7', 'fd12ae20-6df9-4ceb-9515-d049bf1656a9']",29,,,,,,,,,,,,,,,,Lazio,236,00:01:29.416,Pass,
,,,,,,,,,,,,,,,,0.193944,,,,,,,,,,,fd12ae20-6df9-4ceb-9515-d049bf1656a9,69,,,"[43.6, 63.5]",3878540,1,,,,,2.5748634,,Right Foot,,,"[41.4, 64.9]",,Ground Pass,,2.607681,,,Incomplete,,Alex Ferrari,7704.0,,,,,,Interception,1,From Goal Kick,Marco Crimi,31273.0,Right Center Midfield,4,Lazio,236,"['3e424ea1-b2ff-42de-8138-c2feeb617795', '982058f6-4039-4be2-804c-f9a33f0fc87c', 'a02a00b7-1f95-4a61-a811-78761078d9b8']",30,,,,,,,,,,,,,,,,Bologna,240,00:01:30.794,Pass,
,,,,,,,,,,,,,,,,0.732198,,,,,,,,,,,26fc5afc-018f-4c9f-837d-7e993191d899,74,,,"[72.8, 4.2]",3878540,1,,,,,1.2514671,,Left Foot,,,"[76.9, 16.6]",,Ground Pass,,13.060245,,,,,Ricardo Kishna,22828.0,,,,,,,1,From Goal Kick,Ştefan Daniel Radu,7778.0,Left Back,4,Lazio,236,['de4b1fda-f536-4a40-a43f-30fdbad3f672'],32,,,,,,,,,,,,,,,,Lazio,236,00:01:32.759,Pass,
,,,,,,,,,,,,,,,,0.788338,,,,,,,,,,,31e0b1b7-216a-4529-81ec-6da91d3da1a5,78,,,"[90.3, 23.3]",3878540,1,,,,,0.29736516,,Left Foot,,,"[96.5, 25.2]",,Ground Pass,,6.484597,,,,,Keita Baldé Diao,3145.0,,,,,,,1,From Goal Kick,Ricardo Kishna,22828.0,Left Wing,4,Lazio,236,"['32ac8dd1-a6ee-478f-b55d-edd23dd904b2', 'f232320c-a8a8-468d-9a37-dacd52613021']",36,,,,,,,,,,,,,,,,Lazio,236,00:01:36.683,Pass,True
,,,,,,,,,,,,,,,,0.612625,,,,,,,,,,,56216613-b9bc-462c-9220-0da19bcf49c3,82,,,"[94.2, 27.6]",3878540,1,,,,,1.8925469,,Right Foot,,,"[92.0, 34.2]",,Ground Pass,,6.9570107,,,,,Senad Lulić,7785.0,,,,,,,1,From Goal Kick,Keita Baldé Diao,3145.0,Center Forward,4,Lazio,236,"['70c64148-eb5f-4e65-9a9c-d02d08764cf3', '7d96d085-21ed-4f33-823b-bd494be6b9ba']",38,,,,,,,,,,,,,,,,Lazio,236,00:01:38.509,Pass,True
,,,,,,,,,,,,,,,,0.765824,,,,,,,,,,,8fdb9ea6-3827-419b-aee2-479eff245c9a,92,,,"[85.9, 54.2]",3878540,1,,,,,2.7095373,,Right Foot,,,"[67.9, 62.5]",,Ground Pass,,19.821453,,,,,Senad Lulić,7785.0,,,,,,Recovery,1,From Goal Kick,Dušan Basta,8443.0,Right Back,4,Lazio,236,['8db5dc81-7cb1-4162-a683-931b1846c50e'],44,,,,,,,,,,,,,,,,Lazio,236,00:01:44.156,Pass,
,,,,,,,,,,,,,,,,0.520197,,,,,,,,,,,22e09dfd-01dd-4786-890a-aedbbd5c8d43,96,,,"[36.3, 20.2]",3878540,1,,,,,-0.28605145,,Right Foot,,,"[46.5, 17.2]",,Low Pass,,10.632027,,,,,Robert Acquafresca,386640.0,,,,,,Recovery,1,From Goal Kick,Matteo Brighi,18027.0,Left Center Midfield,4,Lazio,236,['1dbd1557-f1f6-4da4-8238-8325b93e0d1c'],45,,,,,,,,,,,,,,,,Bologna,240,00:01:45.373,Pass,
,,,,,,,,,,,,,,,,2.541505,,,,,,,,,,,3924ee6e-eb94-4224-b2bc-a8a9128dd32b,99,,,"[63.4, 80.0]",3878540,1,,,,,-2.4948342,,,,,"[43.8, 65.2]",,Low Pass,,24.560131,,,,,Stefan de Vrij,7787.0,,,,,,Throw-in,1,From Throw In,Dušan Basta,8443.0,Right Back,5,Lazio,236,['18e72564-aa78-477a-8a8a-a972fe5a560f'],54,,,,,,,,,,,,,,,,Lazio,236,00:01:54.858,Pass,
,,,,,,,,,,,,,,,,2.688689,,,,,,,,,,,9c24680c-3a6b-47f4-908f-331096232ffc,102,,,"[43.0, 64.8]",3878540,1,,,,,-1.8026046,,Right Foot,,,"[37.5, 41.5]",,Ground Pass,,23.940342,,,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,,1,From Throw In,Stefan de Vrij,7787.0,Right Center Back,5,Lazio,236,['31e20c0c-a181-40fd-b091-b3eaa78f387e'],57,,,,,,,,,,,,,,,,Lazio,236,00:01:57.843,Pass,
,,,,,,,,,,,,,,,,3.055909,,,,,,,,,,,9ff42e09-2567-445c-88e9-40506a36f4d7,105,,,"[36.1, 30.1]",3878540,2,,,,,-0.7658694,,Left Foot,,,"[62.2, 5.0]",,Ground Pass,,36.210773,,,,,Ştefan Daniel Radu,7778.0,,,,,,,1,From Throw In,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,5,Lazio,236,['57fa9586-f471-40f5-a808-1b1251093c3b'],0,,,,,,,,,,,,,,,,Lazio,236,00:02:00.737,Pass,
,,,,,,,,,,,,,,,,1.798708,,,,,,,,,,,b5511c7a-df50-47ce-92c4-187005facc53,108,,,"[53.4, 8.5]",3878540,2,,,,,2.2009053,,Left Foot,,,"[40.2, 26.6]",,Ground Pass,,22.402008,,,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,,1,From Throw In,Ştefan Daniel Radu,7778.0,Left Back,5,Lazio,236,['7b20ae75-0a6c-4950-9932-b2b70607181f'],6,,,,,,,,,,,,,,,,Lazio,236,00:02:06.127,Pass,
,,,,,,,,,,,,,,,,1.089561,,,,,,,,,,,66cf82b2-cfcc-435f-aaf6-b35b59d0927b,111,,,"[40.2, 26.6]",3878540,2,,,,,-1.0415496,,Right Foot,,,"[49.5, 10.7]",,Ground Pass,,18.420097,,,,,Ştefan Daniel Radu,7778.0,,,,,,,1,From Throw In,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,5,Lazio,236,['b081ab0f-6e8d-4c5b-9bd0-ea75baf49a21'],8,,,,,,,,,,,,,,,,Lazio,236,00:02:08.802,Pass,
,,,,,,,,,,,,,,,,1.222156,,,,,,,,,,,b3712ce8-b914-4caa-8cd1-4b86481fba2d,114,,,"[53.4, 8.5]",3878540,2,,,,,-0.18534794,,Left Foot,,,"[80.6, 3.4]",,Ground Pass,,27.673994,,,,,Ricardo Kishna,22828.0,,,,,,,1,From Throw In,Ştefan Daniel Radu,7778.0,Left Back,5,Lazio,236,['75e7fd55-83cc-4ac3-b727-bbbeb9dcccc8'],10,,,,,,,,,,,,,,,,Lazio,236,00:02:10.807,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,c30942cd-e688-41c7-8e3e-32f456730489,122,,,"[39.6, 76.3]",3878540,2,,,,,-2.681003,,Right Foot,,,"[26.5, 69.8]",,Ground Pass,,14.623953,,,,,Marios Oikonomou,8873.0,,,,,,,1,Regular Play,Alex Ferrari,7704.0,Right Back,6,Bologna,240,['d6b0086f-7f90-45db-97dd-3d0dca486960'],15,,,,,,,,,,,,,,,,Bologna,240,00:02:15.022,Pass,
,,,,,,,,,,,,,,,,2.534445,,,,,,,,,,,80048e2e-5354-420b-a567-b738e225cdf8,126,,,"[25.9, 71.6]",3878540,2,,,,,-2.2020864,,Left Foot,,,"[8.5, 47.8]",,Low Pass,,29.482199,,,,,Antonio Mirante,7174.0,,,,,,,1,Regular Play,Marios Oikonomou,8873.0,Right Center Back,6,Bologna,240,"['5d45884a-de66-4014-8e5a-8e95c3af4980', 'e47e0de3-5185-4048-a342-1f3840ed933c']",16,,,,,,,,,,,,,,,,Bologna,240,00:02:16.835,Pass,True
,,,,,,,,,,,,,,,,2.880497,,,,,,,,,,,f36a7c96-f739-4541-8aaa-8aa62b368aca,130,,,"[8.5, 48.0]",3878540,2,,,,,-0.18919902,,Right Foot,,,"[55.5, 39.0]",,High Pass,,47.853943,,,,,Robert Acquafresca,386640.0,,,,,,,1,Regular Play,Antonio Mirante,7174.0,Goalkeeper,6,Bologna,240,"['23c959b4-0147-4692-a9d7-9d74880f7447', '5abb334a-feda-48f8-b147-fbfc37ba252d']",21,,,,,,,,,,,,,,,,Bologna,240,00:02:21.279,Pass,True
,,,,,,,,,,,,,,,,0.060461,,,,,,,,,,,a433385b-e161-4431-a9a3-261ab15bb62d,133,,,"[56.1, 39.4]",3878540,2,,,,True,0.0,,,,,"[58.3, 39.4]",,High Pass,,2.2,,,Incomplete,,Matteo Mancosu,15415.0,,,,,,,1,Regular Play,Robert Acquafresca,386640.0,Right Center Forward,6,Bologna,240,"['161e42bf-64c5-4793-91b1-c22749816dfc', '2610dfad-cf11-4a4d-9c2d-e0634c3d9629', 'dcdc5a33-a3f1-43ea-9840-34079c68af83']",24,,,,,,,,,,,,,,,,Bologna,240,00:02:24.159,Pass,True
,,,,,,,,,,,,,,,,3.230661,,,,,,,,,,,8518f0b6-249f-44dc-a1c2-83a4ed18a0cb,139,,,"[64.8, 59.2]",3878540,2,,,,,0.30499235,,Right Foot,,,"[102.6, 71.1]",,High Pass,,39.628902,,,Incomplete,,Antonio Candreva,7776.0,,,,,,,1,Regular Play,Dušan Basta,8443.0,Right Back,6,Bologna,240,"['0974447c-d936-4137-9a73-bbd88a7c0f12', '41187d5b-9677-4523-8cb8-721e0d93348c', '9e6ba612-f428-47d3-be56-35fc85ef839e']",27,,,,,,,,,,,,,,,,Lazio,236,00:02:27.257,Pass,True
,,,,,,,,,,,,,,,,1.244014,,,,,,,,,,,750b58b9-719a-4f1d-9f95-1d4bc20e5cac,142,,,"[109.3, 80.0]",3878540,2,,,,,-2.4576414,,,,,"[100.1, 72.5]",,Low Pass,,11.869709,,,Incomplete,,Dušan Basta,8443.0,,,,,,Throw-in,1,From Throw In,Antonio Candreva,7776.0,Right Wing,7,Lazio,236,"['2d4dbf37-3947-4d38-9ae0-61e6fa588d5b', '3d4d5730-1dc8-4895-90cc-6871dff53d62']",35,,,,,,,,,,,,,,,,Lazio,236,00:02:35.822,Pass,
,,,,,,,,,,,,,,,,0.840341,,,,,,,,,,,1a50b72a-bdcb-40d7-9eb6-3d363a2d282b,147,,,"[35.5, 3.5]",3878540,2,,,,,1.1167178,,Left Foot,,,"[39.6, 11.9]",,Ground Pass,,9.347192,,,,,Robert Acquafresca,386640.0,,,,,,,1,From Throw In,Matteo Brighi,18027.0,Left Center Midfield,7,Lazio,236,['8c86e90c-81af-4279-8bb8-1924757bd595'],39,,,,,,,,,,,,,,,,Bologna,240,00:02:39.311,Pass,
,,,,,,,,,,,,,,,,1.779685,,,,,,,,,,,d17db9d8-52e9-4d8b-83e1-464cb64075cc,155,,,"[54.8, 58.8]",3878540,2,,,,,-1.5175922,,Left Foot,,,"[55.7, 41.9]",,Ground Pass,,16.923948,,,,,Ştefan Daniel Radu,7778.0,,,,,,,1,From Throw In,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,7,Lazio,236,['9be678b7-db55-44d1-919c-24918fe4e2ef'],43,,,,,,,,,,,,,,,,Lazio,236,00:02:43.472,Pass,
