50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dce84a35-e8e4-4836-9547-9c13d341ca59,1,,,3879803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,,0,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 75}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 29312, 'name': 'Pablo Estífer Armero'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 77}, {'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f26f517b-79ef-4fb7-9931-ae1e51f530a7,2,,,3879803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 30767, 'name': 'Gabriel Vasconelos Ferreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,22733b81-9177-4ac0-ab58-3ecd33119fbf,3,,,3879803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,['70e835b1-1711-46a7-90d1-c8971331d785'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,70e835b1-1711-46a7-90d1-c8971331d785,4,,,3879803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,['22733b81-9177-4ac0-ab58-3ecd33119fbf'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7897753a-6488-434f-bed4-a25867617410,1556,,,3879803,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,97,Napoli,227,['858c2ef8-69d5-4525-8e0e-0770b2a76565'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,858c2ef8-69d5-4525-8e0e-0770b2a76565,1557,,,3879803,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,97,Napoli,227,['7897753a-6488-434f-bed4-a25867617410'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.629338,,,,,,,,,,,,,fa1fc865-5c9b-4e6d-8ae4-7e904cb6522d,5,,"[60.0, 40.0]",3879803,0,True,,,-1.9513026,,Right Foot,,,,"[57.8, 34.5]",,Ground Pass,,5.9236813,,,Cyril Théréau,8272.0,,,,,Kick Off,1,From Kick Off,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,2,Udinese,230,['560becd9-2802-482b-b1a7-11616d11900a'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.439,Pass,
,,,,,,,,,,,,,,,,,,1.156854,,,,,,,,,,,,,2663ef59-5270-4aeb-ad05-fd8e71ab6d7b,7,,"[57.4, 38.7]",3879803,0,,,,-2.5463228,,Right Foot,,,,"[41.6, 28.0]",,Ground Pass,,19.082191,,,Danilo Larangeira,7799.0,,,,,,1,From Kick Off,Cyril Théréau,8272.0,Center Attacking Midfield,2,Udinese,230,['e00f4521-6165-4500-8dcf-363629ca1376'],1,,,,,,,,,,,,,,,,,Udinese,230,00:00:01.256,Pass,
,,,,,,,,,,,,,,,,,,3.379522,,,,,,,,,,,,,3b4ce9de-5b6b-4f07-88ec-fdf46e324ff2,10,,"[41.8, 28.9]",3879803,0,,,,0.7372174,,Right Foot,,,,"[91.8, 74.3]",,High Pass,,67.53636,Incomplete,,Silvan Widmer,7796.0,,True,,,,1,From Kick Off,Danilo Larangeira,7799.0,Center Back,2,Udinese,230,"['ef0d421f-d59c-4a8d-95d9-6fff1f8fd85b', 'f310dbac-8a64-4524-b68b-c101f71f8821']",3,,,,,,,,,,,,,,,,,Udinese,230,00:00:03.552,Pass,
,,,,,,,,,,,,,,,,,,0.810167,,,,,,,,,,,,,f310dbac-8a64-4524-b68b-c101f71f8821,12,,"[28.3, 5.8]",3879803,0,,,,0.989714,,Head,,,,"[32.7, 12.5]",,High Pass,,8.01561,,,Marek Hamšík,7025.0,,,,,Recovery,1,Regular Play,Faouzi Ghoulam,8876.0,Left Back,3,Napoli,227,"['09df553f-b1bb-42b8-bcca-cd170aebda40', '3b4ce9de-5b6b-4f07-88ec-fdf46e324ff2']",6,,,,,,,,,,,,,,,,,Napoli,227,00:00:06.932,Pass,
