50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4451979b-1fa7-4141-8b48-51f0c21f0862,1,,,3879725,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 93}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8661, 'name': 'Daniel Pavlovic'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 9903, 'name': 'Yussif Raman Chibsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 9898, 'name': 'Aleksandar Tonev'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e173a6da-85cc-4985-ae6f-aacf4be0c9fc,2,,,3879725,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 40428, 'name': 'Archimede Morleo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ae326033-22a8-4125-a2c9-e3645f63eaa8,3,,,3879725,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['9c41b276-80ef-4198-beb2-6aa8ff4fdb13'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9c41b276-80ef-4198-beb2-6aa8ff4fdb13,4,,,3879725,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['ae326033-22a8-4125-a2c9-e3645f63eaa8'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3c7bbe49-2261-4e5c-bc9a-b56c1cc5dd4c,1622,,,3879725,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Bologna,240,['69aeb69e-e389-43cd-9a21-dcbfb1a0213b'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,69aeb69e-e389-43cd-9a21-dcbfb1a0213b,1623,,,3879725,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Bologna,240,['3c7bbe49-2261-4e5c-bc9a-b56c1cc5dd4c'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.026887,,,,,,,,,,,,,,eddd3af7-ea5d-4682-a284-dbf6c93a4462,5,,"[60.0, 40.0]",3879725,0,True,,,-3.0094557,,Right Foot,,,,"[44.2, 37.9]",Ground Pass,,15.938946,,,,Mirko Gori,20636.0,,,,,Kick Off,1,From Kick Off,Daniel Ciofani,13613.0,Center Forward,2,Frosinone,291,['48a156cd-8413-476e-bde3-d051ede784b2'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.636,Pass,
,,,,,,,,,,,,,,,,,,,1.012045,,,,,,,,,,,,,,1df2431a-c996-4fe4-83a1-c5285c1ef2e5,7,,"[45.0, 37.7]",3879725,0,,,,-1.1346332,,Right Foot,,,,"[50.5, 25.9]",Ground Pass,,13.018832,,,,Paolo Sammarco,23349.0,,,,,,1,From Kick Off,Mirko Gori,20636.0,Center Defensive Midfield,2,Frosinone,291,['002ec09f-d441-4c56-b625-a7192faa1e40'],2,,,,,,,,,,,,,,,,,Frosinone,291,00:00:02.041,Pass,
,,,,,,,,,,,,,,,,,,,1.813324,,,,,,,,,,,,,,bdf1f5b6-1c8c-4e79-a59e-453d6c7f7100,10,,"[49.4, 25.9]",3879725,0,,,,-3.0372114,,Right Foot,,,,"[28.4, 23.7]",Ground Pass,,21.114923,,,,Leonardo Blanchard,387847.0,,,,,,1,From Kick Off,Paolo Sammarco,23349.0,Left Center Midfield,2,Frosinone,291,['bf5d57a4-3e5b-4bbb-a179-63aae9c3eb01'],3,,,,,,,,,,,,,,,,,Frosinone,291,00:00:03.840,Pass,
,,,,,,,,,,,,,,,,,,,2.113672,,,,,,,,,,,,,,ad1e3785-2f43-44d7-9f95-a2a38653bc27,14,,"[33.8, 20.0]",3879725,0,,,,-0.4513783,,Left Foot,,,,"[66.6, 4.1]",High Pass,,36.450653,,,,Daniel Pavlovic,8661.0,,,,,,1,From Kick Off,Leonardo Blanchard,387847.0,Left Center Back,2,Frosinone,291,['39909a36-cab1-4872-8f02-d3a58df478cf'],7,,,,,,,,,,,,,,,,,Frosinone,291,00:00:07.668,Pass,
