50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,746182e3-7f84-454c-a090-1423d2968f26,1,,,3879716,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d6d6bb3f-4778-445d-b9f7-4d9b60603cca,2,,,3879716,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 10}, {'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 27853, 'name': 'Mauro Matías Zárate'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 7125, 'name': 'Khouma El Hadji Babacar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 30}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d0f03b14-c320-4d94-a46e-7879e4470e91,3,,,3879716,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['b067b666-c576-43a0-82d5-117969a3a2bf'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b067b666-c576-43a0-82d5-117969a3a2bf,4,,,3879716,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['d0f03b14-c320-4d94-a46e-7879e4470e91'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a31f5a30-7143-45cc-8ce8-47040418f606,1807,,,3879716,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Fiorentina,239,['52317e5d-7513-458d-ac7a-ed4ec60c1b92'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,52317e5d-7513-458d-ac7a-ed4ec60c1b92,1808,,,3879716,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Fiorentina,239,['a31f5a30-7143-45cc-8ce8-47040418f606'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.330155,,,,,,,,,,,,,42fa9c12-eb03-45f8-876c-12ad55ed14e0,5,,"[61.0, 40.1]",3879716,0,,True,,,3.0986085,,Right Foot,,,"[51.7, 40.5]",Ground Pass,,9.3085985,,,,Josip Iličić,7139.0,,,,,Kick Off,1,From Kick Off,Mauro Matías Zárate,27853.0,Right Center Forward,2,Fiorentina,239,['06e2257f-9285-41a7-b1d8-9ad0d9b45839'],1,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:01.332,Pass,
,,,,,,,,,,,,,,,,,0.703965,,,,,,,,,,,,,3bd715be-bb91-44b9-9264-6c99394a08af,7,,"[50.7, 39.9]",3879716,0,,,,,-2.9743388,,Left Foot,,,"[43.0, 38.6]",Ground Pass,,7.808969,,,,Borja Valero Iglesias,6997.0,,,,,,1,From Kick Off,Josip Iličić,7139.0,Center Attacking Midfield,2,Fiorentina,239,['2b4d864c-6bd9-419e-a4f3-febdd1d104b0'],2,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:02.927,Pass,
,,,,,,,,,,,,,,,,,0.888215,,,,,,,,,,,,,a15118e1-3d76-4159-8d49-e31a7ac50c71,10,,"[43.0, 38.6]",3879716,0,,,,,1.6245905,,Right Foot,,,"[42.3, 51.6]",Ground Pass,,13.018832,,,,Matías Vecino Falero,5255.0,,,,,,1,From Kick Off,Borja Valero Iglesias,6997.0,Left Defensive Midfield,2,Fiorentina,239,['234d56c0-79f9-43ac-8611-4585f7b2b4cf'],3,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:03.771,Pass,
,,,,,,,,,,,,,,,,,1.074436,,,,,,,,,,,,,77696683-0a40-49b7-887c-8d6f8da4e4d8,13,,"[41.5, 55.1]",3879716,0,,,,,1.3476263,,Right Foot,,,"[44.7, 69.2]",Ground Pass,,14.458562,,,,Facundo Sebastián Roncaglia,6830.0,,,,,,1,From Kick Off,Matías Vecino Falero,5255.0,Right Defensive Midfield,2,Fiorentina,239,['27a2cb71-b1c6-4cf3-ba5f-7c7dd91bd551'],6,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:06.270,Pass,
