50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,660f851a-cc75-4956-ad2e-1fba5878fa1e,1,,,,3879647,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 5}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 3556, 'name': 'Serge Gakpé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,755222dc-c5ac-4c94-879b-d70ee76ca1e4,2,,,,3879647,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 40428, 'name': 'Archimede Morleo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a79fee31-1730-4046-b013-e2d060019464,3,,,,3879647,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['8d557bc7-4408-4939-89db-67a4307150db'],0,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8d557bc7-4408-4939-89db-67a4307150db,4,,,,3879647,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['a79fee31-1730-4046-b013-e2d060019464'],0,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4f2daf78-ac36-4bbb-aa97-ddb1699d35d9,1776,,,,3879647,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,95,Genoa,233,['6da551cb-be2d-4951-ae50-8de4c918bdb5'],0,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6da551cb-be2d-4951-ae50-8de4c918bdb5,1777,,,,3879647,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,95,Genoa,233,['4f2daf78-ac36-4bbb-aa97-ddb1699d35d9'],0,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.481199,,,,,,,,,,,,bd4e535a-900e-445b-9a1d-1ed69c96d092,5,,,"[60.0, 40.0]",3879647,0,,,,-2.0863454,,Right Foot,,,,"[58.3, 37.0]",,Ground Pass,,3.4481878,,,,Mattia Destro,8103.0,,,,,Kick Off,1,From Kick Off,Luca Rizzo,11729.0,Left Wing,2,Bologna,240,['4ad25c36-9c09-4743-8adf-0c3626c6ff02'],0,,,,,,,,,,,,,,,,Bologna,240,00:00:00.607,Pass,
,,,,,,,,,,,,,,,,1.613495,,,,,,,,,,,,cf99dbc8-da01-4cf1-8a20-df75f51d1c08,7,,,"[58.6, 36.3]",3879647,0,,,,2.7378347,,Left Foot,,,,"[37.3, 45.4]",,Ground Pass,,23.16247,,,,Marios Oikonomou,8873.0,,,,,,1,From Kick Off,Mattia Destro,8103.0,Center Forward,2,Bologna,240,['89d6e9b7-a9bd-4b5a-953e-3ad011a3e96e'],1,,,,,,,,,,,,,,,,Bologna,240,00:00:01.089,Pass,
,,,,,,,,,,,,,,,,1.319122,,,,,,,,,,,,dc25a4a4-b81b-4b94-b22d-d412a20b1d96,10,,,"[37.1, 45.4]",3879647,0,,,,-1.7928783,,Right Foot,,,,"[35.0, 36.1]",,Ground Pass,,9.534149,,,,Daniele Gastaldello,30745.0,,,,,,1,From Kick Off,Marios Oikonomou,8873.0,Right Center Back,2,Bologna,240,['95a455f2-cb73-421a-a1a9-8c99f0aa9e1b'],3,,,,,,,,,,,,,,,,Bologna,240,00:00:03.118,Pass,
,,,,,,,,,,,,,,,,2.377699,,,,,,,,,,,,9fa06c8a-5248-4bf6-aa6f-b91e74d55251,12,,,"[35.0, 36.1]",3879647,0,,,,0.30157235,,Right Foot,,,,"[78.4, 49.6]",,High Pass,,45.451183,,,,Mattia Destro,8103.0,,,,,,1,From Kick Off,Daniele Gastaldello,30745.0,Left Center Back,2,Bologna,240,['fd76b7a4-1dad-4686-8f07-bdd2de4f619a'],4,,,,,,,,,,,,,,,,Bologna,240,00:00:04.437,Pass,
,,,,,,,,,,,,,,,,1.100455,,,,,,,,,,,,cb48bc0b-b0ed-44a8-bd64-30d6183cbd5a,14,,,"[78.1, 49.1]",3879647,0,,,,1.5707964,,Right Foot,,,,"[78.1, 62.9]",,Ground Pass,,13.8,,,,Anthony Mounier,34565.0,,,,,,1,From Kick Off,Mattia Destro,8103.0,Center Forward,2,Bologna,240,['7ddad6cb-ae3e-4475-ac0e-7a4ed951c490'],6,,,,,,,,,,,,,,,,Bologna,240,00:00:06.815,Pass,
,,,,,,,,,,,,,,,,1.710076,,,,,,,,,,,,ad36c2b9-54bc-4d91-ae8a-adc40ead3791,26,,,"[105.6, 80.0]",3879647,0,,,,-1.2716784,,,,,,"[112.6, 57.3]",,High Pass,,23.75479,,,,Mattia Destro,8103.0,,,,,Throw-in,1,From Throw In,Luca Rossettini,7142.0,Right Back,3,Bologna,240,['9a7229c6-855b-4a4a-adb7-62f5e4b5500f'],26,,,,,,,,,,,,,,,,Bologna,240,00:00:26.656,Pass,
