50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,519091ca-7b7c-4b7f-b53d-65d564edf09a,1,,,3879736,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 87}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,45cd04dc-4af8-4959-8cf7-959246d95646,2,,,3879736,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 26}, {'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 95}, {'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d8042807-f7b7-42c6-b1cc-91072672029b,3,,,3879736,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['72262b98-3aea-4b2d-b60d-bebc3f75a214'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,72262b98-3aea-4b2d-b60d-bebc3f75a214,4,,,3879736,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['d8042807-f7b7-42c6-b1cc-91072672029b'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4e42e74f-21f8-4136-8a40-4a402c966f14,1928,,,3879736,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,AS Roma,229,['de1fdf40-ce8d-4ea8-bc9f-d5ce1e1af5c9'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,de1fdf40-ce8d-4ea8-bc9f-d5ce1e1af5c9,1929,,,3879736,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,AS Roma,229,['4e42e74f-21f8-4136-8a40-4a402c966f14'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.599181,,,,,,,,,,,,,42132086-28f9-4d3a-824b-8f8ad7f82272,5,,"[61.0, 40.1]",3879736,0,True,,,1.2298174,,Right Foot,,"[62.1, 43.2]",,Ground Pass,,3.2893767,,,Miralem Pjanić,6947.0,,,,,,Kick Off,1,From Kick Off,Diego Perotti,7456.0,Center Attacking Midfield,2,AS Roma,229,['49c19226-bdff-4430-babf-00b7b483f389'],1,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:01.168,Pass,
,,,,,,,,,,,,,,,1.266007,,,,,,,,,,,,,a82ef83b-3b5d-487a-a3d9-de1c998ca2b4,7,,"[59.0, 43.0]",3879736,0,,,,2.7274542,,Right Foot,,"[49.9, 47.0]",,Ground Pass,,9.940322,,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Left Defensive Midfield,2,AS Roma,229,['6b42fb61-da00-4015-987d-857138f5fa51'],1,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:01.768,Pass,
,,,,,,,,,,,,,,,1.882868,,,,,,,,,,,,,e36f6518-95a1-4fda-bac4-67aedd573f68,10,,"[49.3, 49.2]",3879736,0,,,,1.3401024,,Left Foot,,"[55.9, 77.3]",,Ground Pass,,28.864685,,,Maicon Douglas Sisenando,19299.0,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Right Defensive Midfield,2,AS Roma,229,['7dc3bc77-bed3-4dce-8679-42054d8bc0ff'],3,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:03.526,Pass,
,,,,,,,,,,,,,,,2.956581,,,,,,,,,,,,,e547cc10-5c11-4082-9cf9-5c2061631590,13,,"[56.4, 77.3]",3879736,0,,,,-2.8175538,,Right Foot,,"[30.2, 68.5]",,Ground Pass,,27.63838,,,Konstantinos Manolas,7048.0,,,,,,,1,From Kick Off,Maicon Douglas Sisenando,19299.0,Right Back,2,AS Roma,229,['668660b4-101b-4a9c-9dc6-7f8a10c3ad87'],6,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:06.644,Pass,
