50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.154796,,,,,,,,,,,6a62cdc7-4b69-417b-9188-090a1e53c28b,17,,"[44.3, 12.4]",3879806,0,,,,,1.8147985,,Left Foot,,,"[38.3, 36.5]",,Ground Pass,,24.835659,,,,Luca Rossettini,7142.0,,,,,,1,From Kick Off,Adam Masina,7169.0,Left Back,2,Bologna,240,['92b59a38-4184-4e64-a8cf-aead81e77892'],11,,,,,,,,,,,,,,,,,Bologna,240,00:00:11.033,Pass,
,,,,,,,,,,,,,,,,,,1.618658,,,,,,,,,,,c9100288-934c-428a-960e-8c02150345e0,20,,"[42.5, 41.1]",3879806,0,,,,,-1.4909663,,Right Foot,,,"[43.3, 31.1]",,Ground Pass,,10.031949,,,,Domenico Maietta,8849.0,,,,,,1,From Kick Off,Luca Rossettini,7142.0,Right Center Back,2,Bologna,240,['21373f4d-c997-47f2-adb7-551185cb52bc'],14,,,,,,,,,,,,,,,,,Bologna,240,00:00:14.684,Pass,
,,,,,,,,,,,,,,,,,,3.47479,,,,,,,,,,,3efd9145-3e1b-4da5-ad94-22749ced3e76,23,,"[44.1, 33.7]",3879806,0,,,,,1.9673351,,Right Foot,,,"[35.6, 54.0]",,Ground Pass,,22.007727,,,,Luca Rossettini,7142.0,,,,,,1,From Kick Off,Domenico Maietta,8849.0,Left Center Back,2,Bologna,240,['713f5688-6302-43bf-af71-40a96c5c3b08'],17,,,,,,,,,,,,,,,,,Bologna,240,00:00:17.025,Pass,
,,,,,,,,,,,,,,,,,,2.956132,,,,,,,,,,,6bfdd24d-e75b-4334-bb96-a43da7f03272,26,,"[35.6, 54.0]",3879806,0,,,,,0.38148934,,Right Foot,,,"[88.2, 75.1]",,High Pass,,56.674244,,Incomplete,,Anthony Mounier,34565.0,,,,,,1,From Kick Off,Luca Rossettini,7142.0,Right Center Back,2,Bologna,240,"['e87567af-d17f-4987-b76b-9d1cdbeed461', 'f844bb38-1146-45b1-8e6f-b855953baf5f']",20,,,,,,,,,,,,,,,,,Bologna,240,00:00:20.540,Pass,
,,,,,,,,,,,,,,,,,,0.844695,,,,,,,,,,,fb321fd6-35d9-4448-80bf-1c367376e92e,30,,"[103.0, 80.0]",3879806,0,,,,,-1.6301326,,,,,"[102.4, 69.9]",,Low Pass,,10.117806,,,,Anthony Mounier,34565.0,,,,,Throw-in,1,From Throw In,Alex Ferrari,7704.0,Right Back,3,Bologna,240,['ef0676e4-73fa-4ae6-874a-f9617c12d391'],37,,,,,,,,,,,,,,,,,Bologna,240,00:00:37.257,Pass,
,,,,,,,,,,,,,,,,,,1.177696,,,,,,,,,,,69dad8ef-aab1-48be-a06f-896bb69ca395,34,,"[97.4, 67.5]",3879806,0,,,,,-2.3780887,,Left Foot,,,"[90.4, 60.8]",,Ground Pass,,9.689685,,,,Amadou Diawara,8284.0,,,,,,1,From Throw In,Anthony Mounier,34565.0,Right Wing,3,Bologna,240,"['80193f00-95d6-4a30-aaba-2501a5c4cf6f', 'ff0ef042-f1cb-4a0c-9b64-15b4ab5c7a1c']",39,,,,,,,,,,,,,,,,,Bologna,240,00:00:39.437,Pass,True
,,,,,,,,,,,,,,,,,,1.642577,,,,,,,,,,,87bcbccc-4908-4513-9a76-2461ac60ae07,37,,"[90.4, 60.8]",3879806,0,,,,,-1.9636055,,Right Foot,,,"[80.0, 35.7]",,Ground Pass,,27.169285,,,,Domenico Maietta,8849.0,,,,,,1,From Throw In,Amadou Diawara,8284.0,Center Defensive Midfield,3,Bologna,240,['eab6b2d5-46e9-491a-9f4f-0f93ba149b62'],40,,,,,,,,,,,,,,,,,Bologna,240,00:00:40.728,Pass,
,,,,,,,,,,,,,,,,,,0.907039,,,,,,,,,,,394b0f4a-77e4-40b8-857f-ddc7e99302a3,40,,"[82.4, 37.3]",3879806,0,,,,,1.3220863,,Left Foot,,,"[85.6, 49.9]",,Ground Pass,,13.0,,,,Amadou Diawara,8284.0,,,,,,1,From Throw In,Domenico Maietta,8849.0,Left Center Back,3,Bologna,240,['7a200f46-8794-4c7f-a553-8ccfc9ef7eab'],43,,,,,,,,,,,,,,,,,Bologna,240,00:00:43.780,Pass,
,,,,,,,,,,,,,,,,,,1.685272,,,,,,,,,,,c4275d0b-d3cd-42ea-9ff5-3255ca3947c4,44,,"[85.8, 49.9]",3879806,0,,,,,-2.5367672,,Right Foot,,,"[64.1, 34.9]",,Ground Pass,,26.379726,,,,Domenico Maietta,8849.0,,,,,,1,From Throw In,Amadou Diawara,8284.0,Center Defensive Midfield,3,Bologna,240,['68138fdf-3c3a-4377-aedd-e89c535ec31e'],44,,,,,,,,,,,,,,,,,Bologna,240,00:00:44.727,Pass,
,,,,,,,,,,,,,,,,,,2.709452,,,,,,,,,,,ba9d2b8d-7b2e-4dac-89a2-e6a73a590f04,47,,"[64.3, 34.9]",3879806,0,,,,,-0.5987617,,Right Foot,,,"[100.5, 10.2]",,High Pass,,43.823853,,Incomplete,,Emanuele Giaccherini,7775.0,,,,,,1,From Throw In,Domenico Maietta,8849.0,Left Center Back,3,Bologna,240,"['2b6cc47c-5dff-4eff-873e-01030c62ed4b', 'a6596852-e88d-41d0-a336-9c65344cd3c6']",48,,,,,,,,,,,,,,,,,Bologna,240,00:00:48.334,Pass,
,,,,,,,,,,,,,,,,,,0.937612,,,,,,,,,,,2b6cc47c-5dff-4eff-873e-01030c62ed4b,49,,"[19.6, 69.9]",3879806,0,,,,,-0.07047135,,Head,,,"[28.1, 69.3]",,Low Pass,,8.521151,,Incomplete,,Paweł Wszołek,11339.0,,,,,Interception,1,From Throw In,Eros Pisano,11342.0,Right Back,3,Bologna,240,"['55d0e663-75e7-4f66-80f0-50af0c2f2108', 'a03e172c-0bca-422e-a880-d07f43741d6f', 'ba9d2b8d-7b2e-4dac-89a2-e6a73a590f04']",51,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:51.044,Pass,
,,,,,,,,,,,,,,,,,,1.232716,,,,,,,,,,,db190b60-f86a-4432-8701-9fff6d025a7b,58,,"[52.0, 65.2]",3879806,1,,,,,1.694062,,Left Foot,,,"[50.6, 76.5]",,Ground Pass,,11.386395,,,,Eros Pisano,11342.0,,,,,,1,Regular Play,Artur Ioniţă,7949.0,Right Center Midfield,4,Hellas Verona,226,['8f989486-4213-4d98-a23f-3e2c3271eb7b'],2,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:02.392,Pass,
,,,,,,,,,,,,,,,,,,1.171547,,,,,,,,,,,bca8de11-d221-4616-9cc3-4274437e53de,61,,"[51.6, 75.7]",3879806,1,,,,,-0.7853982,,Right Foot,,True,"[57.2, 70.1]",,Ground Pass,,7.9195957,,,,Artur Ioniţă,7949.0,,,,,,1,Regular Play,Eros Pisano,11342.0,Right Back,4,Hellas Verona,226,"['600de13a-e9c0-46af-9469-f7734821fa05', 'b307ba66-7372-4e2a-8c23-542b3b5cbe9e']",3,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:03.624,Pass,True
,,,,,,,,,,,,,,,,,,3.374849,,,,,,,,,,,4dce95e5-355a-4ca2-b2c2-528d8afe4248,64,,"[64.0, 69.9]",3879806,1,,,,,-1.4145247,,Right Foot,,,"[73.8, 7.7]",,High Pass,,62.967293,,,,Juan Ignacio Gómez Taleb,386651.0,,True,,,,1,Regular Play,Artur Ioniţă,7949.0,Right Center Midfield,4,Hellas Verona,226,['d30d61a4-1c55-48ce-a1ab-6056b8bb3212'],6,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:06.377,Pass,
,,,,,,,,,,,,,,,,,,0.924946,,,,,,,,,,,34d9ebba-6678-41d9-a9f3-5f808fcbc2e5,67,,"[75.2, 11.3]",3879806,1,,,,,0.5925584,,Right Foot,,,"[85.3, 18.1]",,Ground Pass,,12.175796,,,,Urby Emanuelson,8463.0,,,,,,1,Regular Play,Juan Ignacio Gómez Taleb,386651.0,Left Midfield,4,Hellas Verona,226,['a18a5ec4-37cc-4487-9f34-89626ad8cb77'],11,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:11.752,Pass,
,,,,,,,,,,,,,,,,,,1.251183,,,,,,,,,,,7cc0bcf6-78ed-4cdf-bfaa-50cf4fec68d4,73,,"[84.9, 17.5]",3879806,1,,,,,0.7625711,,Right Foot,True,,"[107.3, 38.9]",,High Pass,,30.979347,,Incomplete,,Matteo Bianchetti,8421.0,,,,,Free Kick,1,From Free Kick,Federico Viviani,7770.0,Center Defensive Midfield,5,Hellas Verona,226,"['53658b25-5657-4494-a18e-e9986c634af5', '6868d5e0-611a-4588-8d46-06a7ad34a083']",39,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:39.104,Pass,
,,,,,,,,,,,,,,,,,,1.672086,,,,,,,,,,,e8fa68e3-ee3a-41f2-b8a1-1985247d66bf,77,,"[26.2, 38.1]",3879806,1,,,,,-1.1814796,,Right Foot,,,"[37.4, 10.8]",,Ground Pass,,29.508135,,,,Emanuele Giaccherini,7775.0,,,,,Recovery,1,From Free Kick,Amadou Diawara,8284.0,Center Defensive Midfield,5,Hellas Verona,226,['999fc201-6645-40b9-8a2a-4490fdc3b82d'],42,,,,,,,,,,,,,,,,,Bologna,240,00:01:42.642,Pass,
,,,,,,,,,,,,,,,,,,4.623325,,,,,,,,,,,8a16823a-0283-4047-9e3e-fc93f27afc07,80,,"[47.9, 12.4]",3879806,1,,,,,0.5301265,,Left Foot,,,"[105.4, 46.1]",,High Pass,,66.64788,,Incomplete,,Anthony Mounier,34565.0,,,Through Ball,True,,1,From Free Kick,Emanuele Giaccherini,7775.0,Left Wing,5,Hellas Verona,226,"['aff93ab2-8229-4399-831f-4e97463a0262', 'b6faf215-0817-4f74-85c8-8ee689a27dec']",46,,,,,,,,,,,,,,,,,Bologna,240,00:01:46.546,Pass,
,,,,,,,,,,,,,,,,,,2.07934,,,,,,,,,,,e9321971-b891-457e-8add-7be619fe95a5,83,,"[13.8, 37.3]",3879806,1,,True,,,1.2254062,,Keeper Arm,,,"[21.5, 58.7]",,Ground Pass,,22.743132,,,,Matteo Bianchetti,8421.0,,,,,,1,From Keeper,Pierluigi Gollini,8274.0,Goalkeeper,6,Hellas Verona,226,['1a7dc930-6acf-4502-bb24-c8e854886db4'],59,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:59.070,Pass,
,,,,,,,,,,,,,,,,,,1.512424,,,,,,,,,,,84241c49-2e5a-49ed-8d12-50e04c9bc1d8,86,,"[22.9, 59.8]",3879806,2,,True,,,1.041454,,Left Foot,,,"[31.5, 74.5]",,Ground Pass,,17.030855,,,,Eros Pisano,11342.0,,,,,,1,From Keeper,Matteo Bianchetti,8421.0,Right Center Back,6,Hellas Verona,226,['3c172104-68aa-4332-9135-eb0a7a7d03ef'],2,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:02.270,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,80a41075-f8dc-4ac8-958b-b2f3b4b1a581,88,,"[33.5, 75.7]",3879806,2,,True,True,,0.9936041,,Left Foot,,,"[36.3, 80.0]",,Ground Pass,,5.1312766,,Injury Clearance,,,,,,,,,1,From Keeper,Eros Pisano,11342.0,Right Back,6,Hellas Verona,226,,4,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:04.670,Pass,
,,,,,,,,,,,,,,,,,,1.756726,,,,,,,,,,,f2481f17-c1c4-4af8-bc96-452f12b8c5a4,91,,"[76.1, 0.1]",3879806,3,,True,,,2.232738,,,,,"[70.1, 7.8]",,Low Pass,,9.76166,,,,Sergio Floccari,6948.0,,,,,Throw-in,1,From Throw In,Emanuele Giaccherini,7775.0,Left Wing,7,Bologna,240,['68bea58b-859f-4c8c-872e-468c1ac7290d'],6,,,,,,,,,,,,,,,,,Bologna,240,00:03:06.576,Pass,
,,,,,,,,,,,,,,,,,,2.407064,,,,,,,,,,,0f06c9fc-f69c-4fa1-838f-438c75d52598,93,,"[70.7, 8.2]",3879806,3,,,,,0.50785625,,Right Foot,,,"[104.3, 26.9]",,Ground Pass,,38.453217,,Injury Clearance,,,,,,,,,1,From Throw In,Sergio Floccari,6948.0,Center Forward,7,Bologna,240,,9,,,,,,,,,,,,,,,,,Bologna,240,00:03:09.776,Pass,
,,,,,,,,,,,,,,,,,,0.940566,,,,,,,,,,,4fe06636-1230-4729-aa3c-f72d45caefed,94,,"[15.8, 53.2]",3879806,3,,,,,-1.1361262,,Right Foot,,,"[21.0, 42.0]",,Ground Pass,,12.348279,,,,Samir Caetano de Souza Santos,7794.0,,,,,Recovery,1,Regular Play,Pierluigi Gollini,8274.0,Goalkeeper,8,Hellas Verona,226,['6c01b0c7-2fab-475c-8b4d-128ff984a708'],12,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:12.245,Pass,
,,,,,,,,,,,,,,,,,,1.403099,,,,,,,,,,,70df8297-9c13-4670-9972-3199f29d7394,97,,"[21.1, 41.2]",3879806,3,,,,,-0.32855317,,Right Foot,,,"[34.3, 36.7]",,Ground Pass,,13.945967,,,,Federico Viviani,7770.0,,,,,,1,Regular Play,Samir Caetano de Souza Santos,7794.0,Left Center Back,8,Hellas Verona,226,['3b4bd5cd-250a-4af0-9ded-baee06fe2ad0'],14,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:14.472,Pass,
,,,,,,,,,,,,,,,,,,1.202164,,,,,,,,,,,ef040e67-47a1-442a-8109-e4b3cebc49df,100,,"[32.5, 37.0]",3879806,3,,,,,1.774089,,Right Foot,,,"[27.8, 59.8]",,Ground Pass,,23.27939,,,,Matteo Bianchetti,8421.0,,,,,,1,Regular Play,Federico Viviani,7770.0,Center Defensive Midfield,8,Hellas Verona,226,['6e747745-6076-4cb1-a609-5020b92bc210'],16,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:16.596,Pass,
,,,,,,,,,,,,,,,,,,0.915534,,,,,,,,,,,2d7ddbc6-d598-488e-aaca-5e9fc4499e2d,103,,"[22.1, 63.1]",3879806,3,,,,,1.1760052,,Right Foot,,,"[28.1, 77.5]",,Ground Pass,,15.6,,,,Eros Pisano,11342.0,,,,,,1,Regular Play,Matteo Bianchetti,8421.0,Right Center Back,8,Hellas Verona,226,['6981f7e5-b000-473b-b40e-eac77ea50bef'],19,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:19.314,Pass,
,,,,,,,,,,,,,,,,,,1.975198,,,,,,,,,,,f7c01ef0-a6c4-4ec1-9e41-8335b1716b2a,106,,"[28.3, 77.5]",3879806,3,,,,,-0.13859078,,Right Foot,,,"[74.9, 71.0]",,High Pass,,47.051144,,Incomplete,,Giampaolo Pazzini,6686.0,,,,,,1,Regular Play,Eros Pisano,11342.0,Right Back,8,Hellas Verona,226,"['36007b95-d933-4247-b02f-074a7619478b', '4edd2d52-ba4b-42fb-948c-d708312393aa']",21,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:21.764,Pass,
,,,,,,,,,,,,,,,,,,2.401331,,,,,,,,,,,36007b95-d933-4247-b02f-074a7619478b,108,,"[45.2, 9.1]",3879806,3,,,,,0.06577325,,Right Foot,,,"[78.6, 11.3]",,High Pass,,33.472378,,Incomplete,,Sergio Floccari,6948.0,,,,,Recovery,1,Regular Play,Domenico Maietta,8849.0,Left Center Back,8,Hellas Verona,226,"['80925a83-3b74-45e6-8e28-bdeb02355d12', 'cbf38d1f-d973-4b2a-921b-bcc8c4be9252', 'f7c01ef0-a6c4-4ec1-9e41-8335b1716b2a']",23,,,,,,,,,,,,,,,,,Bologna,240,00:03:23.739,Pass,
,,,,,,,,,,,,,,,,,,1.715574,,,,,,,,,,,80925a83-3b74-45e6-8e28-bdeb02355d12,110,,"[41.5, 68.8]",3879806,3,,,,,0.034029413,,Head,,,"[65.0, 69.6]",,High Pass,,23.513613,,,,Giampaolo Pazzini,6686.0,,,,,Recovery,1,Regular Play,Eros Pisano,11342.0,Right Back,8,Hellas Verona,226,"['36007b95-d933-4247-b02f-074a7619478b', 'a49b77ad-3d06-41dd-bb31-eb18ab6b5f49']",26,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:26.141,Pass,
,,,,,,,,,,,,,,,,,,0.70887,,,,,,,,,,,ed8906b0-1b36-43ac-9268-f120976dd045,115,,"[64.2, 70.5]",3879806,3,,,,,-2.7985687,,Right Foot,,,"[57.2, 68.0]",,Ground Pass,,7.4330344,,,,Artur Ioniţă,7949.0,,,,,,1,Regular Play,Giampaolo Pazzini,6686.0,Center Forward,8,Hellas Verona,226,['9e95c247-0105-4ac2-aaf0-c17025b54f17'],28,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:28.507,Pass,
,,,,,,,,,,,,,,,,,,1.301312,,,,,,,,,,,b7463e21-d763-408c-81f3-f1edd321296e,118,,"[49.0, 70.1]",3879806,3,,,,,2.2215307,,Right Foot,,,"[42.3, 78.9]",,Ground Pass,,11.060289,,,,Eros Pisano,11342.0,,,,,,1,Regular Play,Artur Ioniţă,7949.0,Right Center Midfield,8,Hellas Verona,226,['0ebaec8a-0c22-4200-86a7-3b36660241dd'],31,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:31.762,Pass,
,,,,,,,,,,,,,,,,,,3.973677,,,,,,,,,,,567e7432-b6be-4ff4-9877-9133dde8812d,121,,"[42.3, 78.9]",3879806,3,,,,,-2.1917603,,Right Foot,,,"[13.9, 39.2]",,High Pass,,48.812397,,,,Pierluigi Gollini,8274.0,,,,,,1,Regular Play,Eros Pisano,11342.0,Right Back,8,Hellas Verona,226,['dd54453b-808f-4995-a940-0ecc875fe033'],33,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:33.889,Pass,
,,,,,,,,,,,,,,,,,,0.785629,,,,,,,,,,,9cc76085-e3be-4d7b-9a35-1f095e4d1a6f,124,,"[17.1, 34.6]",3879806,3,,,,,-1.0951011,,Right Foot,,,"[20.5, 28.0]",,Ground Pass,,7.4242845,,,,Samir Caetano de Souza Santos,7794.0,,,,,,1,Regular Play,Pierluigi Gollini,8274.0,Goalkeeper,8,Hellas Verona,226,['878c7a09-9f15-4979-9346-a3de87af65e7'],39,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:39.373,Pass,
