50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.284605,,,,,,,,,,,,,fbcd122a-2217-484f-aa82-e47b29806907,16,,"[120.0, 80.0]",3879727,0,,,,,-1.7423877,,Right Foot,,,"[113.9, 44.8]",High Pass,,35.72464,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Danilo Cataldi,7107.0,Center Defensive Midfield,3,Lazio,236,['bcb9ec91-810f-478a-b666-79595d6a0ea1'],33,,,,,,,,,,,,,,,,,,Lazio,236,00:00:33.471,Pass,
,,,,,,,,,,,,,,,,,1.342981,,,,,,,,,,,,,121bc0eb-3270-4ea9-9071-1a3b5962a439,19,,"[22.6, 18.7]",3879727,0,,,,,0.7638188,,Head,,,"[29.7, 25.5]",Low Pass,,9.831073,,,Alessio Cerci,7702.0,,,,,Recovery,1,From Counter,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Center Attacking Midfield,4,Genoa,233,['4c7c82b5-7a07-4b7a-9b45-04fdd5a43a61'],36,,,,,,,,,,,,,,,,,,Genoa,233,00:00:36.904,Pass,
,,,,,,,,,,,,,,,,,0.898632,,,,,,,,,,,,,6f0237dc-9d86-458d-92e4-adebf043a81b,23,,"[30.1, 25.3]",3879727,0,,,,,1.056345,,Right Foot,,,"[32.7, 29.9]",Ground Pass,,5.283938,,,Blerim Džemaili,5554.0,,,,,,1,From Counter,Alessio Cerci,7702.0,Right Center Forward,4,Genoa,233,"['9cb0a475-59a6-4e4a-9838-cafa4bc5f7e4', 'b188b5ca-22f0-41a2-9e6a-88ba7c67bc6c']",39,,,,,,,,,,,,,,,,,,Genoa,233,00:00:39.783,Pass,True
,,,,,,,,,,,,,,,,,1.507389,,,,,,,,,,,,,6edfbf28-1d37-4416-9dd8-62cfce9cd11a,30,,"[55.0, 38.3]",3879727,0,,,,,-0.61320734,,Left Foot,,,"[57.7, 36.4]",Ground Pass,,3.3015149,,,Filip Đorđević,11427.0,,,,,,1,Regular Play,Wesley Hoedt,3588.0,Left Center Back,5,Lazio,236,['d6da7178-af3d-4aa5-8b67-5875dd39908c'],45,,,,,,,,,,,,,,,,,,Lazio,236,00:00:45.768,Pass,
,,,,,,,,,,,,,,,,,0.73598,,,,,,,,,,,,,38e28899-7388-47c2-87cc-57605f48c3be,33,,"[72.9, 38.9]",3879727,0,,,,,0.59540987,,Left Foot,,,"[82.2, 45.2]",Ground Pass,,11.232987,,,Stefano Mauri,386641.0,,,,,,1,Regular Play,Filip Đorđević,11427.0,Center Forward,5,Lazio,236,['e8e5a3ae-a1c4-496f-b4ed-331a481b4845'],49,,,,,,,,,,,,,,,,,,Lazio,236,00:00:49.710,Pass,
,,,,,,,,,,,,,,,,,1.57246,,,,,,,,,,,,,a91d94d8-e1ef-4ef0-85fa-f1db77c05e82,35,,"[82.2, 45.2]",3879727,0,,,,,1.9794831,,Left Foot,,,"[76.7, 57.9]",Ground Pass,,13.839798,,,Dušan Basta,8443.0,,,,,,1,Regular Play,Stefano Mauri,386641.0,Left Wing,5,Lazio,236,['1b8c82e6-95e9-4712-a697-915b5c509a07'],50,,,,,,,,,,,,,,,,,,Lazio,236,00:00:50.446,Pass,
,,,,,,,,,,,,,,,,,1.393027,,,,,,,,,,,,,50d5c119-7eee-44c9-b565-74568a65af96,38,,"[78.1, 59.9]",3879727,0,,,,,0.82537687,,Left Foot,,,"[90.1, 72.9]",Ground Pass,,17.691807,,,Felipe Anderson Pereira Gomes,8172.0,,,,,,1,Regular Play,Dušan Basta,8443.0,Right Back,5,Lazio,236,['f9035dd6-f4ce-4a6f-a20b-1c160b45a8ef'],52,,,,,,,,,,,,,,,,,,Lazio,236,00:00:52.567,Pass,
,,,,,,,,,,,,,,,,,0.857305,,,,,,,,,,,,,f2a45c67-0a39-4e04-9c7a-2bd5209c717a,45,,"[120.0, 80.0]",3879727,1,,True,,,-2.2103837,,Right Foot,,,"[113.9, 71.8]",Ground Pass,,10.220078,,,Felipe Anderson Pereira Gomes,8172.0,,,,,Corner,1,From Corner,Danilo Cataldi,7107.0,Center Defensive Midfield,6,Lazio,236,['778eb935-6a44-4b5d-a72c-203478b938a4'],5,,,,,,,,,,,,,,,,,,Lazio,236,00:01:05.558,Pass,
,,,,,,,,,,,,,,,,,0.72207,,,,,,,,,,,,,05162036-d0f9-4a40-93ae-30f181ff3866,47,,"[117.2, 68.1]",3879727,1,,,,,-1.6517004,,Right Foot,True,,"[115.4, 45.9]",Low Pass,,22.272854,Incomplete,,,,,,,,,1,From Corner,Felipe Anderson Pereira Gomes,8172.0,Right Wing,6,Lazio,236,['f0f40fa0-4be3-4ad0-b776-23fe44290e46'],8,,,,,,,,,,,,,,,,,,Lazio,236,00:01:08.592,Pass,
,,,,,,,,,,,,,,,,,3.281173,,,,,,,,,,,,,1280c1c9-3209-448e-8f0d-3dfdb2dc6180,49,,"[102.9, 69.0]",3879727,1,,,,,-0.83637434,,Right Foot,,,"[112.2, 58.7]",High Pass,,13.877319,,,Marco Parolo,8173.0,,,,,Recovery,1,From Corner,Felipe Anderson Pereira Gomes,8172.0,Right Wing,6,Lazio,236,['6a6d7ba5-173c-4018-8ef8-2e7dbbeaecf6'],12,,,,,,,,,,,,,,,,,,Lazio,236,00:01:12.135,Pass,
,,,,,,,,,,,,,,,,,0.973273,,,,,,,,,,,,,a7575bd9-6f73-403f-961f-bbe216b7eb41,52,,"[112.8, 58.5]",3879727,1,,,,True,-1.0040671,,,,,"[115.6, 54.1]",High Pass,,5.215362,,,Filip Đorđević,11427.0,,,,,,1,From Corner,Marco Parolo,8173.0,Left Center Midfield,6,Lazio,236,"['a2349913-cdfd-4b57-a513-06bb08979c58', 'a36cd290-83f8-422d-9810-dda04ab74123']",15,,,,,,,,,,,,,,,,,,Lazio,236,00:01:15.643,Pass,True
,,,,,,,,,,,,,,,,,0.347344,,,,,,,,,,,,,d63c63d2-cdd7-48a5-9bd2-36a6cb7c2b69,56,,"[115.6, 54.0]",3879727,1,,,,,2.0344439,,Left Foot,,,"[113.9, 57.4]",High Pass,,3.8013155,Incomplete,,,,,,,,,1,From Corner,Filip Đorđević,11427.0,Center Forward,6,Lazio,236,"['e6a0cea4-84ab-407b-bc45-c7ce15f75d67', 'f78dd614-82bb-4b50-880e-7bbd16c378a1']",16,,,,,,,,,,,,,,,,,,Lazio,236,00:01:16.673,Pass,True
,,,,,,,,,,,,,,,,,4.491905,,,,,,,,,,,,,2e419402-2ad0-486e-b3ad-e80c5e5bf342,62,,"[117.3, 56.2]",3879727,1,,,,,-1.5961074,,Right Foot,True,,"[115.9, 0.9]",High Pass,,55.31772,Out,,,,,True,,,,1,From Corner,Marco Parolo,8173.0,Left Center Midfield,6,Lazio,236,,19,,,,,,,,,,,,,,,,,,Lazio,236,00:01:19.094,Pass,
,,,,,,,,,,,,,,,,,1.776196,,,,,,,,,,,,,b7514622-a8ac-44e8-bcb0-bcdafcbd9144,63,,"[16.7, 80.0]",3879727,1,,,,,-0.4320999,,,,,"[37.3, 70.5]",High Pass,,22.685017,Incomplete,,Alessio Cerci,7702.0,,,,,Throw-in,1,From Throw In,Cristian Daniel Ansaldi,7464.0,Right Wing Back,7,Genoa,233,"['52359628-e769-4189-8a0a-888c81b0e30b', 'a0275e8d-15a5-4260-8f38-4fb832017f32']",41,,,,,,,,,,,,,,,,,,Genoa,233,00:01:41.160,Pass,
,,,,,,,,,,,,,,,,,1.705527,,,,,,,,,,,,,52359628-e769-4189-8a0a-888c81b0e30b,65,,"[82.8, 9.6]",3879727,1,,,,,0.7942475,,Head,,,"[94.0, 21.0]",High Pass,,15.981239,Incomplete,,,,,,,,Recovery,1,From Throw In,Abdoulay Konko,26683.0,Left Back,7,Genoa,233,"['b7514622-a8ac-44e8-bcb0-bcdafcbd9144', 'b7673a62-0829-43eb-a9ee-b188ad6fa3ac']",42,,,,,,,,,,,,,,,,,,Lazio,236,00:01:42.936,Pass,
,,,,,,,,,,,,,,,,,1.41549,,,,,,,,,,,,,e74aabb7-28b4-4dfc-8487-43d6889ba636,68,,"[26.2, 56.4]",3879727,1,,,,,-1.6062844,,Right Foot,,,"[25.6, 39.5]",Ground Pass,,16.910648,,,Blerim Džemaili,5554.0,,,,,,1,From Throw In,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,7,Genoa,233,['3066a239-d986-4248-8556-39493d812334'],45,,,,,,,,,,,,,,,,,,Genoa,233,00:01:45.140,Pass,
,,,,,,,,,,,,,,,,,2.200257,,,,,,,,,,,,,9aa21a5c-0cd6-4ada-b3c3-a1412c2b4334,71,,"[21.8, 23.3]",3879727,1,,,,,-0.8693753,,Left Foot,,,"[35.4, 7.2]",Ground Pass,,21.07534,,,Ezequiel Muñoz,6894.0,,,,,,1,From Throw In,Blerim Džemaili,5554.0,Left Defensive Midfield,7,Genoa,233,['1b7c9e43-f28f-42c0-bb56-f9ad308a0840'],48,,,,,,,,,,,,,,,,,,Genoa,233,00:01:48.462,Pass,
,,,,,,,,,,,,,,,,,1.953009,,,,,,,,,,,,,ebc8e60d-a7d9-42be-b717-b7736acd346b,74,,"[36.7, 7.2]",3879727,1,,,,,2.158799,,Right Foot,,,"[26.5, 22.5]",Ground Pass,,18.388311,,,Nicolás Andrés Burdisso,7467.0,,,,,,1,From Throw In,Ezequiel Muñoz,6894.0,Left Center Back,7,Genoa,233,['05bfbe84-363b-405f-8dd4-dc17cc356051'],52,,,,,,,,,,,,,,,,,,Genoa,233,00:01:52.469,Pass,
,,,,,,,,,,,,,,,,,0.889162,,,,,,,,,,,,,3741a762-cbdb-4e5c-b2f8-d07245a92cbf,77,,"[28.9, 28.0]",3879727,1,,,,,1.1105734,,Right Foot,,,"[34.7, 39.7]",Ground Pass,,13.058714,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,1,From Throw In,Nicolás Andrés Burdisso,7467.0,Center Back,7,Genoa,233,['c7091627-a86f-4da0-8e1f-f2cb5dcf1b15'],55,,,,,,,,,,,,,,,,,,Genoa,233,00:01:55.996,Pass,
,,,,,,,,,,,,,,,,,1.479322,,,,,,,,,,,,,62328833-aeef-44b4-b3bf-d64c76a82ad8,80,,"[42.2, 48.1]",3879727,2,,,,,0.27593112,,Right Foot,,,"[70.1, 56.0]",Ground Pass,,28.996897,,,Alessio Cerci,7702.0,,,,,,1,From Throw In,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,7,Genoa,233,['4b3645f1-331b-4290-9cb7-28a7c67540d2'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:02:00.616,Pass,
,,,,,,,,,,,,,,,,,1.452877,,,,,,,,,,,,,0dd40c8d-8271-42f8-b8e6-dace2fb5edd4,83,,"[70.1, 56.0]",3879727,2,,,,,1.6951513,,Left Foot,,,"[67.9, 73.6]",Ground Pass,,17.736967,,,Cristian Daniel Ansaldi,7464.0,,,,,,1,From Throw In,Alessio Cerci,7702.0,Right Center Forward,7,Genoa,233,['9e374ecb-faa8-481e-8946-9fa6606fd4a1'],2,,,,,,,,,,,,,,,,,,Genoa,233,00:02:02.118,Pass,
,,,,,,,,,,,,,,,,,0.547237,,,,,,,,,,,,,d58b9af2-4c55-4335-aa0a-a8e3c9ef67d7,87,,"[78.7, 71.0]",3879727,2,,,,,-1.3045443,,Right Foot,,,"[81.7, 60.0]",Ground Pass,,11.401754,Incomplete,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,1,From Throw In,Cristian Daniel Ansaldi,7464.0,Right Wing Back,7,Genoa,233,"['ce03dda2-2666-4024-bac4-6c05891b1c77', 'db9b9c35-23cb-4485-a75e-f8a3ac6aab15']",5,,,,,,,,,,,,,,,,,,Genoa,233,00:02:05.456,Pass,
,,,,,,,,,,,,,,,,,1.772144,,,,,,,,,,,,,db9b9c35-23cb-4485-a75e-f8a3ac6aab15,89,,"[38.4, 20.1]",3879727,2,,,,,3.1415927,,Right Foot,,,"[25.3, 20.1]",Ground Pass,,13.1,,,Wesley Hoedt,3588.0,,,,,Recovery,1,Regular Play,Marco Parolo,8173.0,Left Center Midfield,8,Lazio,236,"['91b62a1a-f8ee-46e0-99f5-9ef7193b3886', 'd58b9af2-4c55-4335-aa0a-a8e3c9ef67d7']",6,,,,,,,,,,,,,,,,,,Lazio,236,00:02:06.003,Pass,
,,,,,,,,,,,,,,,,,2.239311,,,,,,,,,,,,,1a75d9fe-ad39-4adb-8d9b-15b513861c11,92,,"[25.3, 20.1]",3879727,2,,,,,-0.112028964,,Left Foot,,,"[57.3, 16.5]",High Pass,,32.201862,Incomplete,,Filip Đorđević,11427.0,,,,,,1,Regular Play,Wesley Hoedt,3588.0,Left Center Back,8,Lazio,236,"['563cecd4-a168-422f-916d-28a945043ca1', 'b292005d-da3d-48c5-8313-987ad6012010']",7,,,,,,,,,,,,,,,,,,Lazio,236,00:02:07.895,Pass,
,,,,,,,,,,,,,,,,,1.350896,,,,,,,,,,,,,563cecd4-a168-422f-916d-28a945043ca1,95,,"[62.8, 63.6]",3879727,2,,,,True,-0.971621,,,,,"[71.2, 51.3]",Low Pass,,14.8946295,Incomplete,,Tomás Eduardo Rincón Hernández,7475.0,,,,,Recovery,1,Regular Play,Armando Izzo,9940.0,Right Center Back,8,Lazio,236,"['1979a578-773e-4415-a6ba-31f5a4a41e3c', '1a75d9fe-ad39-4adb-8d9b-15b513861c11', '8ae51a3a-0c79-44c3-85c4-cc0572bf36a5', 'd6bb8c0b-14f0-464b-ba69-67510bae3151']",10,,,,,,,,,,,,,,,,,,Genoa,233,00:02:10.135,Pass,True
,,,,,,,,,,,,,,,,,2.586063,,,,,,,,,,,,,68182bea-3d15-4218-ab95-6196cfe005e6,100,,"[64.5, 28.1]",3879727,2,,,,,-0.9189272,,Right Foot,,,"[76.1, 12.9]",High Pass,,19.12067,Incomplete,,Stefano Mauri,386641.0,,,,,,1,Regular Play,Marco Parolo,8173.0,Left Center Midfield,8,Lazio,236,"['057c8708-52d2-448c-a761-5ef758cbff54', '6596f23c-61b6-45b5-9aeb-499995cd461c']",13,,,,,,,,,,,,,,,,,,Lazio,236,00:02:13.628,Pass,
,,,,,,,,,,,,,,,,,1.104679,,,,,,,,,,,,,9de81d18-de99-4a60-bf41-55f018b26265,104,,"[79.2, 0.1]",3879727,2,,,,,1.0156177,,,,,"[89.0, 15.9]",High Pass,,18.592472,,,Stefano Mauri,386641.0,,,,,Throw-in,1,From Throw In,Abdoulay Konko,26683.0,Left Back,9,Lazio,236,['b1dcb5ef-142c-45cf-9bd4-10e9acf5aadc'],31,,,,,,,,,,,,,,,,,,Lazio,236,00:02:31.335,Pass,
,,,,,,,,,,,,,,,,,3.384844,,,,,,,,,,,,,4a822a6c-638f-4678-8c6c-5a8a9dcdaedd,108,,"[25.0, 53.8]",3879727,2,,,,,-0.62441033,,Left Foot,,,"[45.4, 39.1]",High Pass,,25.144583,,,Leonardo Pavoletti,8180.0,,,,,Recovery,1,From Counter,Nicolás Andrés Burdisso,7467.0,Center Back,10,Genoa,233,['cb701834-23e0-4ff1-9b6f-96db52186e45'],34,,,,,,,,,,,,,,,,,,Genoa,233,00:02:34.554,Pass,
,,,,,,,,,,,,,,,,,0.969908,,,,,,,,,,,,,9a7310d9-17c5-4a77-86ca-19c96dd9b13c,114,,"[46.5, 39.1]",3879727,2,,,,,1.4961056,,Left Foot,,,"[47.6, 53.8]",Ground Pass,,14.741099,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,Free Kick,1,From Free Kick,Nicolás Andrés Burdisso,7467.0,Center Back,11,Genoa,233,['af2cc971-49f3-4f59-87f9-682be667d92a'],57,,,,,,,,,,,,,,,,,,Genoa,233,00:02:57.950,Pass,
,,,,,,,,,,,,,,,,,1.09696,,,,,,,,,,,,,83205228-592a-4538-b011-08fb54063520,117,,"[49.3, 54.1]",3879727,3,,,,,1.5451609,,Right Foot,,,"[49.8, 73.6]",Ground Pass,,19.506409,,,Armando Izzo,9940.0,,,,,,1,From Free Kick,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,11,Genoa,233,['fe44f223-42d6-4e3a-bc1c-d119b63fcdfc'],1,,,,,,,,,,,,,,,,,,Genoa,233,00:03:01.257,Pass,
,,,,,,,,,,,,,,,,,2.101344,,,,,,,,,,,,,119f41bc-2795-487b-a472-4cb6c5aaaee5,120,,"[49.8, 73.6]",3879727,3,,,,,-0.12105962,,Right Foot,,,"[90.9, 68.6]",High Pass,,41.40302,Incomplete,,Alessio Cerci,7702.0,,,,,,1,From Free Kick,Armando Izzo,9940.0,Right Center Back,11,Genoa,233,"['b1bb64c3-ef29-4435-96d3-ec4027b5cf9a', 'dafc9673-a5cd-476a-851d-68c20cf6f17d']",3,,,,,,,,,,,,,,,,,,Genoa,233,00:03:03.668,Pass,
,,,,,,,,,,,,,,,,,1.500772,,,,,,,,,,,,,dafc9673-a5cd-476a-851d-68c20cf6f17d,123,,"[29.2, 11.5]",3879727,3,,,,True,1.0590575,,,,,"[33.3, 18.8]",High Pass,,8.372574,,,Danilo Cataldi,7107.0,,,,,Recovery,1,Regular Play,Wesley Hoedt,3588.0,Left Center Back,12,Lazio,236,"['07bb98fe-cc15-4214-8a75-8d72409d1572', '119f41bc-2795-487b-a472-4cb6c5aaaee5', '4697e8c2-9517-4f2e-bece-b9b44caee87c']",5,,,,,,,,,,,,,,,,,,Lazio,236,00:03:05.769,Pass,True
,,,,,,,,,,,,,,,,,3.57825,,,,,,,,,,,,,f10cb29d-4efd-4db9-b6b2-a4b7abe81ad0,126,,"[34.2, 18.8]",3879727,3,,,,,-0.1423637,,Right Foot,,,"[64.2, 14.5]",High Pass,,30.3066,,,Filip Đorđević,11427.0,,,,,,1,Regular Play,Danilo Cataldi,7107.0,Center Defensive Midfield,12,Lazio,236,['e23414ae-88cd-4df4-8e32-4c1684c3a228'],7,,,,,,,,,,,,,,,,,,Lazio,236,00:03:07.350,Pass,
