bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.004687,,,,,,,,,,,,,7b93a4f4-4fb8-48be-8246-a9a26db42db5,15,,"[25.0, 26.2]",3879846,0,,,,,-0.53938323,,Head,,,"[39.2, 17.7]",High Pass,,16.549622,,Incomplete,,Luca Siligardi,11494.0,,,,,,Recovery,1,From Kick Off,Vangelis Moras,31488.0,Right Center Back,2,AC Milan,243,"['5aa6a987-d9ca-49a8-8f8c-eb1cf839ef68', '9dc76f8e-2ace-4821-a18b-4d1ffddde54f', 'ae008572-21b8-4d79-9e52-9c96e7a0c859']",10,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:10.617,Pass,
,,,,,,,,,,,,,,,,1.657006,,,,,,,,,,,,,9bc1e2b6-082e-4cda-adb7-2ccd89769f81,19,,"[79.2, 61.0]",3879846,0,,,,,-0.6435011,,Right Foot,,,"[93.2, 50.5]",High Pass,,17.5,,Incomplete,,,,,,,,,,1,From Kick Off,Ignazio Abate,7463.0,Right Back,2,AC Milan,243,['5688624c-ea6c-4189-a26c-5424a144325e'],13,,,,,,,,,,,,,,,,,AC Milan,243,00:00:13.821,Pass,
,,,,,,,,,,,,,,,,2.560308,,,,,,,,,,,,,5688624c-ea6c-4189-a26c-5424a144325e,20,,"[26.9, 29.6]",3879846,0,,,,,0.69598204,,Head,,,"[50.6, 49.4]",High Pass,,30.882519,,Incomplete,,Paweł Wszołek,11339.0,,,,,,Recovery,1,From Kick Off,Vangelis Moras,31488.0,Right Center Back,2,AC Milan,243,"['2034add6-e81e-46d9-b0ea-8dba64ff06de', '3441ff41-5f6f-4c73-8e36-d1979168903c', '9bc1e2b6-082e-4cda-adb7-2ccd89769f81']",15,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:15.478,Pass,
,,,,,,,,,,,,,,,,1.232228,,,,,,,,,,,,,3441ff41-5f6f-4c73-8e36-d1979168903c,22,,"[69.5, 30.7]",3879846,0,,,,,0.31827834,,Head,,,"[86.8, 36.4]",High Pass,,18.214828,,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,Recovery,1,From Kick Off,Mattia De Sciglio,6944.0,Left Back,2,AC Milan,243,"['5688624c-ea6c-4189-a26c-5424a144325e', 'db1c6367-e007-40e9-801e-eb6ea5d75f51']",18,,,,,,,,,,,,,,,,,AC Milan,243,00:00:18.039,Pass,
,,,,,,,,,,,,,,,,1.230663,,,,,,,,,,,,,05ba24f9-7069-4e12-8a91-9587ce555097,26,,"[87.9, 37.5]",3879846,0,,,,,-2.4736636,,Right Foot,,,"[78.9, 30.4]",High Pass,,11.46342,,,,José Mauri,8653.0,,,,,,,1,From Kick Off,Carlos Arturo Bacca Ahumada,5688.0,Right Center Forward,2,AC Milan,243,['6f8dc705-064b-4965-bb6e-2c6af510f130'],19,,,,,,,,,,,,,,,,,AC Milan,243,00:00:19.928,Pass,
,,,,,,,,,,,,,,,,0.650907,,,,,,,,,,,,,b9cf594d-b3e4-4d61-83fe-6721e59bdf83,30,,"[77.8, 28.6]",3879846,0,,,,,2.7863617,,Right Foot,,,"[71.6, 30.9]",Ground Pass,,6.6128664,,,,Riccardo Montolivo,7166.0,,,,,,,1,From Kick Off,José Mauri,8653.0,Left Center Midfield,2,AC Milan,243,"['76661d88-82c9-4b03-b34d-e2be09b120dd', 'b000de76-6541-4de4-81eb-5ff3c64b90e5']",21,,,,,,,,,,,,,,,,,AC Milan,243,00:00:21.753,Pass,True
,,,,,,,,,,,,,,,,1.760013,,,,,,,,,,,,,c8dcf4a4-f13b-4f09-b211-007c144f9ec9,34,,"[70.5, 33.1]",3879846,0,,,,,2.4149504,,Left Foot,,,"[54.3, 47.5]",Ground Pass,,21.67487,,,,Cristian Eduardo Zapata Valencia,6360.0,,,,,,,1,From Kick Off,Riccardo Montolivo,7166.0,Center Defensive Midfield,2,AC Milan,243,"['a8819664-fc5a-4316-b80c-0868c6b4232a', 'd8a18c70-e118-4493-a2da-a6dbd74c399a']",23,,,,,,,,,,,,,,,,,AC Milan,243,00:00:23.100,Pass,True
,,,,,,,,,,,,,,,,1.262468,,,,,,,,,,,,,7c61a652-babd-4c02-a2a8-563433dcbb27,37,,"[57.0, 53.9]",3879846,0,,,,,1.0381186,,Right Foot,,,"[70.5, 76.8]",Ground Pass,,26.583076,,,,Ignazio Abate,7463.0,,,,,,,1,From Kick Off,Cristian Eduardo Zapata Valencia,6360.0,Right Center Back,2,AC Milan,243,['1caa0be3-48c1-46a0-9c23-be2a46b3051d'],26,,,,,,,,,,,,,,,,,AC Milan,243,00:00:26.180,Pass,
,,,,,,,,,,,,,,,,0.882878,,,,,,,,,,,,,7e393dc5-0c6b-475f-8730-ccfc07deb73d,41,,"[69.2, 76.6]",3879846,0,,,,,-1.4793093,,Right Foot,,,"[70.2, 65.7]",Ground Pass,,10.945775,,,,Juraj Kucka,10919.0,,,,,,,1,From Kick Off,Ignazio Abate,7463.0,Right Back,2,AC Milan,243,"['1416481b-f321-43b5-a742-9f522b845350', 'd1ed46a5-07a2-48de-91cd-b4e5cf38b893']",28,,,,,,,,,,,,,,,,,AC Milan,243,00:00:28.450,Pass,True
,,,,,,,,,,,,,,,,1.234615,,,,,,,,,,,,,c54649cf-7fb7-4fbc-85cc-2f02855adf11,44,,"[70.2, 65.7]",3879846,0,,,,,0.7956019,,Right Foot,,,"[79.9, 75.6]",Ground Pass,,13.860014,,,,Ignazio Abate,7463.0,,,,,,,1,From Kick Off,Juraj Kucka,10919.0,Right Center Midfield,2,AC Milan,243,['062d4be4-3685-4e9a-a6ac-040082a4dd43'],29,,,,,,,,,,,,,,,,,AC Milan,243,00:00:29.373,Pass,
,,,,,,,,,,,,,,,,1.000881,,,,,,,,,,,,,d08921f0-fc0e-4c8c-b3ff-8dedda10c430,47,,"[83.7, 75.8]",3879846,0,,,,,-1.2729933,,Right Foot,,,"[86.8, 65.7]",Ground Pass,,10.565037,,,,Keisuke Honda,5683.0,,,,,,,1,From Kick Off,Ignazio Abate,7463.0,Right Back,2,AC Milan,243,['ad143168-e06d-4282-9fb5-d2eadc79ab17'],30,,,,,,,,,,,,,,,,,AC Milan,243,00:00:30.647,Pass,
,,,,,,,,,,,,,,,,0.860412,,,,,,,,,,,,,e204e493-665e-4744-9a3a-7c9a0f71cc13,51,,"[92.2, 61.9]",3879846,0,,,,,-1.9343232,200051a9-dafb-4da7-b878-3f57145541d1,Left Foot,,,"[88.7, 52.7]",Ground Pass,,9.843272,,,,Riccardo Montolivo,7166.0,True,,,,,,1,From Kick Off,Keisuke Honda,5683.0,Center Attacking Midfield,2,AC Milan,243,"['3a9ca16d-71eb-4e3c-a229-bc72edde7e14', 'f95b3df3-c9c2-4f43-80e8-8b7053330ba1']",32,,,,,,,,,,,,,,,,,AC Milan,243,00:00:32.711,Pass,True
,,,,,,,,,,,,,,,,5.224223,,,,,,,,,,,,,86c965f9-7d8c-4ce8-b485-f013753059d4,56,,"[6.0, 44.0]",3879846,0,,,,,0.31867838,,Right Foot,,,"[84.2, 69.8]",High Pass,,82.3461,,Incomplete,,Paweł Wszołek,11339.0,,,,,,Goal Kick,1,From Goal Kick,Pierluigi Gollini,8274.0,Goalkeeper,3,Hellas Verona,226,"['40dcc12f-e67c-49a3-b482-c61e84053b57', '6593ac1f-ab3f-4897-b1be-e790464e3d34']",52,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:52.851,Pass,
,,,,,,,,,,,,,,,,0.467017,,,,,,,,,,,,,7500e0b6-78f6-4f2e-8ed5-287ad9334c72,67,,"[34.0, 5.1]",3879846,1,,,,,-2.1341126,,Right Foot,,,"[32.8, 3.2]",Ground Pass,,2.2472205,,,,Mattia De Sciglio,6944.0,,,,,,,1,Regular Play,José Mauri,8653.0,Left Center Midfield,4,AC Milan,243,"['898572a9-288e-4fb9-a2c2-badbb7c9a48a', 'c649bf61-91e8-43c5-ad4b-46f91298010c']",1,,,,,,,,,,,,,,,,,AC Milan,243,00:01:01.800,Pass,True
,,,,,,,,,,,,,,,,0.08061,,,,,,,,,,,,,62113183-93b5-4ad3-ad20-02cb8b313c13,71,,"[33.8, 2.8]",3879846,1,,,,,0.12832323,,Right Foot,,,"[36.9, 3.2]",Ground Pass,,3.1257,,Incomplete,,,,,,,,,,1,Regular Play,Mattia De Sciglio,6944.0,Left Back,4,AC Milan,243,"['344b9d0d-c7fe-45b0-9243-4479f7a8d24a', 'f9f54a00-8253-446c-a3c2-41fdc6e3c41f']",3,,,,,,,,,,,,,,,,,AC Milan,243,00:01:03.154,Pass,True
,,,,,,,,,,,,,,,,0.853185,,,,,,,,,,,,,9c4b3801-1462-4570-91b7-1e46d02e2777,73,,"[41.3, 0.1]",3879846,1,,,,,1.3669988,,,,,"[44.4, 15.1]",Low Pass,,15.316984,,,,Keisuke Honda,5683.0,,,,,,Throw-in,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,5,AC Milan,243,['2dcf9db9-2c97-4b5b-a9d6-9eba7fd2ba65'],19,,,,,,,,,,,,,,,,,AC Milan,243,00:01:19.395,Pass,
,,,,,,,,,,,,,,,,0.720341,,,,,,,,,,,,,0a216de5-6992-4e26-a72b-0e13bbabd2b6,76,,"[44.4, 15.1]",3879846,1,,,,,-1.7975951,,Left Foot,,,"[42.0, 4.7]",Low Pass,,10.673331,,,,Mattia De Sciglio,6944.0,,,,,,,1,From Throw In,Keisuke Honda,5683.0,Center Attacking Midfield,5,AC Milan,243,['7d6f4306-d842-4f6a-a45c-017e6432318c'],20,,,,,,,,,,,,,,,,,AC Milan,243,00:01:20.288,Pass,
,,,,,,,,,,,,,,,,2.795055,,,,,,,,,,,,,f25af17b-33b8-48fc-8dd5-41205f3867c2,80,,"[41.3, 5.2]",3879846,1,,,,,2.122695,,Right Foot,,,"[27.2, 28.1]",High Pass,,26.89275,,,,Cristian Eduardo Zapata Valencia,6360.0,,,,,,,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,5,AC Milan,243,"['0d100aa3-485d-41c6-a34e-cf38f9741a2e', '36fdf103-67e0-46b2-b9cd-d3904de61e58']",22,,,,,,,,,,,,,,,,,AC Milan,243,00:01:22.128,Pass,True
,,,,,,,,,,,,,,,,1.403459,,,,,,,,,,,,,6d523ae8-8327-49b2-86d4-94a4e24677fa,83,,"[35.2, 48.6]",3879846,1,,,,,-1.5922984,,Right Foot,,,"[34.8, 30.0]",Ground Pass,,18.604301,,,,Alessio Romagnoli,7458.0,,,,,,,1,From Throw In,Cristian Eduardo Zapata Valencia,6360.0,Right Center Back,5,AC Milan,243,['70b78aa5-d95d-4fc2-b827-bfbf05620ee4'],28,,,,,,,,,,,,,,,,,AC Milan,243,00:01:28.325,Pass,
,,,,,,,,,,,,,,,,0.997025,,,,,,,,,,,,,88946250-90ca-43eb-ac25-c1df2b7535d8,86,,"[51.3, 23.6]",3879846,1,,,,,-1.241172,,Right Foot,,,"[56.5, 8.4]",Ground Pass,,16.064869,,,,José Mauri,8653.0,,,,,,,1,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,5,AC Milan,243,['4e92d6c1-3439-4aaa-8d52-38f341707981'],34,,,,,,,,,,,,,,,,,AC Milan,243,00:01:34.168,Pass,
,,,,,,,,,,,,,,,,1.109882,,,,,,,,,,,,,9a42b6e1-b89f-44c4-a7f4-e0439a9c340a,89,,"[56.5, 6.8]",3879846,1,,,,,2.4992778,,Right Foot,,,"[43.0, 16.9]",Ground Pass,,16.860012,,,,Alessio Romagnoli,7458.0,,,,,,,1,From Throw In,José Mauri,8653.0,Left Center Midfield,5,AC Milan,243,['d18e4382-aa64-45a6-9a87-f971ab8091aa'],36,,,,,,,,,,,,,,,,,AC Milan,243,00:01:36.165,Pass,
,,,,,,,,,,,,,,,,1.200309,,,,,,,,,,,,,ad13c92e-c100-4243-bc09-723faed8d12d,92,,"[43.2, 19.6]",3879846,1,,,,,1.7052122,,Left Foot,,,"[39.4, 47.7]",Ground Pass,,28.355776,,,,Cristian Eduardo Zapata Valencia,6360.0,,,,,,,1,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,5,AC Milan,243,['2c21e599-4baf-426f-b58d-0710fc756e9c'],38,,,,,,,,,,,,,,,,,AC Milan,243,00:01:38.776,Pass,
,,,,,,,,,,,,,,,,1.377688,,,,,,,,,,,,,e894e410-cad0-402e-94bf-1526a05c631e,95,,"[39.9, 48.4]",3879846,1,,,,,1.1765474,,Right Foot,,,"[50.8, 74.6]",Ground Pass,,28.376926,,,,Juraj Kucka,10919.0,,,,,,,1,From Throw In,Cristian Eduardo Zapata Valencia,6360.0,Right Center Back,5,AC Milan,243,['43413f62-1d6b-4333-aac1-aea57e80daf4'],41,,,,,,,,,,,,,,,,,AC Milan,243,00:01:41.697,Pass,
,,,,,,,,,,,,,,,,0.925079,,,,,,,,,,,,,5a43b802-0bbf-45bf-8ee5-7351cb8f5fa6,98,,"[56.9, 77.0]",3879846,1,,,,,-0.3385557,,Right Foot,,,"[71.1, 72.0]",Ground Pass,,15.054567,,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,,1,From Throw In,Juraj Kucka,10919.0,Right Center Midfield,5,AC Milan,243,['6165bcd0-473e-4c9b-8168-6acde80b19a4'],46,,,,,,,,,,,,,,,,,AC Milan,243,00:01:46.432,Pass,
,,,,,,,,,,,,,,,,0.557587,,,,,,,,,,,,,886ef448-6620-40ad-91bb-8ac878e4c135,102,,"[70.2, 71.8]",3879846,1,,,,,1.5199926,,Right Foot,,,"[70.5, 77.7]",Ground Pass,,5.9076223,,,,Juraj Kucka,10919.0,,,,,,,1,From Throw In,Carlos Arturo Bacca Ahumada,5688.0,Right Center Forward,5,AC Milan,243,"['a3e2ce69-b87b-4b77-b9f5-b3e6ab7f6387', 'bdbaeaf5-e142-4c17-94fc-1380d7d9cdb2']",48,,,,,,,,,,,,,,,,,AC Milan,243,00:01:48.258,Pass,True
,,,,,,,,,,,,,,,,0.654286,,,,,,,,,,,,,5e900f29-050e-4ccc-8eed-2d8236b9e7fb,110,,"[43.0, 3.6]",3879846,1,,,,,-0.28834397,,Right Foot,,,"[54.8, 0.1]",Ground Pass,,12.308127,,Out,,Ante Rebić,5465.0,,,,,,,1,From Throw In,Luca Siligardi,11494.0,Left Midfield,5,AC Milan,243,"['39d73b90-3d79-4b27-8b17-7f31c085e547', '575ee871-c38d-4b44-9d98-8137a0884ed6']",50,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:50.510,Pass,True
,,,,,,,,,,,,,,,,2.031306,,,,,,,,,,,,,be1b0159-e1cf-4528-99fc-d3e9f311675b,112,,"[70.0, 80.0]",3879846,1,,,,,-2.85076,,,,,"[55.3, 75.6]",Low Pass,,15.34438,,,,Cristian Eduardo Zapata Valencia,6360.0,,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,6,AC Milan,243,['57dbb91e-c29f-44e1-b563-c4f23309a80c'],56,,,,,,,,,,,,,,,,,AC Milan,243,00:01:56.397,Pass,
,,,,,,,,,,,,,,,,2.320314,,,,,,,,,,,,,da30efe9-53e2-4408-83d5-f518c815cde2,115,,"[49.6, 68.5]",3879846,2,,,,,-1.7658166,,Right Foot,,,"[43.2, 36.1]",Ground Pass,,33.02605,,,,Alessio Romagnoli,7458.0,,,,,,,1,From Throw In,Cristian Eduardo Zapata Valencia,6360.0,Right Center Back,6,AC Milan,243,['f33f64fe-5f6c-4b11-b9ab-cd94aa9c0c52'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:02:00.344,Pass,
,,,,,,,,,,,,,,,,1.931121,,,,,,,,,,,,,ebee2126-1d46-41d8-8c25-cd16ec93683b,118,,"[49.4, 31.1]",3879846,2,,,,,-1.3106959,,Left Foot,,,"[56.0, 6.3]",Ground Pass,,25.663202,,,,Mattia De Sciglio,6944.0,,,,,,,1,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,6,AC Milan,243,['c8eeefa6-0265-4378-98a1-899ec5997d52'],4,,,,,,,,,,,,,,,,,AC Milan,243,00:02:04.326,Pass,
,,,,,,,,,,,,,,,,2.28329,,,,,,,,,,,,,ceeb79c8-8646-4c4c-8aec-7eff834e9469,122,,"[54.6, 5.1]",3879846,2,,,,,1.7400476,,Right Foot,,,"[46.5, 52.5]",High Pass,,48.08711,,,,Cristian Eduardo Zapata Valencia,6360.0,,,True,,,,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,6,AC Milan,243,"['3b335920-e396-4fcb-8431-8ff93de561bb', 'd359cbd2-a1b8-466e-999f-7cbd20020e72']",7,,,,,,,,,,,,,,,,,AC Milan,243,00:02:07.577,Pass,True
,,,,,,,,,,,,,,,,2.263956,,,,,,,,,,,,,8dfd384c-170b-4a19-9687-4ba898807ca8,125,,"[62.0, 55.8]",3879846,2,,,,,0.55307704,,Left Foot,,,"[101.2, 80.0]",High Pass,,46.06821,,Out,,Ignazio Abate,7463.0,,,,,,,1,From Throw In,Cristian Eduardo Zapata Valencia,6360.0,Right Center Back,6,AC Milan,243,['480de7d2-4164-40ac-a23d-b5b87b8850cb'],13,,,,,,,,,,,,,,,,,AC Milan,243,00:02:13.328,Pass,
,,,,,,,,,,,,,,,,1.624072,,,,,,,,,,,,,e7d90d35-bf2e-44f4-8159-616cf40db650,127,,"[20.6, 0.1]",3879846,2,,,,,0.5090709,,,,,"[37.8, 9.7]",High Pass,,19.697716,,,,Ante Rebić,5465.0,,,,,,Throw-in,1,From Throw In,Michelangelo Albertazzi,386650.0,Left Back,7,Hellas Verona,226,['1a079525-358e-4f97-b323-f1e2fbd51ecd'],25,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:25.712,Pass,
