50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.917972,,,,,,,,,,,,,411ddee9-d7a2-4719-8eb1-4ed9f685a0a5,17,,"[47.1, 59.2]",3879703,0,,,,0.95190924,,Right Foot,,,"[57.0, 73.1]",,Ground Pass,,17.065168,,,,,Antonio Candreva,7776.0,,,,,,1,From Kick Off,Abdoulay Konko,26683.0,Right Back,2,Lazio,236,"['cfdf36d9-362f-4db9-aa0a-7febe255d04d', 'f45a9209-9877-47f4-ac7f-1e6370eb158b']",14,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:14.835,Pass,True
,,,,,,,,,,,,,,,,,0.963878,,,,,,,,,,,,,d134d749-ca5f-4a00-8047-9c2c5f585e2b,20,,"[53.5, 72.7]",3879703,0,,,,-2.9402754,,Right Foot,,,"[43.7, 70.7]",,Ground Pass,,10.002,,,,,Abdoulay Konko,26683.0,,,,,,1,From Kick Off,Antonio Candreva,7776.0,Right Wing,2,Lazio,236,['e7aad5c9-2447-4a0e-82b6-def1c2a12291'],17,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:17.402,Pass,
,,,,,,,,,,,,,,,,,2.191151,,,,,,,,,,,,,708c177c-f62f-43df-b019-8cc7dbfd5e01,23,,"[43.3, 70.9]",3879703,0,,,,0.023679784,,Right Foot,,,"[81.3, 71.8]",,High Pass,,38.01066,,,Incomplete,,Filip Đorđević,11427.0,,,,,,1,From Kick Off,Abdoulay Konko,26683.0,Right Back,2,Lazio,236,"['432a2b6d-4769-49d8-b12f-bf93de747b58', 'aa33a0e3-3527-4340-b9ff-b108b07c4c5f']",18,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:18.406,Pass,
,,,,,,,,,,,,,,,,,1.605362,,,,,,,,,,,,,432a2b6d-4769-49d8-b12f-bf93de747b58,25,,"[38.8, 8.3]",3879703,0,,,,0.38944358,,Head,,,"[56.1, 15.4]",,High Pass,,18.700268,,,Incomplete,,Giampiero Pinzi,386657.0,,,,,Recovery,1,From Kick Off,Boštjan Cesar,8877.0,Left Center Back,2,Lazio,236,"['708c177c-f62f-43df-b019-8cc7dbfd5e01', '9e1ef444-731c-42a8-a37c-fb009aad166d', 'fd49d46c-1529-42a5-acb8-424f4e4ff24a']",20,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:20.597,Pass,
,,,,,,,,,,,,,,,,,1.614496,,,,,,,,,,,,,fb86d4ee-c7fc-40c1-8fc1-3f89416f43f3,33,,"[65.1, 12.6]",3879703,0,True,,,1.7909456,,Left Foot,,,"[61.9, 26.9]",,Ground Pass,,14.653668,,,,,Ivan Radovanović,7042.0,,,,,Free Kick,1,From Free Kick,Giampiero Pinzi,386657.0,Left Center Midfield,4,Chievo,231,['a983887d-e106-4953-82d6-594056d3a9ef'],30,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:30.700,Pass,
,,,,,,,,,,,,,,,,,0.995189,,,,,,,,,,,,,6acf3841-84f7-4dc0-89bc-bed672b0e48a,35,,"[61.9, 26.0]",3879703,0,,,,1.4788235,,Right Foot,,,"[63.8, 46.6]",,Ground Pass,,20.687435,,,,,Lucas Nahuel Castro,7049.0,,,,,,1,From Free Kick,Ivan Radovanović,7042.0,Center Defensive Midfield,4,Chievo,231,['e5df5e19-462e-4bcd-89f3-003eac67ab75'],32,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:32.478,Pass,
,,,,,,,,,,,,,,,,,1.714184,,,,,,,,,,,,,ce7c85d0-64d5-4bfd-8dd4-733e85600275,39,,"[65.1, 48.1]",3879703,0,,,,1.888161,,Right Foot,,,"[56.1, 75.5]",,Ground Pass,,28.84025,,,,,Fabrizio Cacciatore,7050.0,,,,,,1,From Free Kick,Lucas Nahuel Castro,7049.0,Right Center Midfield,4,Chievo,231,['aec77f23-89c7-4b4b-a166-19be711a2f8c'],34,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:34.400,Pass,
,,,,,,,,,,,,,,,,,1.325179,,,,,,,,,,,,,cee886d4-fc66-4767-a84e-2877714f79ef,42,,"[56.1, 75.5]",3879703,0,,,,-2.2826433,,Right Foot,,,"[38.5, 55.1]",,Ground Pass,,26.942904,,,,,Dario Dainelli,7771.0,,,,,,1,From Free Kick,Fabrizio Cacciatore,7050.0,Right Back,4,Chievo,231,['240c9393-97e0-49ed-8e1c-3c57b06baaee'],37,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:37.648,Pass,
,,,,,,,,,,,,,,,,,1.89977,,,,,,,,,,,,,95e6712d-22ce-421d-a668-c80efe244b4f,45,,"[33.6, 53.9]",3879703,0,,,,-2.5118482,,Right Foot,,,"[14.8, 40.2]",,Ground Pass,,23.262201,,,,,Albano Benjamín Bizzarri,7803.0,,,,,,1,From Free Kick,Dario Dainelli,7771.0,Right Center Back,4,Chievo,231,['ddf1c6b5-b11c-4c36-b43e-9fbed528144c'],41,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:41.017,Pass,
,,,,,,,,,,,,,,,,,2.795609,,,,,,,,,,,,,c2219440-ca3b-4a2e-a741-88c6ae894325,48,,"[14.6, 40.2]",3879703,0,,,,-0.96765333,,Right Foot,,,"[38.5, 5.5]",,High Pass,,42.134308,,,,,Massimo Gobbi,8645.0,,,,,,1,From Free Kick,Albano Benjamín Bizzarri,7803.0,Goalkeeper,4,Chievo,231,['466088bd-8dd3-4e64-9610-ea03a4cd0c99'],42,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:42.997,Pass,
,,,,,,,,,,,,,,,,,1.394905,,,,,,,,,,,,,175b8a18-a4fd-4d40-a600-8e3fdf146472,52,,"[38.5, 5.5]",3879703,0,,,,2.868303,,Left Foot,,,"[25.3, 9.2]",,Ground Pass,,13.708756,,,,,Boštjan Cesar,8877.0,,,,,,1,From Free Kick,Massimo Gobbi,8645.0,Left Back,4,Chievo,231,"['6da805ae-f790-4213-942d-eadd13991423', '7820426a-f82a-4338-8afa-942a9058247d']",47,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:47.266,Pass,True
,,,,,,,,,,,,,,,,,1.625237,,,,,,,,,,,,,15bd8706-53a4-4d47-ad97-b3b862b7992d,55,,"[25.3, 9.2]",3879703,0,,,,-0.022871828,,Left Foot,,,"[55.9, 8.5]",,High Pass,,30.608006,,,Incomplete,,Giampiero Pinzi,386657.0,,,,,,1,From Free Kick,Boštjan Cesar,8877.0,Left Center Back,4,Chievo,231,"['2e38abe4-8bbf-4d27-8642-a1694214e5da', '868cfba7-99a5-4a94-bb35-594abdae5d19']",48,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:48.741,Pass,
,,,,,,,,,,,,,,,,,1.479754,,,,,,,,,,,,,868cfba7-99a5-4a94-bb35-594abdae5d19,57,,"[64.2, 71.6]",3879703,0,,,,0.7368925,,Other,,,"[69.6, 76.5]",,Low Pass,,7.291776,,,,,Antonio Candreva,7776.0,,,,,Recovery,1,From Free Kick,Abdoulay Konko,26683.0,Right Back,4,Chievo,231,"['15bd8706-53a4-4d47-ad97-b3b862b7992d', '4da52a85-10e6-477c-9a46-8678892b8c00']",50,,,,,,,,,,,,,,,,,,,Lazio,236,00:00:50.366,Pass,
,,,,,,,,,,,,,,,,,0.730173,,,,,,,,,,,,,ddef2910-2b16-4548-8eca-c2c6d02cb8e2,63,,"[55.2, 4.0]",3879703,0,,,,2.9812171,,Left Foot,,,"[48.4, 5.1]",,Ground Pass,,6.8883963,,,,,Massimo Gobbi,8645.0,,,,,,1,From Free Kick,Giampiero Pinzi,386657.0,Left Center Midfield,4,Chievo,231,['ec9ee11f-0978-4f28-8277-a517831ed578'],53,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:53.863,Pass,
,,,,,,,,,,,,,,,,,1.773905,,,,,,,,,,,,,40518159-0d99-41fb-8b28-6935b2122178,66,,"[48.4, 5.1]",3879703,0,,,,-0.03551805,,Left Foot,,,"[68.1, 4.4]",,High Pass,,19.712433,,,,,Roberto Inglese,7043.0,,,,,,1,From Free Kick,Massimo Gobbi,8645.0,Left Back,4,Chievo,231,['11c0a0c3-1db2-43db-9977-33f2d21773db'],54,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:54.754,Pass,
,,,,,,,,,,,,,,,,,0.938463,,,,,,,,,,,,,56b16e47-e310-4b65-a988-5219112dd159,74,,"[69.1, 13.2]",3879703,0,,,,2.0679042,,Right Foot,,,"[64.0, 22.6]",,Ground Pass,,10.694391,,,,,Valter Birsa,7045.0,,,,,,1,From Free Kick,Roberto Inglese,7043.0,Left Center Forward,4,Chievo,231,"['01b0369b-cf49-477d-b724-56b789d936c0', 'cd7b31d3-5284-44af-a312-a22b2bd4b6fb']",59,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:59.732,Pass,True
,,,,,,,,,,,,,,,,,1.104741,,,,,,,,,,,,,4f81ab26-9063-466d-a91c-f1045bedabb8,77,,"[63.4, 26.5]",3879703,1,,,,1.5855736,,Right Foot,,,"[63.1, 46.8]",,Low Pass,,20.302217,,,,,Lucas Nahuel Castro,7049.0,,,,,,1,From Free Kick,Valter Birsa,7045.0,Center Attacking Midfield,4,Chievo,231,['90198cb7-8d41-407a-bcec-a66293a1a1f4'],1,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:01.732,Pass,
,,,,,,,,,,,,,,,,,1.840233,,,,,,,,,,,,,040e9972-f6a1-498f-98b7-50d15e394a00,80,,"[68.9, 56.4]",3879703,1,,,,1.1347008,,Left Foot,,,"[78.5, 77.0]",,Ground Pass,,22.727076,,,,,Fabrizio Cacciatore,7050.0,,,,,,1,From Free Kick,Lucas Nahuel Castro,7049.0,Right Center Midfield,4,Chievo,231,['81968a2a-e7f7-4b13-865c-4853f040d16b'],5,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:05.006,Pass,
,,,,,,,,,,,,,,,,,2.710107,,,,,,,,,,,,,1d1c8e25-fb39-4a2d-86a9-97be6c57167d,83,,"[79.2, 76.7]",3879703,1,,,,0.12770587,,Right Foot,,,"[104.9, 80.0]",,Low Pass,,25.911001,,,Out,,Lucas Nahuel Castro,7049.0,,,,,,1,From Free Kick,Fabrizio Cacciatore,7050.0,Right Back,4,Chievo,231,['39a5fcca-6f5d-4f65-b3b6-47a228fac157'],7,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:07.513,Pass,
,,,,,,,,,,,,,,,,,1.346848,,,,,,,,,,,,,29e82d8a-82b8-4a5a-a2d4-b5e730d171b4,85,,"[25.1, 0.1]",3879703,1,,,,0.26857942,,,,,"[36.0, 3.1]",,High Pass,,11.305308,,,,,Marco Parolo,8173.0,,,,,Throw-in,1,From Throw In,Senad Lulić,7785.0,Left Back,5,Lazio,236,['2a0117d6-be23-48ea-9859-7bd0870838d7'],27,,,,,,,,,,,,,,,,,,,Lazio,236,00:01:27.406,Pass,
,,,,,,,,,,,,,,,,,2.255698,,,,,,,,,,,,,8d7a5c12-8278-42f5-81e0-9da08776309d,88,,"[36.4, 3.1]",3879703,1,,,,0.6556956,,Right Foot,,,"[52.0, 15.1]",,High Pass,,19.681463,,,,,Sergej Milinković-Savić,5589.0,,,,,,1,From Throw In,Marco Parolo,8173.0,Left Center Midfield,5,Lazio,236,['803a5e89-3353-4ce1-b94c-1e711147bc2d'],28,,,,,,,,,,,,,,,,,,,Lazio,236,00:01:28.832,Pass,
,,,,,,,,,,,,,,,,,2.211223,,,,,,,,,,,,,1bf06db7-169a-4ed3-9cd0-9f6c222a5a61,90,,"[52.0, 15.1]",3879703,1,,,,-0.3460662,,Head,,,"[72.8, 7.6]",,High Pass,,22.110857,,,Incomplete,,Filip Đorđević,11427.0,,,,,,1,From Throw In,Sergej Milinković-Savić,5589.0,Right Center Midfield,5,Lazio,236,"['38a25f55-4509-4712-a4a8-7a1969d2ba77', '70ad9240-aecd-4f42-b560-9dd600507e47']",31,,,,,,,,,,,,,,,,,,,Lazio,236,00:01:31.300,Pass,
,,,,,,,,,,,,,,,,,3.830051,,,,,,,,,,,,,70ad9240-aecd-4f42-b560-9dd600507e47,92,,"[47.3, 72.5]",3879703,1,,,,-2.5900745,,Left Foot,,,"[6.5, 47.4]",,Ground Pass,,47.902504,,,,,Albano Benjamín Bizzarri,7803.0,,,,,Recovery,1,Regular Play,Dario Dainelli,7771.0,Right Center Back,6,Chievo,231,"['1bf06db7-169a-4ed3-9cd0-9f6c222a5a61', 'b91562a2-9d1d-4846-aa1d-55b084434514']",33,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:33.512,Pass,
,,,,,,,,,,,,,,,,,4.1317,,,,,,,,,,,,,fe0a5005-0bfe-4529-864f-d298b1c12e20,96,,"[8.2, 42.1]",3879703,1,True,,,-0.16464503,,Left Foot,,,"[72.6, 31.4]",,High Pass,,65.282845,,,,,Roberto Inglese,7043.0,,,,,,1,Regular Play,Albano Benjamín Bizzarri,7803.0,Goalkeeper,6,Chievo,231,"['42d65955-cf1a-4d10-88bc-db77e6fd1760', '56eb9d26-92eb-4329-899d-684b87c0f102']",40,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:40.097,Pass,True
,,,,,,,,,,,,,,,,,1.149018,,,,,,,,,,,,,c2bc1bd0-75f6-43db-a5f2-a89662ae3e2c,102,,"[28.3, 28.8]",3879703,1,,,,-1.1609688,,Left Foot,,,"[33.6, 16.6]",,Ground Pass,,13.301504,,,,,Senad Lulić,7785.0,,,,,,1,Regular Play,Ştefan Daniel Radu,7778.0,Left Center Back,7,Lazio,236,"['1b7e58b0-5750-44ae-a160-fd548bc66ddd', '99a93059-ec86-4cfc-9ed7-0cf7800af2ad']",48,,,,,,,,,,,,,,,,,,,Lazio,236,00:01:48.005,Pass,True
,,,,,,,,,,,,,,,,,1.233425,,,,,,,,,,,,,732e8207-f381-4eff-a012-34c1c41a47e0,106,,"[62.7, 8.1]",3879703,1,,,,0.60061455,,Right Foot,,,"[75.4, 16.8]",,Ground Pass,,15.394155,,,,,Sergej Milinković-Savić,5589.0,,,,,,1,Regular Play,Senad Lulić,7785.0,Left Back,7,Lazio,236,"['19674ce2-445c-4cdb-b28c-57e710b1cd08', '647e114b-28c1-4c90-a8de-5c02a440b271']",55,,,,,,,,,,,,,,,,,,,Lazio,236,00:01:55.406,Pass,True
,,,,,,,,,,,,,,,,,0.865772,,,,,,,,,,,,,98c63314-a3dd-4e50-930c-1c09feabc8fd,110,,"[74.3, 17.3]",3879703,1,,,,2.1201708,,Right Foot,,,"[71.3, 22.2]",,Ground Pass,,5.745433,,,Incomplete,,Keita Baldé Diao,3145.0,,,,,,1,Regular Play,Sergej Milinković-Savić,5589.0,Right Center Midfield,7,Lazio,236,"['5514fb48-33f4-4941-8cbc-4c2ebdf7cf7b', 'aa855fea-90ba-47da-85c1-4c450a2c273c', 'bb449db1-1534-46c2-9d13-aea222d3cb35']",56,,,,,,,,,,,,,,,,,,,Lazio,236,00:01:56.726,Pass,True
,,,,,,,,,,,,,,,,,0.72208,,,,,,,,,,,,,e151a735-b5a4-4a9f-bc7c-840f0137f688,114,,"[49.7, 60.3]",3879703,1,,,,0.8017901,,Right Foot,,,"[55.7, 66.5]",,Ground Pass,,8.627862,,,,,Lucas Nahuel Castro,7049.0,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,8,Chievo,231,['6b127cb2-0d88-4884-9cc4-bc3d066a036b'],58,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:58.776,Pass,
,,,,,,,,,,,,,,,,,1.091858,,,,,,,,,,,,,14aad816-06e6-4c72-8c6d-edb5817aab00,118,,"[56.1, 66.7]",3879703,1,,,,-1.5263811,,Right Foot,,,"[56.3, 62.2]",,Ground Pass,,4.504442,,,,,Ivan Radovanović,7042.0,,,,,,1,Regular Play,Lucas Nahuel Castro,7049.0,Right Center Midfield,8,Chievo,231,"['3d945ee1-02b6-4d40-8072-51f3e54380ca', '4ef30d6a-44d7-4232-823c-ea14ee34ef11']",59,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:59.885,Pass,True
,,,,,,,,,,,,,,,,,0.851106,,,,,,,,,,,,,75f3391c-1571-4035-af95-e250eae2a00b,121,,"[57.6, 60.5]",3879703,2,,,,-1.8008285,,Right Foot,,,"[53.9, 44.7]",,Ground Pass,,16.227446,,,,,Giampiero Pinzi,386657.0,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,8,Chievo,231,['883aa447-3cac-4f24-9609-e33bbe97d27b'],1,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:01.850,Pass,
,,,,,,,,,,,,,,,,,0.715003,,,,,,,,,,,,,ade6ca9e-4c5b-45d0-b243-8a860bca8a82,125,,"[63.6, 45.9]",3879703,2,,,,0.6722472,,Left Foot,,,"[68.5, 49.8]",,Ground Pass,,6.2625875,,,Incomplete,,Alberto Paloschi,6950.0,,,,,,1,Regular Play,Giampiero Pinzi,386657.0,Left Center Midfield,8,Chievo,231,"['b06c24d1-740c-4f56-b187-62faa5aa7efc', 'cda2d4e8-eda1-4c8b-83a6-616e60ada9e5']",4,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:04.799,Pass,
,,,,,,,,,,,,,,,,,0.735168,,,,,,,,,,,,,b06c24d1-740c-4f56-b187-62faa5aa7efc,127,,"[51.6, 30.3]",3879703,2,,,,1.4127064,,Right Foot,,,"[52.7, 37.2]",,Ground Pass,,6.987131,,,,,Danilo Cataldi,7107.0,,,,,Recovery,1,Regular Play,Marco Parolo,8173.0,Left Center Midfield,9,Lazio,236,"['78738578-0217-4d4c-8f48-8d98556c4483', 'ade6ca9e-4c5b-45d0-b243-8a860bca8a82']",5,,,,,,,,,,,,,,,,,,,Lazio,236,00:02:05.514,Pass,
