50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e82bb34d-1779-4243-8622-af1f8578bcc0,1,,,3879855,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b80dfa4b-4675-49d6-9b42-963294f4927f,2,,,3879855,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 55}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,96d523de-8394-48a5-987c-d78928869828,3,,,3879855,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['5b958e78-1ae6-4b66-879f-85d03f84995d'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5b958e78-1ae6-4b66-879f-85d03f84995d,4,,,3879855,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['96d523de-8394-48a5-987c-d78928869828'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2c8e6247-9bd6-4a50-973e-cd9ef3b01672,2149,,,3879855,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,112,Napoli,227,['4504deb9-568b-4255-acee-a80b36649007'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4504deb9-568b-4255-acee-a80b36649007,2150,,,3879855,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,112,Napoli,227,['2c8e6247-9bd6-4a50-973e-cd9ef3b01672'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.511925,,,,,,,,,,,,,,fbf05858-5a9b-4c59-b828-076bb4ebae9d,5,,"[61.0, 40.1]",3879855,0,True,,,3.1162357,,Right Foot,,,"[33.4, 40.8]",,Ground Pass,,27.608875,,,,,Rafael Tolói,7002.0,,,,,,Kick Off,1,From Kick Off,Marco Borriello,8871.0,Center Forward,2,Atalanta,228,['3fd66814-cdfb-41a6-965d-8a40d78d79e0'],1,,,,,,,,,,,,,,,,,Atalanta,228,00:00:01.051,Pass,
,,,,,,,,,,,,,,,,,1.256327,,,,,,,,,,,,,,a5696c1d-bef1-4fb1-94d9-eb8bfc2eb0c5,7,,"[34.7, 42.7]",3879855,0,,,,1.226149,,Left Foot,,,"[40.3, 58.3]",,Ground Pass,,16.57468,,,,,Andrea Masiello,6992.0,,,,,,,1,From Kick Off,Rafael Tolói,7002.0,Right Center Back,2,Atalanta,228,['55138e79-abc4-4b01-9345-8e0f1b011f38'],4,,,,,,,,,,,,,,,,,Atalanta,228,00:00:04.202,Pass,
,,,,,,,,,,,,,,,,,1.095411,,,,,,,,,,,,,,ecef9b3b-6052-41f8-9772-a971dbf8563d,11,,"[41.3, 66.0]",3879855,0,,,,-0.9132681,,Left Foot,,,"[53.5, 50.2]",,Ground Pass,,19.961964,,,,,Luca Cigarini,8420.0,,,,,,,1,From Kick Off,Andrea Masiello,6992.0,Right Back,2,Atalanta,228,"['52346b39-ad15-461d-a3ef-67fb458ba159', 'c5918322-9a20-4d41-a9f8-6bf75c46e751']",7,,,,,,,,,,,,,,,,,Atalanta,228,00:00:07.563,Pass,True
,,,,,,,,,,,,,,,,,1.090584,,,,,,,,,,,,,,3fab415a-f8f2-47e9-92b4-1b128323e895,14,,"[53.5, 50.2]",3879855,0,,,,0.30608603,,Right Foot,,,"[76.6, 57.5]",,Ground Pass,,24.226019,,,Incomplete,,Alessandro Diamanti,19847.0,,,,,,,1,From Kick Off,Luca Cigarini,8420.0,Left Defensive Midfield,2,Atalanta,228,"['64942562-1c04-4e64-9b6d-4c5ce1c8f616', 'dcad2c71-893e-4af6-8455-35fc5c3e4038']",8,,,,,,,,,,,,,,,,,Atalanta,228,00:00:08.739,Pass,
