50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e36f19e8-cf66-4416-b42f-ed3b04bb9af8,1,,,3879738,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 45508, 'name': 'Emanuele Suagher'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 21}, {'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 30750, 'name': 'Stefano Sabelli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 31273, 'name': 'Marco Crimi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 15415, 'name': 'Matteo Mancosu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 25}, {'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 99}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,904b8371-0f8f-4e45-bd6a-6b61bbbeb110,2,,,3879738,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 23241, 'name': 'William Vainqueur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,833b93a4-29ad-46d4-ae45-a7d5c1023c2b,3,,,3879738,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['ce69d078-7a26-4dfc-8baa-c1bd6d5dc830'],0,,,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ce69d078-7a26-4dfc-8baa-c1bd6d5dc830,4,,,3879738,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['833b93a4-29ad-46d4-ae45-a7d5c1023c2b'],0,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d0094788-80a9-4cfb-b7ac-5124a10f3b5f,1930,,,3879738,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,110,AS Roma,229,['abb36354-7341-4c47-9a83-f60ccc58470d'],0,,,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,abb36354-7341-4c47-9a83-f60ccc58470d,1931,,,3879738,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,110,AS Roma,229,['d0094788-80a9-4cfb-b7ac-5124a10f3b5f'],0,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.371286,,,,,,,,,,,,,,5cf10a31-efe4-407e-9a11-df9c6365c3be,5,,"[61.0, 40.1]",3879738,0,,,,,2.1224513,,Right Foot,,,,"[60.2, 41.4]",,Ground Pass,,1.5264337,,,,Jerry Uche Mbakogu,32608.0,,,,,,Kick Off,1,From Kick Off,Matteo Mancosu,15415.0,Right Center Forward,2,Carpi,1683,['2b9db89f-e4df-47cd-9071-eec9c1359798'],0,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.539,Pass,
,,,,,,,,,,,,,,,,,,,1.135105,,,,,,,,,,,,,,5b6a13bb-b9f8-4272-a77e-7006a990bccb,8,,"[59.9, 40.6]",3879738,0,,,,,2.953371,,Right Foot,,,,"[49.4, 42.6]",,Ground Pass,,10.688779,,,,Isaac Cofie,7460.0,,,,,,,1,From Kick Off,Jerry Uche Mbakogu,32608.0,Left Center Forward,2,Carpi,1683,['0be0e85d-886c-4fee-a83e-dff8edb436aa'],0,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.950,Pass,
,,,,,,,,,,,,,,,,,,,2.039897,,,,,,,,,,,,,,b526cbff-fe06-40af-aaf0-16d1da93727a,11,,"[44.3, 40.6]",3879738,0,,,,,1.9132336,,Right Foot,,,,"[36.6, 62.2]",,Ground Pass,,22.93142,,,,Emanuele Suagher,45508.0,,,,,,,1,From Kick Off,Isaac Cofie,7460.0,Center Defensive Midfield,2,Carpi,1683,['c4480245-53d4-42ee-997b-51560ba4416f'],3,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:03.840,Pass,
,,,,,,,,,,,,,,,,,,,0.862048,,,,,,,,,,,,,,59bb0898-f88f-44f3-a244-de5b108bc6ef,14,,"[37.2, 62.2]",3879738,0,,,,,-0.30144876,,Right Foot,,,,"[49.1, 58.5]",,Ground Pass,,12.461942,,,,Isaac Cofie,7460.0,,,,,,,1,From Kick Off,Emanuele Suagher,45508.0,Right Center Back,2,Carpi,1683,['57c62ede-3ac6-4831-9926-bf18a5bfdd29'],6,,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:06.288,Pass,
