50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.559207,,,,,,,,,,,,eceb9fb8-9d8e-49fb-9989-e9eaf298fcaa,17,,"[45.4, 49.9]",3879875,0,,,,,0.49793497,,Right Foot,,,"[75.2, 66.1]",,High Pass,33.918728,,Incomplete,,Paweł Wszołek,11339.0,,,,,,1,From Kick Off,Matteo Bianchetti,8421.0,Right Center Back,2,Hellas Verona,226,"['042fafca-f33b-4b43-b5c5-bb309e8c5d9b', '6f1ea14a-9938-4bc1-9861-28d936afce93', 'cc47e87a-ec19-4d7f-88c6-5fa67c14a570']",13,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:13.717,Pass,True
,,,,,,,,,,,,,,,,,0.348641,,,,,,,,,,,,cc47e87a-ec19-4d7f-88c6-5fa67c14a570,19,,"[44.9, 14.0]",3879875,0,,,,,-0.028977394,,Right Foot,,,"[51.8, 13.8]",,Ground Pass,6.902898,,,,Aleksandar Trajkovski,30512.0,,,,,Recovery,1,From Kick Off,Michel Morganella,31268.0,Left Wing Back,2,Hellas Verona,226,"['eceb9fb8-9d8e-49fb-9989-e9eaf298fcaa', 'ed3a6d9e-39b7-4a13-beb5-b891edae237f']",15,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:15.276,Pass,
,,,,,,,,,,,,,,,,,0.476147,,,,,,,,,,,,01ed40ee-431a-462d-a701-ff88259e08ed,28,,"[64.0, 71.9]",3879875,0,,,,,-2.5804293,,Right Foot,,,"[57.0, 67.5]",,Ground Pass,8.268011,,,,Federico Viviani,7770.0,,,,,,1,From Kick Off,Eros Pisano,11342.0,Right Back,2,Hellas Verona,226,"['856dbdfb-7a82-4ee9-a059-f55908d348a5', '906881ec-23dd-496e-bc54-0e9787f5152c']",17,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:17.966,Pass,True
,,,,,,,,,,,,,,,,,0.551817,,,,,,,,,,,,87eb439f-5b02-4df0-a13b-a85dba6c689d,31,,"[57.0, 67.2]",3879875,0,,,,,-0.32695884,,Right Foot,,,"[68.5, 63.3]",,Low Pass,12.143311,,,,Artur Ioniţă,7949.0,,,,,,1,From Kick Off,Federico Viviani,7770.0,Right Defensive Midfield,2,Hellas Verona,226,['b9b6080e-9dec-494d-b970-aea45ea44850'],18,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:18.496,Pass,
,,,,,,,,,,,,,,,,,1.539065,,,,,,,,,,,,a230516b-a28f-465b-ba21-bff48c159457,42,,"[44.5, 75.8]",3879875,0,,,,,-2.4217374,,Right Foot,,,"[30.7, 63.7]",,Ground Pass,18.353474,,,,Matteo Bianchetti,8421.0,,,,,Free Kick,1,From Free Kick,Eros Pisano,11342.0,Right Back,3,Hellas Verona,226,['c474345b-2691-42ae-90e7-5f7eb0530e6c'],42,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:42.045,Pass,
,,,,,,,,,,,,,,,,,1.822506,,,,,,,,,,,,d89a3a0b-44e0-48b7-a36d-679735b58074,45,,"[34.7, 57.5]",3879875,0,,,,,-1.6426944,,Right Foot,,,"[32.1, 21.4]",,Ground Pass,36.19351,,,,Filip Helander,7966.0,,,,,,1,From Free Kick,Matteo Bianchetti,8421.0,Right Center Back,3,Hellas Verona,226,['b4ce1093-2ded-4bfa-a289-6237fdcaad15'],45,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:45.512,Pass,
,,,,,,,,,,,,,,,,,1.289869,,,,,,,,,,,,8c538c52-bbab-403c-91c1-a97b2b58f69c,48,,"[34.7, 19.8]",3879875,0,,,,,-0.8488965,,Left Foot,,,"[50.9, 1.4]",,Ground Pass,24.5153,,,,Urby Emanuelson,8463.0,,,,,,1,From Free Kick,Filip Helander,7966.0,Left Center Back,3,Hellas Verona,226,['80acc21d-d8d9-4a2a-a4c9-39fc95a704a7'],48,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:48.821,Pass,
,,,,,,,,,,,,,,,,,2.04233,,,,,,,,,,,,0fdf95c1-a715-47b6-8cea-eb2ca451cf71,51,,"[50.9, 2.1]",3879875,0,,,,,2.6230106,,Left Foot,,,"[31.8, 13.0]",,Ground Pass,21.991362,,,,Filip Helander,7966.0,,,,,,1,From Free Kick,Urby Emanuelson,8463.0,Left Back,3,Hellas Verona,226,['8aed405a-23cc-4aad-a878-6cd9188cd64b'],51,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:51.074,Pass,
,,,,,,,,,,,,,,,,,2.235731,,,,,,,,,,,,6943db19-c9ab-4c4d-82b6-5a2f53d67a8a,55,,"[31.6, 18.4]",3879875,0,,,,,2.3534696,,Left Foot,,,"[13.3, 36.8]",,Ground Pass,25.950914,,,,Pierluigi Gollini,8274.0,,,,,,1,From Free Kick,Filip Helander,7966.0,Left Center Back,3,Hellas Verona,226,"['3e0a060c-207e-4ed1-9f85-daa5b10a444a', 'ac3dddcd-64ef-416d-b2fd-6e53c85361d1']",54,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:54.538,Pass,True
,,,,,,,,,,,,,,,,,1.121327,,,,,,,,,,,,dbd73fe5-02c8-4053-8e53-6bc2a56d4283,57,,"[13.3, 36.8]",3879875,0,,,,,-1.2807094,,Right Foot,,,"[19.3, 16.7]",,Low Pass,20.976416,,,,Filip Helander,7966.0,,,,,,1,From Free Kick,Pierluigi Gollini,8274.0,Goalkeeper,3,Hellas Verona,226,['0eee6ca7-f924-4882-8876-7af48cf7102c'],56,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:56.774,Pass,
,,,,,,,,,,,,,,,,,2.338931,,,,,,,,,,,,6e751b7e-14a6-476a-92ca-2a93525bc5e6,60,,"[10.9, 9.5]",3879875,1,,,,,-0.3784274,,Left Foot,,,"[27.5, 2.9]",,Ground Pass,17.86393,,,,Urby Emanuelson,8463.0,,,,,,1,From Free Kick,Filip Helander,7966.0,Left Center Back,3,Hellas Verona,226,['6b65b4d0-c739-4ad5-8b01-1eba83cb3f99'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:00.081,Pass,
,,,,,,,,,,,,,,,,,0.619143,,,,,,,,,,,,520284a3-f667-4f84-9f76-0d417cb0837e,67,,"[85.6, 72.0]",3879875,1,,,,,0.30805278,,Right Foot,,,"[92.2, 74.1]",,Low Pass,6.926038,,,,Andrea Rispoli,30769.0,,,,,Recovery,1,From Free Kick,Thiago Rangel Cionek,5662.0,Right Center Back,3,Hellas Verona,226,['6b7d2c2c-1616-4049-ad86-d5e23662658f'],4,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:04.859,Pass,
,,,,,,,,,,,,,,,,,0.957537,,,,,,,,,,,,aaeba349-3937-4d1b-b531-8e1c7adf5b01,70,,"[99.2, 76.9]",3879875,1,,,,,-1.2674769,,Right Foot,,,"[107.4, 50.7]",,Low Pass,27.453234,,Incomplete,,Alberto Gilardino,38389.0,,,,,,1,From Free Kick,Andrea Rispoli,30769.0,Right Wing Back,3,Hellas Verona,226,"['21fc6748-e373-4b21-9f14-6059e6d65e70', 'f271afbe-5ca0-4632-a0ef-47b62ad2a3fb']",7,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:07.256,Pass,
,,,,,,,,,,,,,,,,,1.297157,,,,,,,,,,,,5b214cb0-94e0-47af-8046-a5ee0b1bc6a8,75,,"[1.2, 10.1]",3879875,1,,,,,0.027642727,,Right Foot,,,"[22.9, 10.7]",,Low Pass,21.708294,,,,Luca Siligardi,11494.0,,,,,,1,From Free Kick,Urby Emanuelson,8463.0,Left Back,3,Hellas Verona,226,['953037cc-9a75-4431-8ee3-65742b35a78e'],12,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:12.147,Pass,
,,,,,,,,,,,,,,,,,1.124438,,,,,,,,,,,,18c60668-a614-420b-8950-6fd2915d2d09,80,,"[28.9, 21.2]",3879875,1,,,,,1.049178,,Left Foot,,,"[33.9, 29.9]",,Ground Pass,10.034441,,,,Federico Viviani,7770.0,,,,,,1,From Free Kick,Luca Siligardi,11494.0,Left Wing,3,Hellas Verona,226,"['6e4d0204-462e-4b93-93e2-ba39a87b79a7', 'b73b21ea-7fe4-43e4-94a3-3bd279d89e23']",15,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:15.359,Pass,True
,,,,,,,,,,,,,,,,,1.699676,,,,,,,,,,,,00f10a1b-ff50-4d8f-b563-bbaa3ce0ff90,82,,"[33.9, 29.9]",3879875,1,,,,,1.0616393,,Right Foot,,,"[45.4, 50.5]",,Ground Pass,23.592583,,Incomplete,,Paweł Wszołek,11339.0,,,,,,1,From Free Kick,Federico Viviani,7770.0,Right Defensive Midfield,3,Hellas Verona,226,"['b3bb51a1-097a-469b-8adb-058172023402', 'ea4cf0c0-e1f4-48b1-992e-71e9a2c43445']",16,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:16.483,Pass,
,,,,,,,,,,,,,,,,,4.268836,,,,,,,,,,,,3f28da52-5598-4186-b4be-291b3a59315c,87,,"[76.5, 31.4]",3879875,1,,,,,0.6770947,,Right Foot,,,"[112.7, 60.5]",,High Pass,46.446205,,Incomplete,,Alberto Gilardino,38389.0,,,,,,1,From Free Kick,Michel Morganella,31268.0,Left Wing Back,3,Hellas Verona,226,"['256a1811-f6c3-4dc5-a1c7-0905febd7d6c', 'e5dbf551-23e6-456a-9083-7465f654f57a']",19,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:19.216,Pass,
,,,,,,,,,,,,,,,,,1.735433,,,,,,,,,,,,f9052fda-086e-4f5e-b34e-630d33fb8345,90,,"[14.9, 36.0]",3879875,1,,True,,,1.3034667,,Right Foot,,,"[19.2, 51.7]",,Ground Pass,16.278206,,,,Matteo Bianchetti,8421.0,,,,,,1,From Free Kick,Pierluigi Gollini,8274.0,Goalkeeper,3,Hellas Verona,226,['c9795006-2304-4809-b2ea-1fc8467f7de7'],29,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:29.921,Pass,
,,,,,,,,,,,,,,,,,1.258825,,,,,,,,,,,,ee88bc99-1817-4dd5-9ab2-a73663918899,92,,"[30.9, 56.7]",3879875,1,,,,,1.2691773,,Left Foot,,,"[36.5, 74.7]",,Ground Pass,18.850994,,,,Eros Pisano,11342.0,,,,,,1,From Free Kick,Matteo Bianchetti,8421.0,Right Center Back,3,Hellas Verona,226,['f6a36b7e-441d-4ce3-b48f-964de2f3bdea'],35,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:35.873,Pass,
,,,,,,,,,,,,,,,,,1.019339,,,,,,,,,,,,f3a6155a-877e-466a-acf4-6e82b1f48d64,95,,"[41.2, 75.2]",3879875,1,,,,,-0.3290497,,Right Foot,,,"[61.7, 68.2]",,Ground Pass,21.66218,,,,Giampaolo Pazzini,6686.0,,,,,,1,From Free Kick,Eros Pisano,11342.0,Right Back,3,Hellas Verona,226,['dc4fcbef-a362-4285-aaf8-e582b1904233'],39,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:39.605,Pass,
,,,,,,,,,,,,,,,,,1.89803,,,,,,,,,,,,c4f30a25-c650-438e-a2e3-22176244d655,99,,"[63.0, 74.8]",3879875,1,,,,,-0.29070464,,Right Foot,,,"[87.4, 67.5]",,High Pass,25.468609,,Incomplete,,Paweł Wszołek,11339.0,,,,,,1,From Free Kick,Giampaolo Pazzini,6686.0,Center Forward,3,Hellas Verona,226,"['37c65963-22ae-4031-91c0-e316afde845e', '822473fa-8652-468d-b030-46ccf6c4b553', '8d93f850-fe9a-459e-8a4c-263871061399']",42,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:42.568,Pass,True
,,,,,,,,,,,,,,,,,1.428387,,,,,,,,,,,,68fa8741-12c1-4598-9da4-5f65f55b0422,104,,"[39.5, 10.0]",3879875,1,,,,,-0.6852558,,Left Foot,,,"[51.0, 0.6]",,High Pass,14.852946,,Out,,Aleksandar Trajkovski,30512.0,,,,,Recovery,1,From Free Kick,Siniša Anđelković,40350.0,Left Center Back,3,Hellas Verona,226,"['8591b889-fee6-46e3-a750-a85b16bddf0a', 'a467fdd5-6fcb-43f4-b5ad-1196b57604b8']",46,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:46.686,Pass,True
,,,,,,,,,,,,,,,,,1.07647,,,,,,,,,,,,efbc1bea-6ea4-4f04-b222-f5531b1d90ed,106,,"[63.4, 80.0]",3879875,1,,,,,-1.659846,,,,,"[62.4, 68.8]",,Low Pass,11.2445545,,,,Federico Viviani,7770.0,,,,,Throw-in,1,From Throw In,Eros Pisano,11342.0,Right Back,4,Hellas Verona,226,['4618d5d8-121c-4847-b7ac-75cfb6b8d9b0'],53,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:53.903,Pass,
,,,,,,,,,,,,,,,,,0.936035,,,,,,,,,,,,4c1575a8-1317-4e7e-9db3-8996c8239b4a,109,,"[67.2, 73.5]",3879875,1,,,,,0.14189705,,Right Foot,,,"[83.3, 75.8]",,Ground Pass,16.263456,,,,Paweł Wszołek,11339.0,,,,,,1,From Throw In,Federico Viviani,7770.0,Right Defensive Midfield,4,Hellas Verona,226,['03b6c1e7-020d-4e81-a0de-8bd2541d4dee'],57,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:57.463,Pass,
,,,,,,,,,,,,,,,,,0.679414,,,,,,,,,,,,4a8591b6-d3c7-4c98-bfcb-d6a167741166,112,,"[81.8, 74.4]",3879875,1,,,,,-2.4399674,,Right Foot,,,"[74.7, 68.4]",,Low Pass,9.295698,,,,Giampaolo Pazzini,6686.0,,,,,,1,From Throw In,Paweł Wszołek,11339.0,Right Wing,4,Hellas Verona,226,['5d5d54dd-3f9a-4ad5-9313-7af24582f1d7'],59,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:59.202,Pass,
,,,,,,,,,,,,,,,,,0.530896,,,,,,,,,,,,ebca5b7b-0831-4ef5-b3e5-8d237dcf01d6,115,,"[74.7, 69.0]",3879875,2,,,,,2.2424026,,Right Foot,,,"[68.5, 76.8]",,Ground Pass,9.963935,,,,Federico Viviani,7770.0,,,,,,1,From Throw In,Giampaolo Pazzini,6686.0,Center Forward,4,Hellas Verona,226,['6480d5f8-d0d4-46b1-a940-a8fec472bf15'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:00.682,Pass,
,,,,,,,,,,,,,,,,,3.227335,,,,,,,,,,,,9193a1de-9c09-4d35-b842-502c15ad0d96,117,,"[68.5, 76.8]",3879875,2,,,,,-1.9840136,,Right Foot,,,"[51.4, 37.8]",,Low Pass,42.584152,,,,Filip Helander,7966.0,,,,,,1,From Throw In,Federico Viviani,7770.0,Right Defensive Midfield,4,Hellas Verona,226,['03183d1d-7438-40dd-b088-10daee04c60b'],1,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:01.213,Pass,
,,,,,,,,,,,,,,,,,2.925336,,,,,,,,,,,,59806dad-4f0f-4ced-aba5-2c0391b43afb,120,,"[51.4, 37.8]",3879875,2,,,,,-1.1913817,,Left Foot,,,"[64.0, 6.2]",,Ground Pass,34.019405,,,,Urby Emanuelson,8463.0,,,,,,1,From Throw In,Filip Helander,7966.0,Left Center Back,4,Hellas Verona,226,['b0bfbe7e-631a-4439-a792-18fa0bde37a0'],4,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:04.587,Pass,
,,,,,,,,,,,,,,,,,0.968394,,,,,,,,,,,,9802afd9-e217-47cb-a370-7aecc8d55e37,123,,"[68.5, 6.0]",3879875,2,,,,,0.13594867,,Left Foot,,,"[89.7, 8.9]",,Low Pass,21.39743,,,,Artur Ioniţă,7949.0,,,,,,1,From Throw In,Urby Emanuelson,8463.0,Left Back,4,Hellas Verona,226,['887783a5-0f08-4ae7-90fa-5ca3634fa071'],11,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:11.370,Pass,
,,,,,,,,,,,,,,,,,2.630368,,,,,,,,,,,,2c9d933b-0378-4af7-9eb4-fa5e242b74cf,128,,"[85.3, 2.3]",3879875,2,,,,,2.1945732,,Right Foot,,,"[77.6, 13.0]",,Ground Pass,13.182564,,Incomplete,,Luca Marrone,31572.0,,,,,,1,From Throw In,Artur Ioniţă,7949.0,Center Attacking Midfield,4,Hellas Verona,226,"['5835714b-877e-4e6a-8abc-9b21c65b36d6', '8af9e764-e478-4e57-9204-a5e9a70b71a9', 'eb5a9b4e-a920-4f3a-8717-049819fb40ad']",18,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:18.047,Pass,True
,,,,,,,,,,,,,,,,,2.743087,,,,,,,,,,,,c4834b2a-6424-4188-9b4a-8c4c6fbfb3b0,132,,"[86.7, 58.3]",3879875,2,,,,,0.115483865,,Left Foot,,,"[111.7, 61.2]",,Ground Pass,25.167639,,,,Andrea Rispoli,30769.0,,,,,,1,From Throw In,Franco Damián Vázquez,6719.0,Right Wing,4,Hellas Verona,226,['654c0c95-c11a-44f7-89cc-ce4ca3037e6b'],25,,,,,,,,,,,,,,,,,,Palermo,2256,00:02:25.304,Pass,
,,,,,,,,,,,,,,,,,1.215335,,,,,,,,,,,,5d6a3db6-e635-4a60-89a7-123334100e51,135,,"[111.7, 61.2]",3879875,2,,,,,-1.5083776,,Right Foot,True,,"[113.0, 40.4]",,Low Pass,20.840586,,Incomplete,,Alberto Gilardino,38389.0,,,,,,1,From Throw In,Andrea Rispoli,30769.0,Right Wing Back,4,Hellas Verona,226,"['f4835cc5-c47a-47fd-b8d6-0e5dfcc64a09', 'ffe8b9d9-72d6-45fc-b086-6ca7c5d2ab81']",28,,,,,,,,,,,,,,,,,,Palermo,2256,00:02:28.087,Pass,
