50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.818732,,,,,,,,,,,,6c29bb02-20e4-40b6-a22d-ad286dbb1928,16,,"[57.6, 2.9]",3879868,0,,,,1.6680496,,Head,,"[55.6, 23.4]",,Low Pass,,20.59733,,,,Geoffrey Kondogbia,6589.0,,,,,,1,From Goal Kick,Alex Nicolao Telles,11183.0,Left Back,3,Inter Milan,238,['33c23220-e17d-4944-b34d-ee2da3156925'],26,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:26.244,Pass,
,,,,,,,,,,,,,,,,,0.886995,,,,,,,,,,,,7114fc7f-071b-4161-a371-b4ce2b0c7d97,19,,"[55.9, 23.4]",3879868,0,,,,0.34421867,,Left Foot,,"[66.5, 27.2]",,Ground Pass,,11.2605505,,,,Rodrigo Sebastián Palacio,7165.0,,,,,,1,From Goal Kick,Geoffrey Kondogbia,6589.0,Left Center Midfield,3,Inter Milan,238,['b6775433-9edc-4a05-9f80-5c6e3bd276ba'],29,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:29.088,Pass,
,,,,,,,,,,,,,,,,,0.623232,,,,,,,,,,,,d2c5476f-ce9f-4953-bc0a-cec68a2e57bb,22,,"[66.1, 27.8]",3879868,0,,,,-2.8886986,,Right Foot,,"[57.2, 25.5]",,Ground Pass,,9.192389,,,,Geoffrey Kondogbia,6589.0,,,,,,1,From Goal Kick,Rodrigo Sebastián Palacio,7165.0,Right Wing,3,Inter Milan,238,"['557053bf-68d0-4b7f-8b22-a8c5117ef1af', 'b5bf7fd5-6017-4728-8881-34db8c29445b']",29,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:29.975,Pass,True
,,,,,,,,,,,,,,,,,1.220313,,,,,,,,,,,,8058ec60-4903-4870-8622-958f054e0b02,24,,"[58.2, 27.5]",3879868,0,,,,2.0222495,,Right Foot,,"[53.4, 37.4]",,Ground Pass,,11.002273,,,,Marcelo Brozović,5469.0,,,,,,1,From Goal Kick,Geoffrey Kondogbia,6589.0,Left Center Midfield,3,Inter Milan,238,['ea9e4368-8826-4558-bc03-cddd6e40eaf5'],30,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:30.598,Pass,
,,,,,,,,,,,,,,,,,0.583777,,,,,,,,,,,,12944872-1b17-4d98-a52c-50c6703631e9,26,,"[53.4, 37.4]",3879868,0,,,,-2.2083452,,Left Foot,,"[49.4, 32.0]",,Ground Pass,,6.720119,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Goal Kick,Marcelo Brozović,5469.0,Right Center Midfield,3,Inter Milan,238,['a86b3fd0-92d4-4984-81fb-04d96d0a832e'],31,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:31.818,Pass,
,,,,,,,,,,,,,,,,,0.802183,,,,,,,,,,,,ed96afab-8428-4b97-9031-c83ffa397d3c,29,,"[49.4, 32.0]",3879868,0,,,,1.2715983,,Right Foot,,"[55.6, 52.1]",,Low Pass,,21.034496,,Incomplete,,Danilo D''Ambrosio,6984.0,,,,,,1,From Goal Kick,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,3,Inter Milan,238,"['55525d7d-1c32-49a4-834c-fa18e15920ab', '9396bc18-8ca9-4100-90d6-52c65c4fd8e3']",33,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:33.056,Pass,
,,,,,,,,,,,,,,,,,1.18067,,,,,,,,,,,,4d58b20c-40bf-43ee-863a-24c298f927fa,33,,"[65.2, 34.5]",3879868,0,,,,-2.1248887,,Right Foot,,"[55.3, 18.5]",,Ground Pass,,18.815153,,,,Federico Peluso,7118.0,,,,,,1,Regular Play,Nicola Sansone,6859.0,Left Wing,4,Sassuolo,232,['797f8342-6c6c-4bf6-80b5-2ea8b74a6193'],37,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:37.248,Pass,
,,,,,,,,,,,,,,,,,1.194958,,,,,,,,,,,,eb59e0fd-e12c-47e2-93b4-73c6a90eeef1,35,,"[55.3, 18.5]",3879868,0,,,,-0.6973908,,Left Foot,,"[66.4, 9.2]",,Ground Pass,,14.481022,,,,Joseph Alfred Duncan,7698.0,,,,,,1,Regular Play,Federico Peluso,7118.0,Left Back,4,Sassuolo,232,['a4fe177d-2c4c-4e1c-a001-bc649fc96180'],38,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:38.429,Pass,
,,,,,,,,,,,,,,,,,0.736593,,,,,,,,,,,,aeaff8be-5633-4c0b-ab00-b7b4df221d6b,38,,"[82.9, 5.9]",3879868,0,,,,1.0008838,,Left Foot,,"[92.0, 20.1]",,Ground Pass,,16.865646,,,,Nicola Sansone,6859.0,,,,,,1,Regular Play,Joseph Alfred Duncan,7698.0,Left Center Midfield,4,Sassuolo,232,['5e76617d-f570-4fcb-92bf-fcbb66c2a5f2'],42,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:42.572,Pass,
,,,,,,,,,,,,,,,,,3.366242,,,,,,,,,,,,39f37d87-3706-465e-8ac2-14a344668ead,47,,"[10.9, 60.6]",3879868,1,,,,0.20689413,,Right Foot,,"[69.5, 72.9]",,High Pass,,59.876957,,,,Rodrigo Sebastián Palacio,7165.0,,,,,Free Kick,1,From Free Kick,Juan Pablo Carrizo,26707.0,Goalkeeper,6,Inter Milan,238,['539c12fe-6006-4203-85bc-337bcc3ca2a5'],5,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:05.869,Pass,
,,,,,,,,,,,,,,,,,1.653371,,,,,,,,,,,,ecb93e98-ab22-4168-88b4-db53b83385b6,49,,"[69.5, 72.7]",3879868,1,,,,-1.0322287,,Head,,"[79.0, 56.8]",,High Pass,,18.52188,,Incomplete,,Stevan Jovetić,3434.0,,,,,,1,From Free Kick,Rodrigo Sebastián Palacio,7165.0,Right Wing,6,Inter Milan,238,"['594b77a1-2625-47e4-80e2-ef6c8cbdf970', '8cc39249-54dd-4032-865f-24b329e59698']",9,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:09.235,Pass,
,,,,,,,,,,,,,,,,,2.099502,,,,,,,,,,,,8cc39249-54dd-4032-865f-24b329e59698,52,,"[41.1, 23.3]",3879868,1,,,True,-0.075328894,,,,"[57.0, 22.1]",,Low Pass,,15.945219,,,,Lorenzo Pellegrini,6963.0,,,,,Recovery,1,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,6,Inter Milan,238,"['e8047cf7-e68d-4c65-95da-df23874b305f', 'ecb93e98-ab22-4168-88b4-db53b83385b6', 'f735802d-ccaf-4ebd-bd21-7fb5584e386a']",10,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:10.889,Pass,True
,,,,,,,,,,,,,,,,,1.150576,,,,,,,,,,,,16192137-9a1b-4adb-bc3a-1d099aba04e9,55,,"[56.7, 20.2]",3879868,1,,,,-0.38050637,,Right Foot,,"[68.2, 15.6]",,Ground Pass,,12.3858795,,Incomplete,,Nicola Sansone,6859.0,,,,,,1,From Free Kick,Lorenzo Pellegrini,6963.0,Right Center Midfield,6,Inter Milan,238,"['55a608d8-a96d-439a-acc1-4db2c88aede6', '97496aea-95d5-4364-9d01-ca19aab357ff', 'ffe804c5-a69e-4d73-9638-7cd016e8a4bb']",12,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:12.988,Pass,True
,,,,,,,,,,,,,,,,,1.473755,,,,,,,,,,,,55a608d8-a96d-439a-acc1-4db2c88aede6,57,,"[51.9, 64.5]",3879868,1,,,,-2.612465,,Left Foot,,"[40.1, 57.6]",,Ground Pass,,13.669309,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,Recovery,1,From Free Kick,Danilo D''Ambrosio,6984.0,Right Back,6,Inter Milan,238,"['16192137-9a1b-4adb-bc3a-1d099aba04e9', '21414235-2759-4fdb-844f-66a6ba58d086']",14,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:14.139,Pass,
,,,,,,,,,,,,,,,,,1.026166,,,,,,,,,,,,36b5c9ff-1b15-4260-a04f-2b7c842caaf6,60,,"[41.5, 57.3]",3879868,1,,,,0.4455773,,Right Foot,,"[54.9, 63.7]",,Ground Pass,,14.8499155,,,,Marcelo Brozović,5469.0,,,,,,1,From Free Kick,Jeison Fabián Murillo Cerón,6585.0,Right Center Back,6,Inter Milan,238,"['161b34d0-3b4f-42d1-a343-3ccba35a6146', 'e7e83f14-19d3-4d04-83eb-48ef9c586909']",15,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:15.613,Pass,True
,,,,,,,,,,,,,,,,,0.834807,,,,,,,,,,,,cfb43554-58d6-4f7f-bdcf-40c3d7f7389d,64,,"[54.9, 64.5]",3879868,1,,,,1.6639836,,Right Foot,,"[53.9, 75.2]",,Ground Pass,,10.746628,,,,Danilo D''Ambrosio,6984.0,,,,,,1,From Free Kick,Marcelo Brozović,5469.0,Right Center Midfield,6,Inter Milan,238,"['c47c724c-3d5a-4ec5-8531-b0d41755f001', 'f57aa626-da67-475c-927b-24c7a8831eaa']",17,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:17.512,Pass,True
,,,,,,,,,,,,,,,,,1.40528,,,,,,,,,,,,58dfb3db-2292-474f-814d-97599096304d,66,,"[53.9, 75.2]",3879868,1,,,,0.02136427,,Right Foot,,"[77.3, 75.7]",,Ground Pass,,23.405342,,,,Stevan Jovetić,3434.0,,,,,,1,From Free Kick,Danilo D''Ambrosio,6984.0,Right Back,6,Inter Milan,238,['8cfd9de5-3d03-46e3-b7e4-a6b84a12af00'],18,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:18.347,Pass,
,,,,,,,,,,,,,,,,,2.376123,,,,,,,,,,,,b44739bf-51d5-4f40-9444-67d9f12407c5,69,,"[77.3, 75.7]",3879868,1,,,,-0.056120783,,Right Foot,,"[95.1, 74.7]",,Low Pass,,17.828068,,,,Rodrigo Sebastián Palacio,7165.0,,,,,,1,From Free Kick,Stevan Jovetić,3434.0,Left Wing,6,Inter Milan,238,['297c226d-6a9a-4914-8777-04fda148e4e6'],21,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:21.020,Pass,
,,,,,,,,,,,,,,,,,1.054922,,,,,,,,,,,,453988e7-25ee-48d4-900f-4cc7214d694e,73,,"[93.4, 73.7]",3879868,1,,,,-2.362646,,Right Foot,,"[85.6, 66.0]",,Ground Pass,,10.960383,,,,Marcelo Brozović,5469.0,,,,,,1,From Free Kick,Rodrigo Sebastián Palacio,7165.0,Right Wing,6,Inter Milan,238,"['5349b3b2-e47c-47ba-aae0-fe74caad6e09', 'cae99dd7-edb9-4d0d-bef4-b36ac5874539']",25,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:25.893,Pass,True
,,,,,,,,,,,,,,,,,2.06787,,,,,,,,,,,,ebef4f55-95b0-4c88-8ef2-2cc52472190b,76,,"[93.8, 55.3]",3879868,1,,,,-2.808534,,Right Foot,,"[75.3, 48.9]",,Ground Pass,,19.57575,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Free Kick,Marcelo Brozović,5469.0,Right Center Midfield,6,Inter Milan,238,['be1a6a4b-73df-48e6-aec2-873fccbdad6d'],30,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:30.160,Pass,
,,,,,,,,,,,,,,,,,1.446984,,,,,,,,,,,,2f7dc1bc-45d0-44f0-8b66-696eb1b20a45,79,,"[74.0, 48.7]",3879868,1,,,,-1.7969488,,Right Foot,,"[68.8, 26.1]",,Ground Pass,,23.190516,,,,Juan Guilherme Nunes Jesus,6969.0,,,,,,1,From Free Kick,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,6,Inter Milan,238,['d64ffc37-46b3-4959-8193-31fa30735049'],32,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:32.764,Pass,
,,,,,,,,,,,,,,,,,1.600969,,,,,,,,,,,,577b284e-c984-4d42-8fbe-28ec89e8748d,83,,"[69.1, 26.5]",3879868,1,,,,-1.2707226,,Left Foot,,"[76.0, 4.2]",,Ground Pass,,23.343094,,,,Alex Nicolao Telles,11183.0,,,,,,1,From Free Kick,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,6,Inter Milan,238,['dbd286b9-6625-46f3-8f86-0dc0d83368ca'],35,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:35.406,Pass,
,,,,,,,,,,,,,,,,,0.95295,,,,,,,,,,,,34558068-8a8e-4a8c-880f-bdff4b3519b0,86,,"[76.6, 4.2]",3879868,1,,,,-0.1638082,,Left Foot,,"[88.7, 2.2]",,Ground Pass,,12.264175,,,,Eder Citadin Martins,7000.0,,,,,,1,From Free Kick,Alex Nicolao Telles,11183.0,Left Back,6,Inter Milan,238,['405a45e7-f24f-4829-915f-4bfccac6631f'],37,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:37.720,Pass,
,,,,,,,,,,,,,,,,,1.745616,,,,,,,,,,,,baf8784b-0e58-4c57-92f5-76510baace4e,90,,"[83.8, 2.4]",3879868,1,,,,2.2515202,,Right Foot,,"[72.3, 16.6]",,Ground Pass,,18.272657,,,,Geoffrey Kondogbia,6589.0,,,,,,1,From Free Kick,Eder Citadin Martins,7000.0,Center Forward,6,Inter Milan,238,['58b9dd28-7cd4-444e-b37c-775abc7fc4f8'],40,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:40.235,Pass,
,,,,,,,,,,,,,,,,,1.507841,,,,,,,,,,,,b59ccf04-e041-4fc6-b91f-9efb1b7ca1dd,92,,"[72.8, 17.3]",3879868,1,,,,2.1271265,,Right Foot,,"[65.4, 29.2]",,Ground Pass,,14.013208,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Free Kick,Geoffrey Kondogbia,6589.0,Left Center Midfield,6,Inter Milan,238,['c4f25a54-a30c-4d16-aefe-76ce224f53dd'],41,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:41.980,Pass,
,,,,,,,,,,,,,,,,,1.936569,,,,,,,,,,,,5c165566-9d30-489d-ac2f-65455ecb85f6,95,,"[65.4, 29.2]",3879868,1,,,,-1.6582917,,Right Foot,,"[63.4, 6.4]",,Ground Pass,,22.88755,,,,Juan Guilherme Nunes Jesus,6969.0,,,,,,1,From Free Kick,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,6,Inter Milan,238,['ac3df20b-c976-410a-a15b-8dd0a86edec2'],43,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:43.669,Pass,
,,,,,,,,,,,,,,,,,2.018779,,,,,,,,,,,,3adb4027-d241-462d-a9ca-6d352e4cb4fe,98,,"[71.1, 5.1]",3879868,1,,,,0.5829136,,Left Foot,,"[98.4, 23.1]",,High Pass,,32.7,,Incomplete,,Stevan Jovetić,3434.0,,,,,,1,From Free Kick,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,6,Inter Milan,238,"['963394ce-fb30-46aa-b95b-cc9d1bc806d7', 'f9c9ebad-1be3-429a-a756-0a75b823611d']",49,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:49.144,Pass,
,,,,,,,,,,,,,,,,,2.380732,,,,,,,,,,,,7bd29b55-8e95-4f57-b156-95f76a7213d0,101,,"[47.5, 53.2]",3879868,1,,,,2.057287,,Head,,"[35.6, 75.7]",,High Pass,,25.453094,,,,Marcello Gazzola,10031.0,,,,,Recovery,1,Regular Play,Gregoire Defrel,7457.0,Center Forward,7,Sassuolo,232,['02812d6e-52d4-4cf4-ad2e-a27d83ff4244'],52,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:52.979,Pass,
,,,,,,,,,,,,,,,,,0.820318,,,,,,,,,,,,12b1e648-a4e6-4162-888f-7dfead68e0a0,104,,"[35.9, 75.4]",3879868,1,,,,-0.7853982,,Head,,"[44.5, 66.8]",,High Pass,,12.162236,,,,Lorenzo Pellegrini,6963.0,,,,,,1,Regular Play,Marcello Gazzola,10031.0,Right Back,7,Sassuolo,232,"['28f67b2d-0ce2-4c4c-a75a-003d1cd5cfa5', 'd49b20f5-22b5-49f6-9fec-6a2e782dda58']",55,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:55.359,Pass,True
,,,,,,,,,,,,,,,,,0.905301,,,,,,,,,,,,423d6563-c59d-4288-811b-730dfb0b697e,107,,"[44.4, 67.7]",3879868,1,,,,1.3973006,,Right Foot,,"[46.1, 77.4]",,Low Pass,,9.847842,,,,Marcello Gazzola,10031.0,,,,,,1,Regular Play,Lorenzo Pellegrini,6963.0,Right Center Midfield,7,Sassuolo,232,"['3c9ba622-ed22-4e12-afe3-837d95469ec4', 'd407b933-fee6-40ea-ae22-448f431c0a0c']",56,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:56.180,Pass,True
,,,,,,,,,,,,,,,,,0.661925,,,,,,,,,,,,aa4db649-1241-4901-8589-35b8614aa3e7,111,,"[48.8, 76.7]",3879868,1,,,,-0.9983365,,Right Foot,,"[54.6, 67.7]",,Ground Pass,,10.707007,,,,Matteo Politano,7109.0,,,,,,1,Regular Play,Marcello Gazzola,10031.0,Right Back,7,Sassuolo,232,"['1af2c87b-188e-4022-8425-881582feed1b', 'ca0b26fc-d10f-408d-8c3f-a27753f9c19e']",58,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:58.165,Pass,True
,,,,,,,,,,,,,,,,,1.349545,,,,,,,,,,,,c3154401-9db3-488a-8233-88ee55dd3ec5,114,,"[76.6, 62.5]",3879868,2,,,,-1.0941905,,Left Foot,,"[86.1, 44.1]",,Ground Pass,,20.707727,,,,Nicola Sansone,6859.0,,,,,,1,Regular Play,Matteo Politano,7109.0,Right Wing,7,Sassuolo,232,['0d6c5c15-78d3-4f89-ad4e-b4f5b283a748'],4,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:04.303,Pass,
