50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.531665,,,,,,,,,,,,,35ab015b-e8dc-46d5-984d-393fca74c7d0,18,,"[56.6, 6.0]",3879677,0,,,,0.49300548,,Left Foot,,,,"[82.1, 19.7]",,High Pass,,28.947193,,Incomplete,,Nikola Kalinić,7033.0,,,,,,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Wing Back,2,Fiorentina,239,"['69b78220-0172-4b71-9c96-935502ecce58', '92ad35a0-fa36-4ff5-b4f1-918939f4ae92', 'c4e64289-9660-4927-a9cd-a864f40472c2']",6,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:06.256,Pass,True
,,,,,,,,,,,,,,,,,,,,0.704468,,,,,,,,,,,,,69b78220-0172-4b71-9c96-935502ecce58,20,,"[38.0, 60.4]",3879677,0,,,,-0.04298426,,Right Foot,,,,"[47.3, 60.0]",,Low Pass,,9.3085985,,,,Lucas Rodrigo Biglia,5510.0,,,,,Recovery,1,Regular Play,Maurício dos Santos Nascimento,9939.0,Right Center Back,3,Lazio,236,"['35ab015b-e8dc-46d5-984d-393fca74c7d0', '4ab68135-16b2-4df1-8a02-83198b7a7193']",7,,,,,,,,,,,,,,,,,Lazio,236,00:00:07.787,Pass,
,,,,,,,,,,,,,,,,,,,,1.33971,,,,,,,,,,,,,57aa9f91-87db-4d37-9699-2fa0ed0a5847,27,,"[37.0, 59.2]",3879677,0,,,,-2.7646835,,Left Foot,,,,"[27.4, 55.4]",,Ground Pass,,10.324728,,,,Maurício dos Santos Nascimento,9939.0,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,3,Lazio,236,['af4e1b6a-a9ad-4a21-8588-c67c5281e3b2'],10,,,,,,,,,,,,,,,,,Lazio,236,00:00:10.623,Pass,
,,,,,,,,,,,,,,,,,,,,1.202768,,,,,,,,,,,,,ce89d09b-3989-47d5-84f7-4f5c83e189cd,35,,"[28.7, 57.3]",3879677,0,,,,0.23395374,,Right Foot,,,,"[50.1, 62.4]",,Ground Pass,,21.99932,,,,Sergej Milinković-Savić,5589.0,,,,,,1,Regular Play,Maurício dos Santos Nascimento,9939.0,Right Center Back,3,Lazio,236,"['84b86184-4b73-44f8-aba9-98da6b572dfe', 'cc2ac71c-e4a6-4f45-a6e2-9873cbf9e0e2']",15,,,,,,,,,,,,,,,,,Lazio,236,00:00:15.363,Pass,True
,,,,,,,,,,,,,,,,,,,,1.11909,,,,,,,,,,,,,cc9d2a99-8edd-48d1-9400-5dbefa87df43,38,,"[50.1, 62.4]",3879677,0,,,,-2.1411796,,Right Foot,,,,"[43.3, 51.8]",,Ground Pass,,12.593649,,,,Lucas Rodrigo Biglia,5510.0,,,,,,1,Regular Play,Sergej Milinković-Savić,5589.0,Right Center Midfield,3,Lazio,236,"['0df29319-8f73-497b-95d2-a59e1354fda3', '6966a9ea-c0d6-4479-bea4-63de34c417b9']",16,,,,,,,,,,,,,,,,,Lazio,236,00:00:16.566,Pass,True
,,,,,,,,,,,,,,,,,,,,4.145596,,,,,,,,,,,,,58aa777b-53e5-486e-b4dc-8f3c8ab05629,40,,"[43.3, 51.8]",3879677,0,,,,0.22317004,,Right Foot,,,,"[99.7, 64.6]",,High Pass,,57.834248,,Incomplete,,Antonio Candreva,7776.0,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,3,Lazio,236,"['24bb4469-7f4d-4fef-a9ec-90a5642bdd75', 'ba2a5264-b78c-4512-b4fd-3bd3885dcca4']",17,,,,,,,,,,,,,,,,,Lazio,236,00:00:17.685,Pass,
,,,,,,,,,,,,,,,,,,,,3.241453,,,,,,,,,,,,,1aecc85c-bb16-4071-b05c-1620b27aea42,44,,"[18.8, 17.7]",3879677,0,,,,0.4117462,,Right Foot,,,,"[66.2, 38.4]",,High Pass,,51.72282,,Incomplete,,,,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Center Back,3,Lazio,236,['0a2ff5b7-5e0c-4678-8757-24177bd29c1a'],22,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:22.807,Pass,
,,,,,,,,,,,,,,,,,,,,2.941249,,,,,,,,,,,,,0a2ff5b7-5e0c-4678-8757-24177bd29c1a,45,,"[53.9, 41.7]",3879677,0,,,,-1.7196863,,Head,,,,"[50.9, 21.7]",,High Pass,,20.22375,,,,Ştefan Daniel Radu,7778.0,,,,,Recovery,1,Regular Play,Wesley Hoedt,3588.0,Left Center Back,3,Lazio,236,"['1aecc85c-bb16-4071-b05c-1620b27aea42', '4b88d892-df91-4c24-a5eb-0211ccf2ef5a']",26,,,,,,,,,,,,,,,,,Lazio,236,00:00:26.049,Pass,
,,,,,,,,,,,,,,,,,,,,3.202765,,,,,,,,,,,,,59f2d022-8bb4-4378-9df8-4a3783bae7df,47,,"[49.9, 18.1]",3879677,0,,,,3.0791738,,Left Foot,,,,"[14.7, 20.3]",,Ground Pass,,35.268684,,,,Etrit Berisha,6991.0,,,,,,1,Regular Play,Ştefan Daniel Radu,7778.0,Left Back,3,Lazio,236,['34bf8ce2-c11e-4194-b40f-a342f401b0d2'],28,,,,,,,,,,,,,,,,,Lazio,236,00:00:28.990,Pass,
,,,,,,,,,,,,,,,,,,,,2.942949,,,,,,,,,,,,,d18b9ad8-1710-4fab-b347-5d95f345cbe9,51,,"[14.7, 18.5]",3879677,0,,,,0.24752535,,Left Foot,,,,"[70.1, 32.5]",,High Pass,,57.14158,,Pass Offside,,Keita Baldé Diao,3145.0,,,,,,1,Regular Play,Etrit Berisha,6991.0,Goalkeeper,3,Lazio,236,"['10088b49-1d24-4bc9-9156-97deb2ef368e', '7e1a11a3-3225-447b-a556-956446498024']",33,,,,,,,,,,,,,,,,,Lazio,236,00:00:33.520,Pass,True
,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,076f156c-0353-4fca-909b-4adb3f01054a,53,,"[51.2, 49.1]",3879677,0,,,,-2.0680044,,Right Foot,,,,"[42.3, 32.7]",,Ground Pass,,18.659313,,,,Davide Astori,8275.0,,,,,Free Kick,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,4,Fiorentina,239,['ac498731-0394-492f-9c6a-b8da1f666324'],46,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:46.764,Pass,
,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,a4cff795-c2cb-4a91-b258-1736fc3a8925,56,,"[42.3, 32.7]",3879677,0,,,,-1.0145453,,Left Foot,,,,"[56.6, 9.7]",,Ground Pass,,27.083021,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,4,Fiorentina,239,['f0eb3044-ffd9-482f-a8b5-66bdb6af6651'],49,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:49.266,Pass,
,,,,,,,,,,,,,,,,,,,,1.03711,,,,,,,,,,,,,2a6b5ad6-8e9f-4b09-a0ea-e0299979c795,59,,"[57.1, 10.5]",3879677,0,,,,1.6766492,,Left Foot,,,,"[55.4, 26.5]",,Ground Pass,,16.09006,,,,Matías Vecino Falero,5255.0,,,,,,1,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Wing Back,4,Fiorentina,239,['eab939da-9934-433b-b796-94c7a0eacb4b'],51,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:51.544,Pass,
,,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,6d537b70-5e1b-4e4d-9ef0-db027404c7e2,62,,"[55.4, 26.5]",3879677,0,,,,-2.9569964,,Right Foot,,,,"[31.3, 22.0]",,Ground Pass,,24.516525,,,,Davide Astori,8275.0,,,,,,1,From Free Kick,Matías Vecino Falero,5255.0,Left Defensive Midfield,4,Fiorentina,239,['151b75a0-3a7a-4a09-a2bf-f43a7ea807d8'],52,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:52.620,Pass,
,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,98ce582d-da01-4cdc-be57-679123076224,65,,"[31.3, 22.0]",3879677,0,,,,1.5797247,,Left Foot,,,,"[31.1, 44.4]",,Ground Pass,,22.400892,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,4,Fiorentina,239,['facbceaa-ef14-4f8b-a112-cf47f0e6152e'],54,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:54.862,Pass,
,,,,,,,,,,,,,,,,,,,,3.652961,,,,,,,,,,,,,5c443b6e-e216-4d28-b854-bd5844c2d2b2,68,,"[40.9, 44.4]",3879677,0,,,,0.19739556,,Right Foot,,,,"[97.9, 55.8]",,High Pass,,58.128822,,,,Nikola Kalinić,7033.0,,,,,,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,4,Fiorentina,239,['e4bb1008-7eae-4524-8bc2-300a93b67329'],58,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:58.537,Pass,
,,,,,,,,,,,,,,,,,,,,2.339967,,,,,,,,,,,,,4ea7c9d9-6b73-42cb-ac33-5f832e6df92b,73,,"[6.0, 44.0]",3879677,1,,,,1.3747412,,Left Foot,,,,"[11.7, 72.7]",,Ground Pass,,29.260553,,,,Maurício dos Santos Nascimento,9939.0,,,,,Goal Kick,1,From Goal Kick,Etrit Berisha,6991.0,Goalkeeper,5,Lazio,236,['7114e875-9d27-47b4-9a67-b934cf7e6553'],27,,,,,,,,,,,,,,,,,Lazio,236,00:01:27.874,Pass,
,,,,,,,,,,,,,,,,,,,,2.294298,,,,,,,,,,,,,9b5a6178-1b4c-492c-ba6b-de57d4d7b681,76,,"[11.7, 72.7]",3879677,1,,,,-0.34931585,,Right Foot,,,,"[55.9, 56.6]",,High Pass,,47.04094,,Incomplete,,Filip Đorđević,11427.0,,,,,,1,From Goal Kick,Maurício dos Santos Nascimento,9939.0,Right Center Back,5,Lazio,236,"['46426edb-f9ed-4882-b261-881b38635fd5', 'caa499d6-a0bc-4858-a3fb-121bdfe98ec8']",32,,,,,,,,,,,,,,,,,Lazio,236,00:01:32.454,Pass,
,,,,,,,,,,,,,,,,,,,,0.875422,,,,,,,,,,,,,caa499d6-a0bc-4858-a3fb-121bdfe98ec8,78,,"[64.2, 23.5]",3879677,1,,,,-0.7853982,,Other,,,,"[65.4, 22.3]",,Low Pass,,1.6970563,,Incomplete,,Matías Vecino Falero,5255.0,,,,,Recovery,1,From Goal Kick,Milan Badelj,6305.0,Right Defensive Midfield,5,Lazio,236,"['26f96c66-9c65-4fa6-b16b-28640986c663', '373be45f-ca8c-44be-a6ee-b4ab5f2cbd4f', '9b5a6178-1b4c-492c-ba6b-de57d4d7b681']",34,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:34.748,Pass,
,,,,,,,,,,,,,,,,,,,,1.136684,,,,,,,,,,,,,26f96c66-9c65-4fa6-b16b-28640986c663,80,,"[54.7, 57.8]",3879677,1,,,,1.4464413,,Left Foot,,,,"[55.5, 64.2]",,Ground Pass,,6.449806,,,,Sergej Milinković-Savić,5589.0,,,,,Interception,1,From Goal Kick,Filip Đorđević,11427.0,Center Forward,5,Lazio,236,"['05ec0d2a-5d2a-4502-be12-afb13def5568', 'caa499d6-a0bc-4858-a3fb-121bdfe98ec8']",35,,,,,,,,,,,,,,,,,Lazio,236,00:01:35.624,Pass,
,,,,,,,,,,,,,,,,,,,,5.519813,,,,,,,,,,,,,6b353a9d-cd86-44f7-95ee-4c0bb46bb1ee,82,,"[55.5, 64.2]",3879677,1,,,,-0.77950895,,Right Foot,,,,"[98.2, 22.0]",,High Pass,,60.03441,,Incomplete,,Keita Baldé Diao,3145.0,,True,,,,1,From Goal Kick,Sergej Milinković-Savić,5589.0,Right Center Midfield,5,Lazio,236,"['03a9fcfb-8992-4e1b-a7ea-47c3105b96ed', '7436ecb3-7bfd-44ee-8a2a-a627e70c55bc']",36,,,,,,,,,,,,,,,,,Lazio,236,00:01:36.760,Pass,
,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,ee1830a6-0173-4f94-9a64-229b3bc25716,86,,"[28.7, 67.1]",3879677,1,,,,0.8392383,,Right Foot,,,,"[36.6, 75.9]",,Ground Pass,,11.825819,,,,Jakub Błaszczykowski,5663.0,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Center Back,6,Fiorentina,239,['fd1eb19c-8bd5-4a77-a12a-5c017c3d466f'],45,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:45.363,Pass,
,,,,,,,,,,,,,,,,,,,,0.870485,,,,,,,,,,,,,af031de3-a67d-48f3-bd4f-439327dac8ce,89,,"[41.6, 74.8]",3879677,1,,,,-1.4536875,,Right Foot,,,,"[42.4, 68.0]",,Ground Pass,,6.846897,,,,Milan Badelj,6305.0,,,,,,1,Regular Play,Jakub Błaszczykowski,5663.0,Right Wing Back,6,Fiorentina,239,['9bb79309-8b68-4d0a-b3bb-caa8579e0aa6'],49,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:49.571,Pass,
,,,,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,e492ab94-b0ba-467a-b16f-4cbfe4ae542b,93,,"[42.3, 69.1]",3879677,1,,,,-1.8373606,,Right Foot,,,,"[34.9, 42.0]",,Ground Pass,,28.092169,,,,Matías Vecino Falero,5255.0,,,,,,1,Regular Play,Milan Badelj,6305.0,Right Defensive Midfield,6,Fiorentina,239,['f44e3ac1-79ed-4cb5-b48e-65fa00d50840'],53,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:53.965,Pass,
,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,91347c39-9587-4c91-9cda-a43d0e9199e3,95,,"[34.9, 42.0]",3879677,1,,,,-1.0232341,,Right Foot,,,,"[42.4, 29.7]",,Ground Pass,,14.406249,,,,Davide Astori,8275.0,,,,,,1,Regular Play,Matías Vecino Falero,5255.0,Left Defensive Midfield,6,Fiorentina,239,['dce78730-0659-4301-b39f-ec74e9d68abc'],56,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:56.805,Pass,
,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,39e3060f-373d-4918-b4d1-40ff36f53041,98,,"[42.4, 29.7]",3879677,1,,,,-0.9060902,,Left Foot,,,,"[61.6, 5.2]",,Ground Pass,,31.126997,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,Regular Play,Davide Astori,8275.0,Left Center Back,6,Fiorentina,239,['1115821c-9971-4fbc-a563-30cc1ffa016e'],59,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:59.885,Pass,
,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,2c89a860-0542-425e-9430-3ca4bf2ffd3b,102,,"[57.2, 12.3]",3879677,2,,,,1.9086745,,Right Foot,,,,"[49.4, 34.5]",,Ground Pass,,23.530405,,,,Milan Badelj,6305.0,,,,,,1,Regular Play,Marcos Alonso Mendoza,3964.0,Left Wing Back,6,Fiorentina,239,"['e3138111-1019-49ef-8bdb-9780cceb81da', 'fa01f950-c754-419b-baa2-ffdbb84bf4b9']",2,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:02.950,Pass,True
,,,,,,,,,,,,,,,,,,,,3.331004,,,,,,,,,,,,,b9ae938c-cbda-4dc6-9c52-2d14ba22c8ee,105,,"[47.8, 29.1]",3879677,2,,,,-0.29849893,,Left Foot,,,,"[98.5, 13.5]",,High Pass,,53.045734,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,Regular Play,Milan Badelj,6305.0,Right Defensive Midfield,6,Fiorentina,239,['f3c32e89-e8da-4133-8344-1746528de3e5'],5,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:05.621,Pass,
,,,,,,,,,,,,,,,,,,,,0.884606,,,,,,,,,,,,,52e2091b-6ac3-4a21-aef7-af3ea7ccc1d4,108,,"[109.4, 13.5]",3879677,2,,,,1.4269372,43ef164a-15be-4811-8f44-6c103b776550,Left Foot,True,,,"[112.5, 34.9]",,Ground Pass,,21.623367,,,,Nikola Kalinić,7033.0,True,,,,,1,Regular Play,Marcos Alonso Mendoza,3964.0,Left Wing Back,6,Fiorentina,239,['ca76f108-0018-4afa-bf89-94874e933983'],10,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:10.471,Pass,
,,,,,,,,,,,,,,,,,,,,2.946012,,,,,,,,,,,,,6ee5e9b8-37a9-47fb-85ae-b1acb8903410,116,,"[12.3, 38.2]",3879677,2,,,,1.1379513,,Keeper Arm,,,,"[25.7, 67.2]",,High Pass,,31.946205,,,,Abdoulay Konko,26683.0,,,,,,1,Regular Play,Etrit Berisha,6991.0,Goalkeeper,7,Lazio,236,['3bec6cf3-1e33-4285-84f4-fdbdaa5e37ff'],22,,,,,,,,,,,,,,,,,Lazio,236,00:02:22.140,Pass,
,,,,,,,,,,,,,,,,,,,,0.966389,,,,,,,,,,,,,1fbb0080-e163-4727-b180-d830a8f498bb,120,,"[28.0, 70.5]",3879677,2,,,,0.38248658,,Right Foot,,,,"[36.7, 74.0]",,Ground Pass,,9.377633,,,,Antonio Candreva,7776.0,,,,,,1,Regular Play,Abdoulay Konko,26683.0,Right Back,7,Lazio,236,"['53014795-ea58-4002-b513-006e1647e3fe', '87d1b25e-23b8-4e94-8c74-49ec86a62eaf']",25,,,,,,,,,,,,,,,,,Lazio,236,00:02:25.945,Pass,True
