50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,26fb757b-2bb2-4496-96c1-1e35a825f287,1,,,3879541,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5663, 'name': 'Jakub Błaszczykowski'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 7125, 'name': 'Khouma El Hadji Babacar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 30}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5c2e854c-2a84-4614-b8a7-489ca463e178,2,,,3879541,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d0344f5e-3be8-4cb1-a9fc-ea44b131142f,3,,,3879541,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['3f2faf18-d7fc-49d1-885a-491bacaca212'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3f2faf18-d7fc-49d1-885a-491bacaca212,4,,,3879541,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['d0344f5e-3be8-4cb1-a9fc-ea44b131142f'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b2541717-c85c-4438-a92c-657d7f5042e1,1903,,,3879541,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Fiorentina,239,['be40aaff-0c99-4f74-9ec8-d7d764850ccc'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,be40aaff-0c99-4f74-9ec8-d7d764850ccc,1904,,,3879541,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Fiorentina,239,['b2541717-c85c-4438-a92c-657d7f5042e1'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.610406,,,,,,,,,,,,,d931b274-0383-49ff-8506-e8f2bf269831,5,,"[61.0, 40.1]",3879541,0,,,,,2.0626056,,Right Foot,,,,"[59.5, 42.9]",,Ground Pass,3.176476,,,,,Saphir Sliti Taïder,8851.0,,,,,Kick Off,1,From Kick Off,Mattia Destro,8103.0,Center Forward,2,Bologna,240,['483d9e96-b86f-47e4-a57a-1dddd04b5678'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.530,Pass,
,,,,,,,,,,,,,,,,,,1.74963,,,,,,,,,,,,,ac0745b8-979b-47da-ad8a-9ec1df66b8be,7,,"[59.1, 43.2]",3879541,0,,,,,2.8515775,,Right Foot,,,,"[40.0, 48.9]",,Ground Pass,19.932386,,,,,Alex Ferrari,7704.0,,,,,,1,From Kick Off,Saphir Sliti Taïder,8851.0,Right Center Midfield,2,Bologna,240,['e89a8422-046f-4848-a05f-edece0013911'],1,,,,,,,,,,,,,,,,,Bologna,240,00:00:01.141,Pass,
,,,,,,,,,,,,,,,,,,1.597679,,,,,,,,,,,,,4f1fb5b4-119a-4bfc-b611-e4c67ed05ab1,9,,"[40.0, 48.9]",3879541,0,,,,,-2.8809903,,Right Foot,,,,"[37.0, 48.1]",,Ground Pass,3.104835,,,,,Marios Oikonomou,8873.0,,,,,,1,From Kick Off,Alex Ferrari,7704.0,Right Back,2,Bologna,240,['b841b4ee-9270-4470-8340-405dfd2541b7'],2,,,,,,,,,,,,,,,,,Bologna,240,00:00:02.890,Pass,
,,,,,,,,,,,,,,,,,,3.383523,,,,,,,,,,,,,c8faee1c-bbc0-488f-ba91-b03469db51df,12,,"[37.0, 48.1]",3879541,0,,,,,0.50577086,,Right Foot,,,,"[94.6, 80.0]",,High Pass,65.84353,,,,,Mattia Destro,8103.0,,,,,,1,From Kick Off,Marios Oikonomou,8873.0,Right Center Back,2,Bologna,240,['ba9675f1-822f-4890-b4fe-d84663a15940'],4,,,,,,,,,,,,,,,,,Bologna,240,00:00:04.492,Pass,
