bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,031d9ef6-3a9e-4959-82dc-99ea3f86f98e,1,,,3879692,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 40247, 'name': 'Simone Pepe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7043, 'name': 'Roberto Inglese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 45}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 43}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,932d11ca-719f-4a37-ae53-cf5ee9df6201,2,,,3879692,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 11512, 'name': 'Rade Krunić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 33}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5712e054-eebe-4cab-8283-d0be228012a9,3,,,3879692,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['082a9182-78e7-4c2a-bb14-8c230af1c97d'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,082a9182-78e7-4c2a-bb14-8c230af1c97d,4,,,3879692,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['5712e054-eebe-4cab-8283-d0be228012a9'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,309fd938-54d3-4c02-835c-86293a97e73b,1821,,,3879692,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,96,Empoli,290,['bfdf1b00-04f6-4389-8c9c-05027ecc26c5'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bfdf1b00-04f6-4389-8c9c-05027ecc26c5,1822,,,3879692,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,96,Empoli,290,['309fd938-54d3-4c02-835c-86293a97e73b'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.459667,,,,,,,,,,,,0cd49b97-4509-4ad9-b7a9-22d8d1c1f987,5,,"[60.0, 40.0]",3879692,0,,True,,,0.7022569,,Right Foot,,,,"[61.3, 41.1]",,Ground Pass,,1.7029387,,,,Roberto Inglese,7043.0,,,,,Kick Off,1,From Kick Off,Alberto Paloschi,6950.0,Left Center Forward,2,Chievo,231,['3037bf1d-4f62-492b-8f66-a4b44d4ef6e5'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.281,Pass,
,,,,,,,,,,,,,,,,0.593036,,,,,,,,,,,,05770ab4-fc70-45f8-af57-2ad161890be3,7,,"[61.9, 41.3]",3879692,0,,True,,,-2.7381737,,Right Foot,,,,"[53.7, 37.8]",,Ground Pass,,8.915716,,,,Valter Birsa,7045.0,,,,,,1,From Kick Off,Roberto Inglese,7043.0,Right Center Forward,2,Chievo,231,['06f5e178-fa4a-4843-bb1f-c879caa8de5a'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.816,Pass,
,,,,,,,,,,,,,,,,1.967925,,,,,,,,,,,,34c8d5b2-7d5f-4a1b-b115-6aa6156df5ac,10,,"[54.6, 38.7]",3879692,0,,,,,1.6386167,,Left Foot,,,,"[52.8, 65.2]",,Ground Pass,,26.561062,,,,Fabrizio Cacciatore,7050.0,,,,,,1,From Kick Off,Valter Birsa,7045.0,Center Attacking Midfield,2,Chievo,231,"['5d72951c-3757-4e6f-89ac-9feddcc855d6', 'bbc9f3b9-2946-4ee8-9f09-7f4771aad9ac']",2,,,,,,,,,,,,,,,,Chievo,231,00:00:02.059,Pass,True
,,,,,,,,,,,,,,,,1.752603,,,,,,,,,,,,599624bf-1c5e-438e-b4c2-d7781473e5eb,12,,"[51.7, 65.2]",3879692,0,,,,,-2.5429683,,Right Foot,,,,"[36.6, 54.9]",,Ground Pass,,18.278402,,,,Dario Dainelli,7771.0,,,,,,1,From Kick Off,Fabrizio Cacciatore,7050.0,Right Back,2,Chievo,231,['30589491-4245-47f3-b87e-781864c111e9'],4,,,,,,,,,,,,,,,,Chievo,231,00:00:04.027,Pass,
,,,,,,,,,,,,,,,,2.299064,,,,,,,,,,,,f4062d75-6832-48e5-9989-7696a51f0285,15,,"[35.3, 56.8]",3879692,0,,,,,0.29831102,,Right Foot,,,,"[72.7, 68.3]",,High Pass,,39.128124,,Incomplete,,Roberto Inglese,7043.0,,,,,,1,From Kick Off,Dario Dainelli,7771.0,Right Center Back,2,Chievo,231,"['3907d7d7-b62a-4779-ab36-73db23419769', 'd4e6c520-af41-4d1a-ac91-2e8f534fd5c5']",6,,,,,,,,,,,,,,,,Chievo,231,00:00:06.981,Pass,
,,,,,,,,,,,,,,,,1.705783,,,,,,,,,,,,3907d7d7-b62a-4779-ab36-73db23419769,17,,"[47.4, 11.8]",3879692,0,,,,,1.4576453,,Head,,,,"[48.9, 25.0]",,Low Pass,,13.284954,,,,Piotr Zieliński,5660.0,,,,,Recovery,1,Regular Play,Mário Rui Silva Duarte,7151.0,Left Back,3,Empoli,290,"['7e9819eb-b2a7-44c8-bbdb-a4414a70c20d', 'f4062d75-6832-48e5-9989-7696a51f0285']",9,,,,,,,,,,,,,,,,Empoli,290,00:00:09.280,Pass,
,,,,,,,,,,,,,,,,0.740174,,,,,,,,,,,,58114b04-2f9e-466d-a456-d3a667bc13ac,21,,"[50.0, 23.7]",3879692,0,,,,,-1.6780752,,Right Foot,,,,"[49.3, 17.2]",,Low Pass,,6.537584,,,,Leandro Daniel Paredes,16308.0,,,,,,1,Regular Play,Piotr Zieliński,5660.0,Right Center Midfield,3,Empoli,290,"['5a660e01-d3dd-4114-bacb-c5ec0dbdad58', 'ec993a7b-a64f-4a2c-b431-4a9deb1f3b22']",11,,,,,,,,,,,,,,,,Empoli,290,00:00:11.065,Pass,True
,,,,,,,,,,,,,,,,1.050843,,,,,,,,,,,,fcfce02b-9ae2-4bc1-96af-b2fea88355ff,24,,"[54.5, 19.4]",3879692,0,,,,,0.9600704,,Right Foot,,,,"[60.1, 27.4]",,Ground Pass,,9.7652445,,Unknown,,Rade Krunić,11512.0,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,3,Empoli,290,['d97ff043-8cee-4428-bacf-e65fcdd686e3'],13,,,,,,,,,,,,,,,,Empoli,290,00:00:13.605,Pass,
