50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fcb08ed9-ced2-4ebf-aa33-bac8d2aeb713,1,,,3878605,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 21}, {'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 34}, {'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 58}, {'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,055a9838-2078-4082-86b5-81eebe9e8f78,2,,,3878605,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 25303, 'name': 'Gilberto Moraes Junior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 7125, 'name': 'Khouma El Hadji Babacar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 30}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d1de0f31-d3b2-47ad-98f5-e9065f8aa844,3,,,3878605,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['a49961b0-a19d-40b9-a36b-14793753459f'],0,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a49961b0-a19d-40b9-a36b-14793753459f,4,,,3878605,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['d1de0f31-d3b2-47ad-98f5-e9065f8aa844'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b833af5a-bb47-4377-b990-c9d4dfa6f8d5,1989,,,3878605,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,90,Carpi,1683,['1dd2a51c-9eb0-42bd-8dcb-11ab54c27c32'],0,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1dd2a51c-9eb0-42bd-8dcb-11ab54c27c32,1990,,,3878605,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,90,Carpi,1683,['b833af5a-bb47-4377-b990-c9d4dfa6f8d5'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.33351,,,,,,,,,,,,,f03c2882-d60e-4938-86b6-bfb8f3f8358e,5,,"[60.0, 40.0]",3878605,0,,,,-1.815775,,Right Foot,,,"[59.3, 37.2]",Ground Pass,2.886174,,,Giuseppe Rossi,7141.0,,,,,Kick Off,1,From Kick Off,Khouma El Hadji Babacar,7125.0,Left Center Forward,2,Fiorentina,239,['c09c9e7e-1a39-4719-ae2c-56da06a8ce45'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.443,Pass,
,,,,,,,,,,,,,,,,,1.09089,,,,,,,,,,,,,62a73ac7-e368-4561-922e-5021a0a54568,8,,"[58.9, 36.4]",3878605,0,,,,2.9325697,,Left Foot,,,"[49.0, 38.5]",Ground Pass,10.120276,,,Mario Suárez Mata,23488.0,,,,,,1,From Kick Off,Giuseppe Rossi,7141.0,Right Center Forward,2,Fiorentina,239,['6dc62455-32ec-4154-adf0-100b77412583'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.972,Pass,
,,,,,,,,,,,,,,,,,1.32943,,,,,,,,,,,,,98ef2e19-9d6c-4e8c-a2f7-60dca492c159,11,,"[48.3, 38.5]",3878605,0,,,,1.2783533,,Right Foot,,,"[51.1, 47.8]",Ground Pass,9.712363,,,Federico Bernardeschi,7777.0,,,,,,1,From Kick Off,Mario Suárez Mata,23488.0,Center Defensive Midfield,2,Fiorentina,239,['b898b894-d289-4ed4-8f1d-2e9afdf7c64b'],2,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:02.924,Pass,
,,,,,,,,,,,,,,,,,0.68392,,,,,,,,,,,,,7ac2954d-7ea9-46c3-ab23-3e823b036f02,14,,"[51.1, 47.6]",3878605,0,,,,0.45066133,,Left Foot,,,"[54.2, 49.1]",Ground Pass,3.443835,,,Mario Suárez Mata,23488.0,,,,,,1,From Kick Off,Federico Bernardeschi,7777.0,Right Center Midfield,2,Fiorentina,239,['9f2d1e3c-8758-4906-8fe4-04b4754b812d'],5,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:05.794,Pass,
