50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,791ad5cb-1f8c-489f-8557-95cf72591a7f,1,,,3878552,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 57655, 'name': 'Željko Brkić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 18}, {'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 387473, 'name': 'Wallace Oliveira dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 34}, {'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 39}, {'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 58}, {'player': {'id': 7079, 'name': 'Kamil Wilczek'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a44a9662-8005-4c69-9170-b93a79e97c31,2,,,3878552,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 32807, 'name': 'Fredy Alejandro Guarín Vásquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 77}, {'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e747b162-567a-49f7-9592-4094ecf9a7ee,3,,,3878552,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['d2d82bac-6305-4618-a180-a69bd3677194'],0,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d2d82bac-6305-4618-a180-a69bd3677194,4,,,3878552,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['e747b162-567a-49f7-9592-4094ecf9a7ee'],0,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4d32c024-3d28-4f02-884b-86058dd69e22,2032,,,3878552,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,120,Inter Milan,238,['bf9f2357-fdff-4b08-83c6-16b2fb77112b'],0,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bf9f2357-fdff-4b08-83c6-16b2fb77112b,2033,,,3878552,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,120,Inter Milan,238,['4d32c024-3d28-4f02-884b-86058dd69e22'],0,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.292426,,,,,,,,,,,,,ed472c31-46a2-4b99-ac09-61ebb6d96060,5,,"[60.0, 40.0]",3878552,0,,,,,0.38050637,,Right Foot,,,,"[60.5, 40.2]",Ground Pass,,0.53851646,,,,Rodrigo Sebastián Palacio,7165.0,,,,,Kick Off,1,From Kick Off,Marcelo Brozović,5469.0,Center Attacking Midfield,2,Inter Milan,238,['11af3c69-917a-4af9-9700-090c7cd344d1'],0,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.345,Pass,
,,,,,,,,,,,,,,,,,,1.288137,,,,,,,,,,,,,d7d39cac-601f-4bab-b23d-e14c89b37b43,7,,"[60.5, 40.4]",3878552,0,,,,,-3.0410156,,Right Foot,,,,"[49.6, 39.3]",Ground Pass,,10.955364,,,,Gary Alexis Medel Soto,16453.0,,,,,,1,From Kick Off,Rodrigo Sebastián Palacio,7165.0,Right Center Forward,2,Inter Milan,238,['b0cd7517-61cd-42f0-b2ec-9be6fcc8fd88'],0,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.637,Pass,
,,,,,,,,,,,,,,,,,,2.159478,,,,,,,,,,,,,e62f55c7-b72b-46c9-9b6e-e22a773ada75,10,,"[47.5, 39.5]",3878552,0,,,,,1.5371698,,Right Foot,,,,"[48.6, 72.2]",Ground Pass,,32.718494,,,,Davide Santon,6999.0,,,,,,1,From Kick Off,Gary Alexis Medel Soto,16453.0,Center Defensive Midfield,2,Inter Milan,238,['4b985cae-ba64-47ad-91b5-4c543011081d'],2,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:02.936,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,010de9de-61a7-4ddc-a8b2-d7cf1e1c9bc0,13,,"[54.2, 68.7]",3878552,0,,,,,-2.0273013,,Right Foot,,,,"[40.4, 40.6]",Ground Pass,,31.30575,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Kick Off,Davide Santon,6999.0,Right Back,2,Inter Milan,238,['844315cb-d4b9-4511-bd04-26cd3c9ec19f'],7,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:07.855,Pass,
,,,,,,,,,,,,,,,,,,1.573024,,,,,,,,,,,,,523715da-4e40-47b8-a6c9-92e1d08182a6,16,,"[46.1, 39.0]",3878552,0,,,,,-1.2930272,,Right Foot,,,,"[53.2, 14.1]",Ground Pass,,25.89247,,,,Geoffrey Kondogbia,6589.0,,,,,,1,From Kick Off,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,2,Inter Milan,238,['27318ef1-0e41-40b6-aaf9-e969dd2e274d'],11,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:11.628,Pass,
,,,,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,,530a7662-3e1e-48c0-b1e8-578d7b38d303,20,,"[47.1, 14.8]",3878552,0,,,,,1.9775434,,Left Foot,,,,"[41.5, 27.8]",Ground Pass,,14.154858,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Kick Off,Geoffrey Kondogbia,6589.0,Left Center Midfield,2,Inter Milan,238,"['321aba47-fad9-4af0-b62f-1fb72cb39977', '81ae8a75-27fc-4ddc-96ec-fcffbd242811']",14,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:14.123,Pass,True
,,,,,,,,,,,,,,,,,,1.851402,,,,,,,,,,,,,67d69e5d-e164-4a8c-8b32-5dea4e9a716f,23,,"[41.6, 30.8]",3878552,0,,,,,1.3323903,,Right Foot,,,,"[47.7, 55.9]",Ground Pass,,25.830603,,,,João Miranda de Souza Filho,5551.0,,,,,,1,From Kick Off,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,2,Inter Milan,238,['6fee41c6-8b74-4106-871f-06b1f6a49e8e'],16,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:16.717,Pass,
,,,,,,,,,,,,,,,,,,1.210992,,,,,,,,,,,,,2212e7cd-b548-4e84-a01c-b01bfa5b9005,26,,"[50.3, 57.3]",3878552,0,,,,,0.5232783,,Right Foot,,,,"[68.5, 67.8]",Ground Pass,,21.011663,,,,Fredy Alejandro Guarín Vásquez,32807.0,,,,,,1,From Kick Off,João Miranda de Souza Filho,5551.0,Right Center Back,2,Inter Milan,238,['759d6b11-f8a0-443e-a7b4-bab740876c67'],19,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:19.829,Pass,
