50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,63b8fbb6-9712-4ba7-afe0-1ad748172e90,1,,,,3879549,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 10881, 'name': 'Diogo José Rosário Gomes Figueiras'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 24683, 'name': 'Diego Ángel Capel Trinidad'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 16}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,973ccbdc-f0fb-48b6-9334-b465bb13fe8c,2,,,,3879549,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7032, 'name': 'Davide Calabria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 96}, {'player': {'id': 6360, 'name': 'Cristian Eduardo Zapata Valencia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 6944, 'name': 'Mattia De Sciglio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 20057, 'name': 'Nigel de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 34}, {'player': {'id': 7147, 'name': 'Andrea Bertolacci'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 91}, {'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 3371, 'name': 'Mario Barwuah Balotelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 45}, {'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",AC Milan,243,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6ddcfbde-c8ba-4de4-9c79-3c074b6a767f,3,,,,3879549,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['34bc379b-c775-48af-ab50-d86c2e5cb264'],0,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,34bc379b-c775-48af-ab50-d86c2e5cb264,4,,,,3879549,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['6ddcfbde-c8ba-4de4-9c79-3c074b6a767f'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d90a315f-3fb3-4ae6-992b-0abf7c3d1c54,1500,,,,3879549,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,119,Genoa,233,['425dbb14-0228-4a09-8a5f-05537acb797c'],0,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,425dbb14-0228-4a09-8a5f-05537acb797c,1501,,,,3879549,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,119,Genoa,233,['d90a315f-3fb3-4ae6-992b-0abf7c3d1c54'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.217226,,,,,,,,,,,,,c29d8f1d-25f1-44a7-b74e-8044dcc9cdb6,5,,,"[61.0, 40.1]",3879549,0,,,,,-3.131692,,Right Foot,,,"[50.9, 40.0]",Ground Pass,,10.100495,,Blerim Džemaili,5554.0,,,,,,Kick Off,1,From Kick Off,Leonardo Pavoletti,8180.0,Left Center Forward,2,Genoa,233,['ca98fb73-c4df-4e1d-a0ab-9e5c4c4e15b3'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.029,Pass,
,,,,,,,,,,,,,,,,,,,1.782736,,,,,,,,,,,,,0e937e4d-75b2-4897-8e9c-ef5725190480,9,,,"[46.5, 38.3]",3879549,0,,,,,-1.8612556,,Left Foot,,,"[41.0, 19.9]",Ground Pass,,19.204426,,Giovanni Marchese,40457.0,,,,,,,1,From Kick Off,Blerim Džemaili,5554.0,Left Defensive Midfield,2,Genoa,233,['7b2eae05-4ab5-423a-a6c4-9e45d921ab28'],4,,,,,,,,,,,,,,,,,,Genoa,233,00:00:04.161,Pass,
,,,,,,,,,,,,,,,,,,,1.183638,,,,,,,,,,,,,cc891aed-5056-42b9-b664-a732b68fb965,13,,,"[43.0, 17.0]",3879549,0,,,,,0.22324295,,Left Foot,,,"[80.0, 25.4]",Low Pass,,37.941532,Incomplete,Leonardo Pavoletti,8180.0,,,,,,,1,From Kick Off,Giovanni Marchese,40457.0,Left Center Back,2,Genoa,233,"['702549dc-2306-463f-9683-2d75cf29995c', '782d0bac-76fa-4896-bf07-921a7d24549b', 'e6d6905b-d583-440f-93b1-2b2f39aca1c5']",7,,,,,,,,,,,,,,,,,,Genoa,233,00:00:07.482,Pass,True
,,,,,,,,,,,,,,,,,,,0.285989,,,,,,,,,,,,,ceb5bfe2-c3c4-455a-908a-07e72658b20b,17,,,"[55.9, 73.4]",3879549,0,,,,,0.0,,Right Foot,,,"[57.9, 73.4]",Ground Pass,,2.0,Incomplete,Mario Barwuah Balotelli,3371.0,,,,,,Recovery,1,From Kick Off,Nigel de Jong,20057.0,Right Center Midfield,2,Genoa,233,"['12b81c6a-d981-4747-823d-8efc06caa2a8', 'a3ea9d4f-727e-4de9-9a4c-c0e6c35e49eb', 'd0294091-2253-4d84-aa58-e039321cd935']",11,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:11.018,Pass,True
