50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.508807,,,,,,,,,,,,,9e71d806-7bd7-4569-912e-29e7118ee2e2,16,,"[70.5, 4.8]",3879670,0,,,,-2.066348,,Left Foot,,,"[68.5, 1.1]",,Low Pass,,4.2059484,,,,Samuel Souprayen,7695.0,,,,,,1,From Throw In,Leandro Greco,32119.0,Left Defensive Midfield,3,Hellas Verona,226,"['27d4a3e9-402e-457d-8d01-8a5b2309aa6e', '90b291b8-c4cb-4569-b246-ecb26703c321']",15,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:15.975,Pass,True
,,,,,,,,,,,,,,,,1.639944,,,,,,,,,,,,,5a994bda-f0b8-4815-9b49-1409be920195,19,,"[55.7, 80.0]",3879670,0,,,,-3.0093896,,,,,"[36.9, 77.5]",,Low Pass,,18.965494,,,,José Martín Cáceres Silva,5248.0,,,,,Throw-in,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Wing Back,4,Juventus,224,['6c5b37b2-260c-41b4-8a9d-c302a334c694'],23,,,,,,,,,,,,,,,,,Juventus,224,00:00:23.694,Pass,
,,,,,,,,,,,,,,,,2.483363,,,,,,,,,,,,,c8e961ff-3c73-4da1-ab08-b20a0fdd81ae,23,,"[35.2, 77.5]",3879670,0,,,,-0.057490535,,Right Foot,,,"[76.9, 75.1]",,High Pass,,41.76901,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,From Throw In,José Martín Cáceres Silva,5248.0,Right Center Back,4,Juventus,224,"['9a4643bd-9724-4589-bbab-b000ddbf9141', 'c489191a-59ce-46b8-8288-093a022382df']",26,,,,,,,,,,,,,,,,,Juventus,224,00:00:26.349,Pass,True
,,,,,,,,,,,,,,,,0.843379,,,,,,,,,,,,,67564469-a8ef-44c8-a0ee-035c4167175d,27,,"[43.2, 0.1]",3879670,0,,,,1.5932645,,,,,"[43.0, 9.0]",,Low Pass,,8.902246,,,,Leandro Greco,32119.0,,,,,Throw-in,1,From Throw In,Samuel Souprayen,7695.0,Left Back,5,Hellas Verona,226,['fbad5596-08d7-4dd3-83c2-03e3b8cd81dc'],33,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:33.666,Pass,
,,,,,,,,,,,,,,,,1.824483,,,,,,,,,,,,,9188bed2-c84d-439f-8c02-01b3a65738cb,31,,"[36.6, 10.6]",3879670,0,,,,1.6032174,,Right Foot,,,"[36.0, 29.1]",,Ground Pass,,18.509727,,Incomplete,,,,,,,,,1,From Throw In,Leandro Greco,32119.0,Left Defensive Midfield,5,Hellas Verona,226,"['62728b5f-cc8a-4cbc-b53d-dbbf94c9c7e2', 'b6be4b89-3498-4ee6-a773-22a33b7bb41b']",36,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:36.137,Pass,True
,,,,,,,,,,,,,,,,0.975236,,,,,,,,,,,,,a699b8c0-e7f4-4ec2-a5df-9d5e6073ea43,38,,"[78.8, 16.2]",3879670,0,,,,-0.66963893,,Left Foot,,,"[90.8, 6.7]",,Ground Pass,,15.305228,,,,Alex Sandro Lobo Silva,6945.0,,,,,Recovery,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,6,Juventus,224,"['3d5986fe-9013-4952-8a9e-e74657efb3fc', 'f4ba6af7-e4ca-4ecb-ab39-8ea124d053f3']",43,,,,,,,,,,,,,,,,,Juventus,224,00:00:43.110,Pass,True
,,,,,,,,,,,,,,,,1.597281,,,,,,,,,,,,,c8eede3a-c831-4a9b-a625-7c5edbdc6b75,41,,"[91.7, 6.7]",3879670,0,,,,1.0865567,,Left Foot,True,,"[109.9, 41.3]",,High Pass,,39.094757,,Incomplete,,,,,,,,,1,Regular Play,Alex Sandro Lobo Silva,6945.0,Left Wing Back,6,Juventus,224,['c86b68f2-5318-461c-b09c-a1cfc778a95a'],45,,,,,,,,,,,,,,,,,Juventus,224,00:00:45.379,Pass,
,,,,,,,,,,,,,,,,2.214563,,,,,,,,,,,,,8699f3d3-b470-4839-99d7-78784223560b,46,,"[99.0, 4.0]",3879670,0,,,,3.024884,,Right Foot,,,"[84.5, 5.7]",,Ground Pass,,14.599315,,,,Giorgio Chiellini,6954.0,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,6,Juventus,224,"['537ddd0e-6dec-4459-8f74-612a87ec39d9', 'd5242b13-82a5-47d1-9c15-fa0523555277']",55,,,,,,,,,,,,,,,,,Juventus,224,00:00:55.834,Pass,True
,,,,,,,,,,,,,,,,1.853904,,,,,,,,,,,,,808af89a-beac-43fc-b036-e353ae991668,49,,"[77.1, 5.3]",3879670,0,,,,3.0554752,,Left Foot,,,"[49.3, 7.7]",,Ground Pass,,27.903404,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,6,Juventus,224,['f6018b39-97f3-4de8-8d75-967fd332dcbe'],59,,,,,,,,,,,,,,,,,Juventus,224,00:00:59.180,Pass,
,,,,,,,,,,,,,,,,1.519464,,,,,,,,,,,,,19a078e3-d2d5-4053-b0c1-3ea2e917fe43,53,,"[49.5, 7.7]",3879670,1,,,,-0.24183896,,Right Foot,,,"[64.5, 4.0]",,Ground Pass,,15.449595,,,,Giorgio Chiellini,6954.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Center Back,6,Juventus,224,['6c22bace-2232-4a5e-ab26-be5037188d07'],2,,,,,,,,,,,,,,,,,Juventus,224,00:01:02.480,Pass,
,,,,,,,,,,,,,,,,1.36023,,,,,,,,,,,,,092591ba-cb46-4d21-9e42-d43e0273d616,56,,"[65.4, 4.0]",3879670,1,,,,0.51150656,,Left Foot,,,"[92.3, 19.1]",,High Pass,,30.84834,,Incomplete,,Álvaro Borja Morata Martín,3477.0,,,,,,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,6,Juventus,224,"['223ad1f0-2ff2-43fc-ba85-322e249e0de7', '891b208c-4986-46b8-8849-4203f6e0de78']",5,,,,,,,,,,,,,,,,,Juventus,224,00:01:05.199,Pass,
,,,,,,,,,,,,,,,,1.418016,,,,,,,,,,,,,223ad1f0-2ff2-43fc-ba85-322e249e0de7,59,,"[27.8, 61.0]",3879670,1,,,,-0.40066794,,Right Foot,,,"[50.7, 51.3]",,High Pass,,24.86966,,Incomplete,,Luca Siligardi,11494.0,,,,,Recovery,1,Regular Play,Matteo Bianchetti,8421.0,Right Back,6,Juventus,224,"['08b9c760-1e53-4cb1-b024-2137faa08857', '092591ba-cb46-4d21-9e42-d43e0273d616', 'd09ae03a-adaa-44b9-8ace-0c3dcbaf66bc', 'fc4d4b19-79de-4f1e-9366-f4edf0471389']",6,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:06.559,Pass,True
,,,,,,,,,,,,,,,,1.293058,,,,,,,,,,,,,fc4d4b19-79de-4f1e-9366-f4edf0471389,61,,"[69.4, 28.8]",3879670,1,,,,1.098428,,Head,,,"[76.4, 42.5]",,High Pass,,15.384732,,,,Sami Khedira,5566.0,,,,,Recovery,1,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,6,Juventus,224,"['1b1606bf-6bd5-4bb0-907e-9eb5dbbc823a', '223ad1f0-2ff2-43fc-ba85-322e249e0de7']",7,,,,,,,,,,,,,,,,,Juventus,224,00:01:07.977,Pass,
,,,,,,,,,,,,,,,,1.394813,,,,,,,,,,,,,d7daaddc-f821-4788-8fdf-9e581dceadba,63,,"[76.4, 42.5]",3879670,1,,,,0.1340232,,Head,,,"[85.3, 43.7]",,High Pass,,8.980535,,Incomplete,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,6,Juventus,224,"['3c385390-408e-49c5-96a5-06cf4b7fcbf5', 'def7eb96-8776-4b0e-a7b1-1a759f10e736']",9,,,,,,,,,,,,,,,,,Juventus,224,00:01:09.288,Pass,
,,,,,,,,,,,,,,,,1.674563,,,,,,,,,,,,,def7eb96-8776-4b0e-a7b1-1a759f10e736,66,,"[34.8, 36.4]",3879670,1,,,True,1.4464413,,,,,"[36.6, 50.8]",,Low Pass,,14.512064,,,,Artur Ioniţă,7949.0,,,,,Recovery,1,Regular Play,Filip Helander,7966.0,Left Center Back,6,Juventus,224,"['29d3f34c-d849-4044-94f6-2fd4710f8165', 'd7daaddc-f821-4788-8fdf-9e581dceadba', 'ef94437b-1426-466d-bf4f-463d0cefb28b']",10,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:10.683,Pass,True
,,,,,,,,,,,,,,,,0.16263,,,,,,,,,,,,,54e4b416-2228-422e-9788-f0778566cd26,70,,"[36.6, 50.8]",3879670,1,,,,1.1071488,,Right Foot,,,"[37.7, 53.0]",,Low Pass,,2.4596748,,Incomplete,,,,,,,,,1,Regular Play,Artur Ioniţă,7949.0,Right Defensive Midfield,6,Juventus,224,"['52988fa0-cb90-4a16-b9ba-d8d48304c5c1', '90e716f2-b741-4485-a103-d6b793959130']",12,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:12.385,Pass,True
,,,,,,,,,,,,,,,,3.395157,,,,,,,,,,,,,93b4b47a-7552-4b36-b57a-c67db36f3bba,75,,"[83.3, 24.6]",3879670,1,,,,-0.58900964,,Right Foot,,,"[106.2, 9.3]",,Ground Pass,,27.540878,,,,Alex Sandro Lobo Silva,6945.0,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,6,Juventus,224,"['7339d3e9-6f1d-48ae-a281-21f60f6d3518', '90b60d1a-ef20-4e38-9183-34f1a4a39e9f']",14,,,,,,,,,,,,,,,,,Juventus,224,00:01:14.632,Pass,True
,,,,,,,,,,,,,,,,0.344397,,,,,,,,,,,,,7aa737cc-f100-443d-938f-d25340cbf184,82,,"[106.7, 22.6]",3879670,1,,,,1.4666964,,Left Foot,,,"[107.4, 29.3]",,Low Pass,,6.736468,,Incomplete,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,Regular Play,Alex Sandro Lobo Silva,6945.0,Left Wing Back,6,Juventus,224,"['546ed97a-ed46-4d63-8933-e0a5c6db9feb', '56651d54-70a5-43ad-ad23-c8673e83b219']",21,,,,,,,,,,,,,,,,,Juventus,224,00:01:21.310,Pass,
,,,,,,,,,,,,,,,,1.379379,,,,,,,,,,,,,2a3f0fb6-2324-4c2d-89df-d63851512b2d,89,,"[41.8, 54.7]",3879670,1,,,,-1.7714492,,Right Foot,,,"[35.8, 25.2]",,Ground Pass,,30.103987,,,,Filip Helander,7966.0,,,,,Free Kick,1,From Free Kick,Vangelis Moras,31488.0,Right Center Back,7,Hellas Verona,226,['039e67c1-aa6c-497a-bb73-8c9dba521e75'],42,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:42.661,Pass,
,,,,,,,,,,,,,,,,0.972483,,,,,,,,,,,,,affea925-1723-4458-aa8f-fedf4e1a3155,92,,"[35.6, 31.4]",3879670,1,,,,1.431802,,Left Foot,,,"[38.3, 50.7]",,Ground Pass,,19.487946,,,,Vangelis Moras,31488.0,,,,,,1,From Free Kick,Filip Helander,7966.0,Left Center Back,7,Hellas Verona,226,['58b3eef6-d8db-4481-a29f-3c1dbd9301aa'],45,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:45.204,Pass,
,,,,,,,,,,,,,,,,1.704903,,,,,,,,,,,,,8d2fae4f-91ee-4602-bbb7-36f0ee407190,95,,"[41.8, 58.2]",3879670,1,,,,0.70378566,,Right Foot,,,"[62.3, 75.6]",,Ground Pass,,26.888845,,,,Paweł Wszołek,11339.0,,,,,,1,From Free Kick,Vangelis Moras,31488.0,Right Center Back,7,Hellas Verona,226,['d7df653a-4db2-4633-91c3-654c16de3055'],49,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:49.000,Pass,
,,,,,,,,,,,,,,,,1.806626,,,,,,,,,,,,,958f4aa9-8437-4bc1-8a14-324f8371f2e1,98,,"[62.3, 75.6]",3879670,1,,,,3.1415927,,Right Foot,,,"[48.2, 75.6]",,Ground Pass,,14.1,,,,Matteo Bianchetti,8421.0,,,,,,1,From Free Kick,Paweł Wszołek,11339.0,Right Midfield,7,Hellas Verona,226,['a2e6128d-2700-4816-9f68-6c7f4a1689a7'],50,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:50.737,Pass,
,,,,,,,,,,,,,,,,1.674116,,,,,,,,,,,,,ed99fc2e-1681-4564-ad46-65c1f3e7cd9d,102,,"[48.2, 75.6]",3879670,1,,,,-2.304338,,Left Foot,,,"[34.5, 60.4]",,Ground Pass,,20.462893,,,,Vangelis Moras,31488.0,,,,,,1,From Free Kick,Matteo Bianchetti,8421.0,Right Back,7,Hellas Verona,226,"['01d50b59-cde5-4f2d-a456-3eaa30a32911', '5fffc0da-47fe-4544-bbe2-e72ae8eefcd6']",52,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:52.694,Pass,True
,,,,,,,,,,,,,,,,1.715388,,,,,,,,,,,,,d6c0d0e3-11cd-4df9-a4ac-2c4686a9908f,106,,"[35.1, 65.1]",3879670,1,,,,0.49394137,,Right Foot,,,"[54.6, 75.6]",,Ground Pass,,22.147234,,,,Paweł Wszołek,11339.0,,,,,,1,From Free Kick,Vangelis Moras,31488.0,Right Center Back,7,Hellas Verona,226,"['31707e7a-5251-49aa-bd26-502e53183d61', 'ff2bd1af-821d-4f3d-8234-e42ce310cbef']",55,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:55.342,Pass,True
,,,,,,,,,,,,,,,,1.055739,,,,,,,,,,,,,d175a916-bad8-4c87-9eed-d1c7c82d119c,109,,"[50.5, 75.6]",3879670,1,,,,3.1082716,,Left Foot,,,"[41.5, 75.9]",,Ground Pass,,9.004998,,,,Matteo Bianchetti,8421.0,,,,,,1,From Free Kick,Paweł Wszołek,11339.0,Right Midfield,7,Hellas Verona,226,['1e2a082a-a2eb-434f-9acb-9566fb2e8d21'],57,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:57.871,Pass,
,,,,,,,,,,,,,,,,1.058763,,,,,,,,,,,,,89b110f2-6e03-4beb-8a0c-929b0e422ea1,111,,"[43.3, 75.6]",3879670,1,,,,-0.038076825,,Right Foot,,,"[64.3, 74.8]",,Low Pass,,21.015232,,,,Giampaolo Pazzini,6686.0,,,,,,1,From Free Kick,Matteo Bianchetti,8421.0,Right Back,7,Hellas Verona,226,['4524c520-6010-44f4-bb7b-346b8439ff5a'],58,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:58.927,Pass,
,,,,,,,,,,,,,,,,1.558912,,,,,,,,,,,,,11f02776-1a1e-401e-a7f8-60d05ec47655,117,,"[58.2, 4.5]",3879670,2,,,,-0.019997334,,Head,,,"[68.2, 4.3]",,High Pass,,10.002,,,,Paul Pogba,20004.0,,,,,Recovery,1,Regular Play,Alex Sandro Lobo Silva,6945.0,Left Wing Back,8,Juventus,224,"['c706ae12-135f-42dd-b4dc-d7ccadac6944', 'f82662e7-e14e-46b9-ae55-590e84500e02']",0,,,,,,,,,,,,,,,,,Juventus,224,00:02:00.931,Pass,True
,,,,,,,,,,,,,,,,1.095623,,,,,,,,,,,,,e1c60239-029f-4736-bc38-bdb616ff9d37,121,,"[69.6, 4.3]",3879670,2,,,,1.3379825,,Right Foot,,,"[71.9, 14.0]",,High Pass,,9.968952,,,,Álvaro Borja Morata Martín,3477.0,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,8,Juventus,224,['d3aa72fb-fb3f-4cc3-af8e-45ca570521a9'],2,,,,,,,,,,,,,,,,,Juventus,224,00:02:02.525,Pass,
,,,,,,,,,,,,,,,,1.064584,,,,,,,,,,,,,2b043512-09c7-4f55-b3d2-beab1656652f,123,,"[71.9, 14.0]",3879670,2,,,,2.8526173,,Head,,,"[64.5, 16.2]",,High Pass,,7.7201037,,Incomplete,,Claudio Marchisio,8294.0,,,,,,1,Regular Play,Álvaro Borja Morata Martín,3477.0,Left Center Forward,8,Juventus,224,"['0fe8c250-7c9d-4747-b1a6-d061588c39ac', '98f4253b-5446-4f4a-ae0b-f70f30b08a4d']",3,,,,,,,,,,,,,,,,,Juventus,224,00:02:03.621,Pass,
,,,,,,,,,,True,,,,,,0.52433,,,,,,,,,,,,,98f4253b-5446-4f4a-ae0b-f70f30b08a4d,125,,"[55.6, 63.9]",3879670,2,,,,-2.9996955,,Left Foot,,,"[50.7, 63.2]",,Ground Pass,,4.9497476,,,,Artur Ioniţă,7949.0,,,,,Interception,1,Regular Play,Leandro Greco,32119.0,Left Defensive Midfield,9,Hellas Verona,226,"['053f89f9-cf1a-41c9-a0f4-70a2223f8b3d', '2b043512-09c7-4f55-b3d2-beab1656652f']",4,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:04.685,Pass,
,,,,,,,,,,,,,,,,1.535057,,,,,,,,,,,,,d2d33d70-5b86-4a7f-bea1-928c3f8b52b8,128,,"[56.1, 53.3]",3879670,2,,,,-1.8286608,,Right Foot,,,"[48.9, 26.0]",,Ground Pass,,28.23349,,,,Samuel Souprayen,7695.0,,,,,,1,Regular Play,Artur Ioniţă,7949.0,Right Defensive Midfield,9,Hellas Verona,226,['10962cb5-2d5e-412c-ad5c-9786321b5da8'],7,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:07.383,Pass,
,,,,,,,,,,,,,,,,0.875916,,,,,,,,,,,,,d041e54e-80c3-4416-8ccb-050e40ae3ff2,133,,"[63.4, 43.2]",3879670,2,,,,-0.21991427,,Left Foot,,,"[71.9, 41.3]",,Ground Pass,,8.7097645,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,Recovery,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,10,Juventus,224,"['919ca1a6-5cd1-4aa4-bb55-0a8fea78e188', '92e098af-9d6b-4444-82d0-944164bb61da']",10,,,,,,,,,,,,,,,,,Juventus,224,00:02:10.159,Pass,True
