50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,df906119-845e-4363-b11b-fee043653639,1,,,,3879653,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,081db607-3306-4095-be77-8ebf60335b3e,2,,,,3879653,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 10}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,514e87ff-fb00-4570-9cd7-892a512a0aa2,3,,,,3879653,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['c96a48ce-b32b-49a9-be3b-b64fad0dd404'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c96a48ce-b32b-49a9-be3b-b64fad0dd404,4,,,,3879653,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['514e87ff-fb00-4570-9cd7-892a512a0aa2'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,aef5c851-3695-42ea-8d52-e58a4d848fe6,1909,,,,3879653,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,87,Fiorentina,239,['9cded7e1-1d0b-47f5-9ee6-ba36b67fff59'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9cded7e1-1d0b-47f5-9ee6-ba36b67fff59,1910,,,,3879653,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,87,Fiorentina,239,['aef5c851-3695-42ea-8d52-e58a4d848fe6'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.15084,,,,,,,,,,,,,,,5e06ed3e-2c7a-4f14-ac26-133e91a15ee3,5,,,"[60.0, 40.0]",3879653,0,,,,-2.7367008,,Right Foot,,,,"[47.4, 34.6]",,Ground Pass,,13.708391,,,,Matías Vecino Falero,5255.0,,,,,Kick Off,1,From Kick Off,Josip Iličić,7139.0,Right Attacking Midfield,2,Fiorentina,239,['1840ff98-533f-459b-bdbf-141de8ed01a3'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.797,Pass,
,,,,,,,,,,,,,,,,,,,1.681639,,,,,,,,,,,,,,,7b54a0a7-00d3-4338-8a3f-3a5424ccadbf,9,,,"[46.3, 34.3]",3879653,0,,,,2.7353532,,Right Foot,,,,"[28.4, 42.0]",,Ground Pass,,19.485893,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Kick Off,Matías Vecino Falero,5255.0,Left Defensive Midfield,2,Fiorentina,239,"['3bc0da2c-0a3d-456c-9b4e-f6bab675dfcf', 'e0d9b330-8fb1-4e77-801b-f9fd9001ab3a']",2,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:02.117,Pass,True
,,,,,,,,,,,,,,,,,,,1.445847,,,,,,,,,,,,,,,5ce7811b-1d51-4f5c-9b25-64ba600ee284,12,,,"[27.0, 45.5]",3879653,0,,,,1.8278388,,Right Foot,,,,"[22.4, 63.0]",,Ground Pass,,18.094475,,,,Nenad Tomović,7056.0,,,,,,1,From Kick Off,Gonzalo Javier Rodríguez,25931.0,Center Back,2,Fiorentina,239,['b9e2ea11-ef4b-4266-ba96-6abf7b974e92'],4,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:04.950,Pass,
,,,,,,,,,,,,,,,,,,,1.126498,,,,,,,,,,,,,,,0534d791-2c9c-4e9e-817b-94254feb1732,17,,,"[19.2, 70.5]",3879653,0,,,,0.03136226,,Right Foot,,,,"[44.7, 71.3]",,Low Pass,,25.512547,,,,Josip Iličić,7139.0,,,,,,1,From Kick Off,Nenad Tomović,7056.0,Right Center Back,2,Fiorentina,239,"['65c739b3-06b5-4fea-a820-bd2d4753a8fc', '87347007-aa0c-45b3-8b47-6e323fd033a1']",7,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:07.537,Pass,True
