ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,10c0e43a-1cca-4640-9fa2-c37dff55ceb4,1,,,,3879813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 15959, 'name': 'Nenad Krstičić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,283ef85c-4573-4a86-8ad1-ce4bb84d588d,2,,,,3879813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 75}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 46670, 'name': 'Iván Rodrigo Piris Leguizamón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 89}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 29312, 'name': 'Pablo Estífer Armero'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 55}, {'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 77}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f0fca3f5-f58c-4e38-a380-f42664766e41,3,,,,3879813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['58d5c652-3d08-4b4c-9ff5-caae937a0888'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,58d5c652-3d08-4b4c-9ff5-caae937a0888,4,,,,3879813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['f0fca3f5-f58c-4e38-a380-f42664766e41'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,88373caa-affa-458e-83f7-439f57091c95,1566,,,,3879813,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,101,Udinese,230,['79b33d9d-0d74-412c-8f38-ba81d616ac39'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,79b33d9d-0d74-412c-8f38-ba81d616ac39,1567,,,,3879813,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,101,Udinese,230,['88373caa-affa-458e-83f7-439f57091c95'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.733209,,,,,,,,,,,,2586d4c7-dc92-4539-a582-b377d15ceadd,5,,,"[60.0, 40.0]",3879813,0,,,,,1.5707964,,Right Foot,,,,"[60.0, 41.6]",,Ground Pass,,1.6,,,,Cyril Théréau,8272.0,,,,,,Kick Off,1,From Kick Off,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,2,Udinese,230,['9175942d-2fd9-41f3-ae57-291b841a8425'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.622,Pass,
,,,,,,,,,,,,,,,0.915999,,,,,,,,,,,,f5631e19-2775-4e1d-9b3e-9243175798e6,8,,,"[59.7, 41.9]",3879813,0,,,,,3.0458412,,Right Foot,,,,"[42.0, 43.6]",,Ground Pass,,17.78145,,,,Danilo Larangeira,7799.0,,,,,,,1,From Kick Off,Cyril Théréau,8272.0,Left Center Forward,2,Udinese,230,['04f28b8f-da8a-4055-b1bc-fa874dded074'],1,,,,,,,,,,,,,,,,,,Udinese,230,00:00:01.691,Pass,
,,,,,,,,,,,,,,,1.268713,,,,,,,,,,,,b209431e-f3b0-437a-a7f1-76f74c7a5ad4,11,,,"[39.6, 44.4]",3879813,0,,,,,1.4491295,,Right Foot,,,,"[42.4, 67.3]",,Ground Pass,,23.070543,,,,Thomas Heurtaux,8852.0,,,,,,,1,From Kick Off,Danilo Larangeira,7799.0,Center Back,2,Udinese,230,['c6d1136b-b9d3-4825-9aff-4d1150b5d38e'],3,,,,,,,,,,,,,,,,,,Udinese,230,00:00:03.507,Pass,
,,,,,,,,,,,,,,,1.168522,,,,,,,,,,,,3de0adc0-94ec-4c87-ab75-22ba9818c1e1,14,,,"[43.9, 69.2]",3879813,0,,,,,0.04733304,,Right Foot,,,,"[62.9, 70.1]",,Ground Pass,,19.021303,,,,Francesco Lodi,40367.0,,,,,,,1,From Kick Off,Thomas Heurtaux,8852.0,Right Center Back,2,Udinese,230,['a9e9279f-94d6-42b3-98e5-fe413d7613e6'],6,,,,,,,,,,,,,,,,,,Udinese,230,00:00:06.190,Pass,
,,,,,,,,,,,,,,,1.088727,,,,,,,,,,,,757eace9-f8b8-4881-bcdf-60ab9874b155,17,,,"[63.8, 70.5]",3879813,0,,,,,-1.6678357,,Left Foot,,,,"[62.7, 59.2]",,Ground Pass,,11.353414,,,,Zdravko Kuzmanović,6577.0,,,,,,,1,From Kick Off,Francesco Lodi,40367.0,Right Center Midfield,2,Udinese,230,['78bbec7a-3a71-4196-983a-7fc98fc7e2a8'],7,,,,,,,,,,,,,,,,,,Udinese,230,00:00:07.920,Pass,
,,,,,,,,,,,,,,,1.473555,,,,,,,,,,,,5476ae28-1a28-4f1b-9c18-fa794839b4c3,20,,,"[62.7, 59.8]",3879813,0,,,,,2.2737372,,Left Foot,,,,"[51.6, 72.9]",,Ground Pass,,17.170322,,,,Thomas Heurtaux,8852.0,,,,,,,1,From Kick Off,Zdravko Kuzmanović,6577.0,Center Defensive Midfield,2,Udinese,230,"['e29f3835-d0d1-49e2-842e-33d851eebbd9', 'efd0f1ca-be40-44ab-959e-5a0b6706f4ad']",9,,,,,,,,,,,,,,,,,,Udinese,230,00:00:09.009,Pass,True
,,,,,,,,,,,,,,,0.804443,,,,,,,,,,,,419d7c51-a6ee-447f-9369-1bc8359b5e66,23,,,"[52.3, 73.1]",3879813,0,,,,,0.265575,,Right Foot,,,,"[77.3, 79.9]",,Low Pass,,25.9083,,Out,,Silvan Widmer,7796.0,,,,,,,1,From Kick Off,Thomas Heurtaux,8852.0,Right Center Back,2,Udinese,230,['9f0b4b90-cbfb-4173-831e-307ec363ecab'],11,,,,,,,,,,,,,,,,,,Udinese,230,00:00:11.437,Pass,
,,,,,,,,,,,,,,,1.554109,,,,,,,,,,,,f21bd7a6-ada2-426b-b9c0-12e4e171be22,25,,,"[56.1, 0.1]",3879813,0,,,,,2.7725236,,,,,,"[34.9, 8.3]",,Low Pass,,22.730597,,,,Niklas Moisander,9884.0,,,,,,Throw-in,1,From Throw In,José Rodolfo Pires Ribeiro,25505.0,Left Wing Back,3,Sampdoria,234,['7f2085dc-d6fd-4070-b4a5-6b8742a59cdd'],19,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:19.163,Pass,
,,,,,,,,,,,,,,,1.764561,,,,,,,,,,,,277f1d87-c5bb-4b30-b736-015bbea1e3d5,28,,,"[34.7, 8.9]",3879813,0,,,,,1.953283,,Left Foot,,,,"[24.2, 35.0]",,Ground Pass,,28.132898,,,,Andrea Ranocchia,7962.0,,,,,,,1,From Throw In,Niklas Moisander,9884.0,Left Center Back,3,Sampdoria,234,['a489fca8-8fb2-467d-abb1-2ca044d06b1f'],22,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:22.332,Pass,
,,,,,,,,,,,,,,,2.366586,,,,,,,,,,,,8d556577-8fa1-45fd-83b0-5ec68ef32679,31,,,"[24.2, 37.2]",3879813,0,,,,,1.1393461,,Right Foot,,,,"[36.4, 63.7]",,Ground Pass,,29.173447,,,,Modibo Diakité,174418.0,,,,,,,1,From Throw In,Andrea Ranocchia,7962.0,Center Back,3,Sampdoria,234,['805e0042-5414-47ab-bc5d-31ec831031ca'],25,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:25.487,Pass,
,,,,,,,,,,,,,,,1.590608,,,,,,,,,,,,40ecc9d8-34f9-4ac5-ae33-9e4acdd71981,34,,,"[36.0, 67.8]",3879813,0,,,,,-2.0794373,,Right Foot,,,,"[26.8, 51.3]",,Ground Pass,,18.891533,,,,Andrea Ranocchia,7962.0,,,,,,,1,From Throw In,Modibo Diakité,174418.0,Right Center Back,3,Sampdoria,234,['8535395b-bc2c-4625-ab5d-ec1de61fe932'],29,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:29.670,Pass,
,,,,,,,,,,,,,,,2.228178,,,,,,,,,,,,eab15281-7136-45f5-a5c5-6af1347cd13c,37,,,"[33.8, 48.1]",3879813,0,,,,,-1.5392278,,Right Foot,,,,"[34.7, 19.6]",,Ground Pass,,28.514208,,,,Niklas Moisander,9884.0,,,,,,,1,From Throw In,Andrea Ranocchia,7962.0,Center Back,3,Sampdoria,234,['88993e88-665d-471f-8d54-47f50fda3f64'],33,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:33.029,Pass,
,,,,,,,,,,,,,,,1.503642,,,,,,,,,,,,0847aba2-1119-41d2-afaa-d139bcb6fb6f,40,,,"[46.5, 18.6]",3879813,0,,,,,0.77279377,,Left Foot,,,,"[70.6, 42.1]",,High Pass,,33.660957,,Incomplete,,Luis Fernando Muriel Fruto,6334.0,,,,,,,1,From Throw In,Niklas Moisander,9884.0,Left Center Back,3,Sampdoria,234,"['496ff645-f871-46cc-844a-4c957f361213', '81c58a63-0e02-4c5d-a704-b1fc0d466b50']",36,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:36.826,Pass,
,,,,,,,,,,True,,,,,1.884724,,,,,,,,,,,,81c58a63-0e02-4c5d-a704-b1fc0d466b50,42,,,"[49.5, 38.0]",3879813,0,,,,,-0.04024671,,Right Foot,,,,"[64.4, 37.4]",,Low Pass,,14.912076,,,,Duván Esteban Zapata Banguera,7017.0,,,,,,Interception,1,Regular Play,Emil Hallfreðsson,5512.0,Left Center Midfield,4,Udinese,230,"['0847aba2-1119-41d2-afaa-d139bcb6fb6f', 'e6bf6e75-5fbe-4b91-a281-55f31c63ce87']",38,,,,,,,,,,,,,,,,,,Udinese,230,00:00:38.330,Pass,
,,,,,,,,,,,,,,,1.637961,,,,,,,,,,,,601922f1-54c8-43b1-a376-1753d0d84b9c,44,,,"[63.4, 38.9]",3879813,0,,,,,-2.2318394,,Left Foot,,,,"[43.1, 12.8]",,Ground Pass,,33.065086,,,,Pablo Estífer Armero,29312.0,,,,,,,1,Regular Play,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,4,Udinese,230,['e725d5ce-f43c-4927-8463-96b8769e1b16'],40,,,,,,,,,,,,,,,,,,Udinese,230,00:00:40.215,Pass,
,,,,,,,,,,,,,,,1.121281,,,,,,,,,,,,73f98687-955c-4f35-aa43-27e5fff9d1c4,47,,,"[43.5, 12.8]",3879813,0,,,,,2.2772224,,Left Foot,,,,"[37.1, 20.3]",,Ground Pass,,9.859513,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,,1,Regular Play,Pablo Estífer Armero,29312.0,Left Wing Back,4,Udinese,230,['c6f750a4-f417-42a1-985a-65a42527447d'],43,,,,,,,,,,,,,,,,,,Udinese,230,00:00:43.111,Pass,
,,,,,,,,,,,,,,,2.44539,,,,,,,,,,,,a8c065ab-50b6-4150-a565-3bdafa55f5ee,50,,,"[37.7, 22.2]",3879813,0,,,,,1.566342,,Right Foot,,,,"[37.9, 67.1]",,High Pass,,44.900444,,,,Thomas Heurtaux,8852.0,,,True,,,,1,Regular Play,Iván Rodrigo Piris Leguizamón,46670.0,Left Center Back,4,Udinese,230,['78d0e9a6-3b34-4ba5-918c-f0c4746da0a0'],46,,,,,,,,,,,,,,,,,,Udinese,230,00:00:46.848,Pass,
,,,,,,,,,,,,,,,1.143616,,,,,,,,,,,,b9bee419-eb06-4808-abb2-71758795a0ea,53,,,"[47.8, 69.2]",3879813,0,,,,,-0.28564885,,Right Foot,,,,"[74.7, 61.3]",,Ground Pass,,28.036049,,,,Cyril Théréau,8272.0,,,,,,,1,Regular Play,Thomas Heurtaux,8852.0,Right Center Back,4,Udinese,230,['ec773352-a8d8-4d39-9fb3-09a85bbb5c74'],52,,,,,,,,,,,,,,,,,,Udinese,230,00:00:52.976,Pass,
,,,,,,,,,,,,,,,1.382291,,,,,,,,,,,,d7c99165-26b7-42e8-a4a1-ceae0dde3848,56,,,"[74.1, 61.3]",3879813,0,,,,,1.0128732,,Right Foot,,,,"[82.4, 74.6]",,Ground Pass,,15.677372,,,,Francesco Lodi,40367.0,,,,,,,1,Regular Play,Cyril Théréau,8272.0,Left Center Forward,4,Udinese,230,['a6b811c5-6b86-4a9a-a707-75c22ea3983c'],54,,,,,,,,,,,,,,,,,,Udinese,230,00:00:54.119,Pass,
