50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d6fdf1af-2a1b-4ccd-b698-8c77f01bd69e,1,,,3879713,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 40447, 'name': 'Gennaro Sardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 7043, 'name': 'Roberto Inglese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 45}, {'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 40}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3f493b05-ecfe-4e0e-8661-e9323e0f1271,2,,,3879713,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 6945, 'name': 'Alex Sandro Lobo Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e446ed1-32f5-4989-8357-5de5308005f3,3,,,3879713,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['8e62e9ae-0869-47a7-8082-0c875ff29200'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e62e9ae-0869-47a7-8082-0c875ff29200,4,,,3879713,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['8e446ed1-32f5-4989-8357-5de5308005f3'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f6c6e360-6256-4ca7-8e99-22ad88b651da,2151,,,3879713,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Chievo,231,['af746920-a443-48e4-b119-4646d44dc314'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,af746920-a443-48e4-b119-4646d44dc314,2152,,,3879713,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Chievo,231,['f6c6e360-6256-4ca7-8e99-22ad88b651da'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.239994,,,,,,,,,,,,,d431aa42-e698-4aaa-8a92-34eef84bd4c7,5,,"[61.0, 40.1]",3879713,0,True,,,1.9614034,,Right Foot,,,,"[59.6, 43.5]",,Ground Pass,3.6769552,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,Kick Off,1,From Kick Off,Álvaro Borja Morata Martín,3477.0,Left Center Forward,2,Juventus,224,['4f392d0d-b760-4ef2-8e1e-fa6cfcaad755'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.079,Pass,
,,,,,,,,,,,,,,,,,,1.115158,,,,,,,,,,,,,6beb1ba2-f1e9-4954-b9c3-37088a7ecb9e,7,,"[59.0, 42.3]",3879713,0,,,,-3.0657887,,Left Foot,,,,"[51.1, 41.7]",,Ground Pass,7.922752,,,,Claudio Marchisio,8294.0,,,,,,,1,From Kick Off,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,2,Juventus,224,['b50879b3-4e7c-4fae-b985-2043974d036c'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.839,Pass,
,,,,,,,,,,,,,,,,,,2.277723,,,,,,,,,,,,,9baff38f-df6e-42df-9ebf-0e7087d87ff9,10,,"[50.8, 41.7]",3879713,0,,,,-2.1273217,,Right Foot,,,,"[37.3, 20.0]",,Ground Pass,25.556604,,,,Andrea Barzagli,6943.0,,,,,,,1,From Kick Off,Claudio Marchisio,8294.0,Center Defensive Midfield,2,Juventus,224,['290881ec-392a-44bb-9bed-4ac41493ba21'],2,,,,,,,,,,,,,,,,Juventus,224,00:00:02.317,Pass,
,,,,,,,,,,,,,,,,,,1.407634,,,,,,,,,,,,,ccc172d6-8363-4354-9ae6-04333cfe7505,13,,"[37.3, 20.0]",3879713,0,,,,1.8764429,,Left Foot,,,,"[30.8, 40.6]",,Ground Pass,21.601158,,,,Leonardo Bonucci,7173.0,,,,,,,1,From Kick Off,Andrea Barzagli,6943.0,Left Center Back,2,Juventus,224,['2b5b4dec-efca-454d-aff6-6fee20a9c8c1'],4,,,,,,,,,,,,,,,,Juventus,224,00:00:04.675,Pass,
