50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,79963657-957e-4c90-bd52-8a9b389a02cf,1,,,3879765,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 26192, 'name': 'Matías Ariel Fernández Fernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ac62875b-46cb-4bc0-bd31-d06746585420,2,,,3879765,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,827c5e94-feee-4495-81dd-156f2c8ef537,3,,,3879765,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['35b0894b-1acc-4ce0-85cc-4271057bfec2'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,35b0894b-1acc-4ce0-85cc-4271057bfec2,4,,,3879765,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['827c5e94-feee-4495-81dd-156f2c8ef537'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,58439d3b-1a74-45bc-913b-dda3e77435fa,2193,,,3879765,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,104,Napoli,227,['fab21817-9d75-4a32-a126-234e3dd6a917'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fab21817-9d75-4a32-a126-234e3dd6a917,2194,,,3879765,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,104,Napoli,227,['58439d3b-1a74-45bc-913b-dda3e77435fa'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.083916,,,,,,,,,,,,,,dcefaf04-2bee-4cff-8564-5c3781b58cbc,5,,"[61.0, 40.1]",3879765,0,,,,2.9733858,,Right Foot,,,"[50.4, 41.9]",,Ground Pass,,10.751744,,,,Raúl Albiol i Tortajada,7030.0,,,,,Kick Off,1,From Kick Off,Marek Hamšík,7025.0,Left Center Midfield,2,Napoli,227,['1a8c9169-96f4-42ea-9337-aac439d925de'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.815,Pass,
,,,,,,,,,,,,,,,,,1.109278,,,,,,,,,,,,,,c096c43e-8ef7-48db-8958-fe0ddea680fb,7,,"[50.0, 41.9]",3879765,0,,,,-0.8550527,,Right Foot,,,"[52.0, 39.6]",,Ground Pass,,3.04795,,,,Kalidou Koulibaly,5675.0,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,2,Napoli,227,['fbb018a9-a1cf-4284-96db-a70332838c79'],1,,,,,,,,,,,,,,,,,Napoli,227,00:00:01.899,Pass,
,,,,,,,,,,,,,,,,,2.89162,,,,,,,,,,,,,,18474f54-4b64-4da0-8cdf-2635f696d4a0,10,,"[52.0, 39.6]",3879765,0,,,,0.498257,,Right Foot,,,"[90.6, 60.6]",,High Pass,,43.94269,,Incomplete,,Elseid Hysaj,7031.0,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Napoli,227,"['a6904d19-8b01-4da8-b6e7-e1b16c8a0202', 'f538ceba-1d48-45a9-b26a-4e7fda552c8c']",3,,,,,,,,,,,,,,,,,Napoli,227,00:00:03.289,Pass,
,,,,,,,,,,,,,,,,,3.774675,,,,,,,,,,,,,,f538ceba-1d48-45a9-b26a-4e7fda552c8c,12,,"[29.5, 19.5]",3879765,0,,,,0.71530443,,Head,,,"[57.7, 44.0]",,High Pass,,37.35626,,Incomplete,,Matías Ariel Fernández Fernández,26192.0,,,,,Recovery,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Back,2,Napoli,227,"['18474f54-4b64-4da0-8cdf-2635f696d4a0', '269a3a96-14a8-4fe6-b77f-beb272d23d99', 'ed22a10b-8f37-46c6-ab45-7fd6ef64ff7e']",6,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:06.180,Pass,
