50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3d55927b-8d49-46b7-bf1d-bcd0685cead6,1,,,3879548,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7b846807-f3c2-4812-af43-bb6cefb2f0bb,2,,,3879548,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7952, 'name': 'Simone Padoin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 25345, 'name': 'Anderson Hernanes de Carvalho Andrade'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 3951, 'name': 'Mario Lemina'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 37}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 6584, 'name': 'Simone Zaza'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9c4c03f8-6092-45c9-80cc-104d86e9989b,3,,,3879548,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['8dc2a261-b9d9-477d-b99a-b863f1ea70b6'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8dc2a261-b9d9-477d-b99a-b863f1ea70b6,4,,,3879548,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['9c4c03f8-6092-45c9-80cc-104d86e9989b'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c2e5021e-dba1-476e-9021-894d4494ed10,2175,,,3879548,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,Napoli,227,['c2341ad6-80fc-4d75-bcc3-8f11c8b0fd13'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c2341ad6-80fc-4d75-bcc3-8f11c8b0fd13,2176,,,3879548,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,Napoli,227,['c2e5021e-dba1-476e-9021-894d4494ed10'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.18714,,,,,,,,,,,,,,386fcd13-87eb-4642-b276-be689990f061,5,,"[61.0, 40.1]",3879548,0,,True,,,-2.1962814,,Right Foot,,,,"[59.7, 38.3]",,Ground Pass,,2.2203603,,,Simone Zaza,6584.0,,,,,Kick Off,1,From Kick Off,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,2,Juventus,224,['132f3e9d-aae7-482e-9c14-c489ba814662'],1,,,,,,,,,,,,,,,,,Juventus,224,00:00:01.617,Pass,
,,,,,,,,,,,,,,,,1.263316,,,,,,,,,,,,,,af648913-0e46-41be-aae5-2656a5609274,7,,"[59.4, 38.1]",3879548,0,,,,,-3.0186207,,Left Foot,,,,"[41.6, 35.9]",,Ground Pass,,17.93544,,,Anderson Hernanes de Carvalho Andrade,25345.0,,,,,,1,From Kick Off,Simone Zaza,6584.0,Left Center Forward,2,Juventus,224,['46a28d58-2834-4cfb-90c4-52737a15ebf3'],1,,,,,,,,,,,,,,,,,Juventus,224,00:00:01.804,Pass,
,,,,,,,,,,,,,,,,1.472184,,,,,,,,,,,,,,459bba05-ab79-4a0a-848c-ecb77632c481,11,,"[47.0, 30.8]",3879548,0,,,,,-1.5120405,,Right Foot,,,,"[48.2, 10.4]",,Ground Pass,,20.435265,,,Patrice Evra,20008.0,,,,,,1,From Kick Off,Anderson Hernanes de Carvalho Andrade,25345.0,Center Defensive Midfield,2,Juventus,224,"['a6dd296a-52a6-4a18-bb49-f9ab68b2dc81', 'cd22f5a6-28b8-49e4-9081-98e4e292742d']",5,,,,,,,,,,,,,,,,,Juventus,224,00:00:05.268,Pass,True
,,,,,,,,,,,,,,,,1.192612,,,,,,,,,,,,,,fe8909c1-0a86-4089-ba6e-6c2f26f84a47,15,,"[54.4, 15.1]",3879548,0,,,,,1.6979265,,Left Foot,,,,"[52.7, 28.4]",,Ground Pass,,13.408206,,,Anderson Hernanes de Carvalho Andrade,25345.0,,,,,,1,From Kick Off,Patrice Evra,20008.0,Left Back,2,Juventus,224,['57f3a696-1da8-4b4c-a16b-8cf0ee7e4aee'],9,,,,,,,,,,,,,,,,,Juventus,224,00:00:09.542,Pass,
,,,,,,,,,,,,,,,,0.814712,,,,,,,,,,,,,,24437943-af76-4006-9866-79a3fa300341,19,,"[53.6, 29.7]",3879548,0,,,,,0.37372681,,Left Foot,,,,"[58.7, 31.7]",,Ground Pass,,5.4781384,,,Roberto Maximiliano Pereyra,3579.0,,,,,,1,From Kick Off,Anderson Hernanes de Carvalho Andrade,25345.0,Center Defensive Midfield,2,Juventus,224,"['4ed0ed79-3f80-4fe1-a42b-7976bf8cef15', 'c6c08d45-5442-4c37-88b3-e9531dea0904']",11,,,,,,,,,,,,,,,,,Juventus,224,00:00:11.342,Pass,True
,,,,,,,,,,,,,,,,1.618127,,,,,,,,,,,,,,03c70c4f-6777-404f-9705-559595d53c36,23,,"[59.3, 51.1]",3879548,0,,,,,0.7246621,,Right Foot,,,,"[75.0, 65.0]",,Ground Pass,,20.969025,,,Mario Lemina,3951.0,,,,,,1,From Kick Off,Roberto Maximiliano Pereyra,3579.0,Center Attacking Midfield,2,Juventus,224,['829405fe-d90a-4f32-9acb-1fda0bee2d4f'],14,,,,,,,,,,,,,,,,,Juventus,224,00:00:14.820,Pass,
,,,,,,,,,,,,,,,,1.14483,,,,,,,,,,,,,,038c92b1-10cf-4346-bdf4-cad41246eba3,26,,"[80.1, 71.4]",3879548,0,,,,,0.37206775,,Right Foot,,,,"[92.4, 76.2]",,Ground Pass,,13.203408,,,Simone Padoin,7952.0,,,,,,1,From Kick Off,Mario Lemina,3951.0,Right Center Midfield,2,Juventus,224,['944c2ac6-6d68-4b01-87f5-f729cc64306e'],19,,,,,,,,,,,,,,,,,Juventus,224,00:00:19.095,Pass,
,,,,,,,,,,,,,,,,0.979528,,,,,,,,,,,,,,c9a7f3b5-4b08-4edd-9b84-e1f482dcdf08,29,,"[92.4, 76.2]",3879548,0,,,,,-2.9037566,,Right Foot,,,,"[79.2, 73.0]",,Ground Pass,,13.582341,,,Roberto Maximiliano Pereyra,3579.0,,,,,,1,From Kick Off,Simone Padoin,7952.0,Right Back,2,Juventus,224,['06c70912-33b5-4387-9a09-f5b6287b2835'],22,,,,,,,,,,,,,,,,,Juventus,224,00:00:22.339,Pass,
,,,,,,,,,,,,,,,,1.068485,,,,,,,,,,,,,,7aeb1a1d-839b-4133-bbb5-f6d8d8143d18,32,,"[79.2, 73.0]",3879548,0,,,,,-1.693979,,Right Foot,,,,"[77.9, 62.5]",,Ground Pass,,10.58017,,,Anderson Hernanes de Carvalho Andrade,25345.0,,,,,,1,From Kick Off,Roberto Maximiliano Pereyra,3579.0,Center Attacking Midfield,2,Juventus,224,['afcff7db-da51-4322-b48e-bf7cf3efaa60'],24,,,,,,,,,,,,,,,,,Juventus,224,00:00:24.216,Pass,
,,,,,,,,,,,,,,,,0.657624,,,,,,,,,,,,,,a53f2966-bfcd-4015-97b1-5d2acaaeb63f,39,,"[40.7, 36.7]",3879548,0,,,,,1.808331,,Right Foot,,,,"[38.4, 46.2]",,Ground Pass,,9.774457,,,José María Callejón Bueno,7029.0,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,3,Napoli,227,['c7b3778b-4134-4549-8513-53a5ae912526'],27,,,,,,,,,,,,,,,,,Napoli,227,00:00:27.936,Pass,
,,,,,,,,,,,,,,,,1.794338,,,,,,,,,,,,,,dbaeb3a9-a448-4cca-9d11-b9d3c83ce0a1,42,,"[38.7, 49.8]",3879548,0,,,,,-0.016127633,,Right Foot,,,,"[44.9, 49.7]",,Low Pass,,6.2008066,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,1,Regular Play,José María Callejón Bueno,7029.0,Right Wing,3,Napoli,227,['5eca2dc1-c068-46f2-9bd9-1d789b9aa155'],28,,,,,,,,,,,,,,,,,Napoli,227,00:00:28.633,Pass,
,,,,,,,,,,,,,,,,1.701604,,,,,,,,,,,,,,00fa0974-df7e-4fcb-89c0-c873c3229b78,53,,"[52.8, 69.8]",3879548,0,,,,,3.0379195,,Right Foot,,,,"[35.5, 71.6]",,Ground Pass,,17.393389,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,3,Napoli,227,['dc39aafa-983c-4750-b2ac-32658064006d'],36,,,,,,,,,,,,,,,,,Napoli,227,00:00:36.810,Pass,
,,,,,,,,,,,,,,,,1.006063,,,,,,,,,,,,,,fe7e8f52-c50d-4dc3-b325-2b623510be8c,56,,"[36.0, 70.6]",3879548,0,,,,,-0.7288547,,Right Foot,,,,"[44.4, 63.1]",,Ground Pass,,11.260995,,,Jorge Luiz Frello Filho,7024.0,,,,,,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,3,Napoli,227,['2f9c7998-7efb-42c9-943c-5bae76408895'],39,,,,,,,,,,,,,,,,,Napoli,227,00:00:39.505,Pass,
,,,,,,,,,,,,,,,,1.261145,,,,,,,,,,,,,,5ded4306-bea2-414b-98ba-e1625b57395a,59,,"[44.4, 63.1]",3879548,0,,,,,2.3503466,,Right Foot,,,,"[35.9, 71.7]",,Ground Pass,,12.091733,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,3,Napoli,227,['ef8b937b-b5cc-4d5a-89e6-e6efeba919af'],40,,,,,,,,,,,,,,,,,Napoli,227,00:00:40.551,Pass,
,,,,,,,,,,,,,,,,0.940251,,,,,,,,,,,,,,df737e90-85df-42fc-9287-ea2b8fd75e7f,63,,"[40.6, 72.7]",3879548,0,,,,,0.20112689,,Right Foot,,,,"[50.9, 74.8]",,Ground Pass,,10.511898,,,Elseid Hysaj,7031.0,,,,,,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,3,Napoli,227,"['c80d407f-e4fa-48d3-bc6b-1b44208c6558', 'd4909ae4-0045-4abc-ab39-effc8caebff2']",43,,,,,,,,,,,,,,,,,Napoli,227,00:00:43.650,Pass,True
,,,,,,,,,,,,,,,,0.548139,,,,,,,,,,,,,,1ead180c-fb13-4f97-b9b4-12b8dc6dd2ae,66,,"[51.1, 74.2]",3879548,0,,,,,-1.6646376,,Right Foot,,,,"[50.3, 65.7]",,Ground Pass,,8.537564,,,Allan Marques Loureiro,7035.0,,,,,,1,Regular Play,Elseid Hysaj,7031.0,Right Back,3,Napoli,227,['c852808f-3a66-4bb9-b9dd-12deb6457878'],45,,,,,,,,,,,,,,,,,Napoli,227,00:00:45.494,Pass,
,,,,,,,,,,,,,,,,0.479998,,,,,,,,,,,,,,e8fba518-86b1-426b-a911-678bffe2ac32,69,,"[54.6, 74.4]",3879548,0,,,,,-0.40618882,,Right Foot,,,,"[63.9, 70.4]",,Ground Pass,,10.123734,,,José María Callejón Bueno,7029.0,,,,,,1,Regular Play,Allan Marques Loureiro,7035.0,Right Center Midfield,3,Napoli,227,['5a96d17b-899f-4140-a2f4-55550c727f09'],47,,,,,,,,,,,,,,,,,Napoli,227,00:00:47.736,Pass,
