ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9cb69c13-f09b-4c61-92af-fe53f89b459e,1,,,3879663,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 95}, {'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 69}, {'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,de00fc9d-f036-4073-9471-baa4a118a97c,2,,,3879663,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5e6db166-f699-4d13-8263-98b42635facd,3,,,3879663,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['f1d350aa-d8b2-4730-9d74-f323fc7a9bf1'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f1d350aa-d8b2-4730-9d74-f323fc7a9bf1,4,,,3879663,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['5e6db166-f699-4d13-8263-98b42635facd'],0,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,446be410-f2d9-4ee9-829c-6a381e3de7fc,1861,,,3879663,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,118,Sassuolo,232,['f1341628-c393-409f-bd99-21df1df57a92'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f1341628-c393-409f-bd99-21df1df57a92,1862,,,3879663,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,118,Sassuolo,232,['446be410-f2d9-4ee9-829c-6a381e3de7fc'],0,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.406948,,,,,,,,,,,,,,d0906728-5d67-4fea-81f6-23332119f36d,5,,"[60.0, 40.0]",3879663,0,,,,,1.9222411,,Right Foot,,,"[58.9, 43.0]",,Ground Pass,,3.1953092,,,Artur Ioniţă,7949.0,,,,,,Kick Off,1,From Kick Off,Luca Toni,20252.0,Center Forward,2,Hellas Verona,226,['550306b6-a9dc-495e-a1e9-e41b4a644eba'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.200,Pass,
,,,,,,,,,,,,,,,,,1.872331,,,,,,,,,,,,,,31fa857c-1b03-426c-a615-ed79f8f5e057,8,,"[58.2, 39.1]",3879663,0,,,,,3.0644732,,Right Foot,,,"[36.2, 40.8]",,Ground Pass,,22.065584,,,Matteo Bianchetti,8421.0,,,,,,,1,From Kick Off,Artur Ioniţă,7949.0,Center Attacking Midfield,2,Hellas Verona,226,['c45b4b1c-1b73-46a1-9fc4-c9e9fa52dca5'],1,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:01.215,Pass,
,,,,,,,,,,,,,,,,,4.902918,,,,,,,,,,,,,,990bfffc-55b1-48d6-a10d-b1b5ed4f7cab,12,,"[34.0, 48.3]",3879663,0,,,,,0.105489306,,Right Foot,,,"[102.0, 55.5]",,High Pass,,68.38011,Incomplete,,Paweł Wszołek,11339.0,,,,,,,1,From Kick Off,Matteo Bianchetti,8421.0,Right Center Back,2,Hellas Verona,226,"['6c38ce11-a591-4ef1-b9b5-083ca596c58b', '8bdcb970-2445-4028-9954-a0bb67cc3432']",4,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:04.761,Pass,
,,,,,,,,,,,,,,,,,1.73481,,,,,,,,,,,,,,d061bd26-d88c-4438-ad75-6101c23d2977,16,,"[19.5, 23.7]",3879663,0,,,,,1.5177212,,Left Foot,,,"[21.2, 55.7]",,Ground Pass,,32.045124,,,Paolo Cannavaro,8848.0,,,,,,,1,Regular Play,Francesco Acerbi,7119.0,Left Center Back,3,Sassuolo,232,['f9249969-0cb5-4c20-8da4-6315eb22464d'],12,,,,,,,,,,,,,,,,Sassuolo,232,00:00:12.391,Pass,
