50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.028252,,,,,,,,,,,,,,a2bf7673-494b-413f-b059-306b1073fda6,771,,"[4.9, 70.4]",3879710,15,,,,,-1.2915733,,Right Foot,,,,"[9.0, 56.1]",Ground Pass,,14.876156,,,,Luca Rossettini,7142.0,,,,,,1,Regular Play,Marios Oikonomou,8873.0,Right Center Back,35,Bologna,240,['1c4135e8-3ca2-450c-968c-0f00b7dff985'],42,,,,,,,,,,,,,,,,Bologna,240,00:15:42.624,Pass,
,,,,,,,,,,,,,,,,,,1.364696,,,,,,,,,,,,,,ca3e2f81-8fb8-4d00-83ea-c163908bb46c,774,,"[12.4, 64.8]",3879710,15,,,,,0.02526538,,Right Foot,,,,"[40.1, 65.5]",Ground Pass,,27.708843,,,,Anthony Mounier,34565.0,,,,,,1,Regular Play,Luca Rossettini,7142.0,Right Back,35,Bologna,240,['391e0e21-4668-4025-b991-c2ff5501fb9d'],45,,,,,,,,,,,,,,,,Bologna,240,00:15:45.156,Pass,
,,,,,,,,,,,,,,,,,,1.089179,,,,,,,,,,,,,,3d6dd6a9-6cd9-46ec-8053-abd7545e4db0,778,,"[43.2, 67.0]",3879710,15,,,,,2.4685018,,Left Foot,,,,"[35.8, 72.9]",Ground Pass,,9.464143,,,,Godfred Donsah,8280.0,,,,,,1,Regular Play,Anthony Mounier,34565.0,Right Wing,35,Bologna,240,['7574ed57-75f6-49e9-8f38-287ca54255da'],46,,,,,,,,,,,,,,,,Bologna,240,00:15:46.561,Pass,
,,,,,,,,,,,,,,,,,,1.896396,,,,,,,,,,,,,,dcf0ed58-0bf6-4bb7-98fe-8e634ca04e36,781,,"[35.8, 72.9]",3879710,15,,,,,-0.24762067,,Right Foot,,,,"[53.6, 68.4]",Ground Pass,,18.36001,,,,Anthony Mounier,34565.0,,,,,,1,Regular Play,Godfred Donsah,8280.0,Right Center Midfield,35,Bologna,240,['5e968625-27c4-4da7-a796-e15ba487b43a'],47,,,,,,,,,,,,,,,,Bologna,240,00:15:47.730,Pass,
,,,,,,,,,,,,,,,,,,1.10935,,,,,,,,,,,,,,072e5dcd-da50-4e0d-b509-2d114e57124b,785,,"[55.3, 69.2]",3879710,15,,,,,-0.5404195,,Left Foot,,,,"[62.8, 64.7]",Ground Pass,,8.746428,,,,Mattia Destro,8103.0,,,,,,1,Regular Play,Anthony Mounier,34565.0,Right Wing,35,Bologna,240,"['4163b8e9-411f-4d89-9a77-2c8968a8dd7b', 'c54ba5e3-c880-4e3f-9692-edf35e67474b']",49,,,,,,,,,,,,,,,,Bologna,240,00:15:49.667,Pass,True
,,,,,,,,,,,,,,,,,,4.048207,,,,,,,,,,,,,,b781db70-9bf6-4caf-9408-82623f3c31d6,789,,"[70.2, 65.2]",3879710,15,,,,,-1.2095029,,Right Foot,,,,"[94.8, 0.1]",High Pass,,69.59289,,Out,,Emanuele Giaccherini,7775.0,,True,,,,1,Regular Play,Mattia Destro,8103.0,Center Forward,35,Bologna,240,['02ecd9a2-e7ce-43fe-9bfb-c363362fa946'],51,,,,,,,,,,,,,,,,Bologna,240,00:15:51.711,Pass,
,,,,,,,,,,,,,,,,,,1.354743,,,,,,,,,,,,,,b6c15d46-6e15-471c-ab5c-9809c2d2bfb7,791,,"[31.0, 80.0]",3879710,16,,True,,,-2.2757995,,,,,,"[11.6, 57.2]",Low Pass,,29.9366,,,,Fernando Lucas Martins,16586.0,,,,,Throw-in,1,From Throw In,Jacopo Sala,7020.0,Right Back,36,Sampdoria,234,['6dd6225c-cd10-45c8-a4b4-c0c553e50fa2'],3,,,,,,,,,,,,,,,,Sampdoria,234,00:16:03.073,Pass,
,,,,,,,,,,,,,,,,,,1.657428,,,,,,,,,,,,,,a2e99abf-f6e5-4d67-a6ce-d3b9e1f631ad,793,,"[12.0, 57.0]",3879710,16,,,,,-0.27007246,,Right Foot,,,,"[29.7, 52.1]",Ground Pass,,18.365728,,,,Édgar Osvaldo Barreto Cáceres,7009.0,,,,,,1,From Throw In,Fernando Lucas Martins,16586.0,Right Defensive Midfield,36,Sampdoria,234,['f0e930dc-871a-4dcb-9058-62d52cebb89e'],4,,,,,,,,,,,,,,,,Sampdoria,234,00:16:04.899,Pass,
,,,,,,,,,,,,,,,,,,4.716384,,,,,,,,,,,,,,09243513-a3c0-4c06-83dd-a2c2241ef5bd,796,,"[33.3, 48.0]",3879710,16,,,,,-0.39830783,,Right Foot,,,,"[95.8, 21.7]",High Pass,,67.80811,,Pass Offside,,Luis Fernando Muriel Fruto,6334.0,,,,,,1,From Throw In,Édgar Osvaldo Barreto Cáceres,7009.0,Left Defensive Midfield,36,Sampdoria,234,['e527b7e8-a632-49fd-8501-02e2f48ff96d'],8,,,,,,,,,,,,,,,,Sampdoria,234,00:16:08.423,Pass,
,,,,,,,,,,,,,,,,,,2.822359,,,,,,,,,,,,,,dacf3221-fa05-4359-bad3-478e95838c29,798,,"[21.2, 51.0]",3879710,16,,,,,0.15160549,,Right Foot,,,,"[78.8, 59.8]",High Pass,,58.268345,,Incomplete,,Mattia Destro,8103.0,,,,,Free Kick,1,From Free Kick,Antonio Mirante,7174.0,Goalkeeper,37,Bologna,240,"['26924300-f096-4948-ba62-cd221a11265d', '7f9645d0-db76-4912-a394-5123a1b5e646']",52,,,,,,,,,,,,,,,,Bologna,240,00:16:52.103,Pass,
,,,,,,,,,,,,,,,,,,1.43497,,,,,,,,,,,,,,26924300-f096-4948-ba62-cd221a11265d,800,,"[41.3, 20.3]",3879710,16,,,,,1.0462822,,Head,,,,"[49.4, 34.3]",High Pass,,16.174362,,,,Fernando Lucas Martins,16586.0,,,,,Recovery,1,Regular Play,Niklas Moisander,9884.0,Left Center Back,38,Sampdoria,234,"['dacf3221-fa05-4359-bad3-478e95838c29', 'e37e0a2e-63a8-4aa8-b975-eae7c4e869d7']",54,,,,,,,,,,,,,,,,Sampdoria,234,00:16:54.925,Pass,
,,,,,,,,,,,,,,,,,,1.499119,,,,,,,,,,,,,,f3457c08-3b67-49ef-9c98-a3211e7b3d6a,803,,"[45.9, 32.5]",3879710,16,,,,,2.5884411,,Right Foot,,,,"[31.0, 41.7]",Ground Pass,,17.511425,,,,Andrea Ranocchia,7962.0,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Right Defensive Midfield,38,Sampdoria,234,['e6155938-c9e6-493a-8549-4b04489af277'],56,,,,,,,,,,,,,,,,Sampdoria,234,00:16:56.569,Pass,
,,,,,,,,,,,,,,,,,,1.693036,,,,,,,,,,,,,,171272d1-4c88-447f-858d-f00ac89decb7,809,,"[31.0, 36.6]",3879710,17,,True,,,0.8094899,,Right Foot,,,,"[39.1, 45.1]",Ground Pass,,11.74138,,,,Andrea Ranocchia,7962.0,,,,,Free Kick,1,From Free Kick,Fernando Lucas Martins,16586.0,Right Defensive Midfield,39,Sampdoria,234,['0d9e425a-b4d2-45eb-9f7c-cc6970a5225e'],15,,,,,,,,,,,,,,,,Sampdoria,234,00:17:15.432,Pass,
,,,,,,,,,,,,,,,,,,1.73651,,,,,,,,,,,,,,a7b52461-9789-492f-8a72-704df1a506c8,811,,"[39.1, 45.1]",3879710,17,,,,,1.0805701,,Left Foot,,,,"[49.4, 64.4]",Ground Pass,,21.87647,,,,Fernando Lucas Martins,16586.0,,,,,,1,From Free Kick,Andrea Ranocchia,7962.0,Right Center Back,39,Sampdoria,234,['83c98187-4a2f-42e5-acc3-d198fab67465'],17,,,,,,,,,,,,,,,,Sampdoria,234,00:17:17.766,Pass,
,,,,,,,,,,,,,,,,,,4.377752,,,,,,,,,,,,,,2d535053-889a-4048-825a-aec06b2907bf,815,,"[57.2, 70.2]",3879710,17,,,,,-0.07995737,,Right Foot,,,,"[119.6, 65.2]",High Pass,,62.6,,Out,,Roberto Soriano,6759.0,,,,,,1,From Free Kick,Fernando Lucas Martins,16586.0,Right Defensive Midfield,39,Sampdoria,234,"['09df1a2b-3dc2-4dba-b9d2-57dc5dd38faa', 'd48a9f62-9104-48b6-b11a-2467e3bb6f80']",21,,,,,,,,,,,,,,,,Sampdoria,234,00:17:21.184,Pass,True
,,,,,,,,,,,,,,,,,,3.15394,,,,,,,,,,,,,,95b6a199-a333-4e20-be62-29c35efe6c4b,817,,"[6.0, 36.0]",3879710,17,,True,,,0.75481945,,Right Foot,,,,"[27.9, 56.6]",Ground Pass,,30.066093,,,,Marios Oikonomou,8873.0,,,,,Goal Kick,1,From Goal Kick,Antonio Mirante,7174.0,Goalkeeper,40,Bologna,240,['8da48b17-e715-4116-bd9b-071948558da6'],44,,,,,,,,,,,,,,,,Bologna,240,00:17:44.296,Pass,
,,,,,,,,,,,,,,,,,,1.702921,,,,,,,,,,,,,,2427cc25-eaed-4da5-b33c-e64b5a8d1084,819,,"[31.9, 55.0]",3879710,17,,,,,-1.5899023,,Right Foot,,,,"[31.3, 23.6]",Ground Pass,,31.405731,,,,Daniele Gastaldello,30745.0,,,,,,1,From Goal Kick,Marios Oikonomou,8873.0,Right Center Back,40,Bologna,240,['f074d3f4-b61b-4376-a74a-0ea3f630e4bb'],48,,,,,,,,,,,,,,,,Bologna,240,00:17:48.184,Pass,
,,,,,,,,,,,,,,,,,,1.237811,,,,,,,,,,,,,,e7d6c3d2-9555-4a8b-afd7-3aec9d6c380b,822,,"[42.7, 22.0]",3879710,17,,,,,-0.9440534,,Right Foot,,,,"[55.3, 4.6]",Ground Pass,,21.483017,,,,Adam Masina,7169.0,,,,,,1,From Goal Kick,Daniele Gastaldello,30745.0,Left Center Back,40,Bologna,240,['6c9b542d-e78b-4722-9c3d-66bf740745ca'],51,,,,,,,,,,,,,,,,Bologna,240,00:17:51.879,Pass,
,,,,,,,,,,,,,,,,,,1.081087,,,,,,,,,,,,,,eaaa8506-82ad-4c4f-be04-e5f5fcee8e6e,826,,"[56.1, 4.6]",3879710,17,,,,,1.9559538,,Left Foot,,,,"[53.1, 12.0]",Ground Pass,,7.984986,,,,Saphir Sliti Taïder,8851.0,,,,,,1,From Goal Kick,Adam Masina,7169.0,Left Back,40,Bologna,240,"['478b0cd8-9109-4eed-a3ee-8c3e46171e7b', 'b402382b-45f6-4ebc-a97a-0f0527c1dc87']",54,,,,,,,,,,,,,,,,Bologna,240,00:17:54.437,Pass,True
,,,,,,,,,,,,,,,,,,1.381448,,,,,,,,,,,,,,b92530c4-2157-42fc-85ff-0d89b9a0b45e,829,,"[47.3, 13.2]",3879710,17,,,,,2.2757995,,Left Foot,,,,"[37.6, 24.6]",Ground Pass,,14.9683,,,,Daniele Gastaldello,30745.0,,,,,,1,From Goal Kick,Saphir Sliti Taïder,8851.0,Left Center Midfield,40,Bologna,240,['4856fa87-fbb0-4395-903c-36ff9a952d7a'],57,,,,,,,,,,,,,,,,Bologna,240,00:17:57.396,Pass,
,,,,,,,,,,,,,,,,,,1.791953,,,,,,,,,,,,,,0d0b270d-a90c-49c6-a7eb-9ec16f2589fa,832,,"[42.1, 31.4]",3879710,18,,,,,1.6836748,,Left Foot,,,,"[39.3, 56.1]",Ground Pass,,24.858198,,,,Marios Oikonomou,8873.0,,,,,,1,From Goal Kick,Daniele Gastaldello,30745.0,Left Center Back,40,Bologna,240,['93eed629-c573-4779-a985-2aa8e1d7f4ff'],1,,,,,,,,,,,,,,,,Bologna,240,00:18:01.750,Pass,
,,,,,,,,,,,,,,,,,,2.360371,,,,,,,,,,,,,,548bae29-1c4c-4e5b-9973-0fa3421dea43,837,,"[48.1, 17.2]",3879710,18,,,,,-0.57813746,,Right Foot,,,,"[74.0, 0.3]",High Pass,,30.92604,,Out,,Carlos Joaquín Correa,6822.0,,,,,Recovery,1,From Goal Kick,Édgar Osvaldo Barreto Cáceres,7009.0,Left Defensive Midfield,40,Bologna,240,['b7f19598-55bd-4fff-9eb1-3e441d895491'],7,,,,,,,,,,,,,,,,Sampdoria,234,00:18:07.589,Pass,
,,,,,,,,,,,,,,,,,,1.111579,,,,,,,,,,,,,,1f3d92bf-46ef-4ff4-9912-7744936ee3c3,839,,"[51.9, 80.0]",3879710,18,,,,,-0.6568014,,,,,,"[65.0, 69.9]",High Pass,,16.541464,,,,Mattia Destro,8103.0,,,,,Throw-in,1,From Throw In,Luca Rossettini,7142.0,Right Back,41,Bologna,240,['fd94b44d-724f-49c2-ae3f-ed44629cba6f'],24,,,,,,,,,,,,,,,,Bologna,240,00:18:24.163,Pass,
,,,,,,,,,,,,,,,,,,2.476564,,,,,,,,,,,,,,8116adf3-7ade-4ce4-822c-c649667b4318,841,,"[65.0, 70.4]",3879710,18,,,,,-0.49980754,,Head,,,,"[80.2, 62.1]",High Pass,,17.318487,,Incomplete,,Anthony Mounier,34565.0,,,,,,1,From Throw In,Mattia Destro,8103.0,Center Forward,41,Bologna,240,"['0d11544e-042c-42f3-bdbd-d366e9781707', 'a2ba9bac-e9c0-4235-968a-b72eb298f186']",25,,,,,,,,,,,,,,,,Bologna,240,00:18:25.275,Pass,
,,,,,,,,,,,,,,,,,,2.63697,,,,,,,,,,,,,,0d11544e-042c-42f3-bdbd-d366e9781707,844,,"[39.9, 18.0]",3879710,18,,,,,2.6328628,,Right Foot,,,,"[8.7, 35.4]",Ground Pass,,35.72394,,,,Emiliano Viviano,7018.0,,,,,Recovery,1,Regular Play,Niklas Moisander,9884.0,Left Center Back,42,Sampdoria,234,"['3c0e67c4-dbdc-4333-8bed-90b410fe8d58', '8116adf3-7ade-4ce4-822c-c649667b4318', 'd1d6d6ad-c1df-4174-9391-12d6531de296']",27,,,,,,,,,,,,,,,,Sampdoria,234,00:18:27.751,Pass,True
,,,,,,,,,,,,,,,,,,2.438421,,,,,,,,,,,,,,ee902fc6-aace-4a62-8125-7567b5bcfaea,847,,"[11.6, 37.2]",3879710,18,,,,,0.55958647,,Left Foot,,,,"[20.7, 42.9]",Ground Pass,,10.737783,,,,Andrea Ranocchia,7962.0,,,,,,1,Regular Play,Emiliano Viviano,7018.0,Goalkeeper,42,Sampdoria,234,['d4d06963-3955-4eae-bd9d-1a29761c8ae1'],32,,,,,,,,,,,,,,,,Sampdoria,234,00:18:32.579,Pass,
,,,,,,,,,,,,,,,,,,2.741697,,,,,,,,,,,,,,9dc822dc-7051-4d8c-b4cf-8621a54ee111,851,,"[43.1, 48.7]",3879710,18,,,,,-0.48984617,,Right Foot,,,,"[89.8, 23.8]",High Pass,,52.92353,,Incomplete,,Luis Fernando Muriel Fruto,6334.0,,,,,,1,Regular Play,Andrea Ranocchia,7962.0,Right Center Back,42,Sampdoria,234,"['5d59e8a4-dd6c-41a6-9d04-f51f3b7afd83', '6ad11626-60a3-402a-950b-75b57c8537c9', 'ed414553-f844-409e-967a-584dcfa260af']",40,,,,,,,,,,,,,,,,Sampdoria,234,00:18:40.976,Pass,True
,,,,,,,,,,,,,,,,,,0.145512,,,,,,,,,,,,,,ed414553-f844-409e-967a-584dcfa260af,853,,"[30.3, 56.3]",3879710,18,,,,,-0.7055682,,Head,,,,"[33.0, 54.0]",Low Pass,,3.5468295,,Incomplete,,Godfred Donsah,8280.0,,,,,Recovery,1,Regular Play,Luca Rossettini,7142.0,Right Back,42,Sampdoria,234,"['9dc822dc-7051-4d8c-b4cf-8621a54ee111', 'a7d64815-eac1-403d-9d83-f55f293988a3', 'cafa7dad-9eb2-4e6f-90fb-bdedb7e8488b']",43,,,,,,,,,,,,,,,,Bologna,240,00:18:43.718,Pass,
,,,,,,,,,,,,,,,,,,2.69243,,,,,,,,,,,,,,ec8bd94b-f871-4f02-9eb6-4efde3c3ac49,856,,"[28.6, 53.5]",3879710,18,,,,,-0.3549199,,Right Foot,,,,"[74.2, 36.6]",High Pass,,48.63096,,Incomplete,,,,,,,,Recovery,1,Regular Play,Luca Rossettini,7142.0,Right Back,42,Sampdoria,234,['2a415929-ddca-4068-8d90-5807c9cebc9b'],45,,,,,,,,,,,,,,,,Bologna,240,00:18:45.273,Pass,
,,,,,,,,,,,,,,,,,,1.572162,,,,,,,,,,,,,,2a415929-ddca-4068-8d90-5807c9cebc9b,857,,"[45.9, 43.5]",3879710,18,,,,,-0.5892765,,Head,,,,"[64.0, 31.4]",High Pass,,21.772001,,,,Édgar Osvaldo Barreto Cáceres,7009.0,,,,,Recovery,1,Regular Play,Andrea Ranocchia,7962.0,Right Center Back,42,Sampdoria,234,"['05eb09b3-c971-48ab-82cf-40d8850964e6', 'ec8bd94b-f871-4f02-9eb6-4efde3c3ac49']",47,,,,,,,,,,,,,,,,Sampdoria,234,00:18:47.965,Pass,
,,,,,,,,,,,,,,,,,,0.964145,,,,,,,,,,,,,,1dee7579-ba40-4bbc-84e0-bf79b892afb5,861,,"[56.1, 55.5]",3879710,18,,,,,-1.8960311,,Left Foot,,,,"[53.2, 46.9]",Low Pass,,9.075792,,,,Amadou Diawara,8284.0,,,,,Recovery,1,Regular Play,Mattia Destro,8103.0,Center Forward,43,Bologna,240,['4c497584-17ea-4089-a643-a6490b2fdf6e'],51,,,,,,,,,,,,,,,,Bologna,240,00:18:51.727,Pass,
,,,,,,,,,,,,,,,,,,0.942345,,,,,,,,,,,,,,49cdc548-57bf-4a0a-b1a6-f8bb06780e80,865,,"[55.8, 51.5]",3879710,18,,,,,1.1104599,,Right Foot,,,,"[61.8, 63.6]",Ground Pass,,13.505924,,,,Mattia Destro,8103.0,,,,,,1,Regular Play,Amadou Diawara,8284.0,Center Defensive Midfield,43,Bologna,240,"['3a5ca42e-d3fe-4cfc-8ac9-2898bb37db22', 'c2ddb3b8-7013-4920-9b5e-5a9c9dd06170']",53,,,,,,,,,,,,,,,,Bologna,240,00:18:53.166,Pass,True
,,,,,,,,,,,,,,,,,,1.395051,,,,,,,,,,,,,,4c34f5f3-a35b-4b7d-998e-587734002dd1,868,,"[70.2, 67.2]",3879710,18,,,,,2.6428716,,Right Foot,,,,"[59.0, 73.3]",Ground Pass,,12.753431,,,,Luca Rossettini,7142.0,,,,,,1,Regular Play,Mattia Destro,8103.0,Center Forward,43,Bologna,240,['c4ca0b1b-94cc-4716-bad3-45d9b383e311'],57,,,,,,,,,,,,,,,,Bologna,240,00:18:57.072,Pass,
,,,,,,,,,,,,,,,,,,0.85955,,,,,,,,,,,,,,fc90e3a9-463a-4f09-a57e-b35991d57c21,871,,"[61.3, 73.3]",3879710,18,,,,,0.0809041,,Right Foot,,,,"[68.7, 73.9]",Ground Pass,,7.4242845,,,,Mattia Destro,8103.0,,,,,,1,Regular Play,Luca Rossettini,7142.0,Right Back,43,Bologna,240,['8991461a-2805-4314-b814-218842f257ea'],58,,,,,,,,,,,,,,,,Bologna,240,00:18:58.627,Pass,
,,,,,,,,,,,,,,,,,,2.045111,,,,,,,,,,,,,,9ad2c3bc-a670-4f09-82c1-e012d5460bd9,878,,"[88.7, 47.6]",3879710,19,,,,,-1.5172284,,Right Foot,,,,"[90.7, 10.3]",Low Pass,,37.35358,,,,Emanuele Giaccherini,7775.0,,,,,,1,Regular Play,Mattia Destro,8103.0,Center Forward,43,Bologna,240,['b5100066-69e6-4b2e-a943-d7c65b9f8adf'],5,,,,,,,,,,,,,,,,Bologna,240,00:19:05.390,Pass,
,,,,,,,,,,,,,,,,,,1.251908,,,,,,,,,,,,,,123cec54-bf26-49f5-b391-8fca8226315b,881,,"[102.2, 22.9]",3879710,19,,,,,1.2607411,,Right Foot,,,,"[108.8, 43.5]",High Pass,,21.631458,,Incomplete,,Anthony Mounier,34565.0,,,,,,1,Regular Play,Emanuele Giaccherini,7775.0,Left Wing,43,Bologna,240,"['36cbe1f2-cb05-4cbd-bc85-11eaacc15ac4', 'ef20d194-8ee2-41bc-b412-d321ab9df1aa']",11,,,,,,,,,,,,,,,,Bologna,240,00:19:11.135,Pass,
,,,,,,,,,,,,,,,,,,2.016876,,,,,,,,,,,,,,e901c977-9e03-4bc3-ad48-4abe4a85db0e,892,,"[37.7, 34.3]",3879710,19,,,,,-1.5139471,,Right Foot,,,,"[39.1, 9.7]",Ground Pass,,24.639805,,,,José Rodolfo Pires Ribeiro,25505.0,,,,,Recovery,1,Regular Play,Fernando Lucas Martins,16586.0,Right Defensive Midfield,44,Sampdoria,234,['06bb305f-037b-40cb-a1cd-e1e8d89bd1be'],22,,,,,,,,,,,,,,,,Sampdoria,234,00:19:22.001,Pass,
,,,,,,,,,,,,,,,,,,1.040636,,,,,,,,,,,,,,a9246f26-1702-42ad-bd07-857685d10a27,895,,"[64.3, 10.2]",3879710,19,,,,,1.1978086,,Right Foot,,,,"[68.8, 21.7]",Ground Pass,,12.349089,,,,Carlos Joaquín Correa,6822.0,,,,,,1,Regular Play,José Rodolfo Pires Ribeiro,25505.0,Left Back,44,Sampdoria,234,['67e63d6c-89bf-4590-a446-94b2ea4ff28e'],27,,,,,,,,,,,,,,,,Sampdoria,234,00:19:27.841,Pass,
,,,,,,,,,,,,,,,,,,1.937848,,,,,,,,,,,,,,43c7ff38-9742-45a6-841d-f54fb9c3b2bd,899,,"[64.0, 39.5]",3879710,19,,,,,1.5151354,,Right Foot,,,,"[65.9, 73.6]",Ground Pass,,34.152893,,,,Jacopo Sala,7020.0,,,,,,1,Regular Play,Carlos Joaquín Correa,6822.0,Left Wing,44,Sampdoria,234,['03e41bd3-2c0f-4070-9be4-7cb35edb5a9e'],31,,,,,,,,,,,,,,,,Sampdoria,234,00:19:31.682,Pass,
,,,,,,,,,,,,,,,,,,1.12854,,,,,,,,,,,,,,afa8701d-de30-46f0-b71c-84f6ef1d5259,902,,"[73.7, 75.0]",3879710,19,,,,,-2.1146288,,Right Foot,,,,"[65.9, 62.1]",Ground Pass,,15.074814,,,,Dávid Ivan,36364.0,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Back,44,Sampdoria,234,['d7ded950-31fd-483c-b29e-cb9eaad63f90'],36,,,,,,,,,,,,,,,,Sampdoria,234,00:19:36.020,Pass,
,,,,,,,,,,,,,,,,,,1.535647,,,,,,,,,,,,,,1de1f06e-e529-4890-acc0-dc9b2148da26,904,,"[65.9, 62.4]",3879710,19,,,,,-1.6250907,,Right Foot,,,,"[65.4, 53.2]",Ground Pass,,9.213577,,,,Fernando Lucas Martins,16586.0,,,,,,1,Regular Play,Dávid Ivan,36364.0,Right Wing,44,Sampdoria,234,['14a120ef-dc7e-4d7a-b46a-012b3cd14363'],37,,,,,,,,,,,,,,,,Sampdoria,234,00:19:37.148,Pass,
,,,,,,,,,,,,,,,,,,2.266555,,,,,,,,,,,,,,87403978-5f70-4fb6-b9e0-585e14379c75,907,,"[78.5, 49.5]",3879710,19,,,,,-1.6040168,,Right Foot,,,,"[77.4, 16.4]",Ground Pass,,33.118275,,,,José Rodolfo Pires Ribeiro,25505.0,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Right Defensive Midfield,44,Sampdoria,234,['0ac93dd3-bb7d-42e6-9664-f8578479c1b1'],41,,,,,,,,,,,,,,,,Sampdoria,234,00:19:41.003,Pass,
,,,,,,,,,,,,,,,,,,1.264987,,,,,,,,,,,,,,332fcfb7-c2be-4f5e-bde7-ada7bd0dbe96,910,,"[83.2, 18.8]",3879710,19,,,,,2.2318394,,Left Foot,,,,"[76.9, 26.9]",Ground Pass,,10.261579,,,,Édgar Osvaldo Barreto Cáceres,7009.0,,,,,,1,Regular Play,José Rodolfo Pires Ribeiro,25505.0,Left Back,44,Sampdoria,234,['7aba3d67-035d-4a44-8d70-4efb10a2a20c'],44,,,,,,,,,,,,,,,,Sampdoria,234,00:19:44.686,Pass,
,,,,,,,,,,,,,,,,,,2.799005,,,,,,,,,,,,,,2a3cc21b-e561-4695-9115-f89fd1e228b8,913,,"[74.3, 27.5]",3879710,19,,,,,1.6907654,,Right Foot,,,,"[69.9, 64.0]",Ground Pass,,36.764248,,,,Jacopo Sala,7020.0,,,,,,1,Regular Play,Édgar Osvaldo Barreto Cáceres,7009.0,Left Defensive Midfield,44,Sampdoria,234,['cff77e5e-9198-4618-8c86-5f2dc8f7cf8b'],46,,,,,,,,,,,,,,,,Sampdoria,234,00:19:46.815,Pass,
,,,,,,,,,,,,,,,,,,0.688591,,,,,,,,,,,,,,2736f3ed-39e5-4b2b-9f74-b350b0e679d6,916,,"[81.1, 61.3]",3879710,19,,,,,0.0,,Right Foot,,,,"[90.3, 61.3]",Ground Pass,,9.2,,,,Roberto Soriano,6759.0,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Back,44,Sampdoria,234,['ba4435b5-40db-46fc-aa9a-b6d6811266d9'],52,,,,,,,,,,,,,,,,Sampdoria,234,00:19:52.445,Pass,
,,,,,,,,,,,,,,,,,,1.391728,,,,,,,,,,,,,,934e4263-fb44-4838-9786-a8d9a3cfc040,919,,"[91.5, 59.5]",3879710,19,,,,,2.171748,,Right Foot,,,,"[80.6, 75.4]",Ground Pass,,19.277449,,,,Dávid Ivan,36364.0,,,,,,1,Regular Play,Roberto Soriano,6759.0,Center Attacking Midfield,44,Sampdoria,234,"['5582f355-1d75-4bcd-bfa5-944878f1d11c', 'd0f990fa-be4e-42ba-8d2b-ac6813e4bdb0']",53,,,,,,,,,,,,,,,,Sampdoria,234,00:19:53.134,Pass,True
,,,,,,,,,,,,,,,,,,1.012993,,,,,,,,,,,,,,a69b3ea8-a812-4bc6-b450-1a6a03461c90,922,,"[80.6, 74.7]",3879710,19,,,,,-2.1716516,,Right Foot,,,,"[74.5, 65.8]",Ground Pass,,10.78981,,,,Fernando Lucas Martins,16586.0,,,,,,1,Regular Play,Dávid Ivan,36364.0,Right Wing,44,Sampdoria,234,['38f52530-6fc4-47d6-be63-4f35c29f798b'],55,,,,,,,,,,,,,,,,Sampdoria,234,00:19:55.986,Pass,
,,,,,,,,,,,,,,,,,,0.997832,,,,,,,,,,,,,,4a1cf9f2-e027-46a1-81da-97a6558d4d5e,925,,"[74.0, 65.8]",3879710,19,,,,,-0.8783499,,Right Foot,,,,"[84.7, 52.9]",Ground Pass,,16.76007,,,,Carlos Joaquín Correa,6822.0,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Right Defensive Midfield,44,Sampdoria,234,['a804a73e-d9de-4cb0-83a3-3a9f6664f241'],57,,,,,,,,,,,,,,,,Sampdoria,234,00:19:57.830,Pass,
