50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,56e7645f-1862-4209-a9c0-68f07dfb84fc,1,,,3878550,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 7965, 'name': 'Lorenzo Crisetig'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 30770, 'name': 'Filippo Falco'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1d0dc594-f5d6-46a4-b685-74da1bc04a09,2,,,3878550,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 92}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d4303696-1b26-4516-a20f-574659b8b2cc,3,,,3878550,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['64da16e9-8a84-4900-80f5-0e3775191544'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,64da16e9-8a84-4900-80f5-0e3775191544,4,,,3878550,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['d4303696-1b26-4516-a20f-574659b8b2cc'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0971915f-67a3-4b06-ae00-1a9f6de58c79,1717,,,3878550,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Sassuolo,232,['c4edc07c-e72a-4c61-88d4-4f1d5560d644'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c4edc07c-e72a-4c61-88d4-4f1d5560d644,1718,,,3878550,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Sassuolo,232,['0971915f-67a3-4b06-ae00-1a9f6de58c79'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.908286,,,,,,,,,,,,6e25ea10-67db-432c-805c-b2844f01edfd,5,,"[61.0, 40.1]",3878550,0,,,,,3.0662637,,Right Foot,,,"[39.8, 41.7]",Ground Pass,,21.260292,,,,Lorenzo Crisetig,7965.0,,,,,Kick Off,1,From Kick Off,Mattia Destro,8103.0,Center Forward,2,Bologna,240,['8c5b1079-dd50-47cc-b98f-27859d5f28bc'],1,,,,,,,,,,,,,,,,,Bologna,240,00:00:01.051,Pass,
,,,,,,,,,,,,,,,,,0.841597,,,,,,,,,,,,f1f11a3b-6f4d-4991-8841-8bcdb5ca4feb,7,,"[39.1, 41.9]",3878550,0,,,,,-2.2301064,,Right Foot,,,"[36.0, 37.9]",Ground Pass,,5.060632,,,,Domenico Maietta,8849.0,,,,,,1,From Kick Off,Lorenzo Crisetig,7965.0,Center Defensive Midfield,2,Bologna,240,['f6918d0a-765f-4d56-bb21-ea7c666fa6e3'],2,,,,,,,,,,,,,,,,,Bologna,240,00:00:02.959,Pass,
,,,,,,,,,,,,,,,,,2.463609,,,,,,,,,,,,68646162-9911-423d-8f7a-74847cf4f78e,10,,"[35.5, 37.9]",3878550,0,,,,,0.37666252,,Right Foot,,,"[93.9, 61.0]",High Pass,,62.802628,,Incomplete,,,,,,,,,1,From Kick Off,Domenico Maietta,8849.0,Left Center Back,2,Bologna,240,['7d5d03f8-d1b5-494d-b471-3202882ec98a'],4,,,,,,,,,,,,,,,,,Bologna,240,00:00:04.130,Pass,
,,,,,,,,,,,,,,,,,1.204106,,,,,,,,,,,,7d5d03f8-d1b5-494d-b471-3202882ec98a,11,,"[26.2, 19.1]",3878550,0,,,,,0.40363392,,Head,,,"[35.8, 23.2]",Low Pass,,10.438869,,,,Francesco Magnanelli,7127.0,,,,,Recovery,1,Regular Play,Federico Peluso,7118.0,Left Back,3,Sassuolo,232,"['3b49a880-3e38-4312-88d1-809c876466ca', '68646162-9911-423d-8f7a-74847cf4f78e']",6,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:06.594,Pass,
