50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,58ed893e-e359-48e7-a68a-baa5322650a6,1,,,3879609,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8a02355d-3963-4790-92e2-ab4cd100b619,2,,,3879609,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 3577, 'name': 'Molla Wagué'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 77}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f3cdd429-b837-40eb-b279-c6f8ce2f2a62,3,,,3879609,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['2be35063-f205-49a6-918b-fe2ba70f005e'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2be35063-f205-49a6-918b-fe2ba70f005e,4,,,3879609,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['f3cdd429-b837-40eb-b279-c6f8ce2f2a62'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,524f14f6-fddd-4bd1-9243-dcf7d7befd6b,1583,,,3879609,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Napoli,227,['86bbbf34-5009-476e-88e3-ffc4eeea6e2e'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,86bbbf34-5009-476e-88e3-ffc4eeea6e2e,1584,,,3879609,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Napoli,227,['524f14f6-fddd-4bd1-9243-dcf7d7befd6b'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.938873,,,,,,,,,,,,,,,3782c935-f727-43df-b3ce-80f228e935c6,5,,"[61.0, 40.1]",3879609,0,,,,,2.9350567,,Right Foot,,,,"[50.5, 42.3]",,Ground Pass,,10.728001,,,,Raúl Albiol i Tortajada,7030.0,,,,,,Kick Off,1,From Kick Off,Gonzalo Gerardo Higuaín,5497.0,Center Forward,2,Napoli,227,['7acb1958-aba8-434a-aaa1-4ae87d3ae1b9'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.905,Pass,
,,,,,,,,,,,,,,,,,,1.659011,,,,,,,,,,,,,,,9affc9a0-3e71-4320-b1af-81c718b9389f,7,,"[50.3, 42.3]",3879609,0,,,,,-1.056345,,Right Foot,,,,"[51.6, 40.0]",,Ground Pass,,2.641969,,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,2,Napoli,227,['2eaf1930-3e96-43dd-b490-8f50f4caa417'],1,,,,,,,,,,,,,,,,,Napoli,227,00:00:01.843,Pass,
,,,,,,,,,,,,,,,,,,2.984283,,,,,,,,,,,,,,,b8111702-0fbd-4990-a071-5be4425fe0d6,9,,"[51.6, 40.0]",3879609,0,,,,,0.5421212,,Right Foot,,,,"[103.4, 71.2]",,High Pass,,60.47049,,Incomplete,,José María Callejón Bueno,7029.0,,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Napoli,227,"['71ffaf93-195f-450d-85a9-a336539958cc', 'd20911b8-11e8-469b-8258-a2ddd84c9462']",3,,,,,,,,,,,,,,,,,Napoli,227,00:00:03.503,Pass,
,,,,,,,,,,,,,,,,,,1.603171,,,,,,,,,,,,,,,d20911b8-11e8-469b-8258-a2ddd84c9462,11,,"[16.7, 8.9]",3879609,0,,,,,0.11065722,,Head,,,,"[40.1, 11.5]",,High Pass,,23.544,,Incomplete,,Francesco Lodi,40367.0,,,,,,Recovery,1,From Kick Off,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,2,Napoli,227,"['324c0b05-560b-4994-8fa8-6baa8cd7354d', 'b8111702-0fbd-4990-a071-5be4425fe0d6', 'bffa8d8c-77a7-481e-b07b-b13735266b06']",6,,,,,,,,,,,,,,,,,Udinese,230,00:00:06.487,Pass,
