50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0090cff1-fc84-4bb0-aff9-90a5281e84f1,1,,,3879842,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b61bf4b2-d476-4131-a9a9-a616dda8b5f6,2,,,3879842,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 69}, {'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 83}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0f317eeb-aa00-4545-9358-2b69ee4e15bd,3,,,3879842,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['d57fcfee-bcfe-4241-9220-0b05d6365cb6'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d57fcfee-bcfe-4241-9220-0b05d6365cb6,4,,,3879842,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['0f317eeb-aa00-4545-9358-2b69ee4e15bd'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,132ae50a-4b60-4b9e-b854-12c064fdad94,1600,,,3879842,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,110,Chievo,231,['f84a8d14-c6d9-445c-ab04-5e7b9a2951ed'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f84a8d14-c6d9-445c-ab04-5e7b9a2951ed,1601,,,3879842,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,110,Chievo,231,['132ae50a-4b60-4b9e-b854-12c064fdad94'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,1.139318,,,,,,,,,,,,,364e0b10-e4ea-48d4-a4b0-360e5395a900,5,,"[60.0, 40.0]",3879842,0,,True,,,-2.5383627,,Right Foot,,,"[46.5, 30.7]",Ground Pass,,16.393291,,,Ivan Radovanović,7042.0,,,,,Kick Off,1,From Kick Off,Riccardo Meggiorini,11643.0,Right Center Forward,2,Chievo,231,['2790c526-ba85-495f-80ec-1358e67f053b'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.840,Pass,
,,,,,,,,,,,,,,,,,,,,2.706922,,,,,,,,,,,,,13d8068f-8377-45b1-ac00-fdce2f5c4778,7,,"[48.6, 31.8]",3879842,0,,,,,0.7059199,,Right Foot,,,"[85.2, 63.0]",High Pass,,48.09366,,Incomplete,Lucas Nahuel Castro,7049.0,,,,,,1,From Kick Off,Ivan Radovanović,7042.0,Center Defensive Midfield,2,Chievo,231,"['0b6a0b51-db03-4b44-a597-78eb11c256eb', 'cceacea5-8112-4be4-84e4-7897de75e297']",3,,,,,,,,,,,,,,,,Chievo,231,00:00:03.377,Pass,
,,,,,,,,,,,,,,,,,,,,1.863173,,,,,,,,,,,,,cceacea5-8112-4be4-84e4-7897de75e297,10,,"[34.9, 17.1]",3879842,0,,,,True,-0.3175781,,,,,"[56.5, 10.0]",High Pass,,22.736975,,Incomplete,Alejandro Darío Gómez,7006.0,,,,,Recovery,1,From Kick Off,Davide Brivio,31231.0,Left Back,2,Chievo,231,"['13d8068f-8377-45b1-ac00-fdce2f5c4778', '6ddcd1ea-676a-4aa6-b737-00a55a259455', 'd1a70408-d8ad-4c4b-9348-886a78c6fcbe', 'dedf3142-de11-4754-891a-3a388b67788c']",6,,,,,,,,,,,,,,,,Atalanta,228,00:00:06.084,Pass,True
,,,,,,,,,,,,,,,,,,,,1.892822,,,,,,,,,,,,,9a556291-7286-4900-a60f-d9bd2efe7580,14,,"[58.5, 61.5]",3879842,0,,,,,-2.2053492,,Right Foot,,,"[42.6, 39.9]",Ground Pass,,26.821074,,,Nicolás Federico Spolli,8278.0,,,,,,1,From Kick Off,Fabrizio Cacciatore,7050.0,Right Back,2,Chievo,231,['46c1b33a-fcb4-4d7a-a536-f5424b142719'],10,,,,,,,,,,,,,,,,Chievo,231,00:00:10.018,Pass,
,,,,,,,,,,,,,,,,,,,,1.897418,,,,,,,,,,,,,b1d748aa-651d-4129-bb2f-7ed81c4d9082,17,,"[36.9, 35.9]",3879842,0,,,,,-1.3165516,,Right Foot,,,"[44.8, 5.5]",Ground Pass,,31.409712,,,Massimo Gobbi,8645.0,,,,,,1,From Kick Off,Nicolás Federico Spolli,8278.0,Left Center Back,2,Chievo,231,['c96cac77-8ae7-4b99-8e70-310f7ac91f6f'],13,,,,,,,,,,,,,,,,Chievo,231,00:00:13.965,Pass,
,,,,,,,,,,,,,,,,,,,,2.269343,,,,,,,,,,,,,cdcfd53a-689d-46ac-be47-971a9a55ca9b,19,,"[44.8, 5.5]",3879842,0,,,,,2.4385164,,Left Foot,,,"[12.0, 33.3]",High Pass,,42.99628,,,Albano Benjamín Bizzarri,7803.0,,,,,,1,From Kick Off,Massimo Gobbi,8645.0,Left Back,2,Chievo,231,['4d4a1418-59c2-419a-b5b2-e57fdb7c04ae'],15,,,,,,,,,,,,,,,,Chievo,231,00:00:15.863,Pass,
,,,,,,,,,,,,,,,,,,,,2.376733,,,,,,,,,,,,,07d24aa7-dd01-4bdb-bde9-56d4c2f75baa,22,,"[11.6, 34.8]",3879842,0,,,,,0.609276,,Right Foot,,,"[53.3, 63.9]",High Pass,,50.849777,,Unknown,Lucas Nahuel Castro,7049.0,,,,,,1,From Kick Off,Albano Benjamín Bizzarri,7803.0,Goalkeeper,2,Chievo,231,['52c5cae7-04e8-4c89-8ae8-c4e7fd3f8808'],21,,,,,,,,,,,,,,,,Chievo,231,00:00:21.515,Pass,
,,,,,,,,,,,,,,,,,,,,2.446508,,,,,,,,,,,,,52679e40-eeb6-4197-a8a5-09e89f9bd8e2,26,,"[56.3, 59.0]",3879842,0,,,,,0.15300046,,Right Foot,,,"[99.1, 65.6]",High Pass,,43.30589,,,Antonio Floro Flores,27110.0,,,,,Free Kick,1,From Free Kick,Alessandro Gamberini,7052.0,Right Center Back,3,Chievo,231,['392cfd16-0724-4f12-99d0-aba8ea41d402'],38,,,,,,,,,,,,,,,,Chievo,231,00:00:38.830,Pass,
,,,,,,,,,,,,,,,,,,,,0.193083,,,,,,,,,,,,,bb9e9cfe-f3b1-41e0-8f25-983d8d598b94,31,,"[99.1, 71.4]",3879842,0,,,,,2.5415425,,Left Foot,,,"[97.2, 72.7]",Ground Pass,,2.302173,,Incomplete,Lucas Nahuel Castro,7049.0,,,,,,1,From Free Kick,Antonio Floro Flores,27110.0,Left Center Forward,3,Chievo,231,"['56aa91a1-200d-415a-b0ed-710f594a1b8d', '6e6dde95-7149-414d-be47-d7a22a736cd4', 'f860fac4-c5d2-432f-afa7-c29eab5c9f17']",43,,,,,,,,,,,,,,,,Chievo,231,00:00:43.106,Pass,True
,,,,,,,,,,,,,,,,,,,,1.415948,,,,,,,,,,,,,9cf983b6-42e6-49a7-9b81-3da05598a005,35,,"[34.3, 0.1]",3879842,0,,,,,0.5963776,,,,,"[48.0, 9.4]",High Pass,,16.558382,,,Alessandro Diamanti,19847.0,,,,,Throw-in,1,From Throw In,Davide Brivio,31231.0,Left Back,4,Atalanta,228,['dcde57b5-f079-4238-bb84-90af9cd9a4dc'],59,,,,,,,,,,,,,,,,Atalanta,228,00:00:59.011,Pass,
,,,,,,,,,,,,,,,,,,,,1.567345,,,,,,,,,,,,,b8e4a521-7a59-478c-966a-5cf5bafe8688,37,,"[48.0, 9.4]",3879842,1,,,,,0.85614604,,Head,,,"[53.9, 16.2]",High Pass,,9.002777,,Incomplete,Marco Borriello,8871.0,,,,,,1,From Throw In,Alessandro Diamanti,19847.0,Center Attacking Midfield,4,Atalanta,228,"['40e606c1-a31e-44f2-a839-55963a43d7d2', 'dafd5fec-4d77-4b0b-aaf8-c176b41e6fa4']",0,,,,,,,,,,,,,,,,Atalanta,228,00:01:00.467,Pass,
,,,,,,,,,,,,,,,,,,,,1.805538,,,,,,,,,,,,,dafd5fec-4d77-4b0b-aaf8-c176b41e6fa4,40,,"[66.2, 63.9]",3879842,1,,,,True,1.5263811,,,,,"[66.6, 72.9]",High Pass,,9.008884,,,Lucas Nahuel Castro,7049.0,,,,,Recovery,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,5,Chievo,231,"['0548c804-da71-4465-b737-b0911246b811', 'b8e4a521-7a59-478c-966a-5cf5bafe8688', 'e8acb15d-0596-4f48-8195-94f4a79f9982']",2,,,,,,,,,,,,,,,,Chievo,231,00:01:02.034,Pass,True
,,,,,,,,,,,,,,,,,,,,0.643205,,,,,,,,,,,,,4e2ea0f1-74b0-4b02-96d3-19fae0831815,43,,"[67.0, 71.2]",3879842,1,,,,,-0.6835298,,Right Foot,,,"[79.4, 61.1]",Ground Pass,,15.992811,,,Antonio Floro Flores,27110.0,,,,,,1,Regular Play,Lucas Nahuel Castro,7049.0,Right Center Midfield,5,Chievo,231,['28ce1059-5ac0-4d84-b348-bab3d171dd66'],5,,,,,,,,,,,,,,,,Chievo,231,00:01:05.076,Pass,
,,,,,,,,,,,,,,,,,,,,1.020053,,,,,,,,,,,,,08fca0fe-21c1-4f05-9bf4-46ee61fac43a,45,,"[79.4, 61.1]",3879842,1,,,,,-2.3884413,,Left Foot,,,"[76.2, 58.1]",Ground Pass,,4.3863425,,,Valter Birsa,7045.0,,,,,,1,Regular Play,Antonio Floro Flores,27110.0,Left Center Forward,5,Chievo,231,['2c846268-7f63-4c26-811a-828270df1c7d'],5,,,,,,,,,,,,,,,,Chievo,231,00:01:05.719,Pass,
,,,,,,,,,,,,,,,,,,,,0.275937,,,,,,,,,,,,,54e5fdb5-0d64-4abb-8a2a-ab8116ec7e52,48,,"[78.6, 57.7]",3879842,1,,,,,0.6365082,,Left Foot,,,"[80.9, 59.4]",Ground Pass,,2.86007,,Incomplete,Riccardo Meggiorini,11643.0,,,,,,1,Regular Play,Valter Birsa,7045.0,Center Attacking Midfield,5,Chievo,231,"['06f0dae6-ed83-4692-8bf9-587e85ddb759', 'dd1f1faf-e755-4277-bd67-8cdbf5f209f1']",7,,,,,,,,,,,,,,,,Chievo,231,00:01:07.360,Pass,
,,,,,,,,,,,,,,,,,,,,0.757531,,,,,,,,,,,,,67e05670-2908-4f18-8bc1-a6c5a879ab96,54,,"[78.8, 53.6]",3879842,1,,,,,-1.7016237,,Left Foot,,,"[78.3, 49.8]",Ground Pass,,3.8327537,,Unknown,Perparim Hetemaj,7046.0,,,,,,1,Regular Play,Antonio Floro Flores,27110.0,Left Center Forward,5,Chievo,231,"['34654679-eb2b-45ca-9732-e3f8dd090d12', '5227bd3d-5a95-415f-9665-bde9ca32695e']",9,,,,,,,,,,,,,,,,Chievo,231,00:01:09.962,Pass,True
