50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ed6bc429-fc27-4456-944d-89fb5e228e2b,1,,,3879558,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 387474, 'name': 'Igor Bubnjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 34}, {'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 28442, 'name': 'Matteo Fedele'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 58}, {'player': {'id': 387476, 'name': 'Raphael Martinho Alves de Lima'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 29}, {'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,245b29e2-5c7d-4128-860d-860d26811e84,2,,,3879558,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 28289, 'name': 'Gastón Alexis Silva Perdomo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 40351, 'name': 'Alessandro Gazzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 8193, 'name': 'Maximiliano Gastón López'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d05d9ee7-5bac-4674-be39-ea80e738602e,3,,,3879558,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['891bd742-63e8-43d5-9ec4-8546b31aa41d'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,891bd742-63e8-43d5-9ec4-8546b31aa41d,4,,,3879558,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['d05d9ee7-5bac-4674-be39-ea80e738602e'],0,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b78c97a3-88c6-4411-9094-ccddcf653761,1751,,,3879558,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Carpi,1683,['192205fa-a346-4fbf-893f-ae94bade4a08'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,192205fa-a346-4fbf-893f-ae94bade4a08,1752,,,3879558,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Carpi,1683,['b78c97a3-88c6-4411-9094-ccddcf653761'],0,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.325629,,,,,,,,,,,,,,,7484d732-ffd6-421d-82fd-ecd8041a528f,5,,"[60.0, 40.0]",3879558,0,,,,,-1.6814536,,Right Foot,,,"[59.7, 37.3]",,Ground Pass,,2.7166154,,,,,Maximiliano Gastón López,8193.0,,,,,Kick Off,1,From Kick Off,Fabio Quagliarella,7011.0,Left Center Forward,2,Torino,241,['1e45c23a-8a2d-4f23-965d-9564cc09854a'],1,,,,,,,,,,,,,,,,,,Torino,241,00:00:01.246,Pass,
,,,,,,,,,,,,,,,,,,,0.968766,,,,,,,,,,,,,,,cd2f60d9-6bdf-4cb6-ae12-ed26a502cbba,8,,"[58.5, 39.5]",3879558,0,,,,,-3.11099,,Right Foot,,,"[48.7, 39.2]",,Ground Pass,,9.804591,,,,,Alessandro Gazzi,40351.0,,,,,,1,From Kick Off,Maximiliano Gastón López,8193.0,Right Center Forward,2,Torino,241,['42b235af-091e-45f3-b3c5-37f0b9340596'],1,,,,,,,,,,,,,,,,,,Torino,241,00:00:01.579,Pass,
,,,,,,,,,,,,,,,,,,,1.52004,,,,,,,,,,,,,,,8495d8f0-5ec2-4693-959d-eca157ebd2b9,11,,"[48.7, 39.2]",3879558,0,,,,,2.1744006,,Left Foot,,,"[37.6, 55.3]",,Ground Pass,,19.555561,,,,,Cesare Bovo,40427.0,,,,,,1,From Kick Off,Alessandro Gazzi,40351.0,Center Defensive Midfield,2,Torino,241,['1ab3c813-1a9d-4c57-b2be-20e0ac28ba5c'],3,,,,,,,,,,,,,,,,,,Torino,241,00:00:03.668,Pass,
,,,,,,,,,,,,,,,,,,,1.884742,,,,,,,,,,,,,,,ea62217c-49aa-4dc9-b69d-5325e62c4a6f,14,,"[37.9, 54.7]",3879558,0,,,,,-1.4951118,,Right Foot,,,"[41.1, 12.5]",,High Pass,,42.32115,,,,,Emiliano Moretti,7476.0,,,True,,,1,From Kick Off,Cesare Bovo,40427.0,Right Center Back,2,Torino,241,['1754d0e8-952e-4750-a7db-180fcc0c88ba'],6,,,,,,,,,,,,,,,,,,Torino,241,00:00:06.472,Pass,
