50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.944502,,,,,,,,,,,,b688bab8-3360-4bcf-a2b9-2982e3f36a6b,16,,"[11.0, 38.7]",3878541,0,,,,,0.38496938,,Left Foot,,,"[72.7, 63.7]",,High Pass,,66.57244,,Incomplete,,Boško Janković,26442.0,,,,,,,1,From Kick Off,Rafael de Andrade Bittencourt Pinheiro,9887.0,Goalkeeper,2,Hellas Verona,226,"['50ad1817-4b62-4907-a27b-76ff230f7ead', '91e63402-4c3f-4020-ac76-78738def8bf2']",7,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:07.212,Pass,
,,,,,,,,,,,,,,,,,,,0.952558,,,,,,,,,,,,bfb83882-eb52-4eab-8cad-05796365924a,20,,"[69.0, 43.1]",3878541,0,,,,,0.7853982,,Left Foot,,,"[74.7, 48.8]",,Low Pass,,8.061017,,,,Boško Janković,26442.0,,,,,,Recovery,1,From Kick Off,Emil Hallfreðsson,5512.0,Left Center Midfield,2,Hellas Verona,226,['b3831d94-233d-4fec-8369-70ee36846728'],12,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:12.002,Pass,
,,,,,,,,,,,,,,,,,,,6.809977,,,,,,,,,,,,809619cf-3f3d-44df-8c6c-bf454fd6c37a,23,,"[74.7, 48.8]",3878541,0,,,,,0.35707617,,Right Foot,,,"[120.0, 65.7]",,High Pass,,48.349766,,Out,,Luca Toni,20252.0,,,,,,,1,From Kick Off,Boško Janković,26442.0,Right Wing,2,Hellas Verona,226,['43acf378-8640-42af-b8e2-3d8c58735cad'],13,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:13.114,Pass,
,,,,,,,,,,,,,,,,,,,3.603108,,,,,,,,,,,,764cd491-5894-4f7c-8226-e97a4a63ab1a,25,,"[6.0, 36.0]",3878541,0,,,,,-0.16100034,,Right Foot,,,"[72.5, 25.2]",,High Pass,,67.371284,,,,Edin Džeko,6973.0,,,,,,Goal Kick,1,From Goal Kick,Wojciech Szczęsny,5669.0,Goalkeeper,3,AS Roma,229,['dd558a18-19b6-4b6c-bd4a-ff40b5aa3a56'],43,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:43.252,Pass,
,,,,,,,,,,,,,,,,,,,0.358657,,,,,,,,,,,,dd1f7c22-6469-412c-acfb-231594b45184,32,,"[63.0, 78.5]",3878541,0,,,,,0.0,,Right Foot,,,"[65.8, 78.5]",,Ground Pass,,2.8,,,,Boško Janković,26442.0,,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Center Midfield,4,Hellas Verona,226,"['21cff15c-d0fc-4a10-939c-d996478aa2a1', 'fb5f5445-09a4-453f-84ac-5ee029e114a3']",52,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:52.012,Pass,True
,,,,,,,,,,,,,,,,,,,1.203787,,,,,,,,,,,,ca5b4139-59da-4e9b-8969-5a1a596f011b,40,,"[76.8, 66.1]",3878541,0,,,,,-1.0544592,,Right Foot,,,"[87.7, 46.9]",,Ground Pass,,22.07827,,,,Emil Hallfreðsson,5512.0,,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Center Midfield,4,Hellas Verona,226,['b663aa3f-270f-4745-8535-f47e0fde6d29'],58,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:58.019,Pass,
,,,,,,,,,,,,,,,,,,,1.638078,,,,,,,,,,,,c30e48d4-c175-4431-a035-b75d59d45fb0,43,,"[91.8, 41.5]",3878541,1,,,,,-1.0599735,71699df1-0d81-450b-a8db-2bb29f4d25ec,Left Foot,,,"[102.0, 23.3]",,Ground Pass,,20.863365,,,,Juan Ignacio Gómez Taleb,386651.0,True,,,,,,1,Regular Play,Emil Hallfreðsson,5512.0,Left Center Midfield,4,Hellas Verona,226,['bbd05ecb-3a31-4d00-a553-8b4c24945879'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:00.429,Pass,
,,,,,,,,,,,,,,,,,,,3.783965,,,,,,,,,,,,58263a46-55cd-4cf9-b958-44cf35aeeca1,47,,"[6.0, 36.0]",3878541,1,,,,,-0.18919902,,Right Foot,,,"[71.8, 23.4]",,High Pass,,66.99552,,,,Edin Džeko,6973.0,,,,,,Goal Kick,1,From Goal Kick,Wojciech Szczęsny,5669.0,Goalkeeper,5,AS Roma,229,['35530e24-6382-4acf-a14e-6c1118e14e98'],25,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:25.909,Pass,
,,,,,,,,,,,,,,,,,,,2.355801,,,,,,,,,,,,7e677784-1b0a-443d-b1a2-d01d6a4e1155,49,,"[71.8, 23.4]",3878541,1,,,,True,-0.39608145,,,,,"[77.3, 21.1]",,High Pass,,5.9615436,,Incomplete,,Gervais Lombe Yao Kouassi,15818.0,,,,,,,1,From Goal Kick,Edin Džeko,6973.0,Center Forward,5,AS Roma,229,"['4394e7e1-bec2-4de2-bc4d-e05d12fc35a8', '52f52cb0-c099-4dd4-a052-3f2b6eb0d92b', '63ba2f06-69cc-4ed1-aace-ebf569ce5247']",29,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:29.693,Pass,True
,,,,,,,,,,,,,,,,,,,2.688737,,,,,,,,,,,,63ba2f06-69cc-4ed1-aace-ebf569ce5247,52,,"[42.8, 59.0]",3878541,1,,,,,-0.66717803,,Head,,,"[57.4, 47.5]",,High Pass,,18.585209,,Incomplete,,Emil Hallfreðsson,5512.0,,,,,,Recovery,1,From Goal Kick,Eros Pisano,11342.0,Right Back,5,AS Roma,229,"['43af63b0-2bd5-44cc-9123-b8dc589d5a6a', '7e677784-1b0a-443d-b1a2-d01d6a4e1155', '9409d59f-106a-4d40-8065-e9b2bd5761fc']",32,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:32.049,Pass,
,,,,,,,,,,,,,,,,,,,1.333736,,,,,,,,,,,,43af63b0-2bd5-44cc-9123-b8dc589d5a6a,54,,"[62.7, 32.6]",3878541,1,,,,True,-0.24828991,,,,,"[76.9, 29.0]",,High Pass,,14.649232,,Incomplete,,Edin Džeko,6973.0,,,,,,Recovery,1,From Goal Kick,Daniele De Rossi,7051.0,Center Defensive Midfield,5,AS Roma,229,"['6076e19f-98f4-471f-836a-62a1dca87b2c', '63ba2f06-69cc-4ed1-aace-ebf569ce5247', 'a9afc078-623a-4882-a1b7-4b55ed9ec92e', 'f624f094-befa-4b2c-98e9-09c9f13d0749']",34,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:34.738,Pass,True
,,,,,,,,,,,,,,,,,,,0.673388,,,,,,,,,,,,a9afc078-623a-4882-a1b7-4b55ed9ec92e,57,,"[43.2, 51.1]",3878541,1,,,,,-0.67196316,,Head,,,"[47.6, 47.6]",,Low Pass,,5.6222773,,,,Leandro Greco,32119.0,,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,6,Hellas Verona,226,"['43af63b0-2bd5-44cc-9123-b8dc589d5a6a', 'c064482a-6f06-4d5f-b51c-3588b79db960']",36,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:36.071,Pass,
,,,,,,,,,,,,,,,,,,,0.660278,,,,,,,,,,,,3ac2bc64-7862-4b1d-9323-d2f89a5746cd,61,,"[46.6, 48.2]",3878541,1,,,,,1.0966779,,Left Foot,,,"[50.5, 55.8]",,Ground Pass,,8.542248,,,,Jacopo Sala,7020.0,,,,,,,1,Regular Play,Leandro Greco,32119.0,Center Defensive Midfield,6,Hellas Verona,226,"['7a98ef1b-1c9e-4ad3-a715-596c7c52e886', 'cb9b985d-81cb-4dc5-9795-df3b7579df44']",38,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:38.658,Pass,True
,,,,,,,,,,,,,,,,,,,0.826136,,,,,,,,,,,,d849976e-cf82-4c8d-8451-20ab9bf4d219,66,,"[48.9, 53.6]",3878541,1,,,,,-1.043853,,Right Foot,,,"[52.1, 48.1]",,Ground Pass,,6.3631754,,,,Leandro Greco,32119.0,,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Center Midfield,6,Hellas Verona,226,"['3e1aa70e-5942-4389-8311-3ac9bf99a2a1', '60f9531a-6f51-4130-95d5-db96be701e44', 'e196a500-4d5e-46cc-a618-48572bdb18c4']",40,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:40.041,Pass,True
,,,,,,,,,,,,,,,,,,,0.525379,,,,,,,,,,,,f88aef7f-319a-4bcc-9542-1a91dea08cd3,68,,"[52.1, 48.1]",3878541,1,,,,,2.7776136,,Right Foot,,,"[47.9, 49.7]",,Ground Pass,,4.494441,,,,Jacopo Sala,7020.0,,,,,,,1,Regular Play,Leandro Greco,32119.0,Center Defensive Midfield,6,Hellas Verona,226,['8e2ca481-2c6e-43d5-baba-1b8ddb525788'],40,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:40.867,Pass,
,,,,,,,,,,,,,,,,,,,1.800645,,,,,,,,,,,,86cb26ce-e0e2-40ee-81fa-abd91ac3dfc2,70,,"[47.9, 49.8]",3878541,1,,,,,-1.9376401,,Right Foot,,,"[40.1, 29.5]",,Ground Pass,,21.746954,,,,Samuel Souprayen,7695.0,,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Center Midfield,6,Hellas Verona,226,['29f4570e-0894-4091-819d-ba114ac7111a'],41,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:41.393,Pass,
,,,,,,,,,,,,,,,,,,,1.249139,,,,,,,,,,,,63b0afd0-4faa-4a83-8d34-f4194ce1c4c6,73,,"[56.2, 8.5]",3878541,1,,,,,2.7170956,,Left Foot,,,"[38.5, 16.5]",,Ground Pass,,19.423954,,,,Vangelis Moras,31488.0,,,,,,,1,Regular Play,Samuel Souprayen,7695.0,Left Back,6,Hellas Verona,226,['3d02abf4-4b3a-4b79-ac7a-096794256972'],47,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:47.922,Pass,
,,,,,,,,,,,,,,,,,,,1.877084,,,,,,,,,,,,da75a623-9c80-4241-9f9c-ded79fd39e75,76,,"[35.5, 22.8]",3878541,1,,,,,0.837692,,Right Foot,,,"[52.7, 41.9]",,Ground Pass,,25.703114,,,,Leandro Greco,32119.0,,,,,,,1,Regular Play,Vangelis Moras,31488.0,Left Center Back,6,Hellas Verona,226,['2e43f2d7-9b3e-47db-9ecd-fa53a2f08f92'],51,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:51.326,Pass,
,,,,,,,,,,,,,,,,,,,1.045168,,,,,,,,,,,,b2bf3661-ad52-4099-9c1c-2b099c5bcb74,79,,"[57.9, 64.0]",3878541,1,,,,,0.7307651,,Left Foot,,,"[71.4, 76.1]",,Ground Pass,,18.128983,,,,Jacopo Sala,7020.0,,,,,,,1,Regular Play,Leandro Greco,32119.0,Center Defensive Midfield,6,Hellas Verona,226,['f5d8d627-2c99-4992-9b58-871e74f9a152'],56,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:56.729,Pass,
,,,,,,,,,,,,,,,,,,,0.508819,,,,,,,,,,,,64841eb6-a167-4a31-8eb6-39e0af76d19b,83,,"[76.3, 77.2]",3878541,1,,True,,,-0.21608497,,Right Foot,,,"[88.6, 74.5]",,Ground Pass,,12.592855,,Incomplete,,Boško Janković,26442.0,,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Center Midfield,6,Hellas Verona,226,"['94ec0deb-5598-421c-ab41-561ec3f95b69', 'e830a2c5-1706-4da9-92f7-598add1be8aa']",59,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:59.226,Pass,
,,,,,,,,,,,,,,,,,,,0.848246,,,,,,,,,,,,b6035c86-1a8b-4b55-910c-771d10821f8e,87,,"[26.6, 1.6]",3878541,2,,,,,0.76101273,,Right Foot,,,"[30.8, 5.6]",,Ground Pass,,5.8,,,,Radja Nainggolan,6962.0,,,,,,,1,Regular Play,Vassilis Torosidis,8104.0,Left Back,7,AS Roma,229,"['784499f5-6caf-4567-82c9-55c4189eccab', '821cabf3-8664-41b8-8fd3-f2a3f3fc9565']",1,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:01.242,Pass,True
,,,,,,,,,,,,,,,,,,,0.224864,,,,,,,,,,,,0a236a25-59f5-4541-a3d4-da300765bc1d,91,,"[33.9, 8.4]",3878541,2,,,,,-0.4856221,,Right Foot,,,"[37.5, 6.5]",,Low Pass,,4.0706263,,Incomplete,,Miralem Pjanić,6947.0,,,,,,,1,Regular Play,Radja Nainggolan,6962.0,Left Center Midfield,7,AS Roma,229,"['68b4943f-fd17-4f70-b7f7-05cf5ba459ef', '88a65b74-a080-473f-ae1b-d3f55dedd888', 'b168056c-5900-4ccf-a5c1-ddefb393dd26']",3,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:03.219,Pass,True
,,,,,,,,,,,,,,,,,,,1.523106,,,,,,,,,,,,68fbb1e2-03ad-49a8-ae4f-a81164b39e39,97,,"[98.4, 65.7]",3878541,2,,,,,-2.4558632,,Left Foot,,,"[94.0, 62.1]",,Low Pass,,5.685068,,,,Jacopo Sala,7020.0,,,,,,,1,Regular Play,Leandro Greco,32119.0,Center Defensive Midfield,7,AS Roma,229,['928e8c24-f530-44c7-8900-a4b2988ca1cb'],6,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:06.390,Pass,
,,,,,,,,,,,,,,,,,,,2.578034,,,,,,,,,,,,ebadc30b-887f-465c-8450-02ce3e980579,100,,"[94.4, 61.9]",3878541,2,,,,,-0.87605804,,Right Foot,,,"[111.9, 40.9]",,High Pass,,27.335875,,Incomplete,,Luca Toni,20252.0,,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Center Midfield,7,AS Roma,229,"['28dadd58-0a46-4296-9060-a86ea9593f99', '85d1d8cd-0da7-48e8-a778-7de2e50c5aa3']",8,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:08.080,Pass,
,,,,,,,,,,,,,,,,,,,1.255352,,,,,,,,,,,,43cb318d-8ddf-4c14-8f17-2b0915e901ad,103,,"[13.9, 42.4]",3878541,2,,True,,,-0.031485654,,Keeper Arm,,,"[26.6, 42.0]",,Ground Pass,,12.706298,,,,Daniele De Rossi,7051.0,,,,,,,1,Regular Play,Wojciech Szczęsny,5669.0,Goalkeeper,7,AS Roma,229,['625d21c5-7996-44b9-8788-4393501ed822'],15,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:15.222,Pass,
,,,,,,,,,,,,,,,,,,,0.973352,,,,,,,,,,,,04129a8d-730c-43d2-822f-0e1c33947f5c,105,,"[30.9, 40.8]",3878541,2,,,,,-0.045082215,,Right Foot,,,"[44.2, 40.2]",,Ground Pass,,13.313527,,,,Mohamed Salah,3531.0,,,,,,,1,Regular Play,Daniele De Rossi,7051.0,Center Defensive Midfield,7,AS Roma,229,['0589b20a-3bd1-409e-b7fd-4c09c7678b85'],18,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:18.023,Pass,
,,,,,,,,,,,,,,,,,,,0.40129,,,,,,,,,,,,85a5a6e1-20d3-41c0-bbbd-4b5c4629c0d2,108,,"[44.2, 40.2]",3878541,2,,,,,-2.6868734,,Left Foot,,,"[39.7, 38.0]",,Ground Pass,,5.0089917,,,,Miralem Pjanić,6947.0,,,,,,,1,Regular Play,Mohamed Salah,3531.0,Left Wing,7,AS Roma,229,['ad033fb3-a7a9-4bd8-a324-7dec49c21d5f'],19,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:19.384,Pass,
,,,,,,,,,,,,,,,,,,,0.578391,,,,,,,,,,,,78eaa51b-b05a-4eca-8dff-946b1ac2f1d8,111,,"[46.8, 30.7]",3878541,2,,,,,0.87029994,,Right Foot,,,"[51.1, 35.8]",,Ground Pass,,6.670832,,,,Radja Nainggolan,6962.0,,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Right Center Midfield,7,AS Roma,229,['b4644880-64c3-45e0-9c48-7dae42f78449'],24,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:24.851,Pass,
,,,,,,,,,,,,,,,,,,,1.693222,,,,,,,,,,,,a4ea66fb-362b-454c-b060-7b1b6dadfbf6,114,,"[49.9, 33.5]",3878541,2,,,,,-2.586414,,Left Foot,,,"[34.1, 23.7]",,Ground Pass,,18.592472,,,,Leandro Castán da Silva,7961.0,,,,,,,1,Regular Play,Radja Nainggolan,6962.0,Left Center Midfield,7,AS Roma,229,['7f4160e9-cb4c-43a3-a28d-8ea69c79d8c4'],26,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:26.622,Pass,
,,,,,,,,,,,,,,,,,,,1.6773,,,,,,,,,,,,abf0020a-1b87-4d09-b335-df9b15943835,117,,"[38.1, 27.2]",3878541,2,,,,,1.0886704,,Left Foot,,,"[48.2, 46.5]",,Ground Pass,,21.78302,,,,Daniele De Rossi,7051.0,,,,,,,1,Regular Play,Leandro Castán da Silva,7961.0,Left Center Back,7,AS Roma,229,['7bd6b976-b8a6-46e3-b99d-f9938505f0d0'],29,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:29.968,Pass,
,,,,,,,,,,,,,,,,,,,1.28514,,,,,,,,,,,,1ca3f328-c48e-4a8f-9793-31627e52984c,120,,"[48.2, 46.8]",3878541,2,,,,,-2.1367111,,Left Foot,,,"[38.1, 30.9]",,Ground Pass,,18.836666,,,,Leandro Castán da Silva,7961.0,,,,,,,1,Regular Play,Daniele De Rossi,7051.0,Center Defensive Midfield,7,AS Roma,229,['b6f3c981-cacb-4b57-9467-0d278d449a90'],32,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:32.948,Pass,
