50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8045e677-c3ab-4730-92ba-cc876afb7936,1,,,3879637,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 7778, 'name': 'Ştefan Daniel Radu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 22828, 'name': 'Ricardo Kishna'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 88}, {'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 87}, {'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e022368a-ba1c-48b4-bc91-4041df063213,2,,,3879637,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 6945, 'name': 'Alex Sandro Lobo Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7013, 'name': 'Stefano Sturaro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 6940, 'name': 'Kwadwo Asamoah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e358d2c2-f338-40b3-bc54-16bdf4b96300,3,,,3879637,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,['0532625f-a111-4fab-adf8-f131f6458e9e'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0532625f-a111-4fab-adf8-f131f6458e9e,4,,,3879637,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,['e358d2c2-f338-40b3-bc54-16bdf4b96300'],0,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,05b43863-b59d-4a66-a91f-78112edbb5ff,1891,,,3879637,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Juventus,224,['c942acb0-45d8-45e4-ab8c-47582810e61b'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c942acb0-45d8-45e4-ab8c-47582810e61b,1892,,,3879637,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Juventus,224,['05b43863-b59d-4a66-a91f-78112edbb5ff'],0,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.368891,,,,,,,,,,,,,a373f5e7-cf8d-4d2a-a3b8-3ea30eba4b43,5,,"[61.0, 40.1]",3879637,0,,True,,,3.0207558,,Right Foot,,,"[47.0, 41.8]",,Ground Pass,,14.102837,,,,Lucas Rodrigo Biglia,5510.0,,,,,Kick Off,1,From Kick Off,Sergej Milinković-Savić,5589.0,Center Attacking Midfield,2,Lazio,236,['154bbcf2-25f4-440b-ab82-322c8403e7c4'],1,,,,,,,,,,,,,,,,Lazio,236,00:00:01.055,Pass,
,,,,,,,,,,,,,,,,,,1.767053,,,,,,,,,,,,,398d7274-fdb2-45fa-8675-a3e2d24f4b5e,7,,"[48.1, 41.0]",3879637,0,,,,,1.693979,,Left Foot,,,"[44.2, 72.5]",,Ground Pass,,31.74051,,,,Dušan Basta,8443.0,,,,,,1,From Kick Off,Lucas Rodrigo Biglia,5510.0,Right Defensive Midfield,2,Lazio,236,['d71091ad-f17a-4451-8b53-275bd7d571b2'],2,,,,,,,,,,,,,,,,Lazio,236,00:00:02.602,Pass,
,,,,,,,,,,,,,,,,,,0.610195,,,,,,,,,,,,,989cf2b7-2982-4e15-9add-ca008a5c10fd,10,,"[48.7, 67.8]",3879637,0,,,,,1.1618885,,Right Foot,,,"[52.6, 76.8]",,Ground Pass,,9.80867,,,,Antonio Candreva,7776.0,,,,,,1,From Kick Off,Dušan Basta,8443.0,Right Back,2,Lazio,236,['4530509a-2391-48f1-9632-79c76e1d2ad1'],5,,,,,,,,,,,,,,,,Lazio,236,00:00:05.874,Pass,
,,,,,,,,,,,,,,,,,,3.184556,,,,,,,,,,,,,7bef8d69-74cc-46c9-84ef-347112f6bb89,13,,"[49.6, 75.3]",3879637,0,,,,,-2.4149504,,Right Foot,,,"[22.6, 51.3]",,Low Pass,,36.124783,,,,Maurício dos Santos Nascimento,9939.0,,,,,,1,From Kick Off,Antonio Candreva,7776.0,Left Wing,2,Lazio,236,['e3547461-556d-43bf-aae8-6a5f0cbe537c'],6,,,,,,,,,,,,,,,,Lazio,236,00:00:06.770,Pass,
