ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9c8757e2-46fb-4de9-8edf-6c1d144ae02f,1,,,3879870,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6590, 'name': 'Norberto Murara Neto'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 25345, 'name': 'Anderson Hernanes de Carvalho Andrade'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 37}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,41ab5eb6-89a2-46f4-a110-61f9c31ad88f,2,,,3879870,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 7804, 'name': 'Alberto Brignoli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 26}, {'player': {'id': 6990, 'name': 'Milan Škriniar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 37}, {'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 22}, {'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 15959, 'name': 'Nenad Krstičić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a3b7dfe2-4df0-42e7-a586-4282fbe5f1a9,3,,,3879870,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['8cf25e04-672e-4fc9-8508-8553fbbf9b42'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8cf25e04-672e-4fc9-8508-8553fbbf9b42,4,,,3879870,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['a3b7dfe2-4df0-42e7-a586-4282fbe5f1a9'],0,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4de736aa-e597-4d32-acc1-5596a83eeb16,1855,,,3879870,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,88,Juventus,224,['2add16a6-80c5-4177-b615-e0e9ed5845c5'],0,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2add16a6-80c5-4177-b615-e0e9ed5845c5,1856,,,3879870,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,88,Juventus,224,['4de736aa-e597-4d32-acc1-5596a83eeb16'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.460035,,,,,,,,,,,,,,1c41598e-1e18-45b3-add6-46554f58ca02,5,,"[60.0, 40.0]",3879870,0,True,,,1.9655875,,Left Foot,,,"[59.0, 42.4]",,Ground Pass,,2.6,,,,,Mario Mandžukić,5472.0,,,,,Kick Off,1,From Kick Off,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,2,Juventus,224,['a3de5303-936f-44b0-a509-ae9ca63b1576'],0,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.272,Pass,
,,,,,,,,,,,,,,1.445646,,,,,,,,,,,,,,df0d45f4-0df2-4381-87b3-2437877e7b75,7,,"[57.6, 41.1]",3879870,0,True,,,-3.0411565,,Right Foot,,,"[44.7, 39.8]",,Ground Pass,,12.965339,,,,,Anderson Hernanes de Carvalho Andrade,25345.0,,,,,,1,From Kick Off,Mario Mandžukić,5472.0,Left Center Forward,2,Juventus,224,['86ac5b95-811f-4fc7-ad18-b7dd05911187'],0,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.812,Pass,
,,,,,,,,,,,,,,1.001997,,,,,,,,,,,,,,df6db27d-58e2-4d18-9fac-caf0e601174e,9,,"[43.9, 44.0]",3879870,0,,,,0.89983845,,Right Foot,,,"[51.6, 53.7]",,Ground Pass,,12.384668,,,,,Roberto Maximiliano Pereyra,3579.0,,,,,,1,From Kick Off,Anderson Hernanes de Carvalho Andrade,25345.0,Center Defensive Midfield,2,Juventus,224,['a3288094-2a92-4eb6-9296-244b6d4a3dd8'],3,,,,,,,,,,,,,,,,,,Juventus,224,00:00:03.362,Pass,
,,,,,,,,,,,,,,1.137411,,,,,,,,,,,,,,c499522c-4b74-4ccf-8f2f-70817ebc8259,12,,"[48.8, 55.6]",3879870,0,,,,2.1674566,,Right Foot,,,"[41.6, 66.2]",,Ground Pass,,12.8140545,,,,,Leonardo Bonucci,7173.0,,,,,,1,From Kick Off,Roberto Maximiliano Pereyra,3579.0,Right Center Midfield,2,Juventus,224,['79afae39-ea3d-4b9d-bcbd-4cc44e974a9a'],5,,,,,,,,,,,,,,,,,,Juventus,224,00:00:05.454,Pass,
