50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7d49f794-fe12-423d-ba54-bfc5b13ec96d,1,,,3879625,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 3577, 'name': 'Molla Wagué'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 37999, 'name': 'Rodrigo Sebastián Aguirre Soto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 74}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 77}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,46c017c9-852b-4fef-9418-04396688af46,2,,,3879625,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 87}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 27595, 'name': 'Carlos Mario Carbonero Mancilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 77}, {'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,856499ec-f769-4e58-bf47-7ff0c646108c,3,,,3879625,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,['67cb05b3-185d-4683-b43b-6f5be8e6ed1c'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,67cb05b3-185d-4683-b43b-6f5be8e6ed1c,4,,,3879625,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,['856499ec-f769-4e58-bf47-7ff0c646108c'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,512e3ab7-b37c-4b22-b512-d62013b001fd,1829,,,3879625,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,98,Udinese,230,['80223796-acea-4fcb-99ba-ae52ce8e4c2e'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,80223796-acea-4fcb-99ba-ae52ce8e4c2e,1830,,,3879625,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,98,Udinese,230,['512e3ab7-b37c-4b22-b512-d62013b001fd'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.112967,,,,,,,,,,,,,51473371-87d9-4ae9-9e41-beb02091ce81,5,,"[60.0, 40.0]",3879625,0,True,,,1.8313987,,Right Foot,,,"[59.2, 43.0]",,Ground Pass,,3.104835,,,Luis Fernando Muriel Fruto,6334.0,,,,,Kick Off,1,From Kick Off,Eder Citadin Martins,7000.0,Left Wing,2,Sampdoria,234,['d85fe6a7-f88a-46d2-8b48-c438e758740b'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.042,Pass,
,,,,,,,,,,,,,,,1.263369,,,,,,,,,,,,,a95085d6-1aa6-40a6-883e-51cd0ec5976a,7,,"[59.2, 42.6]",3879625,0,,,,-2.6211343,,Right Foot,,,"[51.0, 37.9]",,Ground Pass,,9.451455,,,Fernando Lucas Martins,16586.0,,,,,,1,From Kick Off,Luis Fernando Muriel Fruto,6334.0,Center Forward,2,Sampdoria,234,['0fe39232-2406-4503-90c6-f71d237c44cc'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.220,Pass,
,,,,,,,,,,,,,,,0.819347,,,,,,,,,,,,,811450c5-501c-443a-a2e7-c597dbbc7722,10,,"[50.8, 37.8]",3879625,0,,,,2.040309,,Right Foot,,,"[43.9, 51.4]",,Ground Pass,,15.250246,,,Roberto Soriano,6759.0,,,,,,1,From Kick Off,Fernando Lucas Martins,16586.0,Center Defensive Midfield,2,Sampdoria,234,['cc92cb21-261b-48a3-a552-cf0daa32941c'],2,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:02.214,Pass,
,,,,,,,,,,,,,,,1.736403,,,,,,,,,,,,,6125dcdf-669e-4c23-a62c-ea69b80da8a7,12,,"[43.9, 51.4]",3879625,0,,,,-2.8899026,,Right Foot,,,"[29.9, 47.8]",,Ground Pass,,14.455449,,,Matías Agustín Silvestre,7019.0,,,,,,1,From Kick Off,Roberto Soriano,6759.0,Right Center Midfield,2,Sampdoria,234,['84b6ed1e-b6a2-432c-b71c-925965b778b0'],3,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:03.033,Pass,
