50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0c9c3408-77a9-49d4-aa26-e0710e125678,1,,,3879817,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 55}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 77}, {'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 44}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ea82b896-6418-4f24-8244-1a42b565a2a3,2,,,3879817,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 3949, 'name': 'Manolo Gabbiadini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,45f7cb6c-3652-4e6c-92ae-488718e68fa5,3,,,3879817,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['dc8c578a-397e-4229-a6d8-8c31f31cecc5'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dc8c578a-397e-4229-a6d8-8c31f31cecc5,4,,,3879817,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['45f7cb6c-3652-4e6c-92ae-488718e68fa5'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,85e0317c-0966-4acb-b160-8022fc733558,1980,,,3879817,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Napoli,227,['f66a52a1-e9bd-4d9a-a173-fffd7569716f'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f66a52a1-e9bd-4d9a-a173-fffd7569716f,1981,,,3879817,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Napoli,227,['85e0317c-0966-4acb-b160-8022fc733558'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.365474,,,,,,,,,,,,1dd1fa9b-f9b5-43ec-9da4-9a33c64fcdcf,5,,"[60.0, 40.0]",3879817,0,,,,2.819842,,Right Foot,,,,"[59.7, 40.1]",,Ground Pass,,0.31622776,,,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,Kick Off,1,From Kick Off,Stevan Jovetić,3434.0,Center Attacking Midfield,2,Inter Milan,238,['5fe17086-f449-4afe-885d-e3647f3786ce'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.885,Pass,
,,,,,,,,,,,,,,,,,,1.176156,,,,,,,,,,,,00a4dda5-c9a9-466d-ada7-714d55d680e2,7,,"[60.9, 38.4]",3879817,0,,,,3.1415927,,Right Foot,,,,"[45.5, 38.4]",,Ground Pass,,15.4,,,,Gary Alexis Medel Soto,16453.0,,,,,,,1,From Kick Off,Mauro Emanuel Icardi Rivero,6987.0,Center Forward,2,Inter Milan,238,['b85c9bee-727d-407f-a1d4-85c0db79daad'],1,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:01.251,Pass,
,,,,,,,,,,,,,,,,,,1.454645,,,,,,,,,,,,146c897f-acab-41f6-a6e1-1fd1ddbaed3c,10,,"[41.2, 34.8]",3879817,0,,,,1.759738,,Right Foot,,,,"[35.1, 66.7]",,Ground Pass,,32.477993,,,,Danilo D''Ambrosio,6984.0,,,,,,,1,From Kick Off,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,2,Inter Milan,238,['820edba0-15c9-464e-9e74-1b8182d897f6'],4,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:04.043,Pass,
,,,,,,,,,,,,,,,,,,3.391028,,,,,,,,,,,,2cc51a90-b81f-45a4-ac55-9f3f85b8f4f1,14,,"[37.3, 71.5]",3879817,0,,,,-0.088728525,,Right Foot,,,,"[98.0, 66.1]",,High Pass,,60.939724,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,,1,From Kick Off,Danilo D''Ambrosio,6984.0,Right Back,2,Inter Milan,238,"['dc32f494-93fb-4674-82ff-619ad2cb8b66', 'f656cb25-11e8-4368-b6b4-858275d73f03', 'fad09e41-83c8-4f3b-8efc-1c1cf0ae7802']",7,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:07.192,Pass,True
