50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7ea9e2a3-307c-44d9-9315-253710da0f59,1,,,3879563,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 11512, 'name': 'Rade Krunić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 33}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cc00c175-4d71-47e7-a374-b92af980f67b,2,,,3879563,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 32903, 'name': 'Emanuele Terranova'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 83}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 92}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f978c8c-5290-4987-835a-ba5061f12e57,3,,,3879563,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['750f467e-6414-4f1d-bb08-624cde41d022'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,750f467e-6414-4f1d-bb08-624cde41d022,4,,,3879563,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['1f978c8c-5290-4987-835a-ba5061f12e57'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,80fcb915-a0a9-4e6f-a812-e85bdb70cb59,1653,,,3879563,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Sassuolo,232,['b482b557-6a3c-4f8c-aa91-aac927026c03'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b482b557-6a3c-4f8c-aa91-aac927026c03,1654,,,3879563,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Sassuolo,232,['80fcb915-a0a9-4e6f-a812-e85bdb70cb59'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,586e19fa-459f-4740-a5c8-a03855e08eb8,5,,"[60.0, 40.0]",3879563,0,,True,,,-1.7234457,,Right Foot,,,"[59.6, 37.4]",,Ground Pass,,2.6305892,,,,Massimo Maccarone,40252.0,,,,Kick Off,1,From Kick Off,Manuel Pucciarelli,7054.0,Right Center Forward,2,Empoli,290,['857bfeb8-5601-4896-a6b9-8ac709360cbf'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.996,Pass,
,,,,,,,,,,,,,,,,,,1.638518,,,,,,,,,,,,,aaccde1f-5594-454d-acd0-04e9c048a2fc,7,,"[59.6, 37.2]",3879563,0,,,,,3.0783288,,Right Foot,,,"[37.5, 38.6]",,Ground Pass,,22.144299,,,,Andrea Costa,8664.0,,,,,1,From Kick Off,Massimo Maccarone,40252.0,Left Center Forward,2,Empoli,290,['168064b0-39e3-4b6a-934a-c3a940038328'],1,,,,,,,,,,,,,,,,,Empoli,290,00:00:01.156,Pass,
,,,,,,,,,,,,,,,,,,0.753258,,,,,,,,,,,,,aca26558-f05b-47cd-905b-76687959c05c,9,,"[41.0, 38.6]",3879563,0,,,,,1.5707964,,Right Foot,,,"[41.0, 41.3]",,Ground Pass,,2.7,,,,Lorenzo Tonelli,7160.0,,,,,1,From Kick Off,Andrea Costa,8664.0,Left Center Back,2,Empoli,290,['60c384d0-c30c-4f5c-87cd-ecbd57cca480'],2,,,,,,,,,,,,,,,,,Empoli,290,00:00:02.794,Pass,
,,,,,,,,,,,,,,,,,,2.823045,,,,,,,,,,,,,6e9c898d-aadd-46da-a36e-e6e87d83d055,11,,"[41.0, 41.3]",3879563,0,,,,,0.6865383,,Left Foot,,,"[88.1, 79.9]",,High Pass,,60.89639,,Out,,Vincent Laurini,7155.0,,,,,1,From Kick Off,Lorenzo Tonelli,7160.0,Right Center Back,2,Empoli,290,['c5566826-8715-4735-b3e3-7f3c257350f7'],3,,,,,,,,,,,,,,,,,Empoli,290,00:00:03.547,Pass,
