50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6fd3d9e4-04ab-463d-994c-86f0cbdc4797,1,,,3879752,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 88}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 30}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 7852, 'name': 'Tim Matavž'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 42}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0f856bb4-1378-4be1-84d9-41589df59bf0,2,,,3879752,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 46670, 'name': 'Iván Rodrigo Piris Leguizamón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 89}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 21}, {'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 53}, {'player': {'id': 6729, 'name': 'Guilherme dos Santos Torres'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 55}, {'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 77}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7fc601c0-7d9a-483e-ab73-10202d437198,3,,,3879752,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['1fce56f4-d14a-4aca-aad0-f682f1c4d298'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1fce56f4-d14a-4aca-aad0-f682f1c4d298,4,,,3879752,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['7fc601c0-7d9a-483e-ab73-10202d437198'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9ae89609-70aa-4187-a90a-d8feb8cb2ddb,1786,,,3879752,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Genoa,233,['3e2894a5-dffb-4d3b-8c5c-236d0f7b1bed'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3e2894a5-dffb-4d3b-8c5c-236d0f7b1bed,1787,,,3879752,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Genoa,233,['9ae89609-70aa-4187-a90a-d8feb8cb2ddb'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.416111,,,,,,,,,,,,,,,99869d29-ee30-4de1-b3cf-b5ae56f88df3,5,,"[61.0, 40.1]",3879752,0,,,,1.5707964,,Right Foot,,,,"[61.0, 45.6]",Ground Pass,,5.5,,,,Luca Rigoni,7461.0,,,,,Kick Off,1,From Kick Off,Tim Matavž,7852.0,Center Forward,2,Genoa,233,['75e196bb-5482-4be2-9dad-2678baadf08c'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.943,Pass,
,,,,,,,,,,,,,,,,,1.089034,,,,,,,,,,,,,,,054c9f57-c24d-46b0-badc-ab9e726aa822,8,,"[60.7, 45.6]",3879752,0,,,,-2.840987,,Right Foot,,,,"[50.7, 42.5]",Ground Pass,,10.46948,,,,Blerim Džemaili,5554.0,,,,,,1,From Kick Off,Luca Rigoni,7461.0,Right Defensive Midfield,2,Genoa,233,['a60b7a96-ea5b-4962-9889-fa7bf48d52a3'],1,,,,,,,,,,,,,,,,,,Genoa,233,00:00:01.389,Pass,
,,,,,,,,,,,,,,,,,1.974512,,,,,,,,,,,,,,,bfb370a4-d1f9-4fbc-9267-39f8d613deda,11,,"[55.6, 42.5]",3879752,0,,,,-2.327179,,Right Foot,,,,"[37.2, 23.0]",Ground Pass,,26.810633,,,,Armando Izzo,9940.0,,,,,,1,From Kick Off,Blerim Džemaili,5554.0,Left Defensive Midfield,2,Genoa,233,['66250c4c-1186-4233-8c1c-533ad494ce5c'],3,,,,,,,,,,,,,,,,,,Genoa,233,00:00:03.918,Pass,
,,,,,,,,,,,,,,,,,1.545612,,,,,,,,,,,,,,,51ecfb04-da13-4510-886a-292a5e84822b,14,,"[38.4, 24.1]",3879752,0,,,,2.3727674,,Left Foot,,,,"[29.2, 33.0]",Ground Pass,,12.80039,,,,Nicolás Andrés Burdisso,7467.0,,,,,,1,From Kick Off,Armando Izzo,9940.0,Left Center Back,2,Genoa,233,['7a340001-b326-4c62-aecb-d3f369218fab'],7,,,,,,,,,,,,,,,,,,Genoa,233,00:00:07.570,Pass,
