50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,80702216-9e36-44e8-aadc-b8172bb91d73,1,,,,3879595,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 95}, {'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 69}, {'player': {'id': 26220, 'name': 'Matuzalém Francelino da Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2f3f1a10-9c39-4c05-8a03-67010a4cdef1,2,,,,3879595,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 5663, 'name': 'Jakub Błaszczykowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a5408de6-103e-4bff-afa4-8392f9a14b42,3,,,,3879595,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['2ed9f9f5-69fd-42d2-bbef-2a160a3fcdc8'],0,,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2ed9f9f5-69fd-42d2-bbef-2a160a3fcdc8,4,,,,3879595,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['a5408de6-103e-4bff-afa4-8392f9a14b42'],0,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,72b0ac9a-cb29-45a4-b84a-36743db07161,1834,,,,3879595,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Fiorentina,239,['ba3a6251-17c2-4d8d-8e6d-d5d2fffb45fe'],0,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ba3a6251-17c2-4d8d-8e6d-d5d2fffb45fe,1835,,,,3879595,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Fiorentina,239,['72b0ac9a-cb29-45a4-b84a-36743db07161'],0,,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.369157,,,,,,,,,,,,7b288625-851c-4bfb-aac7-036d78b0b935,5,,,"[60.0, 40.0]",3879595,0,,,,-2.8741817,,Right Foot,,,"[45.4, 36.0]",,Ground Pass,,15.138032,,,,Matuzalém Francelino da Silva,26220.0,,,,,Kick Off,1,From Kick Off,Juan Ignacio Gómez Taleb,386651.0,Center Forward,2,Hellas Verona,226,['264d17b1-5279-4b8b-a371-0a839808bb47'],0,,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.684,Pass,
,,,,,,,,,,,,,,,,,,,1.489203,,,,,,,,,,,,1da486b4-00a9-4136-9e73-b5ad7051c19c,8,,,"[45.4, 36.0]",3879595,0,,,,-1.6756732,,Left Foot,,,"[42.2, 5.6]",,Ground Pass,,30.567957,,,,Samuel Souprayen,7695.0,,,,,,1,From Kick Off,Matuzalém Francelino da Silva,26220.0,Center Defensive Midfield,2,Hellas Verona,226,['3a03e6c4-afe6-471a-b451-ad8d03a1466c'],3,,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:03.422,Pass,
,,,,,,,,,,,,,,,,,,,3.644396,,,,,,,,,,,,8b6b0dc5-35a0-4251-8b79-418ca270fd9b,11,,,"[42.2, 5.6]",3879595,0,,,,2.0529819,,Left Foot,,,"[24.3, 39.8]",,High Pass,,38.601166,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Kick Off,Samuel Souprayen,7695.0,Left Back,2,Hellas Verona,226,['64228a74-a661-4aa8-a6b4-2d98c2a8c1ab'],6,,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:06.958,Pass,
,,,,,,,,,,,,,,,,,,,1.596731,,,,,,,,,,,,090a7c7b-033d-4f5e-843f-241e9ef3c00d,15,,,"[22.8, 44.2]",3879595,0,,,,1.58878,,Right Foot,,,"[22.3, 72.0]",,Ground Pass,,27.804497,,,,Eros Pisano,11342.0,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Hellas Verona,226,"['4a8e0231-75f7-4eff-852a-c8e2a280df02', 'edb01b5d-5b8e-4fc8-b6b4-3dca64cf2bca']",11,,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:11.368,Pass,True
