50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,ca82de0a-d850-4307-a0bc-7626ef79155d,1,,,3879740,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 13612, 'name': 'Lorenzo Ariaudo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 37}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,6c49c7f6-77c7-44c8-9a33-b06620460035,2,,,3879740,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 386509, 'name': 'Adriano Russo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8661, 'name': 'Daniel Pavlovic'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 386512, 'name': 'Alessandro Frara'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 9898, 'name': 'Aleksandar Tonev'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,c03b3daf-c52f-426f-8a24-0a3fa6f12a8a,3,,,3879740,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['d6e7d240-76f7-4a06-bcd4-9d460868c972'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,d6e7d240-76f7-4a06-bcd4-9d460868c972,4,,,3879740,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['c03b3daf-c52f-426f-8a24-0a3fa6f12a8a'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,9fe0c188-fe0c-4d61-b460-cc2ded5b964c,1679,,,3879740,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Empoli,290,['6971a471-5691-4e0f-8cc0-06d29822bce7'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,6971a471-5691-4e0f-8cc0-06d29822bce7,1680,,,3879740,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Empoli,290,['9fe0c188-fe0c-4d61-b460-cc2ded5b964c'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,1.91746,,,,,,,,,,,,,,,,74b48391-ec55-42f5-8921-9dbc303f9d74,5,,"[61.0, 40.1]",3879740,0,,,,3.0613058,,Right Foot,,,,"[34.9, 42.2]",,Ground Pass,,26.184347,,,,Leonardo Blanchard,387847.0,,,,,Kick Off,1,From Kick Off,Paolo Sammarco,23349.0,Right Center Midfield,2,Frosinone,291,['58d34557-42a8-4d95-92a7-47c0665d3514'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.721,Pass,
,,,,,,,,,,,,,,,,,,,,3.668594,,,,,,,,,,,,,,,,2b0a6a50-4869-405e-bcce-7000d0ab159b,9,,"[35.3, 39.2]",3879740,0,,,,-0.22008263,,Left Foot,,,,"[95.2, 25.8]",,High Pass,,61.380535,,Incomplete,,,,,,,,,1,From Kick Off,Leonardo Blanchard,387847.0,Left Center Back,2,Frosinone,291,"['d2d3d1a9-4de4-4dbd-9015-ac93a515cf01', 'f952a00e-ec48-4777-a845-c7c1030b8a5f']",5,,,,,,,,,,,,,,,,,Frosinone,291,00:00:05.154,Pass,True
,,,,,,,,,,,,,,,,,,,,0.721895,,,,,,,,,,,,,,,,9338ddc2-d3e1-48ef-8d15-f71fe0ee3a34,13,,"[26.0, 54.3]",3879740,0,,,,-1.1145835,,Right Foot,,,,"[31.3, 43.5]",,Ground Pass,,12.030378,,,,Leandro Daniel Paredes,16308.0,,,,,,1,Regular Play,Marco Zambelli,40250.0,Right Back,3,Empoli,290,"['371bb9b4-4174-40ee-8cfd-074c9c8e8a0a', 'a361bf11-2bc8-4660-b9f1-6fdefa21709e']",9,,,,,,,,,,,,,,,,,Empoli,290,00:00:09.869,Pass,True
,,,,,,,,,,,,,,,,,,,,0.727737,,,,,,,,,,,,,,,,6a8e049c-1c75-4cc5-9e3e-14b89fd6a36c,16,,"[31.3, 43.5]",3879740,0,,,,0.4552796,,Right Foot,,,,"[40.9, 48.2]",,Ground Pass,,10.688779,,,,Riccardo Saponara,7150.0,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,3,Empoli,290,['d4e98128-7baa-474b-8a7a-329c63f5334e'],11,,,,,,,,,,,,,,,,,Empoli,290,00:00:11.457,Pass,
