50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5c3a4e94-f6fc-4ec4-b2a4-856555401092,1,,,3879694,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a440f0cd-6ec6-43c8-a642-fc8cb460e511,2,,,3879694,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6991, 'name': 'Etrit Berisha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7778, 'name': 'Ştefan Daniel Radu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 87}, {'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,89adb44c-aa4c-49fa-b199-51dd49123c66,3,,,3879694,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['b6d46cf8-34fd-4509-9747-f0a2125d88c0'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b6d46cf8-34fd-4509-9747-f0a2125d88c0,4,,,3879694,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['89adb44c-aa4c-49fa-b199-51dd49123c66'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fbc03de8-141c-4c61-ac5a-8fc4cced0110,1693,,,3879694,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Lazio,236,['9c48d5d2-a446-4564-8538-3b64a4c61e36'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9c48d5d2-a446-4564-8538-3b64a4c61e36,1694,,,3879694,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Lazio,236,['fbc03de8-141c-4c61-ac5a-8fc4cced0110'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.336313,,,,,,,,,,,,,,,558ca52b-ab22-4e61-98bd-7059f775af97,5,,"[60.0, 40.0]",3879694,0,,,,,1.7273982,,Left Foot,,,,"[59.7, 41.9]",,Ground Pass,,1.9235384,,,Matteo Brighi,18027.0,,,,,Kick Off,1,From Kick Off,Mattia Destro,8103.0,Center Forward,2,Bologna,240,['068d08e7-29ef-489d-a799-d50fedbbf3c1'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.735,Pass,
,,,,,,,,,,,,,,,,1.01973,,,,,,,,,,,,,,,e1e03f26-6632-4a02-9c5c-bed2b4fcf923,8,,"[59.3, 41.6]",3879694,0,,,,,-2.477952,,Right Foot,,,,"[46.0, 31.2]",,Ground Pass,,16.883425,,,Amadou Diawara,8284.0,,,,,,1,From Kick Off,Matteo Brighi,18027.0,Left Center Midfield,2,Bologna,240,['49cc9ed7-9cec-4158-84d6-6f820d91149a'],1,,,,,,,,,,,,,,,,,Bologna,240,00:00:01.191,Pass,
,,,,,,,,,,,,,,,,1.166381,,,,,,,,,,,,,,,df24e412-128a-4a44-a2f5-9df02befa134,11,,"[47.5, 29.9]",3879694,0,,,,,-1.7521161,,Right Foot,,,,"[43.1, 5.9]",,Ground Pass,,24.4,,,Adam Masina,7169.0,,,,,,1,From Kick Off,Amadou Diawara,8284.0,Center Defensive Midfield,2,Bologna,240,['4d96bc9b-4d54-42ed-9872-ab1ac71385a6'],3,,,,,,,,,,,,,,,,,Bologna,240,00:00:03.496,Pass,
,,,,,,,,,,,,,,,,1.401458,,,,,,,,,,,,,,,455902a3-dc94-49c0-a12b-b3495b9e08a5,15,,"[42.0, 4.6]",3879694,0,,,,,2.619353,,Left Foot,,,,"[28.1, 12.6]",,Ground Pass,,16.037767,,,Daniele Gastaldello,30745.0,,,,,,1,From Kick Off,Adam Masina,7169.0,Left Back,2,Bologna,240,"['627a9948-0dee-4271-9a01-e9ce5c4d40ee', 'd3fe8682-f6d5-47c5-8d7a-a3e1668697fa']",5,,,,,,,,,,,,,,,,,Bologna,240,00:00:05.539,Pass,True
,,,,,,,,,,,,,,,,1.824641,,,,,,,,,,,,,,,ee17ce41-aa2c-443d-a500-2ef4640a1534,19,,"[27.7, 11.7]",3879694,0,,,,,0.24319082,,Left Foot,,,,"[67.2, 21.5]",,High Pass,,40.697544,,,Mattia Destro,8103.0,,,,,,1,From Kick Off,Daniele Gastaldello,30745.0,Left Center Back,2,Bologna,240,"['9937226e-4199-4778-8592-529d7919c177', 'd0e7185e-57ae-496c-b6a1-ab040ff5c779']",7,,,,,,,,,,,,,,,,,Bologna,240,00:00:07.020,Pass,True
,,,,,,,,,,,,,,,,1.028988,,,,,,,,,,,,,,,30589d75-563a-4827-8eb3-4e129ebfb703,24,,"[52.4, 55.4]",3879694,0,,,,,-2.7524955,,Left Foot,,,,"[42.4, 51.3]",,Ground Pass,,10.807867,,,Wesley Hoedt,3588.0,,,,,Recovery,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,3,Lazio,236,['083e79dd-5f30-4811-93de-6c630afcb95f'],10,,,,,,,,,,,,,,,,,Lazio,236,00:00:10.150,Pass,
,,,,,,,,,,,,,,,,1.667195,,,,,,,,,,,,,,,b4fdaf78-ffb9-45c0-b789-18e14758d64a,27,,"[42.2, 51.5]",3879694,0,,,,,-1.7068925,,Left Foot,,,,"[37.9, 20.1]",,Ground Pass,,31.69306,,,Ştefan Daniel Radu,7778.0,,,,,,1,Regular Play,Wesley Hoedt,3588.0,Left Center Back,3,Lazio,236,['2e247aa4-c17a-4611-9541-89ceaa0c857f'],12,,,,,,,,,,,,,,,,,Lazio,236,00:00:12.858,Pass,
,,,,,,,,,,,,,,,,1.606536,,,,,,,,,,,,,,,46f2d1ea-de07-44c2-bf4c-df1ec5092cd4,30,,"[22.3, 17.1]",3879694,0,,,,,2.508532,,Left Foot,,,,"[8.4, 27.3]",,Ground Pass,,17.24094,,,Etrit Berisha,6991.0,,,,,,1,Regular Play,Ştefan Daniel Radu,7778.0,Left Back,3,Lazio,236,['35b93578-d293-49ef-a99d-4959406eb801'],20,,,,,,,,,,,,,,,,,Lazio,236,00:00:20.015,Pass,
,,,,,,,,,,,,,,,,1.942301,,,,,,,,,,,,,,,a497b41b-0ae5-480a-b0a5-a2a691b99c82,33,,"[8.0, 26.5]",3879694,0,,,,,0.0049260687,,Left Foot,,,,"[48.6, 26.7]",,High Pass,,40.600494,Incomplete,,,,,,,,,1,Regular Play,Etrit Berisha,6991.0,Goalkeeper,3,Lazio,236,['fd947903-bdbe-4a94-a804-a2514932d01a'],21,,,,,,,,,,,,,,,,,Lazio,236,00:00:21.742,Pass,
,,,,,,,,,,,,,,,,1.799445,,,,,,,,,,,,,,,fd947903-bdbe-4a94-a804-a2514932d01a,34,,"[71.5, 53.4]",3879694,0,,,,,-0.43851325,,Head,,,,"[86.0, 46.6]",,Low Pass,,16.015305,,,Emanuele Giaccherini,7775.0,,,,,Recovery,1,From Counter,Amadou Diawara,8284.0,Center Defensive Midfield,4,Bologna,240,"['0b2f22ba-e82f-45a9-9ce8-ddc75ff1381d', 'a497b41b-0ae5-480a-b0a5-a2a691b99c82']",23,,,,,,,,,,,,,,,,,Bologna,240,00:00:23.684,Pass,
,,,,,,,,,,,,,,,,1.604965,,,,,,,,,,,,,,,4fdf6ca9-6699-4d86-a1fa-12dd83e83ddb,42,,"[61.0, 40.1]",3879694,2,,True,,,2.2208405,,Right Foot,,,,"[38.8, 69.3]",,Ground Pass,,36.680786,,,Abdoulay Konko,26683.0,,,,,Kick Off,1,From Kick Off,Sergej Milinković-Savić,5589.0,Right Center Midfield,6,Lazio,236,['16eca800-f0bb-4d72-8ad7-b8866b764beb'],1,,,,,,,,,,,,,,,,,Lazio,236,00:02:01.220,Pass,
,,,,,,,,,,,,,,,,1.018159,,,,,,,,,,,,,,,8c04a0e5-8db4-452f-9c3b-e4f9652fabe6,44,,"[49.2, 74.4]",3879694,2,,,,,-0.086541295,,Right Foot,,,,"[71.1, 72.5]",,Low Pass,,21.982265,,,Sergej Milinković-Savić,5589.0,,,,,,1,From Kick Off,Abdoulay Konko,26683.0,Right Back,6,Lazio,236,['852365c1-e228-4538-89bf-887612834d59'],5,,,,,,,,,,,,,,,,,Lazio,236,00:02:05.889,Pass,
,,,,,,,,,,,,,,,,1.099548,,,,,,,,,,,,,,,2d4ed26b-e584-46ba-91c0-22cf546f2bb5,47,,"[70.8, 78.5]",3879694,2,,,,,-2.2924511,,Left Foot,,,,"[57.6, 63.5]",,Low Pass,,19.980991,,,Lucas Rodrigo Biglia,5510.0,,,,,,1,From Kick Off,Sergej Milinković-Savić,5589.0,Right Center Midfield,6,Lazio,236,['f57f4041-0b67-4b55-9db1-afd699c05acf'],8,,,,,,,,,,,,,,,,,Lazio,236,00:02:08.203,Pass,
