50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.375907,,,,,,,,,,,,,0a10ca19-802a-401f-9458-f74068e2d011,1468,,"[19.6, 55.4]",3879770,36,,,,,-0.8034142,,Right Foot,,,"[30.5, 44.1]",,Ground Pass,,15.700318,,,,,Luca Cigarini,8420.0,,,,,,1,Regular Play,Marten de Roon,6994.0,Center Defensive Midfield,79,Atalanta,228,['40b16710-8694-4a4c-a78c-2fdff453fb6a'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:36:00.762,Pass,
,,,,,,,,,,,,,,,,,,,,1.441408,,,,,,,,,,,,,c1a1a8ac-eb57-4474-881c-351e467a5926,1471,,"[36.1, 45.2]",3879770,36,,,,,-1.543179,,Right Foot,,,"[36.6, 27.1]",,Ground Pass,,18.106905,,,,,Boukary Dramé,11722.0,,,,,,1,Regular Play,Luca Cigarini,8420.0,Left Center Midfield,79,Atalanta,228,['47c6c196-0090-4e4e-9e9d-2cef4d818db6'],3,,,,,,,,,,,,,,,,,Atalanta,228,00:36:03.303,Pass,
,,,,,,,,,,,,,,,,,,,,1.6052,,,,,,,,,,,,,0f7a6fdd-8f43-47e3-bebb-362dc5f4f6ce,1474,,"[38.8, 30.5]",3879770,36,,,,,0.6771276,,Right Foot,,,"[54.1, 42.8]",,Ground Pass,,19.631098,,,Incomplete,,Luca Cigarini,8420.0,,,,,,1,Regular Play,Boukary Dramé,11722.0,Left Wing Back,79,Atalanta,228,"['4b167608-6f96-485e-a396-7844add96cc8', 'f37d4152-865c-49c1-b86d-11d201de0993']",5,,,,,,,,,,,,,,,,,Atalanta,228,00:36:05.885,Pass,
,,,,,,,,,,,,,,,,,,,,0.59713,,,,,,,,,,,,,4b167608-6f96-485e-a396-7844add96cc8,1477,,"[66.0, 37.3]",3879770,36,,,,,1.4711276,,Right Foot,,,"[66.3, 40.3]",,Ground Pass,,3.0149627,,,,,Stephan Lichtsteiner,5541.0,,,,,Recovery,1,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,80,Juventus,224,"['0f7a6fdd-8f43-47e3-bebb-362dc5f4f6ce', '82e6f7cf-a069-487e-803a-a5c1dade3665']",7,,,,,,,,,,,,,,,,,Juventus,224,00:36:07.490,Pass,
,,,,,,,,,,,,,,,,,,,,1.186897,,,,,,,,,,,,,2520ed2f-b0f2-410f-904c-88b2930bed4a,1480,,"[78.8, 45.5]",3879770,36,,,,,1.2788643,,Left Foot,,,"[84.6, 64.8]",,Ground Pass,,20.152668,,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,Regular Play,Stephan Lichtsteiner,5541.0,Right Back,80,Juventus,224,['32d4a466-6a67-437d-840f-8f79b56ce111'],9,,,,,,,,,,,,,,,,,Juventus,224,00:36:09.786,Pass,
,,,,,,,,,,,,,,,,,,,,1.356701,,,,,,,,,,,,,fdd79cc1-8751-41a0-842e-01a7025c4667,1484,,"[92.0, 58.2]",3879770,36,,,,,-1.9055332,95adb6b7-183f-421e-bfb6-aee06d48fa9d,Left Foot,,,"[85.6, 39.8]",,Ground Pass,,19.481274,,,,,Claudio Marchisio,8294.0,True,,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,80,Juventus,224,"['138a3f0c-7724-4e71-bfe4-0874595cbd33', 'd90981bd-4a63-4d24-b7fd-babb5965fa12']",14,,,,,,,,,,,,,,,,,Juventus,224,00:36:14.520,Pass,True
,,,,,,,,,,,,,,,,,,,,3.0129,,,,,,,,,,,,,85e6ddfe-2e7c-4d22-995e-c39333757389,1489,,"[7.0, 44.1]",3879770,36,,,,,0.26958907,,Right Foot,,,"[67.8, 60.9]",,High Pass,,63.078365,,,Incomplete,,Jasmin Kurtič,6941.0,,,,,Goal Kick,1,From Goal Kick,Marco Sportiello,7157.0,Goalkeeper,81,Atalanta,228,"['5c28a16d-6fff-4d5a-a836-63485cf83495', 'a4e605ee-1cf1-4db6-bc31-d63d568f55bd']",40,,,,,,,,,,,,,,,,,Atalanta,228,00:36:40.186,Pass,
,,,,,,,,,,,,,,,,,,,,1.939726,,,,,,,,,,,,,a4e605ee-1cf1-4db6-bc31-d63d568f55bd,1492,,"[52.3, 19.2]",3879770,36,,,,True,0.6725464,,,,,"[69.0, 32.5]",,High Pass,,21.349005,,,Incomplete,,Roberto Maximiliano Pereyra,3579.0,,,,,Recovery,1,From Goal Kick,Patrice Evra,20008.0,Left Back,81,Atalanta,228,"['3312731e-1e2b-445c-a3d9-a195d9096d48', '65be0439-048d-4648-aaed-f61dff84b487', '85e6ddfe-2e7c-4d22-995e-c39333757389', '95f62eb7-f5c4-49e1-8f46-428fc6d19241']",43,,,,,,,,,,,,,,,,,Juventus,224,00:36:43.199,Pass,True
,,,,,,,,,,,,,,,,,,,,1.937583,,,,,,,,,,,,,65be0439-048d-4648-aaed-f61dff84b487,1494,,"[51.1, 47.6]",3879770,36,,,,,0.7291196,,Head,,,"[73.6, 67.7]",,High Pass,,30.170515,,,Incomplete,,Marco Borriello,8871.0,,,,,Interception,1,From Goal Kick,Gabriel Alejandro Paletta,38237.0,Center Back,81,Atalanta,228,"['21cdc32c-aed6-402d-99f3-9748a488b754', '5e448cc4-2498-4396-bf5e-c95f7120e540', 'a4e605ee-1cf1-4db6-bc31-d63d568f55bd']",45,,,,,,,,,,,,,,,,,Atalanta,228,00:36:45.139,Pass,
,,,,,,,,,,,,,,,,,,,,2.008679,,,,,,,,,,,,,21cdc32c-aed6-402d-99f3-9748a488b754,1496,,"[46.5, 12.4]",3879770,36,,,,,0.09851724,,Left Foot,,,"[63.7, 14.1]",,High Pass,,17.283808,,,,,Roberto Maximiliano Pereyra,3579.0,,,,,Recovery,1,Regular Play,Patrice Evra,20008.0,Left Back,82,Juventus,224,"['65be0439-048d-4648-aaed-f61dff84b487', '77ca3568-b141-4b90-a53c-7b2c4f9aa782']",47,,,,,,,,,,,,,,,,,Juventus,224,00:36:47.076,Pass,
,,,,,,,,,,,,,,,,,,,,0.807168,,,,,,,,,,,,,8446e3bb-0342-4781-ab1b-a56273c6e931,1500,,"[63.7, 14.1]",3879770,36,,,,,-0.74944246,,Right Foot,,,"[70.9, 7.4]",,Ground Pass,,9.835141,,,,,Paul Pogba,20004.0,,,,,,1,Regular Play,Roberto Maximiliano Pereyra,3579.0,Center Attacking Midfield,82,Juventus,224,['15bc9bd3-bc3c-4e62-9ccd-6df2f629e5f9'],49,,,,,,,,,,,,,,,,,Juventus,224,00:36:49.181,Pass,
,,,,,,,,,,,,,,,,,,,,1.351944,,,,,,,,,,,,,4d9d579f-12cb-4b9f-af22-091d5b4bc467,1503,,"[105.1, 1.8]",3879770,36,,,,,3.0200572,,Right Foot,,,"[92.0, 3.4]",,Ground Pass,,13.197349,,,,,Claudio Marchisio,8294.0,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,82,Juventus,224,['f1ae4b7d-5aac-4923-84e3-113a22f35e6f'],57,,,,,,,,,,,,,,,,,Juventus,224,00:36:57.486,Pass,
,,,,,,,,,,,,,,,,,,,,1.207277,,,,,,,,,,,,,2f8563bb-aee8-4f24-9abb-d482fd1fa7ca,1506,,"[90.0, 5.0]",3879770,37,,,,,-0.20095426,,Right Foot,,,"[100.8, 2.8]",,Ground Pass,,11.021796,,,,,Paul Pogba,20004.0,,,,,,1,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,82,Juventus,224,['d648a07d-5ba4-4090-938c-087ca14f6dbd'],1,,,,,,,,,,,,,,,,,Juventus,224,00:37:01.845,Pass,
,,,,,,,,,,,,,,,,,,,,0.813143,,,,,,,,,,,,,a6a454e8-995b-4dca-b0d3-70882b8dcc08,1509,,"[100.8, 2.8]",3879770,37,,,,,-3.1262093,,Right Foot,,,"[87.8, 2.6]",,Ground Pass,,13.001538,,,,,Claudio Marchisio,8294.0,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,82,Juventus,224,['8d873b9d-caa2-4905-8fa1-dc508eec257d'],4,,,,,,,,,,,,,,,,,Juventus,224,00:37:04.864,Pass,
,,,,,,,,,,,,,,,,,,,,1.874032,,,,,,,,,,,,,9b7bfec3-5aaf-46e2-acbb-eb1525c3eca3,1512,,"[83.5, 3.1]",3879770,37,,,,,1.9114721,,Right Foot,,,"[70.1, 40.9]",,High Pass,,40.104862,,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,82,Juventus,224,['355d93d3-970d-4d4e-96fe-30f8f65e3615'],7,,,,,,,,,,,,,,,,,Juventus,224,00:37:07.133,Pass,
,,,,,,,,,,,,,,,,,,,,1.459032,,,,,,,,,,,,,7cbad090-980d-4f30-8af8-5c12e658a75f,1515,,"[72.6, 43.1]",3879770,37,,,,,1.2306992,,Left Foot,,,"[81.8, 69.1]",,Ground Pass,,27.579702,,,,,Stephan Lichtsteiner,5541.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,82,Juventus,224,['f4f1b4c2-6710-44e6-a363-5828548cd132'],10,,,,,,,,,,,,,,,,,Juventus,224,00:37:10.899,Pass,
,,,,,,,,,,,,,,,,,,,,1.387149,,,,,,,,,,,,,a5316a51-50b1-460e-929a-9c945cb3621b,1518,,"[81.0, 71.2]",3879770,37,,,,,-1.9428641,,Right Foot,,,"[77.8, 63.0]",,Ground Pass,,8.802273,,,,,Sami Khedira,5566.0,,,,,,1,Regular Play,Stephan Lichtsteiner,5541.0,Right Back,82,Juventus,224,['10239254-aa6b-45b3-8070-116e2d798ffd'],15,,,,,,,,,,,,,,,,,Juventus,224,00:37:15.574,Pass,
,,,,,,,,,,,,,,,,,,,,2.202711,,,,,,,,,,,,,6b5125ac-41ae-47c8-bb66-698be7334b1c,1529,,"[62.9, 53.6]",3879770,37,,,,,-0.77514964,,Right Foot,,,"[97.4, 19.8]",,High Pass,,48.297928,,,Incomplete,,Paul Pogba,20004.0,,,,,Free Kick,1,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,83,Juventus,224,"['3cb94442-2fa8-4cf0-8f29-891b860d0154', 'e23e6a61-e4fd-4f37-b766-4fd1ab914935']",41,,,,,,,,,,,,,,,,,Juventus,224,00:37:41.572,Pass,
,,,,,,,,,,,,,,,,,,,,2.330076,,,,,,,,,,,,,e23e6a61-e4fd-4f37-b766-4fd1ab914935,1531,,"[22.7, 60.3]",3879770,37,,,,,-2.64963,,Head,,,"[4.6, 50.6]",,Low Pass,,20.535336,,,,,Marco Sportiello,7157.0,,,,,Recovery,1,Regular Play,Andrea Conti,8657.0,Right Wing Back,84,Atalanta,228,"['13efb7ed-9a89-4e3a-8b5c-b3787ba2c040', '6b5125ac-41ae-47c8-bb66-698be7334b1c']",43,,,,,,,,,,,,,,,,,Atalanta,228,00:37:43.774,Pass,
,,,,,,,,,,,,,,,,,,,,2.089436,,,,,,,,,,,,,836db5cf-95d5-406a-9f12-58f3399b7f81,1533,,"[12.3, 47.6]",3879770,37,,True,,,-1.2822089,,Keeper Arm,,,"[19.9, 22.0]",,Low Pass,,26.704308,,,,,Andrea Masiello,6992.0,,,,,,1,Regular Play,Marco Sportiello,7157.0,Goalkeeper,84,Atalanta,228,['6c594624-f973-4cd9-a74e-66691567a2c7'],48,,,,,,,,,,,,,,,,,Atalanta,228,00:37:48.825,Pass,
,,,,,,,,,,,,,,,,,,,,2.002309,,,,,,,,,,,,,2ec8365a-0822-42be-8066-421827796bff,1535,,"[20.7, 19.5]",3879770,37,,,,,-0.6202495,,Right Foot,,,"[41.0, 5.0]",,Ground Pass,,24.946743,,,,,Boukary Dramé,11722.0,,,,,,1,Regular Play,Andrea Masiello,6992.0,Left Center Back,84,Atalanta,228,['b1371964-c93d-4114-a172-a3953843a8de'],51,,,,,,,,,,,,,,,,,Atalanta,228,00:37:51.696,Pass,
,,,,,,,,,,,,,,,,,,,,3.980932,,,,,,,,,,,,,53dac58d-f0ba-49c5-a29d-71a66e4e6bdc,1538,,"[44.8, 5.8]",3879770,37,,,,,0.40469062,,Left Foot,,,"[104.8, 31.5]",,High Pass,,65.27243,,,Incomplete,,Gaetano Monachello,31725.0,,,,,,1,Regular Play,Boukary Dramé,11722.0,Left Wing Back,84,Atalanta,228,"['98593bef-9dea-406f-ad82-aaa1a2cdb4db', 'b207849a-a803-4df7-af03-294d246670f5']",55,,,,,,,,,,,,,,,,,Atalanta,228,00:37:55.546,Pass,
,,,,,,,,,,,,,,,,,,,,1.3392,,,,,,,,,,,,,98593bef-9dea-406f-ad82-aaa1a2cdb4db,1540,,"[15.3, 48.6]",3879770,37,,,,,-2.300352,,Head,,,"[7.7, 40.1]",,Low Pass,,11.402193,,,,,Gianluigi Buffon,6949.0,,,,,Recovery,1,Regular Play,Andrea Barzagli,6943.0,Left Center Back,85,Juventus,224,"['53dac58d-f0ba-49c5-a29d-71a66e4e6bdc', '910d845b-ceb9-4af2-9a32-f45feb02433e']",59,,,,,,,,,,,,,,,,,Juventus,224,00:37:59.527,Pass,
,,,,,,,,,,,,,,,,,,,,2.469385,,,,,,,,,,,,,3e4fe84d-0e4f-4c2f-9c78-d96b5b1523f4,1543,,"[11.8, 40.3]",3879770,38,,,,,-1.1780356,,Keeper Arm,,,"[20.5, 19.3]",,Ground Pass,,22.730816,,,,,Patrice Evra,20008.0,,,,,,1,Regular Play,Gianluigi Buffon,6949.0,Goalkeeper,85,Juventus,224,['33f9b5e6-430a-459b-ae0a-007573811b2a'],2,,,,,,,,,,,,,,,,,Juventus,224,00:38:02.995,Pass,
,,,,,,,,,,,,,,,,,,,,1.354327,,,,,,,,,,,,,88701665-6f41-4ed4-a46f-02c3f20ff133,1546,,"[36.6, 3.7]",3879770,38,,,,,2.113099,,Left Foot,,,"[27.2, 19.3]",,Ground Pass,,18.213182,,,,,Andrea Barzagli,6943.0,,,,,,1,Regular Play,Patrice Evra,20008.0,Left Back,85,Juventus,224,['68bbf006-b1a8-47f6-9b1f-66e82598c59d'],8,,,,,,,,,,,,,,,,,Juventus,224,00:38:08.792,Pass,
,,,,,,,,,,,,,,,,,,,,3.467228,,,,,,,,,,,,,6c2e8729-59d1-4b69-ad1c-46d0d9b16152,1549,,"[21.6, 25.3]",3879770,38,,,,,1.70197,,Right Foot,,,"[14.7, 77.6]",,High Pass,,52.7532,,,,,Stephan Lichtsteiner,5541.0,,True,,,,1,Regular Play,Andrea Barzagli,6943.0,Left Center Back,85,Juventus,224,['557a27a4-3add-4637-bd50-d33ea494b021'],12,,,,,,,,,,,,,,,,,Juventus,224,00:38:12.141,Pass,
,,,,,,,,,,,,,,,,,,,,1.66689,,,,,,,,,,,,,ec9f1895-b30d-4dd4-b8bb-40ba03ca60bc,1552,,"[13.2, 77.3]",3879770,38,,,,,-0.77131456,,Right Foot,,,"[24.0, 66.8]",,Ground Pass,,15.062868,,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Stephan Lichtsteiner,5541.0,Right Back,85,Juventus,224,['5a0549e1-dfb1-474b-b02b-de039914bfdc'],17,,,,,,,,,,,,,,,,,Juventus,224,00:38:17.355,Pass,
,,,,,,,,,,,,,,,,,,,,3.379116,,,,,,,,,,,,,545e3f98-c234-4389-be5c-16fabdf7deed,1555,,"[24.6, 69.9]",3879770,38,,,,,0.0055554984,,Right Foot,,,"[78.6, 70.2]",,High Pass,,54.00083,,,,,Mario Mandžukić,5472.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,85,Juventus,224,['37048847-3608-4e15-a7d6-5081e7e2d6bd'],19,,,,,,,,,,,,,,,,,Juventus,224,00:38:19.925,Pass,
,,,,,,,,,,,,,,,,,,,,0.095778,,,,,,,,,,,,,66863f6b-809f-4a4b-9ddd-9d003eb0e4b0,1560,,"[79.4, 77.1]",3879770,38,,,,,-2.9669204,,Left Foot,,,"[77.7, 76.8]",,Ground Pass,,1.7262677,,,Incomplete,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,Regular Play,Mario Mandžukić,5472.0,Left Center Forward,85,Juventus,224,"['6c813c44-3b77-438c-974b-578b74b261f7', 'a2a3f1c9-a121-475e-b4bf-4008fa6fddee']",26,,,,,,,,,,,,,,,,,Juventus,224,00:38:26.483,Pass,
,,,,,,,,,,,,,,,,,,,,1.051942,,,,,,,,,,,,,a4a4079f-edae-44d0-85e8-da9fe7837752,1563,,"[72.6, 80.0]",3879770,38,,True,,,-1.2924967,,,,,"[77.0, 64.6]",,High Pass,,16.016241,,,,,Claudio Marchisio,8294.0,,,,,Throw-in,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Back,86,Juventus,224,['8f99c469-a92d-42fe-983e-271ec1702737'],44,,,,,,,,,,,,,,,,,Juventus,224,00:38:44.739,Pass,
,,,,,,,,,,,,,,,,,,,,0.84724,,,,,,,,,,,,,08cf2e5d-376c-486c-9fcf-d658b6a6bd9a,1565,,"[77.0, 64.6]",3879770,38,,True,,,3.1188693,,Head,,,"[68.2, 64.8]",,Low Pass,,8.802273,,,,,Roberto Maximiliano Pereyra,3579.0,,,,,,1,From Throw In,Claudio Marchisio,8294.0,Center Defensive Midfield,86,Juventus,224,['84ff0590-fecc-4442-bcf6-31c60e230039'],45,,,,,,,,,,,,,,,,,Juventus,224,00:38:45.791,Pass,
,,,,,,,,,,,,,,,,,,,,1.362124,,,,,,,,,,,,,68d4eeb4-5f7d-43ea-8e52-27e533802597,1567,,"[63.3, 60.3]",3879770,38,,,,,-2.3500595,,Right Foot,,,"[47.1, 43.9]",,Ground Pass,,23.052114,,,,,Andrea Barzagli,6943.0,,,,,,1,From Throw In,Roberto Maximiliano Pereyra,3579.0,Center Attacking Midfield,86,Juventus,224,['f2967ba1-df37-4aa8-ab40-b387b1574f00'],48,,,,,,,,,,,,,,,,,Juventus,224,00:38:48.694,Pass,
,,,,,,,,,,,,,,,,,,,,0.970697,,,,,,,,,,,,,73b9c956-6f41-46b0-8235-11145314a901,1570,,"[50.9, 40.9]",3879770,38,,,,,0.7544802,,Left Foot,,,"[55.9, 45.6]",,Ground Pass,,6.8622155,,,,,Claudio Marchisio,8294.0,,,,,,1,From Throw In,Andrea Barzagli,6943.0,Left Center Back,86,Juventus,224,['af1e9df4-29b7-429c-951e-c606e816a485'],51,,,,,,,,,,,,,,,,,Juventus,224,00:38:51.541,Pass,
,,,,,,,,,,,,,,,,,,,,1.239605,,,,,,,,,,,,,160b234f-5581-4e9e-8282-cca6ef641ed9,1573,,"[55.9, 45.6]",3879770,38,,,,,-1.8385453,,Right Foot,,,"[52.8, 34.3]",,Ground Pass,,11.717508,,,,,Andrea Barzagli,6943.0,,,,,,1,From Throw In,Claudio Marchisio,8294.0,Center Defensive Midfield,86,Juventus,224,['e39b4645-4ecf-4f9b-bac4-410828f12f6b'],53,,,,,,,,,,,,,,,,,Juventus,224,00:38:53.216,Pass,
,,,,,,,,,,,,,,,,,,,,1.714277,,,,,,,,,,,,,4c9c74ec-406d-47f5-81de-79c0a0ebc3c4,1576,,"[52.8, 34.3]",3879770,38,,,,,1.5219752,,Left Foot,,,"[54.3, 65.0]",,Ground Pass,,30.736624,,,,,Leonardo Bonucci,7173.0,,,,,,1,From Throw In,Andrea Barzagli,6943.0,Left Center Back,86,Juventus,224,['7e7fdf6d-a993-4cc9-99cf-c45efa7fb36f'],55,,,,,,,,,,,,,,,,,Juventus,224,00:38:55.414,Pass,
,,,,,,,,,,,,,,,,,,,,1.431084,,,,,,,,,,,,,ee094ae9-22d7-43e7-a063-8136b6045043,1578,,"[54.3, 65.0]",3879770,38,,,,,0.8212802,,Right Foot,,,"[63.7, 75.1]",,Ground Pass,,13.797463,,,,,Stephan Lichtsteiner,5541.0,,,,,,1,From Throw In,Leonardo Bonucci,7173.0,Right Center Back,86,Juventus,224,['2ae84365-9006-4708-b924-7752bbda381b'],57,,,,,,,,,,,,,,,,,Juventus,224,00:38:57.128,Pass,
,,,,,,,,,,,,,,,,,,,,1.052098,,,,,,,,,,,,,7284570a-63b6-4d9f-8638-2bc85b0e22aa,1581,,"[64.1, 75.1]",3879770,39,,,,,-1.2513031,,Right Foot,,,"[68.5, 61.8]",,Ground Pass,,14.008925,,,,,Claudio Marchisio,8294.0,,,,,,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Back,86,Juventus,224,['58e66a3e-d74e-4ffb-ba35-f1860910b5e9'],0,,,,,,,,,,,,,,,,,Juventus,224,00:39:00.641,Pass,
,,,,,,,,,,,,,,,,,,,,1.897385,,,,,,,,,,,,,b64f79d1-8c35-4fa5-b8fd-76c5f2ceafbf,1589,,"[97.9, 19.8]",3879770,39,,,,,1.083531,5a3c806b-61f1-4613-a50d-78ec33971720,Left Foot,,,"[111.2, 44.9]",,High Pass,,28.405985,,,,,Marten de Roon,6994.0,True,,,,,1,From Counter,Marco Borriello,8871.0,Left Center Forward,87,Atalanta,228,['e3911267-2ff4-46e8-9235-1de677d62fb3'],8,,,,,,,,,,,,,,,,,Atalanta,228,00:39:08.937,Pass,
,,,,,,,,,,,,,,,,,,,,2.616965,,,,,,,,,,,,,1ba63087-8d3f-4aee-969a-fd77da3cd9fe,1596,,"[10.7, 41.2]",3879770,39,,True,,,-0.033176854,,Drop Kick,,,"[80.0, 38.9]",,High Pass,,69.33816,,,Incomplete,,Mario Mandžukić,5472.0,,,,,,1,From Keeper,Gianluigi Buffon,6949.0,Goalkeeper,88,Juventus,224,"['1e248252-65ec-4d28-9970-a2d46ded7780', '6a5c114e-1caf-458b-bb81-820e80be1584']",35,,,,,,,,,,,,,,,,,Juventus,224,00:39:35.773,Pass,
,,,,,,,,,,,,,,,,,,,,2.163024,,,,,,,,,,,,,7b1a1ddf-6209-4916-83b3-929d0a0c6f85,1599,,"[42.3, 41.9]",3879770,39,,,,,1.536911,,Left Foot,,,"[43.1, 65.5]",,Ground Pass,,23.613556,,,,,Rafael Tolói,7002.0,,,,,,1,Regular Play,Luca Cigarini,8420.0,Left Center Midfield,89,Atalanta,228,['9d52f516-67d0-45dc-8911-18ef751343a8'],40,,,,,,,,,,,,,,,,,Atalanta,228,00:39:40.269,Pass,
,,,,,,,,,,,,,,,,,,,,1.444753,,,,,,,,,,,,,908812f2-917c-4c64-9469-49cdb66472b6,1602,,"[49.8, 69.7]",3879770,39,,,,,0.42698452,,Right Foot,,,"[70.9, 79.3]",,Ground Pass,,23.181242,,,,,Andrea Conti,8657.0,,,,,,1,Regular Play,Rafael Tolói,7002.0,Right Center Back,89,Atalanta,228,['1ac670c4-fc69-4024-9d54-3e3d708caec9'],43,,,,,,,,,,,,,,,,,Atalanta,228,00:39:43.387,Pass,
,,,,,,,,,,,,,,,,,,,,2.19371,,,,,,,,,,,,,e4a23313-5f81-4ff5-bb6e-021c449f6ee6,1605,,"[65.4, 74.9]",3879770,39,,,,,2.9163158,,Right Foot,,,"[55.8, 77.1]",,Ground Pass,,9.848858,,,,,Rafael Tolói,7002.0,,,,,,1,Regular Play,Andrea Conti,8657.0,Right Wing Back,89,Atalanta,228,['e4e879db-bd5a-4c09-8c69-a4b2bea8aa87'],47,,,,,,,,,,,,,,,,,Atalanta,228,00:39:47.079,Pass,
,,,,,,,,,,,,,,,,,,,,1.83285,,,,,,,,,,,,,b729a920-3815-4c9f-ac48-fe5ac1905e7c,1607,,"[55.8, 77.1]",3879770,39,,,,,-2.1197166,,Right Foot,,,"[35.8, 44.4]",,Ground Pass,,38.331318,,,,,Gabriel Alejandro Paletta,38237.0,,,,,,1,Regular Play,Rafael Tolói,7002.0,Right Center Back,89,Atalanta,228,['35b381c8-87cc-437a-9d60-a9223eb18921'],49,,,,,,,,,,,,,,,,,Atalanta,228,00:39:49.273,Pass,
,,,,,,,,,,,,,,,,,,,,1.789131,,,,,,,,,,,,,082613a4-4663-4613-9351-e56bf3a6fa37,1610,,"[35.7, 35.1]",3879770,39,,,,,-1.2804819,,Left Foot,,,"[42.9, 11.0]",,Ground Pass,,25.152534,,,,,Andrea Masiello,6992.0,,,,,,1,Regular Play,Gabriel Alejandro Paletta,38237.0,Center Back,89,Atalanta,228,['40ab77f5-d3df-4419-b681-a6853eba9766'],52,,,,,,,,,,,,,,,,,Atalanta,228,00:39:52.547,Pass,
,,,,,,,,,,,,,,,,,,,,1.28708,,,,,,,,,,,,,76215525-a5b9-4f2b-a7dd-ecb080736e43,1614,,"[42.9, 11.0]",3879770,39,,,,,1.4393992,,Right Foot,,,"[45.9, 33.7]",,Ground Pass,,22.897379,,,,,Marten de Roon,6994.0,,,,,,1,Regular Play,Andrea Masiello,6992.0,Left Center Back,89,Atalanta,228,"['0657ad81-4907-4b86-9c83-809c79b1e196', 'b8fb197d-ac3d-431b-99ba-2a32a201b76d']",55,,,,,,,,,,,,,,,,,Atalanta,228,00:39:55.171,Pass,True
,,,,,,,,,,,,,,,,,,,,3.231441,,,,,,,,,,,,,e2c58f2f-d980-4306-93de-be383153b545,1616,,"[45.9, 33.7]",3879770,39,,,,,-0.80485094,,Left Foot,,,"[71.1, 7.5]",,High Pass,,36.352165,,,,,Boukary Dramé,11722.0,,,,,,1,Regular Play,Marten de Roon,6994.0,Center Defensive Midfield,89,Atalanta,228,['afd9d990-6c2a-434d-a2c8-aa9f7c73880a'],56,,,,,,,,,,,,,,,,,Atalanta,228,00:39:56.458,Pass,
,,,,,,,,,,,,,,,,,,,,2.914484,,,,,,,,,,,,,be94e148-f1f4-45dc-9e99-b4801d881726,1620,,"[70.8, 7.5]",3879770,39,,,,True,-0.19652523,,,,,"[92.9, 3.1]",,Low Pass,,22.533752,,,Incomplete,,Marco Borriello,8871.0,,,,,,1,Regular Play,Boukary Dramé,11722.0,Left Wing Back,89,Atalanta,228,"['891c0089-4e9c-4af4-afdd-9d162436e662', 'c6b52bf5-ffe4-4a88-8235-8370d00b9091', 'cacaac8a-1e53-4a1d-b7ea-67f5f79042cf']",59,,,,,,,,,,,,,,,,,Atalanta,228,00:39:59.689,Pass,True
