50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d0c65816-c738-4b85-bc37-bded34e64b99,1,,,3879831,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10030, 'name': 'Davide Biondini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 92}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6353eaba-0f06-4c31-983e-62afd87420dd,2,,,3879831,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0c5fbc63-c620-4ca6-b96c-332e32edde56,3,,,3879831,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['070c36c6-55da-4d6d-b51b-d2df9ce28639'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,070c36c6-55da-4d6d-b51b-d2df9ce28639,4,,,3879831,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['0c5fbc63-c620-4ca6-b96c-332e32edde56'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1511de3e-7553-4b23-a2bc-b1024e5b90b9,1639,,,3879831,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Sampdoria,234,['518506eb-4d5b-4f96-88ae-22636975beeb'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,518506eb-4d5b-4f96-88ae-22636975beeb,1640,,,3879831,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Sampdoria,234,['1511de3e-7553-4b23-a2bc-b1024e5b90b9'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.59133,,,,,,,,,,,,,,,759ffcfe-ba23-4bca-b00d-02de12233f7c,5,,"[60.0, 40.0]",3879831,0,,True,,,3.0309355,,Right Foot,,,"[57.3, 40.3]",Ground Pass,,2.7166154,,,Lorenzo Pellegrini,6963.0,,,,,Kick Off,1,From Kick Off,Gregoire Defrel,7457.0,Center Forward,2,Sassuolo,232,['af7c832c-07b1-4b2b-8efe-71d0e0ace1f5'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.554,Pass,
,,,,,,,,,,,,,,,,0.818633,,,,,,,,,,,,,,,0d2ca91d-0984-4e27-b773-5375f14db2eb,7,,"[57.8, 40.3]",3879831,0,,,,,-2.957848,,Right Foot,,,"[46.5, 38.2]",Ground Pass,,11.493477,,,Francesco Magnanelli,7127.0,,,,,,1,From Kick Off,Lorenzo Pellegrini,6963.0,Left Center Midfield,2,Sassuolo,232,['b30c166a-13a4-4683-b8a4-ba5afe489fe7'],1,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:01.781,Pass,
,,,,,,,,,,,,,,,,1.801295,,,,,,,,,,,,,,,e377ed63-ea68-4471-a86e-269ed4b7ceaf,10,,"[45.1, 37.5]",3879831,0,,,,,-1.4436661,,Right Foot,,,"[48.5, 10.9]",Ground Pass,,26.816412,,,Federico Peluso,7118.0,,,,,,1,From Kick Off,Francesco Magnanelli,7127.0,Center Defensive Midfield,2,Sassuolo,232,['8da34a16-05a8-4b16-bc9c-d52504180caf'],2,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:02.603,Pass,
,,,,,,,,,,,,,,,,0.731748,,,,,,,,,,,,,,,28b4a47e-2f1e-42ee-b6e7-8ab5948bc61e,13,,"[53.7, 7.5]",3879831,0,,,,,0.596501,,Left Foot,,,"[61.8, 13.0]",Ground Pass,,9.7908125,,,Lorenzo Pellegrini,6963.0,,,,,,1,From Kick Off,Federico Peluso,7118.0,Left Back,2,Sassuolo,232,['7a70ebc6-07a7-4088-b98c-b5eaad618442'],6,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:06.936,Pass,
