50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.319764,,,,,,,,,,,,,eec2818f-2542-4c0e-9149-c12adbabffed,459,,"[31.3, 21.9]",3879848,7,,,,,0.5667292,,Right Foot,,,,"[35.7, 24.7]",Ground Pass,,5.215362,,Incomplete,,Milan Badelj,6305.0,,,,,Recovery,1,Regular Play,Davide Astori,8275.0,Left Center Back,15,Chievo,231,"['99d4c769-aa8a-43d6-af34-7f919003b88b', 'c83d98ba-1802-48e0-80ee-356c9a3ffae4', 'fa44cf76-d1d3-4ceb-8927-0ad60e194fa3']",54,,,,,,,,,,,,,,,,Fiorentina,239,00:07:54.210,Pass,
,,,,,,,,,,,,,,,,,,1.264446,,,,,,,,,,,,,99d4c769-aa8a-43d6-af34-7f919003b88b,462,,"[84.4, 55.4]",3879848,7,,,,,2.9858396,,Right Foot,,,,"[72.3, 57.3]",Low Pass,,12.248265,,,,Perparim Hetemaj,7046.0,,,,,Recovery,1,Regular Play,Roberto Inglese,7043.0,Left Center Forward,15,Chievo,231,"['a2bb530b-6fe1-49de-b723-cff2ae391c41', 'bdb3fc57-302d-4742-90a4-c8f3a67a359b', 'eec2818f-2542-4c0e-9149-c12adbabffed']",55,,,,,,,,,,,,,,,,Chievo,231,00:07:55.530,Pass,True
,,,,,,,,,,,,,,,,,,1.469404,,,,,,,,,,,,,48bd94e3-fdf7-4d6f-8d1a-ee3b9f5647cd,465,,"[72.5, 57.6]",3879848,7,,,,,-2.0426855,,Left Foot,,,,"[65.1, 43.1]",Low Pass,,16.279127,,,,Ivan Radovanović,7042.0,,,,,,1,Regular Play,Perparim Hetemaj,7046.0,Left Center Midfield,15,Chievo,231,['086cb656-0f81-4f38-85a2-ab0ed30a4a0d'],56,,,,,,,,,,,,,,,,Chievo,231,00:07:56.835,Pass,
,,,,,,,,,,,,,,,,,,1.664633,,,,,,,,,,,,,0ce3064a-dde1-48c8-b229-e47de3e0fd31,468,,"[64.5, 40.9]",3879848,8,,,,,1.228372,,Right Foot,,,,"[75.8, 72.6]",Ground Pass,,33.653828,,,,Fabrizio Cacciatore,7050.0,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,15,Chievo,231,['23fcbd2a-61b8-4c4e-8345-a68675bc823e'],0,,,,,,,,,,,,,,,,Chievo,231,00:08:00.730,Pass,
,,,,,,,,,,,,,,,,,,1.382563,,,,,,,,,,,,,521cb19a-b800-4770-9947-02f4287a0d1e,471,,"[82.9, 72.9]",3879848,8,,,,,-1.7279066,,Right Foot,,,,"[81.3, 62.8]",Ground Pass,,10.225947,,,,Nicola Rigoni,7041.0,,,,,,1,Regular Play,Fabrizio Cacciatore,7050.0,Right Back,15,Chievo,231,['5daca3fb-d8c3-4320-b306-0b74aa45bf2d'],4,,,,,,,,,,,,,,,,Chievo,231,00:08:04.541,Pass,
,,,,,,,,,,,,,,,,,,1.453781,,,,,,,,,,,,,2f803b80-e2f6-4a02-8399-a0e38dc9a327,474,,"[82.2, 63.4]",3879848,8,,,,,0.82810724,,Right Foot,,,,"[93.4, 75.6]",Ground Pass,,16.561401,,,,Fabrizio Cacciatore,7050.0,,,,,,1,Regular Play,Nicola Rigoni,7041.0,Right Center Midfield,15,Chievo,231,['0fcd6782-74a9-48ad-a48d-c497424716da'],6,,,,,,,,,,,,,,,,Chievo,231,00:08:06.688,Pass,
,,,,,,,,,,,,,,,,,,0.492635,,,,,,,,,,,,,7dffc1db-d932-4988-9b58-bf21d23aa974,479,,"[97.8, 80.0]",3879848,8,,True,,,-1.028217,,,,,,"[101.9, 73.2]",Low Pass,,7.940403,,,,Simone Pepe,40247.0,,,,,Throw-in,1,From Throw In,Fabrizio Cacciatore,7050.0,Right Back,16,Chievo,231,['893be114-85ae-4e70-a66a-94945a8054eb'],17,,,,,,,,,,,,,,,,Chievo,231,00:08:17.898,Pass,
,,,,,,,,,,,,,,,,,,1.097918,,,,,,,,,,,,,a119b04c-5a9f-4459-ad1e-1674a9a24bec,486,,"[76.1, 77.1]",3879848,8,,,,,-0.6182964,,Right Foot,,,,"[85.8, 70.2]",Ground Pass,,11.903781,,,,Fabrizio Cacciatore,7050.0,,,,,,1,From Throw In,Nicola Rigoni,7041.0,Right Center Midfield,16,Chievo,231,['425d1086-46fd-41b4-b76c-3cc7e11a60c5'],26,,,,,,,,,,,,,,,,Chievo,231,00:08:26.271,Pass,
,,,,,,,,,,,,,,,,,,2.212203,,,,,,,,,,,,,60115a35-0959-48b5-b9d6-b9a2d6b09378,490,,"[80.0, 69.7]",3879848,8,,,,,-2.4994152,,Left Foot,,,,"[55.8, 51.6]",Ground Pass,,30.220026,,,,Boštjan Cesar,8877.0,,,,,,1,From Throw In,Fabrizio Cacciatore,7050.0,Right Back,16,Chievo,231,"['7e80cb54-8f68-44f4-9ea8-45a2fb8a9f78', 'cdcc9290-3e36-45e3-b325-8bafdcfb3b30']",28,,,,,,,,,,,,,,,,Chievo,231,00:08:28.443,Pass,True
,,,,,,,,,,,,,,,,,,1.186855,,,,,,,,,,,,,aabc1790-fd3d-4b50-8834-94480fd1a13f,493,,"[54.7, 45.5]",3879848,8,,,,,-0.70690805,,Left Foot,,,,"[64.3, 37.3]",Ground Pass,,12.625371,,,,Perparim Hetemaj,7046.0,,,,,,1,From Throw In,Boštjan Cesar,8877.0,Left Center Back,16,Chievo,231,['b9307c78-0919-48aa-982b-fdd6a8cf6d2c'],31,,,,,,,,,,,,,,,,Chievo,231,00:08:31.782,Pass,
,,,,,,,,,,,,,,,,,,1.359142,,,,,,,,,,,,,1df9332d-c404-4dad-8ad5-fa6e4eef6eba,496,,"[65.1, 36.7]",3879848,8,,,,,1.7112789,,Right Foot,,,,"[63.7, 46.6]",Ground Pass,,9.9985,,,,Ivan Radovanović,7042.0,,,,,,1,From Throw In,Perparim Hetemaj,7046.0,Left Center Midfield,16,Chievo,231,['8a06a689-9bf8-4afc-91f5-e0a27067e7a1'],32,,,,,,,,,,,,,,,,Chievo,231,00:08:32.969,Pass,
,,,,,,,,,,,,,,,,,,1.584922,,,,,,,,,,,,,7568f539-6159-4bc8-9f38-a15d82c2ed03,500,,"[62.1, 47.2]",3879848,8,,,,,3.100799,,Left Foot,,,,"[57.2, 47.4]",Ground Pass,,4.90408,,,,Perparim Hetemaj,7046.0,,,,,,1,From Throw In,Ivan Radovanović,7042.0,Center Defensive Midfield,16,Chievo,231,"['8d343e6f-f45f-4f98-a3a4-807b4370b70d', 'a5f4010e-1099-403e-8694-932c32c2eb6a']",37,,,,,,,,,,,,,,,,Chievo,231,00:08:37.191,Pass,True
,,,,,,,,,,,,,,,,,,0.975853,,,,,,,,,,,,,36de81ed-2f97-489b-bff2-ff99d2e79049,502,,"[57.2, 47.4]",3879848,8,,,,,1.5202775,,Right Foot,,,,"[58.1, 65.2]",Ground Pass,,17.822739,,,,Nicola Rigoni,7041.0,,,,,,1,From Throw In,Perparim Hetemaj,7046.0,Left Center Midfield,16,Chievo,231,['0c6239d5-627d-4ec6-9d7c-a5f1df07e4b0'],38,,,,,,,,,,,,,,,,Chievo,231,00:08:38.776,Pass,
,,,,,,,,,,,,,,,,,,1.120347,,,,,,,,,,,,,cf70ec0d-96a6-4297-ab1e-41ca7bd30929,505,,"[61.5, 68.0]",3879848,8,,,,,0.618543,,Right Foot,,,,"[72.6, 75.9]",Ground Pass,,13.624243,,,,Fabrizio Cacciatore,7050.0,,,,,,1,From Throw In,Nicola Rigoni,7041.0,Right Center Midfield,16,Chievo,231,['c8b85bc4-b59c-4a63-9ea0-0165ee2a69ab'],41,,,,,,,,,,,,,,,,Chievo,231,00:08:41.339,Pass,
,,,,,,,,,,,,,,,,,,1.172519,,,,,,,,,,,,,bea350cf-8ecb-4998-a243-2acededab608,507,,"[71.9, 76.3]",3879848,8,,,,,-1.4274563,,Right Foot,,,,"[73.3, 66.6]",Ground Pass,,9.80051,,,,Perparim Hetemaj,7046.0,,,,,,1,From Throw In,Fabrizio Cacciatore,7050.0,Right Back,16,Chievo,231,['5fe13fdc-1cb6-4a9a-ac35-ef619df6cdd1'],42,,,,,,,,,,,,,,,,Chievo,231,00:08:42.460,Pass,
,,,,,,,,,,,,,,,,,,1.353656,,,,,,,,,,,,,edf7c5fd-fccc-4fce-9990-e41350a985c1,509,,"[73.3, 66.6]",3879848,8,,,,,2.5274332,,Left Foot,,,,"[65.5, 72.1]",Ground Pass,,9.544108,,,,Nicola Rigoni,7041.0,,,,,,1,From Throw In,Perparim Hetemaj,7046.0,Left Center Midfield,16,Chievo,231,['fa2d31b3-6cd2-4c5f-822a-f7cef4e1abca'],43,,,,,,,,,,,,,,,,Chievo,231,00:08:43.632,Pass,
,,,,,,,,,,,,,,,,,,1.378733,,,,,,,,,,,,,fb624c96-0fbb-48d4-aa84-196e941602b9,511,,"[65.5, 72.1]",3879848,8,,,,,-1.3493243,,Right Foot,,,,"[68.9, 57.0]",Ground Pass,,15.478049,,,,Ivan Radovanović,7042.0,,,,,,1,From Throw In,Nicola Rigoni,7041.0,Right Center Midfield,16,Chievo,231,['cba4656f-739f-45c1-b2a7-0ac3be05a97c'],44,,,,,,,,,,,,,,,,Chievo,231,00:08:44.986,Pass,
,,,,,,,,,,,,,,,,,,1.740886,,,,,,,,,,,,,4c0c3589-110b-4cbc-b067-ec7e4a845095,513,,"[68.9, 57.0]",3879848,8,,,,,1.9184892,,Left Foot,,,,"[63.5, 71.9]",Ground Pass,,15.848344,,,,Nicola Rigoni,7041.0,,,,,,1,From Throw In,Ivan Radovanović,7042.0,Center Defensive Midfield,16,Chievo,231,['84f7709c-2fd9-4209-a7b2-8c4f98514b79'],46,,,,,,,,,,,,,,,,Chievo,231,00:08:46.365,Pass,
,,,,,,,,,,,,,,,,,,3.005984,,,,,,,,,,,,,66206a76-2843-4f5f-a6d0-d06edf2b0da3,516,,"[67.9, 70.8]",3879848,8,,,,,-0.5966604,,Right Foot,,,,"[110.3, 42.0]",High Pass,,51.256218,,Incomplete,,Roberto Inglese,7043.0,,,Through Ball,True,,1,From Throw In,Nicola Rigoni,7041.0,Right Center Midfield,16,Chievo,231,"['05596953-05ab-4cd0-ace8-51e593547628', 'd04f15b7-6f60-49d1-9be2-3f9f628d1266']",49,,,,,,,,,,,,,,,,Chievo,231,00:08:49.623,Pass,
,,,,,,,,,,,,,,,,,,5.145041,,,,,,,,,,,,,3b1eeeec-ffe5-4c48-9ff6-53ae9b81d46e,520,,"[15.5, 40.0]",3879848,9,,,,,-0.013714851,,Right Foot,,,,"[95.7, 38.9]",High Pass,,80.20754,,Incomplete,,Nikola Kalinić,7033.0,,,,,,1,From Throw In,Anton Ciprian Tătărușanu,3112.0,Goalkeeper,16,Chievo,231,"['6a6593da-da5d-4bba-ae99-beb670e857f7', 'deb6e731-bce0-4b0c-a81d-64031b196c22']",3,,,,,,,,,,,,,,,,Fiorentina,239,00:09:03.138,Pass,
,,,,,,,,,,,,,,,,,,1.654367,,,,,,,,,,,,,bddf19b8-2f8c-42ab-a787-18ada9b36ee6,526,,"[19.8, 70.4]",3879848,9,,,,,0.04647813,,Left Foot,,,,"[37.0, 71.2]",Ground Pass,,17.218596,,,,Nicola Rigoni,7041.0,,,,,,1,From Throw In,Fabrizio Cacciatore,7050.0,Right Back,16,Chievo,231,['1eb2d964-63a6-49e5-a85c-d02b370c215a'],12,,,,,,,,,,,,,,,,Chievo,231,00:09:12.740,Pass,
,,,,,,,,,,,,,,,,,,0.520714,,,,,,,,,,,,,a55c002a-197b-46b1-9156-9f89c87fa34c,529,,"[36.6, 71.0]",3879848,9,,,,,-2.1730838,,Right Foot,,,,"[32.2, 64.6]",Ground Pass,,7.7665954,,,,Ivan Radovanović,7042.0,,,,,,1,From Throw In,Nicola Rigoni,7041.0,Right Center Midfield,16,Chievo,231,['9356b6f9-d37d-48bc-8cf2-6f703367daff'],14,,,,,,,,,,,,,,,,Chievo,231,00:09:14.719,Pass,
,,,,,,,,,,,,,,,,,,0.916753,,,,,,,,,,,,,39575941-3fc5-48cd-a039-b71a9d9fc3f7,531,,"[32.2, 64.6]",3879848,9,,,,,0.06965458,,Right Foot,,,,"[53.7, 66.1]",Ground Pass,,21.552261,,Unknown,,Roberto Inglese,7043.0,,,,,,1,From Throw In,Ivan Radovanović,7042.0,Center Defensive Midfield,16,Chievo,231,['f2ddb332-6059-44aa-afd3-510bf36f1978'],15,,,,,,,,,,,,,,,,Chievo,231,00:09:15.239,Pass,
,,,,,,,,,,,,,,,,,,0.98424,,,,,,,,,,,,,68c480c9-88a1-409f-968c-be3f785ac484,535,,"[68.0, 15.1]",3879848,9,,True,,,1.5789928,,Right Foot,,,,"[67.8, 39.5]",Ground Pass,,24.40082,,,,Matías Ariel Fernández Fernández,26192.0,,,,,Free Kick,1,From Free Kick,Milan Badelj,6305.0,Center Defensive Midfield,17,Fiorentina,239,['c32337b2-af59-45a3-b517-45384b4a0ffe'],24,,,,,,,,,,,,,,,,Fiorentina,239,00:09:24.559,Pass,
,,,,,,,,,,,,,,,,,,0.767451,,,,,,,,,,,,,9e060099-ca90-4662-9012-67815cacc668,538,,"[68.6, 37.5]",3879848,9,,,,,-2.4980915,,Right Foot,,,,"[64.6, 34.5]",Ground Pass,,5.0,,,,Milan Badelj,6305.0,,,,,,1,From Free Kick,Matías Ariel Fernández Fernández,26192.0,Right Center Midfield,17,Fiorentina,239,"['95804610-4d6e-46e6-855a-e0a3d4829283', 'f90edf94-974d-4286-99ec-5d7bbf04fd40']",26,,,,,,,,,,,,,,,,Fiorentina,239,00:09:26.977,Pass,True
,,,,,,,,,,,,,,,,,,1.533675,,,,,,,,,,,,,7ee1a137-bdb8-4a41-9efa-3b627ab80d76,541,,"[64.2, 35.7]",3879848,9,,,,,1.5394477,,Right Foot,,,,"[65.1, 64.4]",Ground Pass,,28.714108,,,,Nenad Tomović,7056.0,,,,,,1,From Free Kick,Milan Badelj,6305.0,Center Defensive Midfield,17,Fiorentina,239,['f9a589f9-5810-4be1-af44-3f9aed39d083'],28,,,,,,,,,,,,,,,,Fiorentina,239,00:09:28.582,Pass,
,,,,,,,,,,,,,,,,,,0.729488,,,,,,,,,,,,,cb99e538-be4f-4d89-b53f-222dd7936007,544,,"[82.3, 67.1]",3879848,9,,,,,-0.94011503,,Right Foot,,,,"[86.9, 60.8]",Ground Pass,,7.800641,,,,Matías Ariel Fernández Fernández,26192.0,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Right Center Back,17,Fiorentina,239,['c7e14df5-29ee-4d54-9f90-be70824b2f9a'],34,,,,,,,,,,,,,,,,Fiorentina,239,00:09:34.623,Pass,
,,,,,,,,,,,,,,,,,,0.734033,,,,,,,,,,,,,3a950b34-ce9a-4f53-a109-9b83411182ef,546,,"[86.9, 60.8]",3879848,9,,,,,2.426501,,Right Foot,,,,"[79.3, 67.4]",Ground Pass,,10.0657835,,,,Nenad Tomović,7056.0,,,,,,1,From Free Kick,Matías Ariel Fernández Fernández,26192.0,Right Center Midfield,17,Fiorentina,239,['eac8f551-7a73-46b8-89b3-a88359c26048'],35,,,,,,,,,,,,,,,,Fiorentina,239,00:09:35.352,Pass,
,,,,,,,,,,,,,,,,,,1.676447,,,,,,,,,,,,,6468547e-442e-466e-a19e-885f44d1b57d,549,,"[75.2, 68.0]",3879848,9,,,,,-2.5512147,,Left Foot,,,,"[55.8, 55.0]",Ground Pass,,23.352943,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Right Center Back,17,Fiorentina,239,['b9aac481-3167-466c-969e-b91303345010'],37,,,,,,,,,,,,,,,,Fiorentina,239,00:09:37.714,Pass,
,,,,,,,,,,,,,,,,,,1.380904,,,,,,,,,,,,,286f3696-99c7-499e-a306-35b05771cc75,552,,"[55.0, 48.5]",3879848,9,,,,,-1.7496343,,Right Foot,,,,"[50.3, 22.5]",Ground Pass,,26.421392,,,,Davide Astori,8275.0,,,,,,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,17,Fiorentina,239,['25eb5cae-bb06-463b-b839-8993c558a1dc'],41,,,,,,,,,,,,,,,,Fiorentina,239,00:09:41.360,Pass,
,,,,,,,,,,,,,,,,,,2.052574,,,,,,,,,,,,,e1ab4393-f26e-4c66-b035-c1789cb2541c,555,,"[50.6, 14.1]",3879848,9,,,,,-0.5371692,,Left Foot,,,,"[64.2, 6.0]",Ground Pass,,15.829403,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,17,Fiorentina,239,['1a7d8fd6-ad60-4bf9-b514-4d307db3506e'],44,,,,,,,,,,,,,,,,Fiorentina,239,00:09:44.211,Pass,
,,,,,,,,,,,,,,,,,,0.914189,,,,,,,,,,,,,3e6e0ad5-627f-4c65-9252-e2a647cf154f,558,,"[60.2, 8.2]",3879848,9,,,,,2.36143,,Left Foot,,,,"[50.6, 17.7]",Ground Pass,,13.505924,,,,Borja Valero Iglesias,6997.0,,,,,,1,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Wing Back,17,Fiorentina,239,['d57784c7-f2f3-47e0-9d33-f3fec758a544'],46,,,,,,,,,,,,,,,,Fiorentina,239,00:09:46.866,Pass,
,,,,,,,,,,,,,,,,,,1.890051,,,,,,,,,,,,,0bb558e8-3b5d-463b-a66f-33d7aec8b494,561,,"[52.2, 44.6]",3879848,9,,,,,1.3454413,,Right Foot,,,,"[58.0, 69.9]",Ground Pass,,25.95631,,,,Nenad Tomović,7056.0,,,,,,1,From Free Kick,Borja Valero Iglesias,6997.0,Left Center Midfield,17,Fiorentina,239,['fd6349e1-e5f7-45e7-b748-d6eba37e22e8'],53,,,,,,,,,,,,,,,,Fiorentina,239,00:09:53.664,Pass,
,,,,,,,,,,,,,,,,,,0.994891,,,,,,,,,,,,,460612e7-a56f-45ce-af57-8465b3bb8cbc,564,,"[62.0, 70.7]",3879848,9,,,,,0.5978837,,Right Foot,,,,"[73.6, 78.6]",Ground Pass,,14.0346,,,,Cristian Tello Herrera,6658.0,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Right Center Back,17,Fiorentina,239,['45eb5457-9928-43be-ad22-a7a1a86486ef'],57,,,,,,,,,,,,,,,,Fiorentina,239,00:09:57.180,Pass,
,,,,,,,,,,,,,,,,,,1.215846,,,,,,,,,,,,,94e7edac-d808-4bae-bc3e-614f41375e01,568,,"[71.4, 78.1]",3879848,9,,,,,-2.7813215,,Right Foot,,,,"[56.8, 72.6]",Ground Pass,,15.601603,,,,Nenad Tomović,7056.0,,,,,,1,From Free Kick,Cristian Tello Herrera,6658.0,Right Wing Back,17,Fiorentina,239,"['19302619-c7eb-40f8-9397-0a89bd497683', '58922da7-518f-4704-91da-de4157594603']",58,,,,,,,,,,,,,,,,Fiorentina,239,00:09:58.870,Pass,True
,,,,,,,,,,,,,,,,,,1.755661,,,,,,,,,,,,,1977d226-38aa-4107-b31e-379b3027cfbd,571,,"[62.0, 70.1]",3879848,10,,,,,-2.136099,,Right Foot,,,,"[47.6, 47.4]",Ground Pass,,26.88215,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Right Center Back,17,Fiorentina,239,['36edb232-007f-48c0-8604-2f2258e25643'],3,,,,,,,,,,,,,,,,Fiorentina,239,00:10:03.729,Pass,
,,,,,,,,,,,,,,,,,,1.113166,,,,,,,,,,,,,3db26f57-0bb8-4a4d-9bfd-fc4667120af9,574,,"[46.8, 42.8]",3879848,10,,,,,-1.5143347,,Right Foot,,,,"[48.1, 19.8]",Ground Pass,,23.03671,,,,Davide Astori,8275.0,,,,,,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,17,Fiorentina,239,['6e1c2d5c-faf5-4d53-bbb5-9d9d844fc133'],6,,,,,,,,,,,,,,,,Fiorentina,239,00:10:06.595,Pass,
,,,,,,,,,,,,,,,,,,1.292032,,,,,,,,,,,,,94c22244-585d-484a-bbc9-da9ac6476690,577,,"[48.4, 17.5]",3879848,10,,,,,-0.7618335,,Left Foot,,,,"[63.6, 3.0]",Ground Pass,,21.006903,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,17,Fiorentina,239,['a3677c0e-8295-4da2-a443-30a3dc54ff7b'],9,,,,,,,,,,,,,,,,Fiorentina,239,00:10:09.250,Pass,
,,,,,,,,,,,,,,,,,,0.449474,,,,,,,,,,,,,ce5df2d1-d2cc-4fb3-b361-e5e87943db68,581,,"[62.0, 3.3]",3879848,10,,,,,2.100386,,Left Foot,,,,"[57.2, 11.5]",Ground Pass,,9.501579,,Unknown,,Borja Valero Iglesias,6997.0,,,,,,1,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Wing Back,17,Fiorentina,239,"['2c6e6134-db64-4567-8843-72e881d5929c', '82839d7c-45f1-468a-90a5-70e64de6d53b']",11,,,,,,,,,,,,,,,,Fiorentina,239,00:10:11.112,Pass,True
,,,,,,,,,,,,,,,,,,0.725066,,,,,,,,,,,,,c43060ac-f647-459c-bbbb-68627cef27bf,585,,"[65.1, 8.9]",3879848,10,,,,,2.6011732,,Left Foot,,,,"[61.6, 11.0]",Ground Pass,,4.0816665,,,,Davide Astori,8275.0,,,,,Free Kick,1,From Free Kick,Borja Valero Iglesias,6997.0,Left Center Midfield,18,Fiorentina,239,['a04fb548-ec72-4c94-abff-9ccf8abdd3da'],29,,,,,,,,,,,,,,,,Fiorentina,239,00:10:29.738,Pass,
,,,,,,,,,,,,,,,,,,0.590731,,,,,,,,,,,,,1c000829-5037-423f-944c-f731ef79e8fa,587,,"[61.6, 11.0]",3879848,10,,,,,-0.4636476,,Left Foot,,,,"[63.2, 10.2]",Ground Pass,,1.7888544,,,,Borja Valero Iglesias,6997.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,18,Fiorentina,239,['a1f83918-f799-4e5f-8e34-4d845a2d8813'],30,,,,,,,,,,,,,,,,Fiorentina,239,00:10:30.463,Pass,
,,,,,,,,,,,,,,,,,,1.605226,,,,,,,,,,,,,917d9a49-2fa3-4651-ae6d-1a0af98072dd,590,,"[58.0, 18.7]",3879848,10,,,,,1.8899014,,Right Foot,,,,"[50.5, 41.4]",Ground Pass,,23.906902,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Free Kick,Borja Valero Iglesias,6997.0,Left Center Midfield,18,Fiorentina,239,['0df2a4a2-6b8b-4486-8b85-1922bdc3a425'],33,,,,,,,,,,,,,,,,Fiorentina,239,00:10:33.624,Pass,
,,,,,,,,,,,,,,,,,,2.044821,,,,,,,,,,,,,b037048c-3f51-4c1f-beda-af0cf6cb1a9d,593,,"[50.6, 48.8]",3879848,10,,,,,-0.20496596,,Right Foot,,,,"[78.5, 43.0]",Ground Pass,,28.49649,,,,Nikola Kalinić,7033.0,,,,,,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,18,Fiorentina,239,['2322a896-83d9-4015-93e0-bc467676d637'],36,,,,,,,,,,,,,,,,Fiorentina,239,00:10:36.929,Pass,
,,,,,,,,,,,,,,,,,,1.017045,,,,,,,,,,,,,f0300ebc-ae6f-4b91-9af4-51422e60c19b,596,,"[78.5, 43.4]",3879848,10,,,,,3.0664656,,Right Foot,,,,"[69.2, 44.1]",Ground Pass,,9.326307,,,,Milan Badelj,6305.0,,,,,,1,From Free Kick,Nikola Kalinić,7033.0,Center Forward,18,Fiorentina,239,"['384e2b1e-32dd-4870-8917-ce9e5bfc74d3', 'b5d8dff9-e362-483d-9d39-01ac2eaf2cf7']",38,,,,,,,,,,,,,,,,Fiorentina,239,00:10:38.974,Pass,True
,,,,,,,,,,,,,,,,,,1.019083,,,,,,,,,,,,,94aab1fa-590e-441f-99cd-903b3ebb47bb,600,,"[64.0, 44.2]",3879848,10,,,,,-1.9206519,,Left Foot,,,,"[58.6, 29.4]",Ground Pass,,15.754364,,,,Davide Astori,8275.0,,,,,,1,From Free Kick,Milan Badelj,6305.0,Center Defensive Midfield,18,Fiorentina,239,['6a80a6e4-c582-4c3b-9042-4111e422fa69'],41,,,,,,,,,,,,,,,,Fiorentina,239,00:10:41.247,Pass,
,,,,,,,,,,,,,,,,,,3.31783,,,,,,,,,,,,,f9957ba4-6b40-4482-9c42-a7c05334eae6,603,,"[63.2, 29.7]",3879848,10,,,,,1.0463141,,Left Foot,,,,"[92.3, 80.0]",High Pass,,58.1111,,Out,,Cristian Tello Herrera,6658.0,,True,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,18,Fiorentina,239,['589adeec-7d98-48ab-95b5-f0a6aec2511e'],43,,,,,,,,,,,,,,,,Fiorentina,239,00:10:43.585,Pass,
,,,,,,,,,,,,,,,,,,1.538198,,,,,,,,,,,,,f9ff0e3e-e034-4be2-8fed-7ed56bb600fa,605,,"[41.0, 0.1]",3879848,10,,,,,0.68662155,,,,,,"[59.3, 15.1]",High Pass,,23.661995,,,,Roberto Inglese,7043.0,,,,,Throw-in,1,From Throw In,Massimo Gobbi,8645.0,Left Back,19,Chievo,231,['29e9e8c9-ead2-4af7-96f9-30415d616f4c'],57,,,,,,,,,,,,,,,,Chievo,231,00:10:57.581,Pass,
,,,,,,,,,,,,,,,,,,1.4327,,,,,,,,,,,,,f2ab2e4c-570f-45ff-bb7b-c6784f83a674,607,,"[59.3, 14.9]",3879848,10,,,,,-1.8788491,,Other,,,,"[56.5, 6.1]",High Pass,,9.234717,True,Incomplete,,Sergio Pellissier,8644.0,,,,,,1,From Throw In,Roberto Inglese,7043.0,Left Center Forward,19,Chievo,231,"['1b184b16-b614-4943-96c1-a4a535cd8dfc', '7572d2ac-89f2-4c38-86a1-54db24e10c19']",59,,,,,,,,,,,,,,,,Chievo,231,00:10:59.119,Pass,
,,,,,,,,,,,,,,,,,,2.542251,,,,,,,,,,,,,1b184b16-b614-4943-96c1-a4a535cd8dfc,609,,"[63.6, 74.0]",3879848,11,,,,,-2.574055,,Head,,,,"[39.6, 58.7]",High Pass,,28.46208,,,,Davide Astori,8275.0,,,,,Recovery,1,Regular Play,Matías Ariel Fernández Fernández,26192.0,Right Center Midfield,20,Fiorentina,239,"['07b84586-b328-4ad2-8190-036c25a746be', 'f2ab2e4c-570f-45ff-bb7b-c6784f83a674']",0,,,,,,,,,,,,,,,,Fiorentina,239,00:11:00.552,Pass,
