50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5bed3737-0c40-4dcc-a88e-2c453eb0e6d7,1,,,3879628,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 7463, 'name': 'Ignazio Abate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 40945, 'name': 'Alex Rodrigo Dias da Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 5661, 'name': ""M''Baye Babacar Niang""}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 70}]}",AC Milan,243,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,baa66d1f-0c7b-416a-be3a-4be056451c68,2,,,3879628,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 7012, 'name': 'Vasco Regini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 40394, 'name': 'Djamel Eddine Mesbah'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 95}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,65f5fffe-66e1-4229-bd38-a3886f4d6b8c,3,,,3879628,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,['f0d9c85b-a22c-49e5-a4ad-d9958eb6a581'],0,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f0d9c85b-a22c-49e5-a4ad-d9958eb6a581,4,,,3879628,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,['65f5fffe-66e1-4229-bd38-a3886f4d6b8c'],0,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a2ee53f6-7d02-4182-9871-515be4ac5524,1780,,,3879628,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,100,AC Milan,243,['c5f6ddd4-be46-4d4f-b2d4-0dd2c37b6cc3'],0,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c5f6ddd4-be46-4d4f-b2d4-0dd2c37b6cc3,1781,,,3879628,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,100,AC Milan,243,['a2ee53f6-7d02-4182-9871-515be4ac5524'],0,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.967709,,,,,,,,,,,,,9c7086fb-dcbe-464f-845e-0787d806e303,5,,"[60.0, 40.0]",3879628,0,,,,3.1102128,,Right Foot,,,,"[37.7, 40.7]",,Ground Pass,,22.310984,,,,Alessio Romagnoli,7458.0,,,,,,Kick Off,1,From Kick Off,Riccardo Montolivo,7166.0,Left Defensive Midfield,2,AC Milan,243,['00811aa4-0bea-49ca-9582-fbc3e91745f2'],0,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.053,Pass,
,,,,,,,,,,,,,,,,,1.814349,,,,,,,,,,,,,62b8028b-aa05-4f48-bdd4-c17537733e2a,7,,"[37.6, 40.7]",3879628,0,,,,0.49843398,,Left Foot,,,,"[76.0, 61.6]",,High Pass,,43.71922,,Incomplete,,,,,,,,,,1,From Kick Off,Alessio Romagnoli,7458.0,Left Center Back,2,AC Milan,243,['ef9b0196-eb9a-49db-b7aa-1b08f5407622'],2,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:02.021,Pass,
,,,,,,,,,,,,,,,,,3.606428,,,,,,,,,,,,,ef9b0196-eb9a-49db-b7aa-1b08f5407622,9,,"[44.1, 18.5]",3879628,0,,,True,-0.6129052,,,,,,"[68.7, 1.2]",,High Pass,,30.074076,,Out,,Eder Citadin Martins,7000.0,,,,,,Recovery,1,From Kick Off,Édgar Osvaldo Barreto Cáceres,7009.0,Left Center Midfield,2,AC Milan,243,"['62b8028b-aa05-4f48-bdd4-c17537733e2a', 'd0c8e223-88cf-4b63-9a26-df065ab84bc6', 'eb98e03a-bfc0-4871-a96b-d622d408f71a']",3,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:03.835,Pass,True
,,,,,,,,,,,,,,,,,1.791597,,,,,,,,,,,,,5c8af68f-4d28-4b8a-861f-3cb9e12e64a7,13,,"[50.4, 80.0]",3879628,0,,,,-2.8121696,,,,,,"[27.0, 72.0]",,Low Pass,,24.729738,,,,Alex Rodrigo Dias da Costa,40945.0,,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,3,AC Milan,243,['bc8bfdb9-b7ed-4ad8-9ac8-b0c0f82c923c'],15,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:15.992,Pass,
