50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c27e2a31-f805-478f-ab1f-985600b28b29,1,,,3878546,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 83}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 92}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b5e5e513-b558-4bca-b252-e1466fcd396b,2,,,3878546,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7027, 'name': 'Christian Maggio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 8194, 'name': 'Mirko Valdifiori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4a6dd03d-7c1a-4df8-93d2-91a682699edf,3,,,3878546,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['5cf11e2e-0358-40df-aad3-77640964fdfc'],0,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5cf11e2e-0358-40df-aad3-77640964fdfc,4,,,3878546,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['4a6dd03d-7c1a-4df8-93d2-91a682699edf'],0,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6d9ed29e-000d-485e-8527-db51a7087c2a,1646,,,3878546,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,116,Napoli,227,['fcd7c123-d2bb-4a8a-93ca-e8d313793fb8'],0,,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fcd7c123-d2bb-4a8a-93ca-e8d313793fb8,1647,,,3878546,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,116,Napoli,227,['6d9ed29e-000d-485e-8527-db51a7087c2a'],0,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.923464,,,,,,,,,,,,f0e61375-3cdb-4237-bd85-4f3b7c48724d,5,,"[61.0, 40.1]",3878546,0,,,,2.1025205,,Right Foot,,,,"[60.0, 41.8]",,Ground Pass,,1.9723083,,,,,Dries Mertens,5630.0,,,,,Kick Off,1,From Kick Off,Gonzalo Gerardo Higuaín,5497.0,Right Center Forward,2,Napoli,227,['532befdd-4d45-4655-9b62-f38b1b9336f4'],0,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.827,Pass,
,,,,,,,,,,,,,,,,,1.188201,,,,,,,,,,,,637e1514-5826-499e-90c4-d06ca87baa49,8,,"[59.1, 41.6]",3878546,0,,,,2.726518,,Right Foot,,,,"[47.3, 46.8]",,Ground Pass,,12.89496,,,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,From Kick Off,Dries Mertens,5630.0,Left Center Forward,2,Napoli,227,['508b105e-ec55-48a1-8ff1-9468f6dbd771'],1,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:01.818,Pass,
,,,,,,,,,,,,,,,,,0.911807,,,,,,,,,,,,9ee8f402-84aa-4ca2-baed-72c99c452bea,11,,"[47.3, 46.8]",3878546,0,,,,-1.885554,,Right Foot,,,,"[45.9, 42.5]",,Ground Pass,,4.5221677,,,,,Vlad Iulian Chiricheș,10736.0,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,2,Napoli,227,['97fbfa55-f79a-40aa-951f-3a9375cd335b'],3,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:03.137,Pass,
,,,,,,,,,,,,,,,,,3.322996,,,,,,,,,,,,0f4a7568-d186-45df-a8ee-02dfa305cae8,14,,"[45.9, 42.5]",3878546,0,,,,0.5125596,,Right Foot,,,,"[101.7, 73.9]",,High Pass,,64.02812,,,Incomplete,,Christian Maggio,7027.0,,,,,,1,From Kick Off,Vlad Iulian Chiricheș,10736.0,Left Center Back,2,Napoli,227,"['1cd5120b-e9ee-44cb-80b8-4fdb6f5c3a7b', '6b068943-dcf2-4678-a3e0-1ecfa6b797f4']",4,,,,,,,,,,,,,,,,,,,Napoli,227,00:00:04.141,Pass,
