50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.091064,,,,,,,,,,,,157aae01-89d9-40f9-9455-7f185880ec73,20,,"[56.3, 39.6]",3879623,0,,,,1.5115438,,Left Foot,,,"[57.7, 63.2]",,Ground Pass,,23.641489,,,,Vincent Laurini,7155.0,,,,,,1,From Kick Off,Andrea Costa,8664.0,Left Center Back,2,Empoli,290,"['5beb308a-a30b-4aae-8e23-b61427a30d85', '85ce08e8-9fd8-40db-ae13-8635dec8655b']",11,,,,,,,,,,,,,,,,,Empoli,290,00:00:11.074,Pass,True
,,,,,,,,,,,,,,,,,,0.565661,,,,,,,,,,,,b7a326d2-833e-4df7-880b-ff77f410318e,24,,"[57.5, 0.1]",3879623,0,True,,,2.8245368,,,,,"[38.3, 6.4]",,Low Pass,,20.207176,,,,Davide Astori,8275.0,,,,,Throw-in,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Wing Back,3,Fiorentina,239,['9d1632ce-3fad-4281-b7b9-19a7ee83c09c'],20,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:20.432,Pass,
,,,,,,,,,,,,,,,,,,1.824692,,,,,,,,,,,,9775342c-b16b-4afe-86d0-ff85b367c0ce,26,,"[22.9, 14.7]",3879623,0,,,,2.641152,,Left Foot,,,"[3.7, 25.2]",,Ground Pass,,21.883556,,,,Anton Ciprian Tătărușanu,3112.0,,,,,,1,From Throw In,Davide Astori,8275.0,Left Center Back,3,Fiorentina,239,['0326cd5c-357b-4f37-bd87-62458259cbeb'],22,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:22.930,Pass,
,,,,,,,,,,,,,,,,,,1.39041,,,,,,,,,,,,e975530e-e6fa-4b51-b12f-6f3b1a313ba3,29,,"[7.6, 26.6]",3879623,0,,,,0.64219904,,Right Foot,,,"[19.9, 35.8]",,Ground Pass,,15.360013,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Throw In,Anton Ciprian Tătărușanu,3112.0,Goalkeeper,3,Fiorentina,239,['799d36be-f754-4799-b13f-4671cbece839'],26,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:26.076,Pass,
,,,,,,,,,,,,,,,,,,1.134324,,,,,,,,,,,,ed789a51-4997-4475-9f9f-48ddb82f0be9,32,,"[16.4, 42.1]",3879623,0,,,,0.5128503,,Right Foot,,,"[37.0, 53.7]",,Ground Pass,,23.641489,,,,Mario Suárez Mata,23488.0,,,,,,1,From Throw In,Gonzalo Javier Rodríguez,25931.0,Center Back,3,Fiorentina,239,['70e3ce35-968e-4c1c-813d-efa21fe55c68'],29,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:29.305,Pass,
,,,,,,,,,,,,,,,,,,1.096242,,,,,,,,,,,,9565183a-51ed-4bf6-ab80-9abb6e9ff9ae,37,,"[82.8, 30.1]",3879623,0,,,,-1.9731175,,Left Foot,,,"[78.8, 20.7]",,Ground Pass,,10.215674,,,,Marcel Büchel,8187.0,,,,,Recovery,1,Regular Play,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,4,Empoli,290,"['cf1a26b8-33b3-4271-9e9e-9ca4bf216638', 'd00dc8eb-6983-49a7-b9ff-cddd257b99c5']",30,,,,,,,,,,,,,,,,,Empoli,290,00:00:30.876,Pass,True
,,,,,,,,,,,,,,,,,,0.838699,,,,,,,,,,,,398237b2-ebc0-4738-899c-58b5f275ef35,39,,"[79.1, 18.4]",3879623,0,,,,0.4098276,,Left Foot,,,"[91.3, 23.7]",,Ground Pass,,13.301504,,,,Riccardo Saponara,7150.0,,,,,,1,Regular Play,Marcel Büchel,8187.0,Left Center Midfield,4,Empoli,290,['0040a945-341e-4617-8871-bd3417b16bb0'],31,,,,,,,,,,,,,,,,,Empoli,290,00:00:31.972,Pass,
,,,,,,,,,,,,,,,,,,1.708596,,,,,,,,,,,,26688820-c070-49f6-bdc2-1cefdb535595,42,,"[90.5, 26.7]",3879623,0,,,,-0.38561708,,Right Foot,,,"[100.6, 22.6]",,Ground Pass,,10.900458,,Incomplete,,Massimo Maccarone,40252.0,,,,,,1,Regular Play,Riccardo Saponara,7150.0,Center Attacking Midfield,4,Empoli,290,"['128a7f57-b638-4374-ba25-1bb8a9ca03f0', 'd7f8cb6e-4e6b-43d3-9dea-70e16b67152d']",33,,,,,,,,,,,,,,,,,Empoli,290,00:00:33.472,Pass,
,,,,,,,,,,,,,,,,,,1.504605,,,,,,,,,,,,5722408f-5717-4d03-a623-579fe7791113,47,,"[20.2, 53.9]",3879623,0,,,,1.47804,,Right Foot,,,"[21.0, 62.5]",,Ground Pass,,8.637129,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Matías Vecino Falero,5255.0,Left Defensive Midfield,5,Fiorentina,239,['0ccd0dc8-0eba-4550-b00b-e162964291c2'],35,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:35.699,Pass,
,,,,,,,,,,,,,,,,,,0.852318,,,,,,,,,,,,90d61bc4-a8eb-4554-88dd-3d6d8eb6d2b0,51,,"[20.5, 61.8]",3879623,0,,,,1.359703,,Right Foot,,,"[23.8, 77.2]",,Ground Pass,,15.749603,,,,Ante Rebić,5465.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Right Defensive Midfield,5,Fiorentina,239,"['b64d6f44-d774-43e0-a060-19a9d8d24727', 'fd6b3f9c-8760-4cec-923f-c9cc5c23151c']",37,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:37.255,Pass,True
,,,,,,,,,,,,,,,,,,0.86127,,,,,,,,,,,,ac68b58f-7484-404f-a032-2c1c99c9d93e,54,,"[43.2, 75.9]",3879623,0,,,,-0.4800396,,Right Foot,,,"[55.3, 69.6]",,Ground Pass,,13.641848,,,,Borja Valero Iglesias,6997.0,,,,,,1,Regular Play,Ante Rebić,5465.0,Right Wing Back,5,Fiorentina,239,['908553d6-bba4-450b-a480-4601f02a16c2'],41,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:41.033,Pass,
,,,,,,,,,,,,,,,,,,1.489224,,,,,,,,,,,,03556d36-8e84-49e9-be77-51c184ecbcc1,60,,"[58.3, 70.1]",3879623,0,,,,0.6032299,,Left Foot,,,"[71.8, 79.4]",,Ground Pass,,16.393291,,,,Ante Rebić,5465.0,,,,,Free Kick,1,From Free Kick,Borja Valero Iglesias,6997.0,Right Attacking Midfield,6,Fiorentina,239,['fdec14b8-d97f-45a1-af92-297e30402fb9'],49,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:49.506,Pass,
,,,,,,,,,,,,,,,,,,0.999902,,,,,,,,,,,,1eaf243a-c57e-41d3-b9f5-6872fa5a35d2,63,,"[72.9, 78.6]",3879623,0,,,,-1.6498392,,Right Foot,,,"[72.1, 68.5]",,Ground Pass,,10.131634,,,,Borja Valero Iglesias,6997.0,,,,,,1,From Free Kick,Ante Rebić,5465.0,Right Wing Back,6,Fiorentina,239,['28db2975-dc74-4aaf-9c91-d6c9d1db425e'],52,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:52.122,Pass,
,,,,,,,,,,,,,,,,,,1.072666,,,,,,,,,,,,d9f43689-1d29-4ca7-a5f4-2dee4c93f265,66,,"[74.5, 73.7]",3879623,0,,,,2.426255,,Right Foot,,,"[68.4, 79.0]",,Ground Pass,,8.080841,,,,Ante Rebić,5465.0,,,,,,1,From Free Kick,Borja Valero Iglesias,6997.0,Right Attacking Midfield,6,Fiorentina,239,['4dba5ce4-d9b7-41eb-a092-9d5ec7a8bebe'],55,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:55.250,Pass,
,,,,,,,,,,,,,,,,,,1.223531,,,,,,,,,,,,a538efd1-37e2-41e0-b5b0-acc611380bb0,68,,"[68.7, 78.6]",3879623,0,,,,-2.8501358,,Right Foot,,,"[48.7, 72.6]",,Ground Pass,,20.880613,,,,Nenad Tomović,7056.0,,,,,,1,From Free Kick,Ante Rebić,5465.0,Right Wing Back,6,Fiorentina,239,['c8e5c655-c503-484d-b34c-f21695bee1e9'],56,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:56.322,Pass,
,,,,,,,,,,,,,,,,,,2.102629,,,,,,,,,,,,2435ec78-9afa-4e38-a2db-0e711f4db4aa,71,,"[48.0, 65.1]",3879623,0,,,,-2.1183586,,Right Foot,,,"[40.5, 52.8]",,Ground Pass,,14.406249,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Right Center Back,6,Fiorentina,239,['4199bae5-e6ff-4db6-b196-b1c37a3f10fd'],58,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:58.887,Pass,
,,,,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,acf215b9-a512-4ee5-af44-6f302cbb425a,74,,"[41.3, 50.9]",3879623,1,,,,-1.7506498,,Right Foot,,,"[36.7, 25.6]",,Ground Pass,,25.71478,,,,Davide Astori,8275.0,,,,,,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,6,Fiorentina,239,['ead68f04-3182-4f01-900a-c9f8d77f08b3'],2,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:02.031,Pass,
,,,,,,,,,,,,,,,,,,0.73566,,,,,,,,,,,,e2857864-7fbc-45f2-a574-14f176a6125a,78,,"[44.6, 7.5]",3879623,1,,,,-0.22178097,,Left Foot,,,"[54.8, 5.2]",,Ground Pass,,10.456099,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,6,Fiorentina,239,['830c0a3f-4a85-443f-ba54-4b9d53799a8c'],5,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:05.721,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,936e30db-2789-46b8-9269-b540bb97314a,81,,"[51.8, 4.8]",3879623,1,,,,2.9831681,,Left Foot,,,"[34.9, 7.5]",,Ground Pass,,17.11432,,,,Davide Astori,8275.0,,,,,,1,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Wing Back,6,Fiorentina,239,['f26417c1-ff71-4da4-bd13-738dd9e25047'],7,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:07.542,Pass,
,,,,,,,,,,,,,,,,,,0.998822,,,,,,,,,,,,2ed17fec-b087-4b27-895d-e8b1c8262583,84,,"[28.9, 13.9]",3879623,1,,,,1.702624,,Right Foot,,,"[26.5, 32.0]",,Ground Pass,,18.258423,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,6,Fiorentina,239,['e033d786-1c40-4302-906a-e6712000d6cd'],10,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:10.330,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,e52f02ae-1429-4efc-9acb-f6fca4cbf539,87,,"[19.4, 35.3]",3879623,1,,,,1.3378171,,Right Foot,,,"[27.8, 70.7]",,Ground Pass,,36.38296,,,,Nenad Tomović,7056.0,,,,,,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,6,Fiorentina,239,['bbf71f67-9425-4abb-9dd9-c80ffbeba7eb'],13,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:13.368,Pass,
,,,,,,,,,,,,,,,,,,1.238486,,,,,,,,,,,,fedf0980-9fba-473c-80f4-7b0a54a9d7b1,90,,"[35.6, 74.8]",3879623,1,,,,0.2536741,,Right Foot,,,"[51.8, 79.0]",,Ground Pass,,16.73559,,,,Ante Rebić,5465.0,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Right Center Back,6,Fiorentina,239,['5ba2abd1-2fdc-4743-9587-2446fbebee13'],17,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:17.225,Pass,
,,,,,,,,,,,,,,,,,,0.581259,,,,,,,,,,,,239378fe-39ff-454d-b146-3f629341985c,94,,"[57.0, 75.3]",3879623,1,,,,-0.67114383,,Left Foot,,,"[63.8, 69.9]",,Ground Pass,,8.683317,,,,Borja Valero Iglesias,6997.0,,,,,,1,From Free Kick,Ante Rebić,5465.0,Right Wing Back,6,Fiorentina,239,['ae0cb84a-b642-471d-82cd-2cad8931e334'],21,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:21.690,Pass,
,,,,,,,,,,,,,,,,,,1.905496,,,,,,,,,,,,3c070ecd-5b4b-46fd-877e-a536071ec5c4,100,,"[79.2, 64.4]",3879623,1,,,,-1.6222216,,Right Foot,,,"[77.8, 37.2]",,Ground Pass,,27.236006,,,,Matías Ariel Fernández Fernández,26192.0,,,,,,1,From Free Kick,Borja Valero Iglesias,6997.0,Right Attacking Midfield,6,Fiorentina,239,"['600f53d5-94e1-4c41-8747-b5f89448865b', '78b7b3fa-5481-4b3d-8ec7-27397ba27a33']",30,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:30.816,Pass,True
,,,,,,,,,,,,,,,,,,1.543653,,,,,,,,,,,,c2e0824f-e616-424c-8fb5-7842bc2f0f8b,104,,"[77.0, 24.4]",3879623,1,,,,-1.1390104,,Right Foot,,,"[86.4, 4.0]",,Ground Pass,,22.461523,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Free Kick,Matías Ariel Fernández Fernández,26192.0,Left Attacking Midfield,6,Fiorentina,239,['beada373-dd32-4c8b-8cc2-69df08fc1e6a'],34,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:34.044,Pass,
,,,,,,,,,,,,,,,,,,0.935368,,,,,,,,,,,,eab076d1-94f5-4afc-a18e-9684f7585a41,107,,"[88.3, 4.5]",3879623,1,,,,1.6872878,,Left Foot,,,"[87.2, 13.9]",,Ground Pass,,9.464143,,,,Matías Ariel Fernández Fernández,26192.0,,,,,,1,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Wing Back,6,Fiorentina,239,['8db64de3-3a41-4f47-a555-5efc2b1c7a7c'],36,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:36.285,Pass,
,,,,,,,,,,,,,,,,,,0.724642,,,,,,,,,,,,69bbf6d7-8091-4a0d-a70d-39a38018e8af,111,,"[86.4, 24.5]",3879623,1,,,,1.2800621,,Right Foot,,,"[90.2, 37.2]",,Ground Pass,,13.256319,,,,Borja Valero Iglesias,6997.0,,,,,,1,From Free Kick,Matías Ariel Fernández Fernández,26192.0,Left Attacking Midfield,6,Fiorentina,239,"['2659ef56-b786-42e9-8431-1d804009bf37', 'bee80343-6e3e-4223-9919-d15ca18b386f']",39,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:39.417,Pass,True
,,,,,,,,,,,,,,,,,,0.88555,,,,,,,,,,,,94dc08ee-c6eb-4f5a-85d3-d30ada47be9e,114,,"[90.2, 37.2]",3879623,1,,,,0.097253196,,Right Foot,,,"[98.4, 38.0]",,Ground Pass,,8.238932,,Incomplete,,Khouma El Hadji Babacar,7125.0,,,,,,1,From Free Kick,Borja Valero Iglesias,6997.0,Right Attacking Midfield,6,Fiorentina,239,"['65d54374-2366-4996-85f3-33087a43ce7c', '8045dde9-c420-48c3-bd6d-dfe552424b4b']",40,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:40.329,Pass,
,,,,,,,,,,,,True,,,,,,0.846465,,,,,,,,,,,,65d54374-2366-4996-85f3-33087a43ce7c,116,,"[21.7, 42.1]",3879623,1,,,,-0.43568286,,Right Foot,,,"[27.5, 39.4]",,Ground Pass,,6.397656,,,,Marcel Büchel,8187.0,,,,,Interception,1,Regular Play,Andrea Costa,8664.0,Left Center Back,7,Empoli,290,"['94dc08ee-c6eb-4f5a-85d3-d30ada47be9e', 'e8713f29-4007-4119-9c29-6faa049acfbb']",41,,,,,,,,,,,,,,,,,Empoli,290,00:01:41.214,Pass,
,,,,,,,,,,,,,,,,,,2.098411,,,,,,,,,,,,0cb2630a-cc75-4c18-86d9-4a752f16f56a,118,,"[27.5, 39.4]",3879623,1,,,,-1.8809001,,Left Foot,,,"[21.7, 21.3]",,Ground Pass,,19.006578,,,,Andrea Costa,8664.0,,,,,,1,Regular Play,Marcel Büchel,8187.0,Left Center Midfield,7,Empoli,290,['25b5c7a0-0f93-4bff-a4cf-b0937c170f48'],42,,,,,,,,,,,,,,,,,Empoli,290,00:01:42.061,Pass,
,,,,,,,,,,,,,,,,,,3.361046,,,,,,,,,,,,a16fdaa2-b0ed-44d7-a6fd-fe545a5bef4c,122,,"[20.9, 18.8]",3879623,1,,,,-0.11122294,,Left Foot,,,"[79.1, 12.3]",,High Pass,,58.561848,,Incomplete,,Massimo Maccarone,40252.0,,,,,,1,Regular Play,Andrea Costa,8664.0,Left Center Back,7,Empoli,290,"['28874d37-b4cf-4822-bf31-3c7f10cba482', 'a6cc6ffe-e39d-4a23-a8ba-98d0495f767b', 'f417ef8e-b388-42b4-a3ce-646649daa511']",44,,,,,,,,,,,,,,,,,Empoli,290,00:01:44.742,Pass,True
,,,,,,,,,,,,,,,,,,1.785619,,,,,,,,,,,,3f3e7468-be6a-49cb-9cf0-249afc5c518f,128,,"[110.4, 15.3]",3879623,1,,,,1.4666964,,Right Foot,True,,"[112.5, 35.4]",,Ground Pass,,20.209404,,Incomplete,,Riccardo Saponara,7150.0,,,,,,1,Regular Play,Massimo Maccarone,40252.0,Left Center Forward,7,Empoli,290,"['333cac0f-c76b-4c71-a500-874bc9b6dad1', '387e87bf-5292-4726-abf4-b0584ee7f3d0']",55,,,,,,,,,,,,,,,,,Empoli,290,00:01:55.026,Pass,
,,,,,,,,,,,,,,,,,,1.618961,,,,,,,,,,,,0717241f-38f1-4c6e-8018-28665c1ba8ab,132,,"[10.0, 45.2]",3879623,1,,,,0.1798535,,Keeper Arm,,,"[24.3, 47.8]",,Ground Pass,,14.534442,,,,Matías Ariel Fernández Fernández,26192.0,,,,,,1,Regular Play,Anton Ciprian Tătărușanu,3112.0,Goalkeeper,8,Fiorentina,239,['6d90ff9d-1907-45b5-a2e7-048dcd8802dc'],59,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:59.196,Pass,
