50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,efe137da-a126-43fd-9f8b-acfdbf93f487,1,,,3879686,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ac4a0865-ba0f-4602-9df8-fe4b693f1265,2,,,3879686,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 13612, 'name': 'Lorenzo Ariaudo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f0c4678c-77d9-440d-af08-a312902f036d,3,,,3879686,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['fdf852fd-17ad-4e16-9af9-b0dcf3e88f97'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fdf852fd-17ad-4e16-9af9-b0dcf3e88f97,4,,,3879686,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['f0c4678c-77d9-440d-af08-a312902f036d'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d9a844ad-45cb-4aaa-a9b4-3acb13bc3043,2150,,,3879686,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Napoli,227,['103b0c06-d098-48de-8b17-fd48be7a0c73'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,103b0c06-d098-48de-8b17-fd48be7a0c73,2151,,,3879686,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Napoli,227,['d9a844ad-45cb-4aaa-a9b4-3acb13bc3043'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.430546,,,,,,,,,,,,,,22cb920c-ab74-495e-bea9-b5fd50884d73,5,,"[61.0, 40.1]",3879686,0,True,,,-2.6651251,,Right Foot,,,,"[57.9, 38.5]",,Ground Pass,,3.4885528,,,,,Simone Missiroli,7113.0,,,,,Kick Off,1,From Kick Off,Diego Falcinelli,8093.0,Center Forward,2,Sassuolo,232,['f36989ff-4ee2-4033-99aa-58cf1e44f5d3'],1,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:01.259,Pass,
,,,,,,,,,,,,,,,,0.836556,,,,,,,,,,,,,,848ab358-0f82-4216-9180-c153164bb095,7,,"[57.0, 37.6]",3879686,0,,,,-1.9079303,,Right Foot,,,,"[53.6, 27.9]",,Ground Pass,,10.278619,,,,,Joseph Alfred Duncan,7698.0,,,,,,1,From Kick Off,Simone Missiroli,7113.0,Right Center Midfield,2,Sassuolo,232,['17773d71-a1e9-497b-9704-38b56c6764a0'],3,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:03.427,Pass,
,,,,,,,,,,,,,,,,2.010074,,,,,,,,,,,,,,2f06121f-3f27-45ba-83de-634da3520671,10,,"[54.9, 17.4]",3879686,0,,,,-0.16054949,,Left Foot,,,,"[104.3, 9.4]",,High Pass,,50.04358,,,Pass Offside,,Nicola Sansone,6859.0,,,,,,1,From Kick Off,Joseph Alfred Duncan,7698.0,Left Center Midfield,2,Sassuolo,232,['5eb9d421-323d-4906-b1bf-0c2937c144fc'],5,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:05.601,Pass,
,,,,,,,,,,,,,,,,3.823636,,,,,,,,,,,,,,1b37c3ca-e23a-4419-b437-13886f01f239,12,,"[24.6, 66.0]",3879686,0,,,,-0.15871254,,Right Foot,,,,"[92.7, 55.1]",,High Pass,,68.966805,,,Incomplete,,José María Callejón Bueno,7029.0,,,,,Free Kick,1,From Free Kick,José Manuel Reina Páez,7028.0,Goalkeeper,3,Napoli,227,"['7c96b837-09cb-46ab-8f29-1480f27f612c', 'b6539d47-3f34-4335-a4e6-fe44d1c7cefc']",33,,,,,,,,,,,,,,,,,Napoli,227,00:00:33.478,Pass,
