50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,df441cbd-6416-45bd-9c54-b3cdd7886ca8,1,,,,3879691,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 8104, 'name': 'Vassilis Torosidis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 7961, 'name': 'Leandro Castán da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4bd02889-6f22-463c-890c-0100b035b092,2,,,,3879691,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 95}, {'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 18}, {'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,6901dd98-5ebb-4763-9e87-cf75ac20e7c9,3,,,,3879691,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['6de7ae39-d0f1-4e3f-8dcd-9e1dcd6a443e'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,6de7ae39-d0f1-4e3f-8dcd-9e1dcd6a443e,4,,,,3879691,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['6901dd98-5ebb-4763-9e87-cf75ac20e7c9'],0,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,6aae0b06-5cc1-43a1-8de6-d33988bde438,1799,,,,3879691,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,AS Roma,229,['3e09181e-6773-4c62-802b-788caa6efda2'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3e09181e-6773-4c62-802b-788caa6efda2,1800,,,,3879691,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,AS Roma,229,['6aae0b06-5cc1-43a1-8de6-d33988bde438'],0,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.896909,,,,,,,,,,,,,,,,427daea4-9ed5-4106-bfc9-9a289b3a3130,5,,,"[61.0, 40.1]",3879691,0,,,,3.1036363,,Right Foot,,,,"[53.1, 40.4]",,Ground Pass,,7.905694,,,Miralem Pjanić,6947.0,,,,Kick Off,1,From Kick Off,Radja Nainggolan,6962.0,Center Attacking Midfield,2,AS Roma,229,['a02356cd-81cb-44d1-ba2a-4c6634903f81'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.564,Pass,
,,,,,,,,,,,,,,,1.317833,,,,,,,,,,,,,,,,b8b0419d-a2d3-4354-88d4-d617d6e78c8f,7,,,"[54.7, 42.5]",3879691,0,,,,-2.0043778,,Right Foot,,,,"[49.7, 31.7]",,Ground Pass,,11.90126,,,Daniele De Rossi,7051.0,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Right Defensive Midfield,2,AS Roma,229,['242e8f5c-1128-478b-b124-fcde81d5b0f5'],1,,,,,,,,,,,,,,,,,AS Roma,229,00:00:01.461,Pass,
,,,,,,,,,,,,,,,0.948038,,,,,,,,,,,,,,,,8d4a8998-0925-439d-bfb1-0f18c6c763b1,10,,,"[55.7, 38.2]",3879691,0,,,,1.5381992,,Left Foot,,,,"[56.0, 47.4]",,Ground Pass,,9.20489,,,Miralem Pjanić,6947.0,,,,,1,From Kick Off,Daniele De Rossi,7051.0,Left Defensive Midfield,2,AS Roma,229,['27c70611-400f-4b77-9518-3d075e3aba9b'],4,,,,,,,,,,,,,,,,,AS Roma,229,00:00:04.825,Pass,
,,,,,,,,,,,,,,,1.004,,,,,,,,,,,,,,,,3c8e0e0f-dc13-4b41-bda1-50c63982f57c,13,,,"[55.9, 46.4]",3879691,0,,,,0.37388945,,Right Foot,,,,"[76.8, 54.6]",,Ground Pass,,22.451057,,,Radja Nainggolan,6962.0,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Right Defensive Midfield,2,AS Roma,229,['1eb01120-f420-489f-b95c-f3e165e55f31'],6,,,,,,,,,,,,,,,,,AS Roma,229,00:00:06.829,Pass,
