50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.663498,,,,,,,,,,,,,,,,4ce6b683-6608-4fc5-b2e6-24560cac2ce6,16,,"[35.5, 49.2]",3879818,0,,,,,2.3653686,,Right Foot,,,"[30.0, 54.6]",Ground Pass,,7.7077885,,,,Cesare Bovo,40427.0,,,,,Recovery,1,Regular Play,Giuseppe Vives,40430.0,Center Defensive Midfield,3,Torino,241,['c950a372-5ee3-42f7-bbdd-e71d3e142873'],7,,,,,,,,,,,,,,,,,,Torino,241,00:00:07.746,Pass,
,,,,,,,,,,,,,,,,,,,1.229975,,,,,,,,,,,,,,,,e770a1ea-a702-45de-b3a2-60e3407d43d8,18,,"[30.0, 54.6]",3879818,0,,,,,0.80357796,,Right Foot,,,"[35.4, 60.2]",Ground Pass,,7.77946,,,,Daniele Baselli,7465.0,,,,,,1,Regular Play,Cesare Bovo,40427.0,Right Center Back,3,Torino,241,['889f3b5b-57c4-4104-92fb-4721caa995e2'],8,,,,,,,,,,,,,,,,,,Torino,241,00:00:08.410,Pass,
,,,,,,,,,,,,,,,,,,,1.784541,,,,,,,,,,,,,,,,5574dcbb-23ab-4aec-90df-9aa3d8feb925,20,,"[35.4, 60.2]",3879818,0,,,,,1.932374,,Right Foot,,,"[29.5, 75.8]",Ground Pass,,16.678429,,,,Bruno da Silva Peres,6965.0,,,,,,1,Regular Play,Daniele Baselli,7465.0,Right Center Midfield,3,Torino,241,['56725e93-7ac8-4716-b4e6-b087c5ea324b'],9,,,,,,,,,,,,,,,,,,Torino,241,00:00:09.640,Pass,
,,,,,,,,,,,,,,,,,,,0.169139,,,,,,,,,,,,,,,,9d1caed9-207c-4e73-9dc9-d5dab79ed200,24,,"[29.1, 76.8]",3879818,0,,,,,-0.040793683,,Right Foot,,,"[34.0, 76.6]",Low Pass,,4.90408,,Incomplete,,Daniele Baselli,7465.0,,,,,,1,Regular Play,Bruno da Silva Peres,6965.0,Right Wing Back,3,Torino,241,"['a4bd95a5-35cb-455f-9d1b-f27e7c51c68a', 'd60a8cdf-865d-4596-8896-e6ad9b01e52d', 'db8602dd-664e-44f6-a302-acee70804651']",12,,,,,,,,,,,,,,,,,,Torino,241,00:00:12.302,Pass,True
,,,,,,,,,,,,,,,,,,,0.963747,,,,,,,,,,,,,,,,9e637e53-4f7f-4816-9ee7-b14e52230a5e,29,,"[85.5, 0.1]",3879818,0,,,,,2.2738125,,,,,"[80.5, 6.0]",Low Pass,,7.7336926,,,,Franco Brienza,45591.0,,,,,Throw-in,1,From Throw In,Kévin Constant,399299.0,Left Back,4,Bologna,240,['61f09cf1-5921-4d7a-a692-920b15068b6d'],16,,,,,,,,,,,,,,,,,,Bologna,240,00:00:16.457,Pass,
,,,,,,,,,,,,,,,,,,,0.850705,,,,,,,,,,,,,,,,820c0d1d-b4ea-4bde-8704-1fca6de25a12,33,,"[85.8, 6.0]",3879818,0,,,,,0.64715517,,Left Foot,,,"[98.9, 15.9]",Ground Pass,,16.420109,,,,Sergio Floccari,6948.0,,,,,,1,From Throw In,Franco Brienza,45591.0,Left Center Midfield,4,Bologna,240,"['2ce3a1fb-a324-4a69-8e16-73048d161491', 'dd2aeb9a-bd59-49e1-be43-5a4acc01a8f9']",18,,,,,,,,,,,,,,,,,,Bologna,240,00:00:18.341,Pass,True
,,,,,,,,,,,,,,,,,,,0.640337,,,,,,,,,,,,,,,,66ec245c-6010-4260-bd7b-ef957dcf1f07,37,,"[98.9, 15.4]",3879818,0,,,,,-2.330559,,Right Foot,,,"[97.0, 13.4]",Low Pass,,2.758623,,Incomplete,,Emanuele Giaccherini,7775.0,,,,,,1,From Throw In,Sergio Floccari,6948.0,Center Forward,4,Bologna,240,"['1436cac8-97fe-477c-a71c-6dfd0fa8b94e', '1ddd20de-f62a-478c-9d98-0306a156509f', '6bd23489-9da5-46c8-b236-5f3829df12d3']",19,,,,,,,,,,,,,,,,,,Bologna,240,00:00:19.232,Pass,True
,,,,,,,,,,,,,,,,,,,0.928607,,,,,,,,,,,,,,,,c87b6fe1-cfc7-4e98-9348-307e654989c9,41,,"[27.5, 65.0]",3879818,0,,,,,1.5323538,,Right Foot,,,"[27.7, 70.2]",Low Pass,,5.2038445,,,,Daniele Baselli,7465.0,,,,,Recovery,1,From Throw In,Giuseppe Vives,40430.0,Center Defensive Midfield,4,Bologna,240,"['4b4a8fe8-8164-4864-9e6f-04436ad50a9a', '755aba84-7a9b-4bee-9522-90812619271f']",21,,,,,,,,,,,,,,,,,,Torino,241,00:00:21.324,Pass,True
,,,,,,,,,,,,,,,,,,,0.568519,,,,,,,,,,,,,,,,af43f030-f33a-4e9f-b617-aa8c376728c0,45,,"[28.8, 70.8]",3879818,0,,,,,2.8399737,,Right Foot,,,"[24.3, 72.2]",Ground Pass,,4.7127485,,Incomplete,,Bruno da Silva Peres,6965.0,,,,,,1,From Throw In,Daniele Baselli,7465.0,Right Center Midfield,4,Bologna,240,"['6d6933e3-20a8-45ec-a977-8750050cef1f', 'e09cae51-3979-4c10-9d4a-933eec85ed11']",23,,,,,,,,,,,,,,,,,,Torino,241,00:00:23.366,Pass,
,,,,,,,,,,,,,,,,,,,0.965867,,,,,,,,,,,,,,,,224191be-7ead-4357-820f-4d0571799e64,49,,"[95.0, 2.5]",3879818,0,,,,,3.1177876,,Right Foot,,,"[86.6, 2.7]",Ground Pass,,8.402381,,,,Kévin Constant,399299.0,,,,,,1,From Throw In,Sergio Floccari,6948.0,Center Forward,4,Bologna,240,['287fa5f2-6a4b-4b3c-87f0-76e0a020f285'],25,,,,,,,,,,,,,,,,,,Bologna,240,00:00:25.464,Pass,
,,,,,,,,,,,,,,,,,,,1.363205,,,,,,,,,,,,,,,,192fe2a5-a28a-4eb7-9ce1-9af8ec103845,52,,"[86.0, 2.7]",3879818,0,,,,,-0.21336864,,Right Foot,,,"[92.0, 1.4]",Ground Pass,,6.1392183,,,,Sergio Floccari,6948.0,,,,,,1,From Throw In,Kévin Constant,399299.0,Left Back,4,Bologna,240,"['73ea5a8c-c8fa-41bf-8e1a-a33f0851f9d9', 'f638d04b-bae9-4af6-b90f-70e195166e17']",26,,,,,,,,,,,,,,,,,,Bologna,240,00:00:26.430,Pass,True
,,,,,,,,,,,,,,,,,,,0.871742,,,,,,,,,,,,,,,,2f31646b-6df3-464e-b8a0-e8cefeb9df9d,56,,"[85.8, 2.5]",3879818,0,,,,,3.0309355,,Right Foot,,,"[76.8, 3.5]",Ground Pass,,9.055386,,,,Amadou Diawara,8284.0,,,,,,1,From Throw In,Sergio Floccari,6948.0,Center Forward,4,Bologna,240,"['98003902-b1db-4e52-b92f-5a2ed0e26594', 'c32dbb20-6a1b-43ee-88d2-6543e2d531db']",29,,,,,,,,,,,,,,,,,,Bologna,240,00:00:29.419,Pass,True
,,,,,,,,,,,,,,,,,,,2.591175,,,,,,,,,,,,,,,,f44de36b-bb4d-4bb1-9c95-92703fab6012,60,,"[72.7, 15.4]",3879818,0,,,,,2.158799,,Right Foot,,,"[54.3, 43.0]",Ground Pass,,33.17107,,,,Luca Rossettini,7142.0,,,,,,1,From Throw In,Amadou Diawara,8284.0,Center Defensive Midfield,4,Bologna,240,"['6478ab7e-6f4c-4b0e-bb8e-dbdd1d180f2a', '9277c661-91ea-45d8-ace2-c9583eab5df2']",33,,,,,,,,,,,,,,,,,,Bologna,240,00:00:33.539,Pass,True
,,,,,,,,,,,,,,,,,,,1.395143,,,,,,,,,,,,,,,,03fb10e0-d70f-4a79-8b0b-ccf7e8f45439,63,,"[56.8, 44.9]",3879818,0,,,,,1.3161186,,Right Foot,,,"[63.1, 69.1]",Ground Pass,,25.0066,,,,Marios Oikonomou,8873.0,,,,,,1,From Throw In,Luca Rossettini,7142.0,Right Center Back,4,Bologna,240,['d73b4656-dd7b-4f23-ba2b-9da2f2b53d02'],37,,,,,,,,,,,,,,,,,,Bologna,240,00:00:37.140,Pass,
,,,,,,,,,,,,,,,,,,,1.632184,,,,,,,,,,,,,,,,c57f9487-ce65-4b57-8b84-5fb9b110194e,65,,"[63.1, 69.1]",3879818,0,,,,,-2.1682966,,Right Foot,,,"[51.6, 52.2]",Ground Pass,,20.441624,,,,Luca Rossettini,7142.0,,,,,,1,From Throw In,Marios Oikonomou,8873.0,Right Back,4,Bologna,240,['1018460d-cc2b-4b9b-9b91-1b74505bcf1c'],38,,,,,,,,,,,,,,,,,,Bologna,240,00:00:38.535,Pass,
,,,,,,,,,,,,,,,,,,,1.588127,,,,,,,,,,,,,,,,9007d387-7a68-4c97-b809-588a1b649b74,68,,"[51.8, 48.1]",3879818,0,,,,,-1.5165509,,Right Foot,,,"[53.0, 26.0]",Ground Pass,,22.132555,,,,Domenico Maietta,8849.0,,,,,,1,From Throw In,Luca Rossettini,7142.0,Right Center Back,4,Bologna,240,['4a8724ac-5880-47e5-960e-311fe52b3529'],41,,,,,,,,,,,,,,,,,,Bologna,240,00:00:41.292,Pass,
,,,,,,,,,,,,,,,,,,,2.094969,,,,,,,,,,,,,,,,3690fc71-45d0-4f84-934b-351fb94c2510,71,,"[55.7, 24.4]",3879818,0,,,,,-0.9671537,,Right Foot,,,"[70.8, 2.5]",Ground Pass,,26.601128,,,,Kévin Constant,399299.0,,,,,,1,From Throw In,Domenico Maietta,8849.0,Left Center Back,4,Bologna,240,['ae7c58fe-f10b-4389-ad07-d63c7e27fa91'],43,,,,,,,,,,,,,,,,,,Bologna,240,00:00:43.534,Pass,
,,,,,,,,,,,,,,,,,,,1.116133,,,,,,,,,,,,,,,,7f0b7a28-b641-477a-a11b-fc06dc6b0f04,74,,"[70.8, 2.5]",3879818,0,,,,,2.3874342,,Left Foot,,,"[60.9, 11.8]",Ground Pass,,13.583077,,,,Domenico Maietta,8849.0,,,,,,1,From Throw In,Kévin Constant,399299.0,Left Back,4,Bologna,240,['f6b73d0b-f094-4972-8495-15eb5f125917'],48,,,,,,,,,,,,,,,,,,Bologna,240,00:00:48.249,Pass,
,,,,,,,,,,,,,,,,,,,2.086753,,,,,,,,,,,,,,,,a88d7183-bcb5-42ec-994a-e676b81f28c9,77,,"[60.9, 13.7]",3879818,0,,,,,1.6902252,,Right Foot,,,"[57.0, 46.2]",Ground Pass,,32.733162,,,,Luca Rossettini,7142.0,,,,,,1,From Throw In,Domenico Maietta,8849.0,Left Center Back,4,Bologna,240,['8ac809c3-8863-47c6-a15e-9a4de3520aee'],50,,,,,,,,,,,,,,,,,,Bologna,240,00:00:50.716,Pass,
,,,,,,,,,,,,,,,,,,,1.787664,,,,,,,,,,,,,,,,d58da03e-437d-45fd-a62f-ae8804fa0e2e,80,,"[62.8, 53.9]",3879818,0,,,,,1.1093132,,Right Foot,,,"[72.0, 72.4]",Ground Pass,,20.661316,,,,Saphir Sliti Taïder,8851.0,,,,,,1,From Throw In,Luca Rossettini,7142.0,Right Center Back,4,Bologna,240,['5cee89f9-75c2-4699-a2e5-eaa1ee8875f1'],54,,,,,,,,,,,,,,,,,,Bologna,240,00:00:54.066,Pass,
,,,,,,,,,,,,,,,,,,,0.098437,,,,,,,,,,,,,,,,61516101-c712-40d5-b083-decf42c5cbca,84,,"[76.0, 72.5]",3879818,0,,,,,-0.037020117,,Right Foot,,,"[78.7, 72.4]",Ground Pass,,2.7018511,,Incomplete,,Marios Oikonomou,8873.0,,,,,,1,From Throw In,Saphir Sliti Taïder,8851.0,Right Center Midfield,4,Bologna,240,"['5abc6788-abb3-435c-9efc-39c6b6491e72', 'a21c1889-b301-46ef-810a-9d6a0b921a47', 'ada9d5f2-3a0e-4f11-874f-89de7240a1eb']",57,,,,,,,,,,,,,,,,,,Bologna,240,00:00:57.201,Pass,True
,,,,,,,,,,,,,,,,,,,1.418755,,,,,,,,,,,,,,,,b4400882-d587-4dc5-9b06-cc4b2bbd41b3,88,,"[89.3, 80.0]",3879818,1,,,,,-0.37910384,,,,,"[101.6, 75.1]",Low Pass,,13.24009,,,,Luca Rizzo,11729.0,,,,,Throw-in,1,From Throw In,Marios Oikonomou,8873.0,Right Back,5,Bologna,240,['90aea248-ab05-4b3e-8e18-27f2f0bbb63c'],12,,,,,,,,,,,,,,,,,,Bologna,240,00:01:12.551,Pass,
,,,,,,,,,,,,,,,,,,,1.511373,,,,,,,,,,,,,,,,946e5a8d-50c3-4a16-bdeb-4eff7ef3d769,98,,"[14.9, 12.0]",3879818,1,,,,,1.1737169,,Right Foot,,,"[20.1, 24.4]",Ground Pass,,13.446189,,,,Kamil Glik,3034.0,,,,,,1,From Throw In,Cristian Molinaro,7479.0,Left Wing Back,5,Bologna,240,"['16ffe7a6-0c37-4a78-85c2-414ac7fa8857', 'e17ca2ac-c3eb-4022-9f6b-03fd3094e5b4']",16,,,,,,,,,,,,,,,,,,Torino,241,00:01:16.726,Pass,True
,,,,,,,,,,,,,,,,,,,1.69467,,,,,,,,,,,,,,,,2969c868-e615-4780-bd13-0b955947b146,100,,"[20.1, 24.4]",3879818,1,,,,,-0.19509141,,Right Foot,,,"[36.8, 21.1]",Ground Pass,,17.022926,,Incomplete,,Andrea Belotti,7471.0,,,,,,1,From Throw In,Kamil Glik,3034.0,Center Back,5,Bologna,240,"['b27aef13-bec7-4cb0-be32-0e317defdef0', 'bf39eb10-ff4b-4f6f-bc00-328abce8a985']",18,,,,,,,,,,,,,,,,,,Torino,241,00:01:18.238,Pass,
,,,,,,,,,,,,,,,,,,,0.804519,,,,,,,,,,,,,,,,52e8a9a3-013b-4adf-88d5-b00ceefd813f,107,,"[33.3, 29.3]",3879818,1,,,,,-0.10894196,,Right Foot,,,"[46.1, 27.9]",Ground Pass,,12.876335,,,,Josef Alexander Martínez Mencia,12619.0,,,,,Recovery,1,Regular Play,Daniele Baselli,7465.0,Right Center Midfield,6,Torino,241,['758b0b48-210b-4da2-b5fd-2e537c276857'],22,,,,,,,,,,,,,,,,,,Torino,241,00:01:22.343,Pass,
,,,,,,,,,,,,,,,,,,,1.655732,,,,,,,,,,,,,,,,37ca2c50-cf5c-48b0-a1bc-a656af7551e0,111,,"[49.1, 29.3]",3879818,1,,,,,-1.3491467,,Right Foot,,,"[50.7, 22.2]",Ground Pass,,7.278049,,,,Daniele Baselli,7465.0,,,,,,1,Regular Play,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,6,Torino,241,['bdad2bcd-b5f2-43f5-803c-102503721e90'],25,,,,,,,,,,,,,,,,,,Torino,241,00:01:25.186,Pass,
,,,,,,,,,,,,,,,,,,,2.032484,,,,,,,,,,,,,,,,a30c688b-5a2b-4a51-be23-dec3fb9a0f55,114,,"[50.7, 22.2]",3879818,1,,,,,-2.1930003,,Right Foot,,,"[40.3, 7.7]",Ground Pass,,17.844048,,,,Cristian Molinaro,7479.0,,,,,,1,Regular Play,Daniele Baselli,7465.0,Right Center Midfield,6,Torino,241,['9e484aca-e7ee-46f0-90ae-82d02095057b'],27,,,,,,,,,,,,,,,,,,Torino,241,00:01:27.155,Pass,
,,,,,,,,,,,,,,,,,,,1.55073,,,,,,,,,,,,,,,,306cac29-851b-4d94-a51e-c13bd9c6a9f8,117,,"[41.4, 17.7]",3879818,1,,,,,1.6019146,,Left Foot,,,"[40.6, 43.4]",Ground Pass,,25.712448,,,,Giuseppe Vives,40430.0,,,,,,1,Regular Play,Cristian Molinaro,7479.0,Left Wing Back,6,Torino,241,['d02c886b-e8a3-4dbf-8387-d71bc5e56f91'],31,,,,,,,,,,,,,,,,,,Torino,241,00:01:31.512,Pass,
,,,,,,,,,,,,,,,,,,,1.845326,,,,,,,,,,,,,,,,4b0c474b-fbbc-4b56-b434-847cdacf3707,120,,"[38.1, 46.2]",3879818,1,,,,,1.6920474,,Right Foot,,,"[35.2, 70.0]",Ground Pass,,23.97603,,,,Cesare Bovo,40427.0,,,,,,1,Regular Play,Giuseppe Vives,40430.0,Center Defensive Midfield,6,Torino,241,['7c8c6d30-383d-4aae-a143-9c190a70f8aa'],34,,,,,,,,,,,,,,,,,,Torino,241,00:01:34.193,Pass,
,,,,,,,,,,,,,,,,,,,1.765152,,,,,,,,,,,,,,,,61693fb7-0700-4d04-a049-4f5e179ce973,123,,"[39.0, 70.8]",3879818,1,,,,,0.49312967,,Right Foot,,,"[53.7, 78.7]",Ground Pass,,16.68832,,,,Bruno da Silva Peres,6965.0,,,,,,1,Regular Play,Cesare Bovo,40427.0,Right Center Back,6,Torino,241,['78832eb2-4c1f-4a8f-a9fb-9159e46c7b15'],36,,,,,,,,,,,,,,,,,,Torino,241,00:01:36.808,Pass,
,,,,,,,,,,,,,,,,,,,1.925557,,,,,,,,,,,,,,,,3bfccc45-c467-49dc-aa38-f31d6477fec0,126,,"[57.8, 77.9]",3879818,1,,,,,-2.8157098,,Right Foot,,,"[43.3, 73.0]",Ground Pass,,15.305554,,,,Cesare Bovo,40427.0,,,,,,1,Regular Play,Bruno da Silva Peres,6965.0,Right Wing Back,6,Torino,241,['1c6b4293-8717-4909-8b51-24929446e5b4'],41,,,,,,,,,,,,,,,,,,Torino,241,00:01:41.389,Pass,
,,,,,,,,,,,,,,,,,,,2.300616,,,,,,,,,,,,,,,,278aa960-8a5f-4f2f-a869-afd4970ab44e,129,,"[43.3, 73.0]",3879818,1,,,,,-1.9771818,,Right Foot,,,"[29.4, 40.7]",Ground Pass,,35.163902,,,,Kamil Glik,3034.0,,,,,,1,Regular Play,Cesare Bovo,40427.0,Right Center Back,6,Torino,241,['9740965d-7853-4f63-9fb1-4b0fccef3487'],43,,,,,,,,,,,,,,,,,,Torino,241,00:01:43.649,Pass,
