50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,90e5f964-a6e5-4d80-8553-664e93fbb4e5,1,,,3879614,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 28289, 'name': 'Gastón Alexis Silva Perdomo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c7338b94-4dfa-4b47-9419-65c9c8afc5fd,2,,,3879614,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 55}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 83}, {'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ca94ef7e-0ce9-4eb5-8c54-f218c4f9d6ac,3,,,3879614,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['735d23de-6915-44e1-bd9d-5595b16850c4'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,735d23de-6915-44e1-bd9d-5595b16850c4,4,,,3879614,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['ca94ef7e-0ce9-4eb5-8c54-f218c4f9d6ac'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5490e009-b8ff-4127-8c73-d95972a7f368,1847,,,3879614,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Torino,241,['784ce1ba-0f49-4c61-8fc1-a38e90f354ee'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,784ce1ba-0f49-4c61-8fc1-a38e90f354ee,1848,,,3879614,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Torino,241,['5490e009-b8ff-4127-8c73-d95972a7f368'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.340741,,,,,,,,,,,3b936c52-a2bf-46e5-9213-85ae27083a67,5,,"[60.0, 40.0]",3879614,0,,,,-2.8158739,,Right Foot,,,,"[44.9, 34.9]",,Ground Pass,,15.9380045,,,Giuseppe Vives,40430.0,,,,,Kick Off,1,From Kick Off,Andrea Belotti,7471.0,Left Center Forward,2,Torino,241,['a39da154-4965-4d79-bca8-5df4485a316a'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.838,Pass,
,,,,,,,,,,,,,,,1.902288,,,,,,,,,,,39e5978b-649a-40c6-be7a-aff5f1aba1be,8,,"[42.7, 36.9]",3879614,0,,,,1.8454902,,Right Foot,,,,"[36.5, 58.9]",,Ground Pass,,22.856947,,,Gastón Alexis Silva Perdomo,28289.0,,,,,,1,From Kick Off,Giuseppe Vives,40430.0,Center Defensive Midfield,2,Torino,241,['b0d505ee-0328-4ec1-abf4-12d05208d34e'],2,,,,,,,,,,,,,,,,,Torino,241,00:00:02.700,Pass,
,,,,,,,,,,,,,,,2.289655,,,,,,,,,,,2ba711b4-73a0-4cc8-adfd-8d2903130265,11,,"[37.0, 57.2]",3879614,0,,,,-2.4314618,,Left Foot,,,,"[20.6, 43.1]",,Ground Pass,,21.62799,,,Kamil Glik,3034.0,,,,,,1,From Kick Off,Gastón Alexis Silva Perdomo,28289.0,Right Center Back,2,Torino,241,['5dee93a2-90e2-4aec-a7ec-f43b92e49fff'],5,,,,,,,,,,,,,,,,,Torino,241,00:00:05.562,Pass,
,,,,,,,,,,,,,,,1.622269,,,,,,,,,,,db61a4d3-b98f-4b30-bec2-e85545381d0a,14,,"[29.4, 36.1]",3879614,0,,,,1.2442726,,Right Foot,,,,"[37.9, 61.2]",,Ground Pass,,26.500189,,,Gastón Alexis Silva Perdomo,28289.0,,,,,,1,From Kick Off,Kamil Glik,3034.0,Center Back,2,Torino,241,['8a14afbf-56ed-4513-b672-ffa17b161362'],11,,,,,,,,,,,,,,,,,Torino,241,00:00:11.073,Pass,
