50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2efb11e4-8e5c-4daa-a7f9-3239b28bcfe4,1,,,3879578,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 39}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 3}, {'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,db620f3c-66f6-423b-b6e7-afcb3681ebcd,2,,,3879578,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48f61836-8c8f-4ea7-bb7e-cacf38db5e14,3,,,3879578,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['0f425728-92bf-43e2-9a31-6d096cea1933'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0f425728-92bf-43e2-9a31-6d096cea1933,4,,,3879578,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['48f61836-8c8f-4ea7-bb7e-cacf38db5e14'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7c0877b3-8648-405b-8bc0-853d84af42ef,1821,,,3879578,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,77,Carpi,1683,['19a6f433-857f-4628-a6b7-f344526d5af2'],0,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,19a6f433-857f-4628-a6b7-f344526d5af2,1822,,,3879578,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,77,Carpi,1683,['7c0877b3-8648-405b-8bc0-853d84af42ef'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.522049,,,,,,,,,,,,,ead73c8e-0280-4e8a-b6a0-b314733c428a,5,,"[61.0, 40.1]",3879578,0,True,,,-2.1910458,,Right Foot,,,,"[59.5, 38.0]",Ground Pass,,2.5806975,,,,Marco Borriello,8871.0,,,,,Kick Off,1,From Kick Off,Lorenzo Lollo,30829.0,Left Center Midfield,2,Carpi,1683,['9f2fb1e0-1de2-47ab-b275-7b6156792408'],2,,,,,,,,,,,,,,,,,Carpi,1683,00:00:02.435,Pass,
,,,,,,,,,,,,,,,,,1.055248,,,,,,,,,,,,,ecf524a1-3fa2-406c-865b-7fa6dec5712a,7,,"[58.6, 38.6]",3879578,0,,,,2.485414,,Left Foot,,,,"[48.6, 46.3]",Ground Pass,,12.621015,,,,Luca Marrone,31572.0,,,,,,1,From Kick Off,Marco Borriello,8871.0,Center Forward,2,Carpi,1683,['dcca54be-fb2c-4073-826a-86a18213b037'],3,,,,,,,,,,,,,,,,,Carpi,1683,00:00:03.037,Pass,
,,,,,,,,,,,,,,,,,1.662885,,,,,,,,,,,,,90013b2b-ac85-48b0-a0d1-adf271930d3a,10,,"[43.9, 45.5]",3879578,0,,,,-2.2123191,,Right Foot,,,,"[31.8, 29.3]",Ground Pass,,20.22004,,,,Simone Romagnoli,7172.0,,,,,,1,From Kick Off,Luca Marrone,31572.0,Center Defensive Midfield,2,Carpi,1683,['170f754d-48c5-474f-868a-9e1c5444ec4a'],5,,,,,,,,,,,,,,,,,Carpi,1683,00:00:05.098,Pass,
,,,,,,,,,,,,,,,,,1.238901,,,,,,,,,,,,,ce8ab6f7-e0dd-48bc-a901-21385eecab62,13,,"[28.1, 31.1]",3879578,0,,,,1.6181294,,Right Foot,,,,"[27.2, 50.1]",Ground Pass,,19.021303,,,,Nicolás Federico Spolli,8278.0,,,,,,1,From Kick Off,Simone Romagnoli,7172.0,Left Center Back,2,Carpi,1683,['4da07795-7966-400b-a644-25cad8aea168'],7,,,,,,,,,,,,,,,,,Carpi,1683,00:00:07.989,Pass,
