50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0843d1e7-856a-40e3-adef-03bf6391ad44,1,,,3879707,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 87}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ec649e27-2870-4060-b7bc-50b21bda2760,2,,,3879707,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 93}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8661, 'name': 'Daniel Pavlovic'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 9903, 'name': 'Yussif Raman Chibsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 386512, 'name': 'Alessandro Frara'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8101386c-3404-4809-8102-95ae01f085c7,3,,,3879707,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['a34ca7ee-537f-47f4-8ce1-04871d1c1be4'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a34ca7ee-537f-47f4-8ce1-04871d1c1be4,4,,,3879707,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['8101386c-3404-4809-8102-95ae01f085c7'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,06d2bf50-edad-44e4-8756-049f0efc4c3c,1498,,,3879707,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,88,Frosinone,291,['e36f1beb-ebb1-41af-b877-2a1fb7adad26'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e36f1beb-ebb1-41af-b877-2a1fb7adad26,1499,,,3879707,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,88,Frosinone,291,['06d2bf50-edad-44e4-8756-049f0efc4c3c'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.689215,,,,,,,,,,,,1ff5c19a-a731-40ae-9009-d8feba377349,5,,"[61.0, 40.1]",3879707,0,,,,2.8511908,,Right Foot,,,"[52.3, 42.7]",,Ground Pass,,9.080198,,,,Seydou Kéita,20169.0,,,,,,Kick Off,1,From Kick Off,Miralem Pjanić,6947.0,Right Center Midfield,2,AS Roma,229,['e3ec50d7-6dd1-48ae-8664-0a79065a7e83'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.779,Pass,
,,,,,,,,,,,,,,,,,,0.799999,,,,,,,,,,,,920a90d8-430b-41b7-af60-19905993e6e2,8,,"[54.2, 43.4]",3879707,0,,,,0.7853982,,Left Foot,,,"[57.5, 46.7]",,Ground Pass,,4.666905,,,,Miralem Pjanić,6947.0,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Center Defensive Midfield,2,AS Roma,229,['a95026ed-0871-4ed1-af5a-0572dedcba80'],1,,,,,,,,,,,,,,,,,AS Roma,229,00:00:01.508,Pass,
,,,,,,,,,,,,,,,,,,1.599997,,,,,,,,,,,,2471dded-cbcc-4d92-8c18-ecde2b00f398,11,,"[63.3, 55.0]",3879707,0,,,,1.8202095,,Right Foot,,,"[57.9, 76.2]",,Ground Pass,,21.876928,,,,Antonio Rüdiger,3167.0,,,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Right Center Midfield,2,AS Roma,229,['66a889fb-b544-4c6c-be72-d18d21ed3e8d'],4,,,,,,,,,,,,,,,,,AS Roma,229,00:00:04.308,Pass,
,,,,,,,,,,,,,,,,,,1.999997,,,,,,,,,,,,246aa52f-c25a-4116-aa9c-e300d8bc2436,14,,"[60.2, 74.4]",3879707,0,,,,-2.9081647,,Right Foot,,,"[45.9, 71.0]",,Ground Pass,,14.698639,,,,Konstantinos Manolas,7048.0,,,,,,,1,From Kick Off,Antonio Rüdiger,3167.0,Right Back,2,AS Roma,229,['83928c19-4bff-4008-82ba-e6757b41b0d7'],6,,,,,,,,,,,,,,,,,AS Roma,229,00:00:06.708,Pass,
