50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.801892,,,,,,,,,,,,,,b805c780-b8de-499f-b9e9-9179c384aa21,17,,"[71.9, 0.1]",3879631,0,,,,,0.3228178,,,,,,"[100.0, 9.5]",,High Pass,,29.630558,,Incomplete,,Riccardo Meggiorini,11643.0,,,,,,Throw-in,1,From Throw In,Massimo Gobbi,8645.0,Left Back,3,Chievo,231,"['05ec0fbf-4684-4538-8229-3d78cec1f4dd', '12ac3de5-0c53-464d-bd2a-b897fe434f3b']",12,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:12.711,Pass,
,,,,,,,,,,,,,,,,,1.306092,,,,,,,,,,,,,,0c06eeed-e516-40a7-8d8f-606521560821,23,,"[85.2, 20.5]",3879631,0,,,,,0.5199678,,Right Foot,,,,"[98.3, 28.0]",,High Pass,,15.095033,,,,Alberto Paloschi,6950.0,,,,,,Recovery,1,From Throw In,Nicola Rigoni,7041.0,Center Defensive Midfield,3,Chievo,231,['bf7ea819-6a6d-4e11-9a09-a77f85340c60'],20,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:20.682,Pass,
,,,,,,,,,,,,,,,,,1.140388,,,,,,,,,,,,,,87382e79-059f-4393-9416-805c9ec53d14,27,,"[98.5, 27.7]",3879631,0,,,,,1.4807626,,Right Foot,,,,"[99.8, 42.1]",,High Pass,,14.458562,,Incomplete,,Valter Birsa,7045.0,,,,,,,1,From Throw In,Alberto Paloschi,6950.0,Right Center Forward,3,Chievo,231,"['1f662181-c6c0-49ae-b927-0b8570a0d4f6', '9634aacd-c0d3-4386-a8ea-249dfee517fa', '9c83f42a-cbef-4340-b3c1-11402e6da40a']",22,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:22.490,Pass,True
,,,,,,,,,,,,,,,,,1.77509,,,,,,,,,,,,,,55dd511f-2300-4753-ba45-0da2897f17b1,38,,"[42.8, 65.2]",3879631,1,,,,,-0.28588736,,Left Foot,,,,"[75.8, 55.5]",,Ground Pass,,34.396076,,Injury Clearance,,,,,,,,,,1,Other,Francesco Lodi,40367.0,Center Defensive Midfield,5,Udinese,230,,15,,,,,,,,,,,,,,,,,,,Udinese,230,00:01:15.758,Pass,
,,,,,,,,,,,,,,,,,1.963234,,,,,,,,,,,,,,02b7394c-71d1-4040-ba60-212761875784,41,,"[43.2, 27.5]",3879631,1,,,,,1.5820318,,Left Foot,,,,"[42.8, 63.1]",,Ground Pass,,35.602245,,,,Nicolas Sebastian Frey,23324.0,,,,,,,1,Regular Play,Boštjan Cesar,8877.0,Left Center Back,6,Chievo,231,['863362dc-2b81-4172-803d-cdd346993ded'],19,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:19.222,Pass,
,,,,,,,,,,,,,,,,,1.248701,,,,,,,,,,,,,,75289c98-f63c-48bc-9271-492e5cd0bde0,44,,"[42.8, 63.1]",3879631,1,,,,,-1.9740778,,Right Foot,,,,"[36.4, 48.1]",,Ground Pass,,16.30828,,,,Alessandro Gamberini,7052.0,,,,,,,1,Regular Play,Nicolas Sebastian Frey,23324.0,Right Back,6,Chievo,231,['632bcd0f-395a-419e-b653-2c602d7e8cb8'],22,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:22.345,Pass,
,,,,,,,,,,,,,,,,,1.538802,,,,,,,,,,,,,,f70ff6a9-9a1a-490b-9f28-5c5f14fb90e4,47,,"[36.4, 48.1]",3879631,1,,,,,1.26397,,Left Foot,,,,"[42.8, 68.3]",,Ground Pass,,21.189621,,,,Nicolas Sebastian Frey,23324.0,,,,,,,1,Regular Play,Alessandro Gamberini,7052.0,Right Center Back,6,Chievo,231,['14eef00f-5e87-428f-a5e5-7e1ce8b7d8e9'],24,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:24.377,Pass,
,,,,,,,,,,,,,,,,,0.983775,,,,,,,,,,,,,,aa84772d-6a30-4553-be02-5931907a626f,50,,"[42.8, 68.9]",3879631,1,,,,,-0.09370969,,Right Foot,,,,"[69.4, 66.4]",,Low Pass,,26.717222,,,,Valter Birsa,7045.0,,,,,,,1,Regular Play,Nicolas Sebastian Frey,23324.0,Right Back,6,Chievo,231,['f8775f52-8461-4f80-9ce7-4ad44b589141'],27,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:27.265,Pass,
,,,,,,,,,,,,,,,,,2.110269,,,,,,,,,,,,,,c5ae736f-49fe-4986-bbe0-7c91fb8e1dfa,53,,"[69.4, 66.4]",3879631,1,,,,,0.25594315,,Left Foot,,,,"[90.8, 72.0]",,High Pass,,22.120579,,,,Lucas Nahuel Castro,7049.0,,,,,,,1,Regular Play,Valter Birsa,7045.0,Center Attacking Midfield,6,Chievo,231,['002b7aea-de7c-4e64-a9bc-4facfac9034b'],28,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:28.289,Pass,
,,,,,,,,,,,,,,,,,0.474912,,,,,,,,,,,,,,7351fc29-877c-4616-b71e-f0da61875f59,56,,"[98.3, 71.8]",3879631,1,,,,,-1.5886515,,Right Foot,,,,"[98.1, 60.6]",,Low Pass,,11.201786,,Incomplete,,Riccardo Meggiorini,11643.0,,,,,,,1,Regular Play,Lucas Nahuel Castro,7049.0,Right Center Midfield,6,Chievo,231,"['10bf6560-88af-41b2-a0a4-ed81349ec9ba', '9013cdbe-41dc-4645-9ab5-ff901be3408e']",31,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:31.426,Pass,
,,,,,,,,,,,,,,,,,1.422816,,,,,,,,,,,,,,e3405943-42e1-4579-867f-d7c265640753,62,,"[95.6, 24.3]",3879631,1,,,,True,1.2341216,,,,,,"[99.8, 36.3]",,High Pass,,12.713772,,Incomplete,,Riccardo Meggiorini,11643.0,,,,,,Recovery,1,Regular Play,Massimo Gobbi,8645.0,Left Back,6,Chievo,231,"['78e67764-428a-4a59-bfec-9c01925ddcac', '7970938f-4f91-496d-8e69-cab86001e246', 'cdf9e6a5-cbea-4b69-b0f1-efe71708a902']",37,,,,,,,,,,,,,,,,,,,Chievo,231,00:01:37.670,Pass,True
,,,,,,,,,,,,,,,,,1.935722,,,,,,,,,,,,,,cdf9e6a5-cbea-4b69-b0f1-efe71708a902,64,,"[20.3, 43.8]",3879631,1,,,,,0.3399777,,Head,,,,"[43.2, 51.9]",,High Pass,,24.290327,,,,Cyril Théréau,8272.0,,,,,,Recovery,1,From Counter,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,7,Udinese,230,"['78db81e9-d833-454c-a4a2-a1ecf4090b9a', 'e3405943-42e1-4579-867f-d7c265640753']",39,,,,,,,,,,,,,,,,,,,Udinese,230,00:01:39.093,Pass,
,,,,,,,,,,,,,,,,,1.054304,,,,,,,,,,,,,,71ff1955-c03e-4807-8f5f-cdabda2c18e0,67,,"[43.2, 51.9]",3879631,1,,,,True,0.14189705,,,,,,"[50.2, 52.9]",,Low Pass,,7.071068,,Unknown,,Rodrigo Sebastián Aguirre Soto,37999.0,,,,,,,1,From Counter,Cyril Théréau,8272.0,Right Center Forward,7,Udinese,230,"['60f21d79-dd9a-4065-9568-9ddccf1e957c', '96d04e75-6cfb-4036-936a-5a3e737680e0']",41,,,,,,,,,,,,,,,,,,,Udinese,230,00:01:41.028,Pass,True
,,,,,,,,,,,,,,,,,1.043814,,,,,,,,,,,,,,94ae3209-5a18-4ee3-91d2-8400ef3cf4cf,71,,"[56.5, 47.3]",3879631,2,,,,,-0.91635174,,Left Foot,,,,"[65.4, 35.7]",,Ground Pass,,14.620875,,,,Manuel Rolando Iturra Urrutia,6743.0,,,,,,Free Kick,1,From Free Kick,Francesco Lodi,40367.0,Center Defensive Midfield,8,Udinese,230,['b7265d9f-da55-4b78-85a0-8444fc5630e9'],2,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:02.389,Pass,
,,,,,,,,,,,,,,,,,0.849085,,,,,,,,,,,,,,f022c297-8b9e-438d-8e9e-6495991300b3,73,,"[65.4, 35.7]",3879631,2,,,,,2.2078667,,Right Foot,,,,"[58.0, 45.7]",,Ground Pass,,12.440257,,,,Francesco Lodi,40367.0,,,,,,,1,From Free Kick,Manuel Rolando Iturra Urrutia,6743.0,Left Center Midfield,8,Udinese,230,['f5759969-733c-4a28-bc9d-ebf9fa66159f'],3,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:03.433,Pass,
,,,,,,,,,,,,,,,,,1.624705,,,,,,,,,,,,,,4d6bb66b-751a-47b3-9c47-0df95d4cee50,76,,"[58.0, 45.7]",3879631,2,,,,,-0.9566369,,Left Foot,,,,"[80.0, 14.5]",,High Pass,,38.176434,,Incomplete,,Edenílson Andrade dos Santos,25116.0,,,,,,,1,From Free Kick,Francesco Lodi,40367.0,Center Defensive Midfield,8,Udinese,230,"['34ac27b7-4e6f-41dd-b685-3b6f798c20e5', '4deb8271-9e0f-4a01-a7f9-39182dcd94a0']",4,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:04.322,Pass,
,,,,,,,,,,,,,,,,,1.300314,,,,,,,,,,,,,,34ac27b7-4e6f-41dd-b685-3b6f798c20e5,78,,"[40.1, 65.6]",3879631,2,,,,,-0.3982498,,Head,,,,"[56.5, 58.7]",,Low Pass,,17.792414,,,,Alberto Paloschi,6950.0,,,,,,Recovery,1,Regular Play,Nicolas Sebastian Frey,23324.0,Right Back,9,Chievo,231,"['4d6bb66b-751a-47b3-9c47-0df95d4cee50', 'f8d0ee3f-8456-43c5-a242-36ca5dea39b0']",5,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:05.947,Pass,
,,,,,,,,,,,,,,,,,1.292651,,,,,,,,,,,,,,3dc08ad8-2493-4d82-8f4a-222acf6897b2,83,,"[49.3, 62.5]",3879631,2,,,,,2.1244776,,Right Foot,,,,"[42.5, 73.5]",,Ground Pass,,12.932131,,,,Nicolas Sebastian Frey,23324.0,,,,,,,1,Regular Play,Alberto Paloschi,6950.0,Right Center Forward,9,Chievo,231,"['24a50c6d-a613-41ef-9a50-5ceb5d827feb', '863aeb6c-53c9-4065-82d7-27b04239a0d6']",9,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:09.610,Pass,True
,,,,,,,,,,,,,,,,,2.084212,,,,,,,,,,,,,,8208890e-82d4-4dff-b0cc-e115b221cdd7,86,,"[42.5, 73.5]",3879631,2,,,,,0.016347317,,Right Foot,,,,"[79.2, 74.1]",,Low Pass,,36.704903,,,,Lucas Nahuel Castro,7049.0,,,,,,,1,Regular Play,Nicolas Sebastian Frey,23324.0,Right Back,9,Chievo,231,['8fda329b-2b86-4e9b-9394-c6cb11b5bda4'],11,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:11.878,Pass,
,,,,,,,,,,,,,,,,,2.122804,,,,,,,,,,,,,,708376e3-7158-4595-87d8-f6ae18c6ee39,90,,"[85.8, 71.0]",3879631,2,,,,,-1.4074601,,Right Foot,,,,"[91.7, 35.2]",,Ground Pass,,36.282917,,Incomplete,,Valter Birsa,7045.0,,,,,,,1,Regular Play,Lucas Nahuel Castro,7049.0,Right Center Midfield,9,Chievo,231,"['4519c3f6-490f-4104-a646-2a8d2faeb53c', '7ac4a73f-87f3-43b6-bd61-77f9f35acdf6', 'ea08d8c9-160e-4663-bfbd-37f9bede9f7e']",15,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:15.170,Pass,True
,,,,,,,,,,,,,,,,,2.503856,,,,,,,,,,,,,,ea08d8c9-160e-4663-bfbd-37f9bede9f7e,93,,"[28.4, 44.9]",3879631,2,,,,,-1.1383885,,Right Foot,,,,"[45.2, 8.5]",,High Pass,,40.089897,,,,Edenílson Andrade dos Santos,25116.0,,,,,,Recovery,1,Regular Play,Silvan Widmer,7796.0,Right Wing Back,10,Udinese,230,"['11e69dcd-69f9-449f-95aa-b3b861c2a5ff', '3ee98c73-831a-4aa9-8d0c-2530f7080677', '708376e3-7158-4595-87d8-f6ae18c6ee39']",17,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:17.293,Pass,True
,,,,,,,,,,,,,,,,,0.98301,,,,,,,,,,,,,,fc3050d9-0f44-48ca-bc9f-acc753086b99,97,,"[36.2, 9.1]",3879631,2,,,,,1.4625257,,Right Foot,,,,"[37.2, 18.3]",,Ground Pass,,9.254189,,,,Francesco Lodi,40367.0,,,,,,,1,Regular Play,Edenílson Andrade dos Santos,25116.0,Left Wing Back,10,Udinese,230,['22064b47-850a-474f-924f-1b87d7fd9d6a'],22,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:22.800,Pass,
,,,,,,,,,,,,,,,,,1.255618,,,,,,,,,,,,,,8422fc22-d442-4e09-b64a-f71a33446a7f,99,,"[37.2, 18.3]",3879631,2,,,,,-0.74635553,,Left Foot,,,,"[50.5, 6.0]",,Ground Pass,,18.11574,,,,Manuel Rolando Iturra Urrutia,6743.0,,,,,,,1,Regular Play,Francesco Lodi,40367.0,Center Defensive Midfield,10,Udinese,230,['20e95b65-9154-4eb1-a1f1-30543e407c7a'],23,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:23.783,Pass,
,,,,,,,,,,,,,,,,,2.977996,,,,,,,,,,,,,,7f7eaaa7-bf6a-4024-9449-0b4eaad69ca2,102,,"[59.0, 4.8]",3879631,2,,,,,0.37349716,,Right Foot,,,,"[103.4, 22.2]",,Ground Pass,,47.687733,,Incomplete,,Rodrigo Sebastián Aguirre Soto,37999.0,,,,,,,1,Regular Play,Manuel Rolando Iturra Urrutia,6743.0,Left Center Midfield,10,Udinese,230,"['5283f467-3873-4bb4-9b47-7baf7972be45', '866eb4af-8918-4420-a9f9-eeb3fb8861f1']",26,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:26.420,Pass,
,,,,,,,,,,,,,,,,,1.791284,,,,,,,,,,,,,,866eb4af-8918-4420-a9f9-eeb3fb8861f1,105,,"[16.7, 57.9]",3879631,2,,,,,-2.3712308,,Left Foot,,,,"[3.2, 44.8]",,Ground Pass,,18.811167,,,,Albano Benjamín Bizzarri,7803.0,,,,,,Recovery,1,Regular Play,Boštjan Cesar,8877.0,Left Center Back,11,Chievo,231,"['7f7eaaa7-bf6a-4024-9449-0b4eaad69ca2', 'ad8831e3-d99e-444a-b52d-731798370e88', 'ce44ef11-239e-43a2-889f-54f96705a165']",29,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:29.398,Pass,True
,,,,,,,,,,,,,,,,,1.965407,,,,,,,,,,,,,,30bdc5ee-2e66-4946-8512-ce7cfd742249,109,,"[5.8, 41.5]",3879631,2,,,,,-0.71170634,,Right Foot,,,,"[21.8, 27.7]",,Ground Pass,,21.129128,,,,Massimo Gobbi,8645.0,,,,,,,1,Regular Play,Albano Benjamín Bizzarri,7803.0,Goalkeeper,11,Chievo,231,"['2da7b4e1-cd7e-49ea-be86-aa609b37941f', 'fc5fd207-a3a1-4af7-8d96-5172bc3b212b']",32,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:32.719,Pass,True
,,,,,,,,,,,,,,,,,2.250927,,,,,,,,,,,,,,4ba4bb51-fc35-4882-9111-9c3f640778c4,112,,"[30.2, 22.4]",3879631,2,,,,,0.45818317,,Left Foot,,,,"[66.9, 40.5]",,High Pass,,40.920654,,,,Riccardo Meggiorini,11643.0,,,,,,,1,Regular Play,Massimo Gobbi,8645.0,Left Back,11,Chievo,231,['1dfa57ad-bef5-40f8-8b3e-2481505dedd1'],36,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:36.801,Pass,
,,,,,,,,,,,,,,,,,5.368887,,,,,,,,,,,,,,e35ec383-b24e-4aaa-b74b-5703a3cbd163,115,,"[66.1, 41.0]",3879631,2,,,,True,-0.36083677,,,,,,"[103.2, 27.0]",,High Pass,,39.653625,,Incomplete,,Alberto Paloschi,6950.0,,,,,,,1,Regular Play,Riccardo Meggiorini,11643.0,Left Center Forward,11,Chievo,231,"['0d8893b7-d388-4797-912b-454ff2ca5c5a', 'c5143983-8805-4f26-9f25-deabf0db07a7', 'fffdad9e-7e85-4eae-b02e-0a1e2c8425ce']",39,,,,,,,,,,,,,,,,,,,Chievo,231,00:02:39.052,Pass,True
,,,,,,,,,,,,,,,,,0.724353,,,,,,,,,,,,,,fffdad9e-7e85-4eae-b02e-0a1e2c8425ce,117,,"[16.9, 53.1]",3879631,2,,,,,-0.12832323,,Right Foot,,,,"[23.1, 52.3]",,Ground Pass,,6.2514,,,,Danilo Larangeira,7799.0,,,,,,Recovery,1,Regular Play,Orestis Karnezis,3742.0,Goalkeeper,12,Udinese,230,"['e35ec383-b24e-4aaa-b74b-5703a3cbd163', 'f3c69c3a-84c1-4b80-b399-02ea677a671a']",44,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:44.421,Pass,
,,,,,,,,,,,,,,,,,1.718621,,,,,,,,,,,,,,81c891b4-50de-4ed7-87d4-e4d80b5db918,120,,"[21.8, 54.2]",3879631,2,,,,,0.91458404,,Right Foot,,,,"[36.2, 72.9]",,Ground Pass,,23.601906,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,,1,Regular Play,Danilo Larangeira,7799.0,Center Back,12,Udinese,230,['29a36c4e-56ac-47b4-bb25-f1031748b775'],47,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:47.884,Pass,
