50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.190009,,,,,,,,,,,,,af39ccc2-dc3c-47bc-a523-a413c36065d8,18,,"[89.5, 80.0]",3879598,0,,,,,-0.23109066,,,,,,"[99.7, 77.6]",,Low Pass,,10.47855,,,,,Stevan Jovetić,3434.0,,,,,,Throw-in,1,From Throw In,Danilo D''Ambrosio,6984.0,Right Back,3,Inter Milan,238,['14d9d38d-f91d-4a6d-b340-6a52cd357416'],48,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:48.877,Pass,
,,,,,,,,,,,,,,,,,,1.704633,,,,,,,,,,,,,c498927a-7371-4122-9155-63d67b82c73b,22,,"[99.4, 76.6]",3879598,0,,,,,-1.1031961,,Right Foot,,,,"[104.5, 66.5]",,High Pass,,11.314592,,,Incomplete,,Ivan Perišić,5474.0,,,,,,,1,From Throw In,Stevan Jovetić,3434.0,Center Forward,3,Inter Milan,238,"['2401c245-41b3-400c-af3f-8bb34b341e12', '789dd517-63e1-43e3-8687-99a610d824ac', 'e533234b-00de-4761-aa34-0978deee8983']",50,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:50.107,Pass,True
,,,,,,,,,,,,,,,,,,1.283323,,,,,,,,,,,,,7b9833aa-0409-42d1-890d-c1d859372dcb,26,,"[93.3, 67.5]",3879598,0,,,,,1.0191413,,Head,,,,"[98.9, 76.6]",,Low Pass,,10.685037,,,,,Stevan Jovetić,3434.0,,,,,,Recovery,1,From Throw In,Marcelo Brozović,5469.0,Right Center Midfield,3,Inter Milan,238,['08ea510b-207d-4bc3-aac4-5c557be77e01'],53,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:53.426,Pass,
,,,,,,,,,,,,,,,,,,0.734914,,,,,,,,,,,,,c3a55a8a-5808-44e8-bf3f-69fdb15d8623,31,,"[96.9, 76.2]",3879598,0,,,,,-0.72776973,,Right Foot,,,,"[102.4, 71.3]",,Ground Pass,,7.366139,,,Pass Offside,,Ivan Perišić,5474.0,,,,,,,1,From Throw In,Stevan Jovetić,3434.0,Center Forward,3,Inter Milan,238,"['876fe7cf-d262-4e7a-abc7-5c2b2c167ef9', '8b445726-5e33-4448-8355-b72873ce8b36']",57,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:57.795,Pass,True
,,,,,,,,,,,,,,,,,,4.960197,,,,,,,,,,,,,4e8ad99b-0995-4033-b9bc-909b9260cee0,33,,"[24.7, 11.3]",3879598,1,,,,,0.024994794,,Right Foot,,,,"[92.7, 13.0]",,High Pass,,68.02125,,,Incomplete,,Edin Džeko,6973.0,,,,,,Free Kick,1,From Free Kick,Wojciech Szczęsny,5669.0,Goalkeeper,4,AS Roma,229,"['b78d80ba-d8e3-48e3-ae0e-cd13a8fdbc0e', 'cc42ebff-f452-4b8a-9ab9-9bf79a9ad74c']",19,,,,,,,,,,,,,,,,,AS Roma,229,00:01:19.920,Pass,
,,,,,,,,,,,,,,,,,,1.121206,,,,,,,,,,,,,6701f897-e2d0-4471-9649-70c44948a07c,36,,"[73.0, 10.1]",3879598,1,,,,,0.38289872,,Head,,,,"[80.2, 13.0]",,High Pass,,7.7620873,,,Incomplete,,Edin Džeko,6973.0,,,,,,Recovery,1,From Free Kick,Miralem Pjanić,6947.0,Left Center Midfield,4,AS Roma,229,"['17ab5329-fb43-4d22-bba1-1e42eed3f55d', 'bd863a31-88a7-4a56-a994-cba2352670d2']",27,,,,,,,,,,,,,,,,,AS Roma,229,00:01:27.039,Pass,
,,,,,,,,,,,,,,,,,,2.459711,,,,,,,,,,,,,dd3791ea-64c7-490c-8ec3-30cecfc0adad,41,,"[41.9, 67.3]",3879598,1,,,,,0.24044868,,Right Foot,,,,"[62.7, 72.4]",,High Pass,,21.416115,,,Incomplete,,Ivan Perišić,5474.0,,,,,,,1,From Free Kick,Gary Alexis Medel Soto,16453.0,Center Defensive Midfield,4,AS Roma,229,"['5c8cc0ec-0b1c-48f4-8b47-f8f2a8f68d37', '8d8a97f9-accc-4445-9ffd-24f2b48d1ead', 'a9fa591e-96ee-4933-9aca-6323b92cfb1e']",28,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:28.582,Pass,True
,,,,,,,,,,,,,,,,,,1.347051,,,,,,,,,,,,,a9fa591e-96ee-4933-9aca-6323b92cfb1e,43,,"[57.4, 7.7]",3879598,1,,,,,0.2793232,,Head,,,,"[70.3, 11.4]",,High Pass,,13.420135,,,Incomplete,,Edin Džeko,6973.0,,,,,,Recovery,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,4,AS Roma,229,"['005b24ca-3cfb-422b-83eb-e7f08cedad3b', '7cd0f8d6-7c3c-45d5-9fcc-b8ae2dc2f7a7', 'dd3791ea-64c7-490c-8ec3-30cecfc0adad']",31,,,,,,,,,,,,,,,,,AS Roma,229,00:01:31.042,Pass,
,,,,,,,,,,,,,,,,,,0.976642,,,,,,,,,,,,,7cd0f8d6-7c3c-45d5-9fcc-b8ae2dc2f7a7,45,,"[49.8, 68.7]",3879598,1,,,,,-0.44487047,,Head,,,,"[58.4, 64.6]",,High Pass,,9.527329,,,Incomplete,,Stevan Jovetić,3434.0,,,,,,Recovery,1,From Free Kick,Gary Alexis Medel Soto,16453.0,Center Defensive Midfield,4,AS Roma,229,"['68575d4b-d115-4833-8e9a-41a35b2501cc', 'a9fa591e-96ee-4933-9aca-6323b92cfb1e', 'd17d7898-3aa3-47fa-813b-6b07378a0f43']",32,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:32.389,Pass,
,,,,,,,,,,,,,,,,,,3.020306,,,,,,,,,,,,,c5139f6b-1011-4ff8-a4c1-d38a43a9fb8d,50,,"[49.1, 8.0]",3879598,1,,,,,2.4049747,,Right Foot,,,,"[15.8, 38.2]",,Ground Pass,,44.954754,,,,,Wojciech Szczęsny,5669.0,,,,,,,1,From Free Kick,Radja Nainggolan,6962.0,Center Defensive Midfield,4,AS Roma,229,"['af5c4f5e-42f1-41ff-9379-e79c0dd04114', 'ffb5c81a-89fb-40f7-9c2e-9c7897e63f4a']",35,,,,,,,,,,,,,,,,,AS Roma,229,00:01:35.410,Pass,True
,,,,,,,,,,,,,,,,,,1.58366,,,,,,,,,,,,,630b7df0-5499-4c83-b863-d2be53d7f18c,53,,"[16.1, 39.1]",3879598,1,,,,,-0.9815607,,Right Foot,,,,"[28.6, 20.4]",,Ground Pass,,22.49311,,,,,Antonio Rüdiger,3167.0,,,,,,,1,From Free Kick,Wojciech Szczęsny,5669.0,Goalkeeper,4,AS Roma,229,['39b12287-3ff8-4aee-90b5-c3494e257002'],40,,,,,,,,,,,,,,,,,AS Roma,229,00:01:40.269,Pass,
,,,,,,,,,,,,,,,,,,0.929773,,,,,,,,,,,,,3d2996da-1f74-4c73-941e-7080e245b073,56,,"[32.7, 19.2]",3879598,1,,,,,0.7378151,,Left Foot,,,,"[43.7, 29.2]",,Ground Pass,,14.866069,,,,,Radja Nainggolan,6962.0,,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,4,AS Roma,229,['427a142c-6c4c-46bf-9582-f3880543db85'],43,,,,,,,,,,,,,,,,,AS Roma,229,00:01:43.454,Pass,
,,,,,,,,,,,,,,,,,,3.795086,,,,,,,,,,,,,e8b7a327-580a-4959-8f3b-75076c74dfad,59,,"[34.2, 31.6]",3879598,1,,,,,1.4200499,,Right Foot,,,,"[39.0, 63.2]",,Ground Pass,,31.962479,,,,,Konstantinos Manolas,7048.0,,,,,,,1,From Free Kick,Radja Nainggolan,6962.0,Center Defensive Midfield,4,AS Roma,229,['b19fe4d6-c3ea-48c5-b05c-b20fb4c201c7'],46,,,,,,,,,,,,,,,,,AS Roma,229,00:01:46.923,Pass,
,,,,,,,,,,,,,,,,,,5.728985,,,,,,,,,,,,,558ea0a4-237d-4a58-97cd-f8e4f58ae16e,62,,"[49.5, 64.0]",3879598,1,,,,,-0.092613555,,Right Foot,,,,"[114.1, 58.0]",,High Pass,,64.87804,,,Incomplete,,Edin Džeko,6973.0,,,,,,,1,From Free Kick,Konstantinos Manolas,7048.0,Right Center Back,4,AS Roma,229,"['2f72ba32-2766-44e3-9ee0-dee20a069560', 'f861083f-693a-4982-9747-0bde62f9a3f1']",53,,,,,,,,,,,,,,,,,AS Roma,229,00:01:53.626,Pass,
,,,,,,,,,,,,,,,,,,1.775948,,,,,,,,,,,,,2f72ba32-2766-44e3-9ee0-dee20a069560,64,,"[6.0, 22.1]",3879598,1,,,,,-1.0442777,,Right Foot,,,,"[15.3, 6.1]",,Ground Pass,,18.506485,,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,Recovery,1,From Free Kick,Samir Handanovič,7001.0,Goalkeeper,4,AS Roma,229,"['558ea0a4-237d-4a58-97cd-f8e4f58ae16e', '7e1afcb3-b212-445d-970d-5fba864bea9b']",59,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:59.355,Pass,
,,,,,,,,,,,,,,,,,,3.19061,,,,,,,,,,,,,76d24573-e7ce-4cf6-9392-8b6aebc0b713,67,,"[24.4, 7.8]",3879598,2,,,,,0.17670886,,Right Foot,,,,"[83.2, 18.3]",,High Pass,,59.730145,,,Incomplete,,Stevan Jovetić,3434.0,,,,,,,1,From Free Kick,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,4,AS Roma,229,"['3080e3b0-ae10-45f8-8084-a9e6571b4aee', '6a211617-665b-4a32-887e-e621ab53deaa']",5,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:05.155,Pass,
,,,,,,,,,,,,,,,,,,0.75912,,,,,,,,,,,,,3080e3b0-ae10-45f8-8084-a9e6571b4aee,69,,"[36.9, 61.8]",3879598,2,,,,,0.48277095,,Right Foot,,,,"[51.4, 69.4]",,Low Pass,,16.371012,,,,,Alessandro Florenzi,6964.0,,,,,,Recovery,1,From Free Kick,Konstantinos Manolas,7048.0,Right Center Back,4,AS Roma,229,"['76d24573-e7ce-4cf6-9392-8b6aebc0b713', 'd86b49f1-7b32-4e7b-bf5d-640a5dee5a95']",8,,,,,,,,,,,,,,,,,AS Roma,229,00:02:08.345,Pass,
,,,,,,,,,,,,,,,,,,1.537448,,,,,,,,,,,,,8441916a-2a8b-4ee8-ac79-beb81eebc12d,73,,"[51.3, 69.0]",3879598,2,,,,,-1.8327225,,Left Foot,,,,"[45.0, 45.5]",,Ground Pass,,24.329817,,,,,Radja Nainggolan,6962.0,,,,,,,1,From Free Kick,Alessandro Florenzi,6964.0,Right Center Midfield,4,AS Roma,229,"['2cfaad98-3d86-4fe2-9271-bf0e373a882c', '90da14ea-d76c-48aa-a869-335f2fa2a9b8']",9,,,,,,,,,,,,,,,,,AS Roma,229,00:02:09.144,Pass,True
,,,,,,,,,,,,,,,,,,1.67599,,,,,,,,,,,,,3ba536e3-9094-4bf1-b213-a79a7d289dd3,76,,"[44.9, 45.0]",3879598,2,,,,,-2.0639014,,Right Foot,,,,"[33.4, 23.6]",,Ground Pass,,24.294237,,,,,Lucas Digne,6849.0,,,,,,,1,From Free Kick,Radja Nainggolan,6962.0,Center Defensive Midfield,4,AS Roma,229,['fc5dd87e-299b-40ac-8d4b-3d97914eed8b'],11,,,,,,,,,,,,,,,,,AS Roma,229,00:02:11.464,Pass,
,,,,,,,,,,,,,,,,,,1.451021,,,,,,,,,,,,,df032cf1-d34e-4ba6-a883-36bb646c9c8f,79,,"[33.2, 23.6]",3879598,2,,,,,1.9720252,,Left Foot,,,,"[27.6, 36.8]",,Ground Pass,,14.338758,,,,,Antonio Rüdiger,3167.0,,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Back,4,AS Roma,229,['67c1d18f-53f4-4521-9a7e-bb621eb8d7bc'],13,,,,,,,,,,,,,,,,,AS Roma,229,00:02:13.845,Pass,
,,,,,,,,,,,,,,,,,,1.209846,,,,,,,,,,,,,7143640d-ece0-4091-a00c-6b4c6d021e93,82,,"[27.6, 37.0]",3879598,2,,,,,0.4266275,,Right Foot,,,,"[39.7, 42.5]",,Ground Pass,,13.29135,,,,,Radja Nainggolan,6962.0,,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,4,AS Roma,229,['ca40b0a6-350f-46ed-a8e6-449247944243'],16,,,,,,,,,,,,,,,,,AS Roma,229,00:02:16.806,Pass,
,,,,,,,,,,,,,,,,,,2.5996,,,,,,,,,,,,,f70f6026-a7ac-4e20-b88c-a7b7969c5ce4,88,,"[47.4, 62.0]",3879598,2,,,,,-2.5754297,,Right Foot,,,,"[13.1, 40.2]",,Ground Pass,,40.64148,,,,,Wojciech Szczęsny,5669.0,,,,,,Recovery,1,From Free Kick,Alessandro Florenzi,6964.0,Right Center Midfield,4,AS Roma,229,['d6a96c2e-7733-45de-80df-ea5d2d3c15be'],21,,,,,,,,,,,,,,,,,AS Roma,229,00:02:21.968,Pass,
,,,,,,,,,,,,,,,,,,1.756392,,,,,,,,,,,,,0e19062f-0e98-403d-ac5a-6e86cb8ed9c3,90,,"[13.5, 39.9]",3879598,2,,True,,,-0.60185856,,Right Foot,,,,"[23.4, 33.1]",,Ground Pass,,12.010412,,,,,Antonio Rüdiger,3167.0,,,,,,,1,From Free Kick,Wojciech Szczęsny,5669.0,Goalkeeper,4,AS Roma,229,['621dca16-a9f1-40e8-b708-c05cdda021ed'],25,,,,,,,,,,,,,,,,,AS Roma,229,00:02:25.808,Pass,
,,,,,,,,,,,,,,,,,,1.512888,,,,,,,,,,,,,6262f777-a75f-42e4-ba67-f5bd40c471e0,92,,"[26.4, 32.8]",3879598,2,,,,,1.5569564,,Right Foot,,,,"[26.8, 61.7]",,Ground Pass,,28.902767,,,,,Konstantinos Manolas,7048.0,,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,4,AS Roma,229,['2f52b232-6539-4343-b970-d1aeec617543'],29,,,,,,,,,,,,,,,,,AS Roma,229,00:02:29.597,Pass,
,,,,,,,,,,,,,,,,,,1.805203,,,,,,,,,,,,,8175cabd-8b83-45c2-9bf9-c6840ed8e8a6,95,,"[26.8, 61.7]",3879598,2,,,,,-2.2176225,,Right Foot,,,,"[12.3, 42.5]",,Ground Pass,,24.060133,,,,,Wojciech Szczęsny,5669.0,,,,,,,1,From Free Kick,Konstantinos Manolas,7048.0,Right Center Back,4,AS Roma,229,['c423a6dd-c4d5-4876-8a07-7a3e05d99f7f'],33,,,,,,,,,,,,,,,,,AS Roma,229,00:02:33.396,Pass,
,,,,,,,,,,,,,,,,,,3.116096,,,,,,,,,,,,,0da865de-9c44-4526-b73f-d811e7763767,98,,"[15.2, 36.6]",3879598,2,,,,,-0.42612258,,Right Foot,,,,"[74.9, 9.5]",,High Pass,,65.56295,,,Incomplete,,Miralem Pjanić,6947.0,,,,,,,1,From Free Kick,Wojciech Szczęsny,5669.0,Goalkeeper,4,AS Roma,229,"['6dc74804-77e3-40c0-aa62-d6e3c0cf0157', 'b1471b64-d443-437c-922c-24ad395a1d50']",40,,,,,,,,,,,,,,,,,AS Roma,229,00:02:40.702,Pass,
,,,,,,,,,,,,,,,,,,2.275703,,,,,,,,,,,,,706f545a-3149-4b9e-bf8f-a4260d33ffaf,105,,"[55.3, 54.5]",3879598,2,,,,,0.4546185,,Right Foot,,,,"[73.1, 63.2]",,High Pass,,19.81237,,,Incomplete,,Stevan Jovetić,3434.0,,,,,,,1,From Free Kick,Fredy Alejandro Guarín Vásquez,32807.0,Left Center Midfield,4,AS Roma,229,"['25118137-ea76-4fb9-901c-1d741f1c0b38', '419d647d-e269-4f07-ba6e-1651ed48f578', '4b43697b-836c-4d76-84d1-a88a471f3e2d']",47,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:47.355,Pass,True
,,,,,,,,,,,,,,,,,,0.619985,,,,,,,,,,,,,36e8e819-5d84-452d-b144-21f45e350643,110,,"[49.1, 22.9]",3879598,2,,,,,0.09678405,,Right Foot,,,,"[59.4, 23.9]",,Ground Pass,,10.34843,,,,,Miralem Pjanić,6947.0,,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,4,AS Roma,229,"['2c4c15e7-ab97-4643-960d-5ac1d6ca5ca7', '7be68f5a-40bc-426f-965e-c249297b82dc']",50,,,,,,,,,,,,,,,,,AS Roma,229,00:02:50.753,Pass,True
,,,,,,,,,,,,,,,,,,1.399765,,,,,,,,,,,,,6f555c8d-599a-4550-9d8c-7ad6f210cea4,113,,"[58.6, 24.3]",3879598,2,,,,,-1.5918459,,Right Foot,,,,"[58.2, 5.3]",,Ground Pass,,19.00421,,,,,Lucas Digne,6849.0,,,,,,,1,From Free Kick,Miralem Pjanić,6947.0,Left Center Midfield,4,AS Roma,229,"['5489e142-83a7-423f-9c72-a06901908f10', 'effcfc0b-db1a-4a26-aa7a-6d77b37a3557']",51,,,,,,,,,,,,,,,,,AS Roma,229,00:02:51.373,Pass,True
,,,,,,,,,,,,,,,,,,1.649614,,,,,,,,,,,,,2c6f2694-63ea-4c33-99be-ec719a06fd7e,116,,"[57.4, 7.4]",3879598,2,,,,,2.674942,,Left Foot,,,,"[44.1, 14.1]",,Ground Pass,,14.89228,,,,,Antonio Rüdiger,3167.0,,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Back,4,AS Roma,229,['ddf90d6e-72de-45a2-b42f-b3ee1f54d9af'],53,,,,,,,,,,,,,,,,,AS Roma,229,00:02:53.549,Pass,
