50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,641cc076-934d-4e5e-a437-3da6796944dd,1,,,3879751,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,c7334872-faf9-4fbe-b1f8-cc1fdb93383d,2,,,3879751,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 36465, 'name': 'Fabrizio Alastra'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 53}, {'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 77}, {'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 97}, {'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,86fdf2ef-dfdf-4773-adc5-31c6882238fa,3,,,3879751,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['cf151bcb-3a51-4742-afa4-0536587557f4'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,cf151bcb-3a51-4742-afa4-0536587557f4,4,,,3879751,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['86fdf2ef-dfdf-4773-adc5-31c6882238fa'],0,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,cdc9126f-bb3d-433e-a46f-f7b91152e8ff,1954,,,3879751,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Palermo,2256,['6995e821-cc9d-4be9-9f23-6443695d119b'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,6995e821-cc9d-4be9-9f23-6443695d119b,1955,,,3879751,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Palermo,2256,['cdc9126f-bb3d-433e-a46f-f7b91152e8ff'],0,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.738299,,,,,,,,,,,0cf8df9b-a7ad-49d3-a1a0-e4fcfb6e3632,5,,"[61.0, 40.1]",3879751,0,,,,,2.0344439,,Right Foot,,,"[59.3, 43.5]",,Ground Pass,,3.8013155,,,,Miralem Pjanić,6947.0,,,,,,Kick Off,1,From Kick Off,Edin Džeko,6973.0,Left Center Forward,2,AS Roma,229,['40bbfa65-fb97-4199-81e2-2749ed6d77dd'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.290,Pass,
,,,,,,,,,,,,,,0.925227,,,,,,,,,,,77b05169-f580-4973-9bf8-052d0815e636,9,,"[62.9, 44.1]",3879751,0,,,,,-2.894569,,Right Foot,,,"[51.4, 41.2]",,Ground Pass,,11.860017,,,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Center Attacking Midfield,2,AS Roma,229,"['a2c1e8d6-f6b4-47ce-b891-d55ee0ed028a', 'b708a5a7-0294-4eeb-a6ae-6449141e4f65']",2,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:02.144,Pass,True
,,,,,,,,,,,,,,2.146074,,,,,,,,,,,ab871b3d-be0f-4b4b-baa7-a33c17768674,13,,"[54.2, 43.3]",3879751,0,,,,,1.9312872,,Left Foot,,,"[47.0, 62.4]",,Ground Pass,,20.412006,,,,Konstantinos Manolas,7048.0,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Center Defensive Midfield,2,AS Roma,229,"['8071efe3-3915-4649-9c0b-a66af54d6185', 'dfedaf3d-bcd3-4063-8c95-3f7449725d60']",4,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:04.835,Pass,True
,,,,,,,,,,,,,,1.468583,,,,,,,,,,,ebd0b961-5ad9-436f-8a9c-6cd438c1612e,16,,"[47.0, 62.4]",3879751,0,,,,,1.0530778,,Right Foot,,,"[55.6, 77.5]",,Ground Pass,,17.377283,,,,Maicon Douglas Sisenando,19299.0,,,,,,,1,From Kick Off,Konstantinos Manolas,7048.0,Right Center Back,2,AS Roma,229,['27cc1a18-bba0-4871-b591-ba4c4780f319'],7,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:07.308,Pass,
,,,,,,,,,,,,,,1.276226,,,,,,,,,,,14682094-bd20-4ba2-804e-eabde64f4d9f,20,,"[54.6, 78.4]",3879751,0,,,,,-0.09336076,,Right Foot,,,"[81.3, 75.9]",,Low Pass,,26.816786,,,,Mohamed Salah,3531.0,,,,,,,1,From Kick Off,Maicon Douglas Sisenando,19299.0,Right Back,2,AS Roma,229,['15d3d5d7-e8e1-4245-92f6-cab4c24a32c5'],11,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:11.220,Pass,
,,,,,,,,,,,,,,0.726295,,,,,,,,,,,63d28e9b-52cf-4fda-a98d-4e4a929c1a12,26,,"[76.8, 80.0]",3879751,0,,,,,-1.2882414,,,,,"[78.6, 73.8]",,Low Pass,,6.456005,,,,Miralem Pjanić,6947.0,,,,,,Throw-in,1,From Throw In,Maicon Douglas Sisenando,19299.0,Right Back,3,AS Roma,229,['3bec3ab9-2e72-4423-9d95-124f262d1278'],18,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:18.892,Pass,
,,,,,,,,,,,,,,0.584162,,,,,,,,,,,687755f1-7d0b-468a-921a-e588adf087d4,29,,"[78.9, 73.8]",3879751,0,,,,,2.0947156,,Other,,,"[76.3, 78.3]",,Low Pass,,5.1971145,,,,Maicon Douglas Sisenando,19299.0,,,,,,,1,From Throw In,Miralem Pjanić,6947.0,Center Attacking Midfield,3,AS Roma,229,['52959a67-3b6d-4351-89b4-77d757ad92a8'],19,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:19.699,Pass,
,,,,,,,,,,,,,,1.097177,,,,,,,,,,,dbab0d3a-a770-42e1-bb30-77416050abe6,35,,"[78.2, 76.3]",3879751,0,,,,,-0.35691193,,Right Foot,,,"[84.1, 74.1]",,Ground Pass,,6.2968245,,,,Miralem Pjanić,6947.0,,,,,,Free Kick,1,From Free Kick,Alessandro Florenzi,6964.0,Right Center Midfield,4,AS Roma,229,['82b0150f-5398-47d0-a67b-b3ead126516f'],31,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:31.544,Pass,
,,,,,,,,,,,,,,0.650794,,,,,,,,,,,21e28fd4-8ffd-42eb-89cb-2e67f50c684a,39,,"[93.0, 76.1]",3879751,0,,,,,0.82537687,,Right Foot,,,"[95.4, 78.7]",,Ground Pass,,3.5383613,,,,Alessandro Florenzi,6964.0,,,,,,,1,From Free Kick,Miralem Pjanić,6947.0,Center Attacking Midfield,4,AS Roma,229,"['b63a08fd-ef93-4e2c-9525-cd3c532b9546', 'eebb45c3-f63c-4521-b604-fa1f81f0fe49']",35,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:35.397,Pass,True
,,,,,,,,,,,,,,0.719229,,,,,,,,,,,d2ccccac-245b-4616-af59-8534c66a1f22,42,,"[96.6, 76.9]",3879751,0,,,,,-3.0860941,,Right Foot,,,"[89.4, 76.5]",,Ground Pass,,7.2111025,,,,Maicon Douglas Sisenando,19299.0,,,,,,,1,From Free Kick,Alessandro Florenzi,6964.0,Right Center Midfield,4,AS Roma,229,['2cdbe1d3-6c3e-4533-9e2b-4bbe9d33bddf'],36,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:36.744,Pass,
,,,,,,,,,,,,,,0.158226,,,,,,,,,,,e79a95a7-518a-4d10-a174-cccfb33685cd,46,,"[89.8, 76.6]",3879751,0,,,,,-0.031239834,,Right Foot,,,"[93.0, 76.5]",,Ground Pass,,3.2015622,,Incomplete,,Alessandro Florenzi,6964.0,,,,,,,1,From Free Kick,Maicon Douglas Sisenando,19299.0,Right Back,4,AS Roma,229,"['3a03a1ba-8608-49fc-9c73-17636234553d', '6ed83abc-290e-4383-81ff-5931bfd724fa', '73340557-ade8-4548-a163-bdcfabf43a85']",38,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:38.093,Pass,True
,,,,,,,,,,,,,,1.408581,,,,,,,,,,,d42d42cb-d0da-49fe-ad46-9c49b9452b8e,49,,"[94.8, 80.0]",3879751,0,,,,,-2.6909313,,,,,"[88.6, 77.0]",,Low Pass,,6.88767,,,,Alessandro Florenzi,6964.0,,,,,,Throw-in,1,From Throw In,Maicon Douglas Sisenando,19299.0,Right Back,5,AS Roma,229,['7fd47704-162e-42ad-aa07-282d71f05911'],46,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:46.789,Pass,
,,,,,,,,,,,,,,0.865382,,,,,,,,,,,7c46baf6-9547-4c78-9f73-d501d5da2904,52,,"[84.9, 76.1]",3879751,0,,,,,0.116355166,,Right Foot,,,"[92.6, 77.0]",,Ground Pass,,7.752419,,,,Maicon Douglas Sisenando,19299.0,,,,,,,1,From Throw In,Alessandro Florenzi,6964.0,Right Center Midfield,5,AS Roma,229,['79ceda89-3fc4-4c93-93cf-2bb755d991b2'],48,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:48.489,Pass,
,,,,,,,,,,,,,,0.42003,,,,,,,,,,,d7c816c8-80f7-49ca-ad3a-ac7951825ec9,55,,"[98.7, 78.3]",3879751,0,,,,,-1.0982994,,Right Foot,,,"[101.0, 73.8]",,Low Pass,,5.0537114,,Incomplete,,,,,,,,,,1,From Throw In,Maicon Douglas Sisenando,19299.0,Right Back,5,AS Roma,229,['153d268b-dd6c-48e3-935e-b144d10c8471'],51,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:51.465,Pass,
,,,,,,,,,,,,,,0.942961,,,,,,,,,,,f57e95fa-32dc-496d-8e1b-1a28ff28dcfa,59,,"[15.2, 30.1]",3879751,0,,,,,-1.815775,,Right Foot,,,"[13.7, 24.1]",,Low Pass,,6.1846585,,,,Giancarlo González Castro,5584.0,,,,,,Recovery,1,Regular Play,Siniša Anđelković,40350.0,Left Center Back,6,Palermo,2256,['19495a4e-7860-440e-a8c6-c26edd920820'],54,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:54.839,Pass,
,,,,,,,,,,,,,,1.749404,,,,,,,,,,,b9cb852b-41bd-46f5-9e47-fd3b90f88776,62,,"[14.5, 25.3]",3879751,0,,,,,-0.20930722,,Right Foot,,,"[45.1, 18.8]",,High Pass,,31.282743,,Incomplete,,Alberto Gilardino,38389.0,,,,,,,1,Regular Play,Giancarlo González Castro,5584.0,Center Back,6,Palermo,2256,"['71978d13-35da-470f-b99f-8c16f8218e46', 'f5f15ef3-8c4c-4e5d-b943-5720f495a2a0']",55,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:55.782,Pass,
,,,,,,,,,,,,,,1.469849,,,,,,,,,,,f5f15ef3-8c4c-4e5d-b943-5720f495a2a0,65,,"[75.0, 61.3]",3879751,0,,,,True,-0.071307465,,,,,"[87.6, 60.4]",,Low Pass,,12.632102,,Incomplete,,Radja Nainggolan,6962.0,,,,,,Recovery,1,Regular Play,Konstantinos Manolas,7048.0,Right Center Back,6,Palermo,2256,"['171c0e28-d3cc-48d5-a3aa-33f4bc5349b9', '83281bfe-b841-4f82-9d1c-b91e0fee0854', 'b9cb852b-41bd-46f5-9e47-fd3b90f88776', 'bdb54c96-37da-42ee-a766-2b0e5ad90034']",57,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:57.531,Pass,True
,,,,,,,,,,,,,,0.879447,,,,,,,,,,,171c0e28-d3cc-48d5-a3aa-33f4bc5349b9,67,,"[32.5, 19.7]",3879751,0,,,,,-0.13040331,,Left Foot,,,"[44.7, 18.1]",,Low Pass,,12.304471,,,,Mato Jajalo,30735.0,,,,,,Recovery,1,Regular Play,Gastón Brugman,30704.0,Center Defensive Midfield,6,Palermo,2256,"['1682de01-8b87-4e32-984a-9126178d6dea', 'f5f15ef3-8c4c-4e5d-b943-5720f495a2a0']",59,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:59.001,Pass,
,,,,,,,,,,,,,,0.328296,,,,,,,,,,,63020ca8-877e-43b5-bdec-03fdb9d04ad1,70,,"[44.7, 17.3]",3879751,1,,,,,0.6403565,,Right Foot,,,"[49.8, 21.1]",,Ground Pass,,6.3600316,,Incomplete,,Franco Damián Vázquez,6719.0,,,,,,,1,Regular Play,Mato Jajalo,30735.0,Left Center Midfield,6,Palermo,2256,"['809bda9b-d1b2-4b63-b545-4f3f2337c3f5', 'cda55db1-391a-49a7-93a7-64c968714fe4']",1,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:01.020,Pass,
,,,,,,,,,,,,,,0.98973,,,,,,,,,,,534ee582-f975-4d9a-922c-589dc0b5ad12,73,,"[73.5, 61.5]",3879751,1,,,,,-3.0202405,,Other,,,"[69.4, 61.0]",,Low Pass,,4.1303754,,,,Alessandro Florenzi,6964.0,,,,,,Recovery,1,Regular Play,Miralem Pjanić,6947.0,Center Attacking Midfield,7,AS Roma,229,['b720b844-9af3-4328-b8b6-93a3f15c4d6a'],3,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:03.045,Pass,
,,,,,,,,,,,,,,2.017463,,,,,,,,,,,7b403101-a6c9-45e1-b49f-5392bed390ec,75,,"[70.0, 62.0]",3879751,1,,,,,0.7314822,,Right Foot,,,"[86.6, 76.9]",,High Pass,,22.306276,,,,Mohamed Salah,3531.0,,,,,,,1,Regular Play,Alessandro Florenzi,6964.0,Right Center Midfield,7,AS Roma,229,['3ae06d5b-6b9e-4ee1-b947-dfb06bc88f1a'],4,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:04.035,Pass,
,,,,,,,,,,,,,,1.070527,,,,,,,,,,,bc3cb81e-3cdf-4da9-ab87-efafe5e8b077,77,,"[86.7, 75.9]",3879751,1,,,,,3.1117508,,Left Foot,,,"[80.0, 76.1]",,Ground Pass,,6.7029843,,,,Miralem Pjanić,6947.0,,,,,,,1,Regular Play,Mohamed Salah,3531.0,Right Center Forward,7,AS Roma,229,['7c072080-c5ad-4e74-9e91-f1e90ae81fc8'],6,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:06.052,Pass,
,,,,,,,,,,,,,,1.094997,,,,,,,,,,,441953aa-69d6-4b5e-9bc6-a27e7c0e3d11,80,,"[83.5, 73.4]",3879751,1,,,,,0.39906093,,Right Foot,,,"[91.8, 76.9]",,Ground Pass,,9.007774,,,,Mohamed Salah,3531.0,,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Center Attacking Midfield,7,AS Roma,229,['3cb13a9c-bc54-4046-996b-d0f9c9c5b56f'],9,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:09.242,Pass,
,,,,,,,,,,,,,,0.795193,,,,,,,,,,,3cc92c9f-8131-4ec7-b250-700b60391d02,83,,"[88.6, 72.8]",3879751,1,,,,,-1.5401311,,Left Foot,,,"[89.1, 56.5]",,Ground Pass,,16.307667,,,,Radja Nainggolan,6962.0,,,,,,,1,Regular Play,Mohamed Salah,3531.0,Right Center Forward,7,AS Roma,229,['a425d476-32f7-4075-b9ca-a7ed771a4808'],12,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:12.487,Pass,
,,,,,,,,,,,,,,1.91634,,,,,,,,,,,8383db2e-7f99-4a84-a847-5f6c2f33d94d,87,,"[89.9, 56.8]",3879751,1,,,,,-0.08265152,,Right Foot,,,"[106.8, 55.4]",,High Pass,,16.95789,,Pass Offside,,Alessandro Florenzi,6964.0,,,,,,,1,Regular Play,Radja Nainggolan,6962.0,Left Center Midfield,7,AS Roma,229,"['2a2de45e-80e7-45da-957f-953a834219f9', 'ccfad457-2072-427d-8090-0f3c20ec2f80']",13,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:13.483,Pass,True
,,,,,,,,,,,,,,3.115224,,,,,,,,,,,2de9b532-e650-4173-9f62-e31cc7caee1a,90,,"[15.1, 28.6]",3879751,1,,,,,-0.1353612,,Right Foot,,,"[68.7, 21.3]",,High Pass,,54.094826,,,,Alberto Gilardino,38389.0,,,,,,Free Kick,1,From Free Kick,Fabrizio Alastra,36465.0,Goalkeeper,8,Palermo,2256,['93ffc7fb-7812-43b8-8da3-522f051abf8f'],40,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:40.720,Pass,
,,,,,,,,,,,,,,2.175073,,,,,,,,,,,67687a9c-d581-43c8-a55d-cbea2a4f13e4,93,,"[69.1, 21.3]",3879751,1,,,,True,-1.1034174,,,,,"[74.5, 10.6]",,High Pass,,11.985408,,,,Franco Damián Vázquez,6719.0,,,,,,,1,From Free Kick,Alberto Gilardino,38389.0,Center Forward,8,Palermo,2256,"['8fe33ec3-206c-4647-b2b2-448dd0b70ace', 'c6b9c40a-5527-48ec-886a-a9f57d2a3da4']",43,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:43.835,Pass,True
,,,,,,,,,,,,,,1.21582,,,,,,,,,,,0ca50b2c-a9e2-4a32-9c2a-337e9ee34efa,97,,"[70.5, 6.3]",3879751,1,,,,,-2.9648838,,Right Foot,,,"[56.5, 3.8]",,Ground Pass,,14.221462,,,,Giuseppe Pezzella,7792.0,,,,,,,1,From Free Kick,Franco Damián Vázquez,6719.0,Center Attacking Midfield,8,Palermo,2256,"['4234f2cd-9a2f-436f-867e-13b891739955', 'bd66e4b0-45c2-4113-8b10-dfc7bc1ecbfe']",47,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:47.186,Pass,True
,,,,,,,,,,,,,,0.72281,,,,,,,,,,,c67fedc0-99ff-4d2a-a324-2e03df84510b,100,,"[61.3, 4.5]",3879751,1,,,,,0.21866895,,Left Foot,,,"[71.2, 6.7]",,Ground Pass,,10.141499,,,,Mato Jajalo,30735.0,,,,,,,1,From Free Kick,Giuseppe Pezzella,7792.0,Left Wing Back,8,Palermo,2256,['f0589aff-a459-4156-a3ff-7dcab9ab1a6c'],49,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:49.548,Pass,
