50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,da101a46-0527-483b-9be9-4065decd0e97,1,,,3879789,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 93}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8661, 'name': 'Daniel Pavlovic'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 386512, 'name': 'Alessandro Frara'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7d770f00-1f13-41ba-ae9c-d97cc2f65b06,2,,,3879789,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ce91b703-4bb2-4f45-9c44-91d3a7eabd6f,3,,,3879789,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['3d617e04-8595-44e8-8246-6f52ca8c6c7d'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3d617e04-8595-44e8-8246-6f52ca8c6c7d,4,,,3879789,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['ce91b703-4bb2-4f45-9c44-91d3a7eabd6f'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e607942b-5261-45b2-85a7-5fe215d4e922,1737,,,3879789,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Frosinone,291,['91ec6675-147a-40bc-a0ed-798c9840d991'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,91ec6675-147a-40bc-a0ed-798c9840d991,1738,,,3879789,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Frosinone,291,['e607942b-5261-45b2-85a7-5fe215d4e922'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.326616,,,,,,,,,,,a0e11795-c58f-42dc-b516-68139128b680,5,,"[60.0, 40.0]",3879789,0,,True,,,-2.3217254,,Left Foot,,"[58.6, 38.5]",Ground Pass,,2.0518284,,,Josip Iličić,7139.0,,,,,Kick Off,1,From Kick Off,Nikola Kalinić,7033.0,Center Forward,2,Fiorentina,239,['8ad9b7fb-5e46-4644-8051-7d12a69de894'],1,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:01.366,Pass,
,,,,,,,,,,,,,,,,,,1.446307,,,,,,,,,,,c7e44a34-6ec2-4f4b-be1e-57152a83b2d0,7,,"[56.7, 38.5]",3879789,0,,,,,2.0831857,,Left Foot,,"[42.3, 64.1]",Ground Pass,,29.372095,,,Facundo Sebastián Roncaglia,6830.0,,,,,,1,From Kick Off,Josip Iličić,7139.0,Center Attacking Midfield,2,Fiorentina,239,['ec080eba-2e72-4d68-971d-4c164cad950c'],3,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:03.088,Pass,
,,,,,,,,,,,,,,,,,,0.960721,,,,,,,,,,,515b236f-ce04-463c-af25-effe039c13b1,11,,"[41.4, 68.1]",3879789,0,,,,,-0.7551044,,Right Foot,,"[56.7, 53.7]",Ground Pass,,21.010712,Unknown,,Josip Iličić,7139.0,,,,,,1,From Kick Off,Facundo Sebastián Roncaglia,6830.0,Right Back,2,Fiorentina,239,"['18c71ee9-f1db-4533-8d7e-04f3df76e81d', 'c8c3f766-981b-4054-854b-2dae456dabba']",5,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:05.880,Pass,True
,,,,,,,,,,,,,,,,,,0.670423,,,,,,,,,,,1b7fef73-ffba-4679-b3e2-cf6367499ea7,16,,"[69.7, 58.9]",3879789,0,,,,,-2.7032561,,Right Foot,,"[63.3, 55.9]",Ground Pass,,7.0682387,,,Matías Vecino Falero,5255.0,,,,,Free Kick,1,From Free Kick,Josip Iličić,7139.0,Center Attacking Midfield,3,Fiorentina,239,['eb1f53ae-772c-4371-b04e-5fe923b1abea'],43,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:43.880,Pass,
