50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.557858,,,,,,,,,,,,9231a474-ae13-47d9-82ba-b8c7f1af25ae,17,,,"[40.0, 26.7]",3879542,0,,,,,1.3322405,,Right Foot,,,,"[51.6, 74.4]",,Low Pass,,49.09022,,,,Davide Santon,6999.0,,True,,,,1,From Kick Off,Gary Alexis Medel Soto,16453.0,Left Center Back,2,Inter Milan,238,['4b8c4088-87c3-4db0-8b95-545657edf548'],14,,,,,,,,,,,,,,,,Inter Milan,238,00:00:14.915,Pass,
,,,,,,,,,,,,,,,,,0.803429,,,,,,,,,,,,478185c0-fb5a-4ad5-9324-073ea01e4376,20,,,"[67.6, 71.4]",3879542,0,,,,,-0.98478574,,Right Foot,,,,"[75.3, 59.8]",,Ground Pass,,13.923002,,,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,From Kick Off,Davide Santon,6999.0,Right Back,2,Inter Milan,238,['4419b989-6c96-48e7-baca-303e505a842e'],22,,,,,,,,,,,,,,,,Inter Milan,238,00:00:22.378,Pass,
,,,,,,,,,,,,,,,,,0.644887,,,,,,,,,,,,d47b3fb7-01b5-4637-bd7c-c330cdeb15ed,23,,,"[74.7, 60.3]",3879542,0,,,,,0.4636476,,Right Foot,,,,"[78.1, 62.0]",,Low Pass,,3.8013155,,Incomplete,,Adem Ljajić,5587.0,,,,,,1,From Kick Off,Mauro Emanuel Icardi Rivero,6987.0,Center Forward,2,Inter Milan,238,"['1ecde634-134f-4a1b-bffe-32293de24f3b', '23e817f7-e082-4fb8-88b2-0b893b0bf792']",23,,,,,,,,,,,,,,,,Inter Milan,238,00:00:23.301,Pass,
,,,,,,,,,,,,,,,,,0.598471,,,,,,,,,,,,4f78e138-d12e-4b79-8441-bac7426e0a4f,27,,,"[45.4, 29.0]",3879542,0,,,,,-2.2675385,,Right Foot,,,,"[41.3, 24.1]",,Ground Pass,,6.3890533,,,,Federico Viviani,7770.0,,,,,Recovery,1,Regular Play,Jacopo Sala,7020.0,Right Center Midfield,3,Hellas Verona,226,['dce639b9-87ec-4602-a040-3e3bd147168a'],24,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:24.790,Pass,
,,,,,,,,,,,,,,,,,1.988785,,,,,,,,,,,,8557b1a4-9aee-4d5d-8f28-e27c34c02332,31,,,"[39.8, 27.7]",3879542,0,,,,,2.290175,,Right Foot,,,,"[28.5, 40.6]",,Ground Pass,,17.149343,,,,Matteo Bianchetti,8421.0,,,,,,1,Regular Play,Federico Viviani,7770.0,Center Defensive Midfield,3,Hellas Verona,226,['19502de6-a125-432d-809c-f8999a7d8893'],25,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:25.817,Pass,
,,,,,,,,,,,,,,,,,1.418971,,,,,,,,,,,,e211f1b5-5568-45d0-8179-3084e465822c,35,,,"[27.7, 44.4]",3879542,0,,,,,-2.9685824,,Left Foot,,,,"[7.1, 40.8]",,Ground Pass,,20.912197,,,,Rafael de Andrade Bittencourt Pinheiro,9887.0,,,,,,1,Regular Play,Matteo Bianchetti,8421.0,Right Center Back,3,Hellas Verona,226,"['1335cfdc-b2d1-401a-bc9c-83d49fc2d9cd', '73ab11b5-ae8a-4936-8f2d-d67c361a1cf0']",28,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:28.606,Pass,True
,,,,,,,,,,,,,,,,,3.058839,,,,,,,,,,,,e004133c-c07b-4064-bfc5-9c7a6ab18b9b,39,,,"[4.6, 35.0]",3879542,0,,,,,-0.6672105,,Left Foot,,,,"[43.7, 4.2]",,High Pass,,49.77399,,,,Michelangelo Albertazzi,386650.0,,,,,,1,Regular Play,Rafael de Andrade Bittencourt Pinheiro,9887.0,Goalkeeper,3,Hellas Verona,226,['6cc286f2-5d87-4adb-9862-e49ea246c490'],31,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:31.915,Pass,
,,,,,,,,,,,,,,,,,1.501601,,,,,,,,,,,,a2c5e99a-a36f-4f7a-830d-c995f7325f7f,41,,,"[43.7, 4.2]",3879542,0,,,,,0.29621583,,Head,,,,"[59.1, 8.9]",,High Pass,,16.101242,,,,Juan Ignacio Gómez Taleb,386651.0,,,,,,1,Regular Play,Michelangelo Albertazzi,386650.0,Left Wing Back,3,Hellas Verona,226,['72a11595-c9cc-404d-8692-145f0dccfd49'],35,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:35.094,Pass,
,,,,,,,,,,,,,,,,,0.84416,,,,,,,,,,,,91104edf-d061-488c-9516-73f62bd81fdd,43,,,"[59.1, 8.9]",3879542,0,,,,,2.6306431,,Head,,,,"[52.5, 12.6]",,Low Pass,,7.566373,,,,Leandro Greco,32119.0,,,,,,1,Regular Play,Juan Ignacio Gómez Taleb,386651.0,Left Center Forward,3,Hellas Verona,226,['d4cc343a-fe04-4b36-bcb0-e23627af8841'],36,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:36.716,Pass,
,,,,,,,,,,,,,,,,,2.056671,,,,,,,,,,,,509ee216-acba-4004-a5a8-fe382c158d72,46,,,"[52.5, 12.6]",3879542,0,,,,,0.66596925,,Left Foot,,,,"[80.5, 34.6]",,High Pass,,35.608986,,Incomplete,,Giampaolo Pazzini,6686.0,,,,,,1,Regular Play,Leandro Greco,32119.0,Left Center Midfield,3,Hellas Verona,226,"['69316ba5-6c56-47e5-9360-0ebbc46acc12', 'd485e75a-d5f7-4562-8d16-1ef34deaab4e']",37,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:37.680,Pass,
,,,,,,,,,,,,,,,,,1.33084,,,,,,,,,,,,69316ba5-6c56-47e5-9360-0ebbc46acc12,49,,,"[39.6, 45.5]",3879542,0,,,,True,1.6734644,,,,,,"[37.9, 62.0]",,Low Pass,,16.587345,,,,João Miranda de Souza Filho,5551.0,,,,,Recovery,1,Regular Play,Alex Nicolao Telles,11183.0,Left Back,4,Inter Milan,238,"['509ee216-acba-4004-a5a8-fe382c158d72', '53c1166c-9f6e-4240-b55e-bbd879640863', '58e51963-937b-4352-9d78-32a17bd8f181']",39,,,,,,,,,,,,,,,,Inter Milan,238,00:00:39.736,Pass,True
,,,,,,,,,,,,,,,,,1.212152,,,,,,,,,,,,3bc254d1-7487-4049-8fa6-7132fd9e6825,53,,,"[29.1, 53.6]",3879542,0,,,,,-2.5133047,,Right Foot,,,,"[17.4, 45.1]",,Ground Pass,,14.461674,,,,Gary Alexis Medel Soto,16453.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Right Center Back,4,Inter Milan,238,"['95cc551a-9106-4efd-a5ef-797eac64c992', 'de456519-ef1d-4cbd-83ac-15dab472fabd']",43,,,,,,,,,,,,,,,,Inter Milan,238,00:00:43.037,Pass,True
,,,,,,,,,,,,,,,,,0.487756,,,,,,,,,,,,473485aa-a7d7-41da-8b9f-1d4138a5d019,57,,,"[15.2, 34.4]",3879542,0,,,,,-0.11998821,,Left Foot,,,,"[29.3, 32.7]",,Ground Pass,,14.202112,,,,Alex Nicolao Telles,11183.0,,,,,,1,Regular Play,Gary Alexis Medel Soto,16453.0,Left Center Back,4,Inter Milan,238,"['092390ac-ce48-4854-9b3d-228d38a5b8ea', '67857879-c7ba-44cc-85a5-ff15bbf3f3f0']",46,,,,,,,,,,,,,,,,Inter Milan,238,00:00:46.226,Pass,True
,,,,,,,,,,,,,,,,,2.639841,,,,,,,,,,,,d88b50c4-3d64-4511-8c3c-d189ebd6a6fd,60,,,"[22.9, 22.6]",3879542,0,,,,,-0.13927926,,Left Foot,,,,"[65.7, 16.6]",,High Pass,,43.218513,,Incomplete,,Ivan Perišić,5474.0,,,,,,1,Regular Play,Alex Nicolao Telles,11183.0,Left Back,4,Inter Milan,238,"['527153c4-e2c5-4801-be0d-30e7b4990097', 'da554b3d-0085-454f-a018-95896b115bb6']",49,,,,,,,,,,,,,,,,Inter Milan,238,00:00:49.672,Pass,
,,,,,,,,,,,,,,,,,1.444164,,,,,,,,,,,,527153c4-e2c5-4801-be0d-30e7b4990097,62,,,"[54.4, 63.5]",3879542,0,,,,,0.054990374,,Head,,,,"[65.3, 64.1]",,High Pass,,10.916501,,Incomplete,,Jacopo Sala,7020.0,,,,,Interception,1,Regular Play,Eros Pisano,11342.0,Right Wing Back,4,Inter Milan,238,"['2abb6765-68ac-4a38-80be-720c0a456e17', '9a7d126f-803c-4b88-a440-6c164d0207f4', 'd88b50c4-3d64-4511-8c3c-d189ebd6a6fd']",52,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:52.312,Pass,
,,,,,,,,,,,,,,,,,0.820503,,,,,,,,,,,,c9c5a061-dc24-45b1-b82a-ec7f94c2439a,67,,,"[74.1, 8.3]",3879542,0,,,,,-2.284887,,Left Foot,,,,"[70.2, 3.8]",,Ground Pass,,5.95483,,,,Ivan Perišić,5474.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,4,Inter Milan,238,['e391d192-e7d6-41f0-9a7f-bb42a424c37b'],56,,,,,,,,,,,,,,,,Inter Milan,238,00:00:56.313,Pass,
,,,,,,,,,,,,,,,,,1.498038,,,,,,,,,,,,fae845e1-daa6-470d-8d25-4e6881da0d3c,70,,,"[68.7, 6.2]",3879542,0,,,,,2.398423,,Right Foot,,,,"[57.6, 16.4]",,Ground Pass,,15.074814,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,Regular Play,Ivan Perišić,5474.0,Left Attacking Midfield,4,Inter Milan,238,['63bb8533-88c5-477f-97d4-d8e88479d4ef'],58,,,,,,,,,,,,,,,,Inter Milan,238,00:00:58.866,Pass,
,,,,,,,,,,,,,,,,,1.089129,,,,,,,,,,,,39f09b58-b374-45a8-9b82-b0f0eb8fcc9e,73,,,"[56.9, 16.9]",3879542,1,,,,,0.104876935,,Right Foot,,,,"[68.3, 18.1]",,Ground Pass,,11.462984,,,,Geoffrey Kondogbia,6589.0,,,,,,1,Regular Play,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,4,Inter Milan,238,['26e667cf-35a0-4b68-8c2e-0c8a8c2d392c'],2,,,,,,,,,,,,,,,,Inter Milan,238,00:01:02.655,Pass,
,,,,,,,,,,,,,,,,,0.787639,,,,,,,,,,,,96bafbfd-6118-4f1a-b5bd-f0060cb98c6c,76,,,"[69.1, 18.6]",3879542,1,,,,,1.5884936,,Left Foot,,,,"[68.9, 29.9]",,Ground Pass,,11.30177,,,,Fredy Alejandro Guarín Vásquez,32807.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,4,Inter Milan,238,['400519c2-9221-40bc-8667-93efc5166772'],5,,,,,,,,,,,,,,,,Inter Milan,238,00:01:05.210,Pass,
,,,,,,,,,,,,,,,,,0.822419,,,,,,,,,,,,9f224847-f3f3-43a4-902a-a347b84b03b7,79,,,"[74.3, 28.8]",3879542,1,,,,,-2.0831857,,Right Foot,,,,"[68.9, 19.2]",,Ground Pass,,11.014536,,,,Geoffrey Kondogbia,6589.0,,,,,,1,Regular Play,Fredy Alejandro Guarín Vásquez,32807.0,Right Center Midfield,4,Inter Milan,238,['8132c022-df72-4c4d-b2ea-15dbc67fb9cc'],7,,,,,,,,,,,,,,,,Inter Milan,238,00:01:07.187,Pass,
,,,,,,,,,,,,,,,,,1.936604,,,,,,,,,,,,801f05bb-353f-4ca0-b7b9-53be9e099735,82,,,"[72.1, 21.6]",3879542,1,,,,,2.0883276,,Left Foot,,,,"[56.9, 48.3]",,High Pass,,30.723444,,,,João Miranda de Souza Filho,5551.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,4,Inter Milan,238,['2aaf7cee-f405-42ec-817b-1c21617b813f'],10,,,,,,,,,,,,,,,,Inter Milan,238,00:01:10.264,Pass,
,,,,,,,,,,,,,,,,,1.282959,,,,,,,,,,,,12946a27-3d7f-4ecd-bf24-db8923414941,85,,,"[57.4, 47.7]",3879542,1,,,,,-0.80697757,,Right Foot,,,,"[64.2, 40.6]",,Ground Pass,,9.831073,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Right Center Back,4,Inter Milan,238,['edcb2ae2-3f3b-401a-b1c9-bf922ba6998b'],14,,,,,,,,,,,,,,,,Inter Milan,238,00:01:14.651,Pass,
,,,,,,,,,,,,,,,,,0.843792,,,,,,,,,,,,c5a153c7-4f20-4daa-9183-bbfc7f5521a6,88,,,"[64.0, 40.0]",3879542,1,,,,,-1.5359267,,Right Foot,,,,"[64.6, 22.8]",,Ground Pass,,17.210463,,,,Geoffrey Kondogbia,6589.0,,,,,,1,Regular Play,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,4,Inter Milan,238,['6c2df104-349b-43c9-9419-1a8b73c85144'],16,,,,,,,,,,,,,,,,Inter Milan,238,00:01:16.881,Pass,
,,,,,,,,,,,,,,,,,0.927942,,,,,,,,,,,,818ed83a-97d6-437b-9351-41fcc16a3e48,91,,,"[81.5, 24.6]",3879542,1,,,,,2.116963,,Left Foot,,,,"[75.3, 34.8]",,Ground Pass,,11.936499,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,4,Inter Milan,238,['bb846490-8126-435d-9eec-30abd78d68f0'],21,,,,,,,,,,,,,,,,Inter Milan,238,00:01:21.593,Pass,
,,,,,,,,,,,,,,,,,0.808273,,,,,,,,,,,,5ce7efa5-3b99-4cf9-a9b1-b6432502a8c3,94,,,"[76.8, 35.5]",3879542,1,,,,,-1.1113681,,Right Foot,,,,"[81.5, 26.0]",,Ground Pass,,10.599056,,,,Geoffrey Kondogbia,6589.0,,,,,,1,Regular Play,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,4,Inter Milan,238,['d688a6b8-57d2-4388-972b-58328186b13b'],22,,,,,,,,,,,,,,,,Inter Milan,238,00:01:22.718,Pass,
,,,,,,,,,,,,,,,,,0.659385,,,,,,,,,,,,66749874-fea3-4e8b-8de0-2e54b6bd3f0a,98,,,"[80.3, 26.0]",3879542,1,,,,,0.22990443,,Left Foot,,,,"[89.7, 28.2]",,Ground Pass,,9.654015,,,,Ivan Perišić,5474.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,4,Inter Milan,238,['6a0152bc-ad7b-4090-be72-61949cce8770'],24,,,,,,,,,,,,,,,,Inter Milan,238,00:01:24.336,Pass,
,,,,,,,,,,,,,,,,,0.943102,,,,,,,,,,,,bb7edcf3-0be8-4c5c-9195-4c4ec2a36eef,102,,,"[90.5, 27.3]",3879542,1,,,,,-2.6121964,,Right Foot,,,,"[81.1, 21.8]",,Ground Pass,,10.890821,,,,Geoffrey Kondogbia,6589.0,,,,,,1,Regular Play,Ivan Perišić,5474.0,Left Attacking Midfield,4,Inter Milan,238,"['a7d47348-3ab0-48bf-9ff5-159fbffab732', 'aa532a9a-f617-464b-852a-7287532302df']",25,,,,,,,,,,,,,,,,Inter Milan,238,00:01:25.073,Pass,True
,,,,,,,,,,,,,,,,,1.123312,,,,,,,,,,,,34f32bc0-d5b7-46f2-bcbf-672c23759ba2,105,,,"[75.1, 18.1]",3879542,1,,,,,-0.54120135,,Left Foot,,,,"[93.9, 6.8]",,Ground Pass,,21.934675,,,,Alex Nicolao Telles,11183.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,4,Inter Milan,238,['2ad15d4a-26df-4271-b84d-fa2385db15bf'],27,,,,,,,,,,,,,,,,Inter Milan,238,00:01:27.143,Pass,
,,,,,,,,,,,,,,,,,0.189785,,,,,,,,,,,,dd979a84-43e5-4c4b-a3dc-0b3896842709,115,,,"[97.2, 4.9]",3879542,1,,,,,0.67474097,,Left Foot,,,,"[101.2, 8.1]",,High Pass,,5.1224995,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,Recovery,1,Regular Play,Ivan Perišić,5474.0,Left Attacking Midfield,4,Inter Milan,238,"['403c3896-ca0e-4d91-be53-eedf751d71e5', '7c9d0a52-2246-463a-9e7a-df8a934370f8']",33,,,,,,,,,,,,,,,,Inter Milan,238,00:01:33.593,Pass,
,,,,,,,,,,,,,,,,,0.594761,,,,,,,,,,,,614d2d28-bb77-4498-b614-a0f63dadab87,119,,,"[6.3, 44.9]",3879542,1,,True,,,-0.6570749,,Keeper Arm,,,,"[23.8, 31.4]",,Ground Pass,,22.102036,,,,Vangelis Moras,31488.0,,,,,,1,From Counter,Rafael de Andrade Bittencourt Pinheiro,9887.0,Goalkeeper,5,Hellas Verona,226,['65d76aa5-d672-4909-aef1-e8a6f6758ca8'],48,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:48.190,Pass,
,,,,,,,,,,,,,,,,,4.275997,,,,,,,,,,,,1c4c53bd-ae05-4ac4-841c-957f3d45e699,121,,,"[27.7, 39.1]",3879542,1,,,,,0.15013863,,Right Foot,,,,"[78.6, 46.8]",,High Pass,,51.479122,,,,Juan Ignacio Gómez Taleb,386651.0,,,,,,1,From Counter,Vangelis Moras,31488.0,Center Back,5,Hellas Verona,226,['09f98727-8dd2-4094-b1bc-1bddc0530a5c'],49,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:49.737,Pass,
,,,,,,,,,,,,,,,,,1.144194,,,,,,,,,,,,47c9c9ea-8ddd-485a-bf81-f3c21e2f4f79,127,,,"[31.1, 44.2]",3879542,1,,,,,-1.412556,,Right Foot,,,,"[34.1, 25.4]",,Ground Pass,,19.037857,,,,Alex Nicolao Telles,11183.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Right Center Back,6,Inter Milan,238,['856c6743-a85c-4d4d-84ac-8babd5a7662a'],55,,,,,,,,,,,,,,,,Inter Milan,238,00:01:55.689,Pass,
