50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.119998,,,,,,,,,,,,,b417b464-c6ee-44b8-aed6-ab97a5d186a9,40,,"[60.8, 80.0]",3879580,0,,,,-0.65342635,,,,,,"[67.2, 75.1]",,Low Pass,,8.060397,,,,Alberto Grassi,6952.0,,,,,Throw-in,1,From Throw In,Gianpaolo Bellini,386607.0,Right Back,4,Atalanta,228,['e637a431-ed71-46be-8a8f-b17c1ea7ef48'],49,,,,,,,,,,,,,,,,Atalanta,228,00:00:49.892,Pass,
,,,,,,,,,,,,,,,,,,0.839999,,,,,,,,,,,,,e263a062-8a31-4745-b0dc-ef085fdf3519,44,,"[66.2, 75.7]",3879580,0,,,,2.8329418,,Left Foot,,,,"[59.3, 77.9]",,Ground Pass,,7.242237,,,,Gianpaolo Bellini,386607.0,,,,,,1,From Throw In,Alberto Grassi,6952.0,Right Center Midfield,4,Atalanta,228,"['13d3f53d-a657-42be-8845-aa0ae70858a3', 'c3dbaced-130c-46ac-b331-45e182f353fa']",51,,,,,,,,,,,,,,,,Atalanta,228,00:00:51.491,Pass,True
,,,,,,,,,,,,,,,,,,1.196369,,,,,,,,,,,,,f244b557-9fd1-4b51-be81-fad411558a82,46,,"[59.8, 77.9]",3879580,0,,,,-0.93271035,,Right Foot,,,,"[66.4, 69.0]",,Ground Pass,,11.080162,,Incomplete,,Marten de Roon,6994.0,,,,,,1,From Throw In,Gianpaolo Bellini,386607.0,Right Back,4,Atalanta,228,"['9d6bff00-e82d-42ac-b49c-0ff9d86265c0', 'b95f0640-26bf-41fd-9ebc-a090983aff87']",52,,,,,,,,,,,,,,,,Atalanta,228,00:00:52.331,Pass,
,,,,,,,,,,,,,,,,,,0.858533,,,,,,,,,,,,,9d6bff00-e82d-42ac-b49c-0ff9d86265c0,48,,"[53.7, 11.1]",3879580,0,,,,-0.66596925,,Right Foot,,,,"[56.5, 8.9]",,Ground Pass,,3.5608988,,,,Claudio Marchisio,8294.0,,,,,Recovery,1,Regular Play,Roberto Maximiliano Pereyra,3579.0,Center Attacking Midfield,5,Juventus,224,"['7f1f9b61-3e3d-4b2f-ad5e-81336daf6698', 'f244b557-9fd1-4b51-be81-fad411558a82']",53,,,,,,,,,,,,,,,,Juventus,224,00:00:53.527,Pass,
,,,,,,,,,,,,,,,,,,1.266007,,,,,,,,,,,,,f01f9cbf-ce85-43fc-adf5-d5d64fa21c85,51,,"[58.3, 6.0]",3879580,0,,,,0.9758854,,Right Foot,,,,"[67.3, 19.3]",,Ground Pass,,16.058954,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,5,Juventus,224,"['52342ae3-a1f3-4658-8077-1912f3bae10a', 'c38cde5b-552d-495f-9b46-edee5ec6e236']",54,,,,,,,,,,,,,,,,Juventus,224,00:00:54.386,Pass,True
,,,,,,,,,,,,,,,,,,1.459334,,,,,,,,,,,,,1ff29991-2e3b-4b13-a72b-3c3a584af4a4,55,,"[61.9, 18.1]",3879580,0,,,,2.293606,,Right Foot,,,,"[44.7, 37.6]",,Low Pass,,26.00173,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,5,Juventus,224,"['ba0e38ad-92db-4b6a-b21d-ab3f4144d385', 'e831a411-1bf7-4b9f-b31b-b4c960d18b97']",57,,,,,,,,,,,,,,,,Juventus,224,00:00:57.581,Pass,True
,,,,,,,,,,,,,,,,,,1.805026,,,,,,,,,,,,,3cd32d08-e321-4e19-8d8f-f77bb2ff8fad,58,,"[44.3, 38.2]",3879580,0,,,,0.2848909,,Right Foot,,,,"[72.3, 46.4]",,High Pass,,29.176018,,,,Sami Khedira,5566.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,5,Juventus,224,['e8eb5101-e1a9-4fa0-b069-8f6395456806'],59,,,,,,,,,,,,,,,,Juventus,224,00:00:59.081,Pass,
,,,,,,,,,,,,,,,,,,3.082831,,,,,,,,,,,,,9d3807fd-4949-4e70-adb8-f8d834309d15,60,,"[72.0, 46.4]",3879580,1,,,,1.2505099,,Head,,,,"[78.8, 66.9]",,Low Pass,,21.59838,,,,Simone Padoin,7952.0,,,,,,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,5,Juventus,224,['1aad7e14-e719-469f-a234-713f95e3538c'],0,,,,,,,,,,,,,,,,Juventus,224,00:01:00.886,Pass,
,,,,,,,,,,,,,,,,,,2.871278,,,,,,,,,,,,,6a076105-2f04-4f22-b761-f8b95c5aea39,63,,"[81.3, 69.1]",3879580,1,,,,0.025418254,,Right Foot,,,,"[104.9, 69.7]",,Ground Pass,,23.607626,,,,Sami Khedira,5566.0,,,,,,1,Regular Play,Simone Padoin,7952.0,Right Back,5,Juventus,224,['794b69d5-a2a1-4b05-96a5-1b1b1a591794'],4,,,,,,,,,,,,,,,,Juventus,224,00:01:04.424,Pass,
,,,,,,,,,,,,,,,,,,1.525329,,,,,,,,,,,,,d3c47cbc-58e6-4849-aecc-644a19068e4b,67,,"[104.1, 74.3]",3879580,1,,,,-3.0453393,,Left Foot,,,,"[89.6, 72.9]",,Ground Pass,,14.56743,,,,Simone Padoin,7952.0,,,,,,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,5,Juventus,224,"['9e33d2d7-542a-4050-9446-3766d3aeafa9', 'd9bedf11-91b0-46ee-9139-2a8a020b4e28']",8,,,,,,,,,,,,,,,,Juventus,224,00:01:08.628,Pass,True
,,,,,,,,,,,,,,,,,,2.071102,,,,,,,,,,,,,7e9a3880-59ad-4356-abc9-fed36f63fbe1,70,,"[84.4, 71.0]",3879580,1,,,,-2.9496715,,Right Foot,,,,"[63.3, 66.9]",,Ground Pass,,21.49465,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Simone Padoin,7952.0,Right Back,5,Juventus,224,['ef13e30d-55ff-4f38-885b-e3c9ea59d843'],10,,,,,,,,,,,,,,,,Juventus,224,00:01:10.922,Pass,
,,,,,,,,,,,,,,,,,,2.358791,,,,,,,,,,,,,78ea5c6e-a2b2-47f3-af23-3aa289e4fe8f,73,,"[59.5, 63.8]",3879580,1,,,,-2.2686992,,Left Foot,,,,"[46.5, 48.3]",,Ground Pass,,20.229929,,,,Giorgio Chiellini,6954.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,5,Juventus,224,['2e2d249b-0b52-4190-8f09-26b0a1f1a020'],13,,,,,,,,,,,,,,,,Juventus,224,00:01:13.591,Pass,
,,,,,,,,,,,,,,,,,,1.656462,,,,,,,,,,,,,55e52000-b406-49a5-af22-6f5bd172a2bb,76,,"[38.9, 33.5]",3879580,1,,,,-1.1151807,,Left Foot,,,,"[48.7, 13.5]",,Ground Pass,,22.271955,,,,Patrice Evra,20008.0,,,,,,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,5,Juventus,224,['4fab7d60-3a27-4131-bf78-887d2d9092c1'],17,,,,,,,,,,,,,,,,Juventus,224,00:01:17.100,Pass,
,,,,,,,,,,,,,,,,,,1.304503,,,,,,,,,,,,,f364ee02-2501-416b-a2a9-5aeacf376e4b,79,,"[48.7, 14.1]",3879580,1,,,,1.0409472,,Left Foot,,,,"[56.9, 28.1]",,Ground Pass,,16.224672,,,,Claudio Marchisio,8294.0,,,,,,1,Regular Play,Patrice Evra,20008.0,Left Back,5,Juventus,224,['4983549b-d9ee-4f67-a0ff-f3c05dbf2ee0'],20,,,,,,,,,,,,,,,,Juventus,224,00:01:20.274,Pass,
,,,,,,,,,,,,,,,,,,2.700477,,,,,,,,,,,,,a38adcf6-2a9b-43b0-9925-cc7de10cea81,82,,"[50.6, 20.6]",3879580,1,,,,1.8553582,,Right Foot,,,,"[38.9, 60.6]",,High Pass,,41.676014,,,,Leonardo Bonucci,7173.0,,True,,,,1,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,5,Juventus,224,['7b5bdbf6-ee61-4fbe-a098-cb0f7c82291f'],23,,,,,,,,,,,,,,,,Juventus,224,00:01:23.624,Pass,
,,,,,,,,,,,,,,,,,,1.099182,,,,,,,,,,,,,892197f5-292c-496c-8952-1f984792c01d,85,,"[46.8, 67.2]",3879580,1,,,,0.3763699,,Right Foot,,,,"[63.5, 73.8]",,Ground Pass,,17.956892,,,,Simone Padoin,7952.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,5,Juventus,224,['1b98b764-2a73-4cdd-98b2-fe37907a5477'],28,,,,,,,,,,,,,,,,Juventus,224,00:01:28.113,Pass,
,,,,,,,,,,,,,,,,,,1.582704,,,,,,,,,,,,,66323de1-0109-4513-a859-d21807e9dcdd,87,,"[63.0, 73.4]",3879580,1,,,,-2.55359,,Right Foot,,,,"[50.7, 65.2]",,Ground Pass,,14.782761,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Simone Padoin,7952.0,Right Back,5,Juventus,224,['bfbf0ce8-4c0f-4a79-bd55-49f1d96cd653'],29,,,,,,,,,,,,,,,,Juventus,224,00:01:29.212,Pass,
,,,,,,,,,,,,,,,,,,0.944166,,,,,,,,,,,,,040f3396-05f5-4c2d-98ff-df932743ac77,90,,"[55.8, 68.8]",3879580,1,,,,-0.13737804,,Right Foot,,,,"[77.5, 65.8]",,Ground Pass,,21.906391,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,5,Juventus,224,['c5a7853a-0b02-43d4-a417-052466419f52'],31,,,,,,,,,,,,,,,,Juventus,224,00:01:31.775,Pass,
,,,,,,,,,,,,,,,,,,1.073664,,,,,,,,,,,,,250fba62-1a51-4ce3-8e77-098160e84fd5,93,,"[83.8, 71.3]",3879580,1,,,,2.283154,,Left Foot,,,,"[80.0, 75.7]",,Ground Pass,,5.813777,,,,Sami Khedira,5566.0,,,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,5,Juventus,224,['db46335d-e9fa-48b2-a821-8d7a0b992e9f'],34,,,,,,,,,,,,,,,,Juventus,224,00:01:34.564,Pass,
,,,,,,,,,,,,,,,,,,1.07379,,,,,,,,,,,,,ca5e37e6-3512-41fd-af9e-45e3ac563153,96,,"[79.1, 75.9]",3879580,1,,,,3.0471377,,Right Foot,,,,"[69.6, 76.8]",,Ground Pass,,9.542537,,,,Simone Padoin,7952.0,,,,,,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,5,Juventus,224,['534cee3a-191c-41b6-a205-93610a98251e'],36,,,,,,,,,,,,,,,,Juventus,224,00:01:36.198,Pass,
,,,,,,,,,,,,,,,,,,1.679722,,,,,,,,,,,,,05b7ca3e-476d-4d68-8c5a-3165568bc9fd,99,,"[51.7, 71.2]",3879580,1,,,,-1.8566412,,Left Foot,,,,"[44.0, 45.0]",,Ground Pass,,27.308058,,,,Giorgio Chiellini,6954.0,,,,,,1,Regular Play,Simone Padoin,7952.0,Right Back,5,Juventus,224,['438f35c0-7063-4777-acb3-37db6b8e3967'],39,,,,,,,,,,,,,,,,Juventus,224,00:01:39.934,Pass,
,,,,,,,,,,,,,,,,,,1.968102,,,,,,,,,,,,,b868a42c-1ca0-45ff-95b8-6395d7859703,102,,"[70.7, 31.5]",3879580,1,,,,0.9953717,,Left Foot,,,,"[92.3, 64.8]",,High Pass,,39.69194,,Incomplete,,,,,,,,,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,5,Juventus,224,['f49bc379-4ab4-4578-a51d-db1c76594b4b'],47,,,,,,,,,,,,,,,,Juventus,224,00:01:47.461,Pass,
,,,,,,,,,,,,,,,,,,3.304955,,,,,,,,,,,,,4b17448e-4430-42dc-a382-34227f43fa94,105,,"[28.1, 15.9]",3879580,1,,,,0.32744038,,Left Foot,,,,"[70.2, 30.2]",,High Pass,,44.462345,,Incomplete,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,,,1,Regular Play,Boukary Dramé,11722.0,Left Back,5,Juventus,224,"['612312a7-4ddd-4087-8a00-901ef58efc99', '72f90652-a758-4010-90be-c215dba8b2c6']",50,,,,,,,,,,,,,,,,Atalanta,228,00:01:50.429,Pass,
,,,,,,,,,,,,,,,,,,1.260005,,,,,,,,,,,,,72f90652-a758-4010-90be-c215dba8b2c6,107,,"[49.9, 49.9]",3879580,1,,,,-0.43722203,,Head,,,,"[59.1, 45.6]",,Low Pass,,10.155294,,,,Claudio Marchisio,8294.0,,,,,Recovery,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,5,Juventus,224,"['4b17448e-4430-42dc-a382-34227f43fa94', '99d36a53-1adb-4f28-92e9-afff563e9087']",53,,,,,,,,,,,,,,,,Juventus,224,00:01:53.734,Pass,
,,,,,,,,,,,,,,,,,,1.746713,,,,,,,,,,,,,0434111b-b62c-4302-ad3a-b42510cfb5f2,110,,"[64.5, 46.1]",3879580,1,,,,1.1599106,,Right Foot,,,,"[75.0, 70.2]",,Ground Pass,,26.28802,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,5,Juventus,224,['73bbbcea-03a8-4786-bad6-aba4af5951bf'],56,,,,,,,,,,,,,,,,Juventus,224,00:01:56.283,Pass,
,,,,,,,,,,,,,,,,,,1.500971,,,,,,,,,,,,,94f4506a-e167-4d48-986a-bf25a5522be0,113,,"[71.9, 66.9]",3879580,2,,,,-2.3398025,,Left Foot,,,,"[53.9, 48.3]",,Low Pass,,25.883585,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,5,Juventus,224,['81511cc7-2c6a-4ec6-ab85-f993a58c4058'],1,,,,,,,,,,,,,,,,Juventus,224,00:02:01.149,Pass,
