50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9fd0b72c-9042-41f4-9b9b-95adbb1323ad,1,,,3879580,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7952, 'name': 'Simone Padoin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 37}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ee45ac15-bd3d-4eeb-9188-8a95144b1d4d,2,,,3879580,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6952, 'name': 'Alberto Grassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 12759, 'name': 'Maximiliano Nicol Moralez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 36770, 'name': 'Mauricio Ricardo Pinilla Ferreira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 51}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,20573414-d3aa-4a48-b3d4-e2baf72a2864,3,,,3879580,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['fde972ed-b1f3-435d-91d8-701f2283d8c3'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fde972ed-b1f3-435d-91d8-701f2283d8c3,4,,,3879580,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['20573414-d3aa-4a48-b3d4-e2baf72a2864'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d0765894-ccd5-49fd-8007-185e8340ac40,1707,,,3879580,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Juventus,224,['9451d0db-9b96-49a4-91a0-5159774b9306'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9451d0db-9b96-49a4-91a0-5159774b9306,1708,,,3879580,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Juventus,224,['d0765894-ccd5-49fd-8007-185e8340ac40'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.099611,,,,,,,,,,,,,da9853c2-0a52-4486-a950-51cdf14183a1,5,,"[60.0, 40.0]",3879580,0,,,,1.6262949,,Left Foot,,,,"[59.9, 41.8]",,Ground Pass,,1.8027756,,,,Mario Mandžukić,5472.0,,,,,Kick Off,1,From Kick Off,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,2,Juventus,224,['6b2d6c33-082e-493e-ba67-78f22d744fa4'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.261,Pass,
,,,,,,,,,,,,,,,,,,1.225962,,,,,,,,,,,,,e1cd1308-44fd-4a1b-82ca-c3f76662bad9,8,,"[59.0, 41.9]",3879580,0,,,,-2.9034789,,Right Foot,,,,"[48.7, 39.4]",,Ground Pass,,10.599056,,,,Claudio Marchisio,8294.0,,,,,,1,From Kick Off,Mario Mandžukić,5472.0,Left Center Forward,2,Juventus,224,['4249f6a0-973a-4128-829d-9c257b73f025'],1,,,,,,,,,,,,,,,,Juventus,224,00:00:01.449,Pass,
,,,,,,,,,,,,,,,,,,1.799847,,,,,,,,,,,,,b47f832b-0a48-4d7d-a504-9fd672bb7df5,11,,"[52.4, 37.7]",3879580,0,,,,-2.3845959,,Right Foot,,,,"[34.3, 20.6]",,Ground Pass,,24.9002,,,,Giorgio Chiellini,6954.0,,,,,,1,From Kick Off,Claudio Marchisio,8294.0,Center Defensive Midfield,2,Juventus,224,['96a1f38d-c70a-45a6-936b-4122c5ed89fe'],3,,,,,,,,,,,,,,,,Juventus,224,00:00:03.124,Pass,
,,,,,,,,,,,,,,,,,,1.457228,,,,,,,,,,,,,0c8a358a-2551-4035-9bc3-e3f90ac4b212,14,,"[37.8, 22.0]",3879580,0,,,,0.7936624,,Left Foot,,,,"[43.8, 28.1]",,Ground Pass,,8.556284,,,,Claudio Marchisio,8294.0,,,,,,1,From Kick Off,Giorgio Chiellini,6954.0,Left Center Back,2,Juventus,224,['6d3cedb6-b0a0-42f1-ae5f-f62bd7449eb2'],5,,,,,,,,,,,,,,,,Juventus,224,00:00:05.658,Pass,
,,,,,,,,,,,,,,,,,,0.928762,,,,,,,,,,,,,e34c7174-aff2-4a15-898b-178472783759,17,,"[53.3, 31.9]",3879580,0,,,,0.65437025,,Right Foot,,,,"[67.9, 43.1]",,Ground Pass,,18.401087,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,From Kick Off,Claudio Marchisio,8294.0,Center Defensive Midfield,2,Juventus,224,['8a67783f-5f5a-49ac-9ba9-fe7f2c7307dc'],9,,,,,,,,,,,,,,,,Juventus,224,00:00:09.893,Pass,
,,,,,,,,,,,,,,,,,,0.950951,,,,,,,,,,,,,3929c7c1-c53b-442b-8ee6-6b5e227f14dc,20,,"[67.3, 42.0]",3879580,0,,,,-0.09295171,,Right Foot,,,,"[79.1, 40.9]",,Ground Pass,,11.85116,,,,Mario Mandžukić,5472.0,,,,,,1,From Kick Off,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,2,Juventus,224,"['28bd2bf3-8315-41f2-a4f8-3c12e772e6a1', 'c4c90ea2-b4d7-4962-8eea-c701e814f258']",10,,,,,,,,,,,,,,,,Juventus,224,00:00:10.822,Pass,True
,,,,,,,,,,,,,,,,,,0.81178,,,,,,,,,,,,,8ca8f766-a3b1-497b-a87d-aacd4ec966c3,23,,"[78.5, 39.0]",3879580,0,,,,-1.9646649,,Right Foot,,,,"[75.3, 31.3]",,Ground Pass,,8.338465,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,From Kick Off,Mario Mandžukić,5472.0,Left Center Forward,2,Juventus,224,"['0f77073b-00c4-42d4-bf6a-eb42f3e94567', '3414276d-3280-4ec9-9b0d-ff62f6a18613']",11,,,,,,,,,,,,,,,,Juventus,224,00:00:11.773,Pass,True
,,,,,,,,,,,,,,,,,,2.467829,,,,,,,,,,,,,4ba4c93f-33a8-4e04-97de-4ca9a399d6af,26,,"[75.8, 31.5]",3879580,0,,,,-0.6987559,,Left Foot,,,,"[100.2, 11.0]",,Ground Pass,,31.868637,,,,Roberto Maximiliano Pereyra,3579.0,,,,,,1,From Kick Off,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,2,Juventus,224,['d7ef790f-2ba1-4faf-8ab8-116432430c22'],12,,,,,,,,,,,,,,,,Juventus,224,00:00:12.690,Pass,
,,,,,,,,,,,,,,,,,,1.485,,,,,,,,,,,,,70e3f486-87b3-4a04-9e90-f564cfe57fed,29,,"[109.8, 14.9]",3879580,0,,,,1.697056,,Left Foot,True,,,"[105.7, 47.2]",,High Pass,,32.559177,,Unknown,,,,,,,,,1,From Kick Off,Roberto Maximiliano Pereyra,3579.0,Center Attacking Midfield,2,Juventus,224,,17,,,,,,,,,,,,,,,,Juventus,224,00:00:17.402,Pass,
,,,,,,,,,,,,,,,,,,2.559999,,,,,,,,,,,,,ebe3e848-aa46-4f79-b6f6-e75dce2e7613,32,,"[13.6, 37.5]",3879580,0,True,,,1.082809,,Right Foot,,,,"[24.8, 58.6]",,Ground Pass,,23.88828,,,,Rafael Tolói,7002.0,,,,,Free Kick,1,From Free Kick,Gabriel Alejandro Paletta,38237.0,Left Center Back,3,Atalanta,228,['fac682c1-52fa-4e4a-845e-5d94d3a9660f'],32,,,,,,,,,,,,,,,,Atalanta,228,00:00:32.074,Pass,
,,,,,,,,,,,,,,,,,,2.009128,,,,,,,,,,,,,1782095c-e299-4e58-bd92-e3b9e0cc6435,36,,"[27.5, 65.8]",3879580,0,,,,0.28128374,,Right Foot,,,,"[67.3, 77.3]",,High Pass,,41.42813,,Incomplete,,Marco D''Alessandro,8184.0,,,,,,1,From Free Kick,Rafael Tolói,7002.0,Right Center Back,3,Atalanta,228,"['34f700ec-a7d8-4e27-94c4-05ae4a03ffa3', 'ba9f3b1d-0e75-428f-913f-338aad33c658', 'c3316e37-4cec-4127-88ae-933c2b718cc6']",35,,,,,,,,,,,,,,,,Atalanta,228,00:00:35.076,Pass,True
