50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f7aa153c-c679-4139-ab38-b18d2fee2c27,1,,,3879726,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7952, 'name': 'Simone Padoin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1b4825ae-df36-422b-ac47-4e0bf5fc2262,2,,,3879726,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 34}, {'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 30}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8094f5ff-21a4-46e1-b35c-53b2ad8db17c,3,,,3879726,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['dd1ec936-7382-4677-a981-064f70e0cc5c'],0,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd1ec936-7382-4677-a981-064f70e0cc5c,4,,,3879726,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['8094f5ff-21a4-46e1-b35c-53b2ad8db17c'],0,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,df3eb25e-9f91-4104-9278-559d23a3283f,1812,,,3879726,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Juventus,224,['4d5c7fa5-95f6-4b5e-b83d-f86194536475'],0,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4d5c7fa5-95f6-4b5e-b83d-f86194536475,1813,,,3879726,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Juventus,224,['df3eb25e-9f91-4104-9278-559d23a3283f'],0,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.58381,,,,,,,,,,,,,7a563150-2a71-4d9e-a6a5-fb452a528a73,5,,"[60.0, 40.0]",3879726,0,,True,,,1.7126933,,Left Foot,,,,"[59.7, 42.1]",Ground Pass,,2.1213202,,,Alessio Cerci,7702.0,,,,,,Kick Off,1,From Kick Off,Leonardo Pavoletti,8180.0,Left Center Forward,2,Genoa,233,['df7bd222-9a1b-4f98-a781-300db87af492'],0,,,,,,,,,,,,,,,Genoa,233,00:00:00.189,Pass,
,,,,,,,,,,,,,,,,2.216934,,,,,,,,,,,,,8bec15b3-2387-4730-90c0-e30e64378c6b,7,,"[60.4, 41.6]",3879726,0,,,,,-2.6224465,,Left Foot,,,,"[32.4, 25.6]",Ground Pass,,32.24903,,,Armando Izzo,9940.0,,,,,,,1,From Kick Off,Alessio Cerci,7702.0,Right Center Forward,2,Genoa,233,['da726f4d-64c1-41ec-86a7-8a4eb99d89f9'],1,,,,,,,,,,,,,,,Genoa,233,00:00:01.153,Pass,
,,,,,,,,,,,,,,,,1.275948,,,,,,,,,,,,,601cc9e6-1845-4a50-8909-9d3633be085a,10,,"[32.1, 25.6]",3879726,0,,,,,2.2589412,,Left Foot,,,,"[21.0, 39.1]",Ground Pass,,17.477413,,,Sebastian De Maio,7176.0,,,,,,,1,From Kick Off,Armando Izzo,9940.0,Left Center Back,2,Genoa,233,['7e300158-8fa4-4e8f-88d7-0f53818a55ce'],3,,,,,,,,,,,,,,,Genoa,233,00:00:03.653,Pass,
,,,,,,,,,,,,,,,,1.218866,,,,,,,,,,,,,f836cd4d-d4f9-4842-92e3-d161b51da61f,13,,"[20.4, 42.5]",3879726,0,,,,,0.58246905,,Right Foot,,,,"[49.7, 61.8]",High Pass,,35.085323,,,Luca Rigoni,7461.0,,,,,,,1,From Kick Off,Sebastian De Maio,7176.0,Center Back,2,Genoa,233,['460d303a-643a-4a84-aa00-8800ccca19a8'],6,,,,,,,,,,,,,,,Genoa,233,00:00:06.772,Pass,
