50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,930e884a-6287-452b-8982-669063a51e16,1,,,3879555,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6952, 'name': 'Alberto Grassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 12759, 'name': 'Maximiliano Nicol Moralez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 36770, 'name': 'Mauricio Ricardo Pinilla Ferreira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 51}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0d027cf1-3df7-4519-b6e6-075c5090f5b9,2,,,3879555,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 8423, 'name': 'Pedro Miguel Almeida Lopes Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 87}, {'player': {'id': 40394, 'name': 'Djamel Eddine Mesbah'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2343d3e5-5c2d-4e3e-a101-3709021b292f,3,,,3879555,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['0c3cf2ea-0659-4821-b501-a0d049670911'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0c3cf2ea-0659-4821-b501-a0d049670911,4,,,3879555,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['2343d3e5-5c2d-4e3e-a101-3709021b292f'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ad2239e3-9499-4d84-be77-38da72ef1b73,1717,,,3879555,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,102,Sampdoria,234,['bc0300cd-cc8e-470d-af96-026669ad3386'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bc0300cd-cc8e-470d-af96-026669ad3386,1718,,,3879555,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,102,Sampdoria,234,['ad2239e3-9499-4d84-be77-38da72ef1b73'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.721829,,,,,,,,,,,,,f9cf9923-c619-4fd0-9b81-fbfa07674a45,5,,"[61.0, 40.1]",3879555,0,,True,,,1.1618885,,Right Foot,,,,"[62.3, 43.1]",,Ground Pass,,3.2695565,,,,Carlos Joaquín Correa,6822.0,,,,,Kick Off,1,From Kick Off,Eder Citadin Martins,7000.0,Left Center Forward,2,Sampdoria,234,['632b98e1-7c24-4a90-8b94-8060526e00ea'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.936,Pass,
,,,,,,,,,,,,,,,,,0.778981,,,,,,,,,,,,,076bf7fc-deb0-40f9-b96f-019f5a7026ec,7,,"[65.1, 54.9]",3879555,0,,,,,2.1845665,,Right Foot,,,,"[62.0, 59.3]",,Ground Pass,,5.3823786,,,,Édgar Osvaldo Barreto Cáceres,7009.0,,,,,,1,From Kick Off,Carlos Joaquín Correa,6822.0,Center Attacking Midfield,2,Sampdoria,234,['5123fdae-9467-4eea-aa33-5c3667f5ba2f'],3,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:03.752,Pass,
,,,,,,,,,,,,,,,,,2.028712,,,,,,,,,,,,,bcbf71d2-0011-4a2f-a62d-798dfb128ec1,11,,"[62.3, 59.9]",3879555,0,,,,,0.5552632,,Right Foot,,,,"[73.1, 66.6]",,High Pass,,12.709445,,,,Carlos Joaquín Correa,6822.0,,,,,,1,From Kick Off,Édgar Osvaldo Barreto Cáceres,7009.0,Right Center Midfield,2,Sampdoria,234,"['5ee7db42-f8f2-441a-a321-2eafbad935f9', 'dcf2d797-2989-479e-9f67-c4f53f82f3e9']",5,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:05.516,Pass,True
,,,,,,,,,,,,,,,,,2.341126,,,,,,,,,,,,,3fda7173-95c9-4d84-b379-7a1267a5005e,18,,"[70.3, 80.0]",3879555,0,,,,,-2.7424202,,,,,,"[42.8, 68.4]",,Low Pass,,29.846441,,,,Niklas Moisander,9884.0,,,,,Throw-in,1,From Throw In,Pedro Miguel Almeida Lopes Pereira,8423.0,Right Back,3,Sampdoria,234,['6d3125a2-dbc4-47ae-b0c3-11551b497e9f'],13,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:13.631,Pass,
