50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4e9f72cf-3255-4a64-b055-9cc239ca443f,1,,,,3879823,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 40455, 'name': 'Giulio Migliaccio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c39108a0-5cd7-4397-ad61-f7f7015fcfd1,2,,,,3879823,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 87}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,437e8b0c-9db2-44ae-ac94-b781c79bd9c1,3,,,,3879823,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['10a95940-962e-44bd-8476-a76fe4f8779c'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10a95940-962e-44bd-8476-a76fe4f8779c,4,,,,3879823,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['437e8b0c-9db2-44ae-ac94-b781c79bd9c1'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,93885208-2095-4af5-b9d2-b69618ea483a,1754,,,,3879823,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Atalanta,228,['9631db69-ffd8-40b6-af11-cc11a01ca7da'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9631db69-ffd8-40b6-af11-cc11a01ca7da,1755,,,,3879823,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Atalanta,228,['93885208-2095-4af5-b9d2-b69618ea483a'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.75768,,,,,,,,,,,,,,40cd621a-0df0-46ca-bc39-14629298850e,5,,,"[61.0, 40.1]",3879823,0,,True,,,1.0303768,,Right Foot,,,"[63.1, 43.6]",,Ground Pass,,4.0816665,,,,Edin Džeko,6973.0,,,,,Kick Off,1,From Kick Off,Mohamed Salah,3531.0,Right Center Forward,2,AS Roma,229,['4f7ac8c1-aff7-4175-b045-a29da31fc925'],0,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.348,Pass,
,,,,,,,,,,,,,,,,,,,0.425784,,,,,,,,,,,,,,1a9795c1-90f9-4e08-b526-e138315692cd,8,,,"[66.9, 40.3]",3879823,0,,,,,0.51703197,,Right Foot,,,"[72.0, 43.2]",,Ground Pass,,5.866856,,,,Mohamed Salah,3531.0,,,,,,1,From Kick Off,Edin Džeko,6973.0,Left Center Forward,2,AS Roma,229,['0de7882b-7f09-4a5d-a1da-a7084d5010f8'],2,,,,,,,,,,,,,,,,,AS Roma,229,00:00:02.666,Pass,
,,,,,,,,,,,,,,,,,,,3.004606,,,,,,,,,,,,,,9d954ef2-eae0-4a02-b8bb-c65ec1ca8bf1,15,,,"[63.6, 13.3]",3879823,0,,,,,0.4511259,,Left Foot,,,"[108.6, 35.1]",,High Pass,,50.0024,,Incomplete,,Lucas Digne,6849.0,,,,,,1,From Kick Off,Ervin Zukanović,7137.0,Left Center Back,2,AS Roma,229,"['2fb890c9-dd0c-4b63-a294-9fe7c7b1a384', '4b53364c-ae74-4b78-a717-376d653bf5cc']",8,,,,,,,,,,,,,,,,,AS Roma,229,00:00:08.979,Pass,
,,,,,,,,,,,,,,,,,,,1.586591,,,,,,,,,,,,,,606019ec-ad86-46c3-bc94-9403321ee208,18,,,"[10.0, 40.3]",3879823,0,,True,,,1.046877,,Keeper Arm,,,"[20.4, 58.3]",,Low Pass,,20.788458,,,,Rafael Tolói,7002.0,,,,,,1,Regular Play,Marco Sportiello,7157.0,Goalkeeper,3,Atalanta,228,['d5e7b456-eccf-4819-a5b6-38502c46f8b5'],13,,,,,,,,,,,,,,,,,Atalanta,228,00:00:13.651,Pass,
,,,,,,,,,,,,,,,,,,,1.900237,,,,,,,,,,,,,,337ddd1a-3ad2-4949-94f3-63304a3cf214,20,,,"[20.4, 58.3]",3879823,0,,,,,0.58251417,,Right Foot,,,"[41.5, 72.2]",,Ground Pass,,25.266975,,,,Andrea Masiello,6992.0,,,,,,1,Regular Play,Rafael Tolói,7002.0,Right Center Back,3,Atalanta,228,['bf0edb0e-c57f-4837-8f26-b8764232a809'],16,,,,,,,,,,,,,,,,,Atalanta,228,00:00:16.389,Pass,
